FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ryan,Bertrand,DEF,SOU,5400000,2,36,3.3,6.11111111111111e-07,6.66666666666667e-06,0,479178,0,11,0,0,0,0,0,6.7,39486,-1,1,36,1,0.6,0,3.3,2,0,4,0,0,9.0,221987,0,0,0,0,985,2701,-1,0,191,Liverpool,Everton,Man City,Bournemouth,Arsenal,3.0,2.7,2.8,3.8,3.9,2.7,3.7,4.0,3.7,2.4,4.4,4.6,2.9,3.3,3.7,3.5,3.7,3.0,3.3,3.6,3.6,2.6,2.6,2.7,3.0,2.6,2.1,46.2
Muhamed,Besic,MID,EVE,4400000,0,2,0.18181818181818202,4.13223140495868e-08,4.54545454545455e-07,0,8872,0,0,0,0,0,0,0,0.5,427,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.2,7811,0,0,0,0,46,130,0,0,10,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.0
Philip,Billing,MID,HUD,4500000,0,12,1.09090909090909,2.4242424242424196e-07,2.66666666666667e-06,0,31221,2,5,0,0,0,0,0,2.7,1599,0,0,12,0,0.0,0,0.0,0,0,3,0,0,0.3,31519,0,0,0,0,420,26,0,0,52,Bournemouth,Man City,Arsenal,Everton,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.6,0.5,0.7,0.5,0.5,0.7,0.8,0.5,0.5,0.5,0.5,1.0,0.5,0.9,12.6
Daley,Blind,DEF,MUN,5300000,0,19,1.72727272727273,3.2590051457976e-07,3.58490566037736e-06,0,163325,0,0,0,0,0,0,0,3.6,3684,-2,0,19,2,0.0,0,0.0,0,0,3,0,0,1.2,130189,0,0,0,0,271,1358,0,0,84,Newcastle,Brighton,Watford,Arsenal,Man City,1.7,1.7,1.2,0.9,1.1,1.5,0.9,0.9,1.5,1.4,0.9,1.6,0.9,0.9,2.0,0.9,1.3,1.6,1.8,0.9,1.2,0.9,2.0,0.9,2.0,0.9,1.5,14.8
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,902,0,0,0,0,0,0,0,0.2,10,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,520,0,0,0,0,17,1,0,0,1,West Brom,Liverpool,Swansea,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,6312,0,1,0,0,0,0,0,0.4,41,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.0,1858,0,0,0,0,71,1,0,0,5,Brighton,Crystal Palace,Liverpool,Swansea,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Yannick,Bolasie,MID,EVE,6400000,0,0,0.0,0.0,0.0,0,3499,0,0,0,0,0,0,0,0.0,82,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,500,0,0,0,0,0,31,0,0,0,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaetan,Bong,DEF,BHA,4400000,6,14,1.27272727272727,2.8925619834710696e-07,3.18181818181818e-06,0,4038,1,3,0,0,0,0,0,3.2,289,-1,0,14,1,1.0,0,4.3,0,0,2,0,0,0.1,2810,0,0,0,0,360,1629,0,0,76,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,0.8,0.6,1.9,1.0,0.7,0.7,0.8,0.7,0.7,0.6,0.8,0.7,0.6,0.8,1.0,0.6,0.6,1.1,0.6,0.6,0.7,1.1,1.5,0.7,0.7,0.8,0.6,6.9
Wilfried,Bony,FWD,SWA,5700000,0,7,0.6363636363636359,1.1164274322169099e-07,1.2280701754386e-06,0,51513,1,2,0,0,0,0,0,1.2,909,-3,0,7,3,0.0,0,0.0,0,0,0,0,1,0.1,54359,0,0,0,0,168,250,0,0,15,Burnley,Bournemouth,Chelsea,Stoke,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.1
Artur,Boruc,GLK,BOU,4300000,0,0,0.0,0.0,0.0,0,126705,0,0,0,0,0,0,0,0.0,3803,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.7,3548,0,0,0,0,0,256,0,0,0,Huddersfield,Swansea,Burnley,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Boufal,MID,SOU,5700000,2,17,1.54545454545455,2.71132376395534e-07,2.98245614035088e-06,0,10173,0,5,0,0,0,1,0,3.0,1009,-3,0,17,3,0.7,0,4.0,2,0,0,0,0,0.2,6705,0,0,0,0,320,761,0,0,73,Liverpool,Everton,Man City,Bournemouth,Arsenal,0.8,1.3,0.8,1.2,1.2,0.9,1.1,1.0,0.9,0.8,1.0,1.1,0.8,0.8,0.9,0.8,1.0,0.8,1.0,1.4,1.0,0.8,0.8,0.9,0.9,1.3,0.8,27.0
,Brad Smith,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,134583,0,0,0,0,0,0,0,0.0,6679,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,2.8,49297,0,0,0,0,0,273,-1,0,0,Huddersfield,Swansea,Burnley,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5500000,3,35,3.2,5.81818181818182e-07,6.36363636363636e-06,0,114968,2,9,0,0,0,0,0,6.4,7874,0,0,35,0,0.5,0,2.7,4,0,5,0,2,1.7,168533,0,0,0,0,977,3224,0,0,136,Swansea,Arsenal,Bournemouth,Leicester,Watford,3.2,4.0,3.4,2.6,2.1,2.9,2.5,2.4,1.7,2.5,3.1,2.9,3.1,2.8,1.8,3.8,2.6,4.2,2.8,2.6,2.5,3.1,3.3,2.6,2.7,2.1,3.3,64.9
Claudio,Bravo,GLK,MCI,4700000,0,1,0.0909090909090909,1.93423597678917e-08,2.1276595744680897e-07,0,32581,0,0,0,0,0,0,0,0.2,964,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.5,6447,0,0,0,0,44,214,0,0,4,Leicester,Huddersfield,Southampton,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Miguel,Britos,DEF,WAT,4500000,0,14,2.0,4.44444444444444e-07,3.11111111111111e-06,0,121254,2,12,0,0,0,1,0,3.1,1575,0,0,14,0,0.2,0,0.7,0,0,1,0,0,1.0,114020,0,0,0,0,563,477,0,1,98,West Ham,Newcastle,Man Utd,Tottenham,Burnley,1.5,1.6,1.3,1.2,1.8,2.7,1.8,1.9,1.1,1.0,1.3,1.1,1.3,1.7,1.0,1.8,1.1,1.8,1.2,1.4,1.2,1.2,1.8,2.6,1.8,1.4,1.1,21.0
Leon,Britton,MID,SWA,4400000,0,9,0.818181818181818,1.8595041322314102e-07,2.04545454545455e-06,0,6370,1,1,0,0,0,0,0,2.0,357,-1,0,9,1,0.1,0,0.3,0,0,3,0,0,0.1,3584,0,0,0,0,269,97,0,0,25,Burnley,Bournemouth,Chelsea,Stoke,West Brom,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,1.6
Isaiah,Brown,MID,BHA,5300000,1,7,0.6363636363636359,1.2006861063464801e-07,1.32075471698113e-06,0,3263,0,3,0,0,0,0,0,1.3,62,-2,0,7,2,0.2,0,1.0,0,0,0,0,0,0.0,381,0,0,0,0,128,22,0,0,21,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.2
,Bruno,DEF,BHA,4500000,6,34,3.4,7.555555555555559e-07,7.55555555555556e-06,0,13368,2,8,0,0,0,0,0,7.6,1360,0,0,34,0,1.2,0,5.3,4,0,4,0,0,0.6,25659,0,0,0,0,826,8935,0,0,156,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,3.7,2.1,5.0,4.2,3.3,3.4,3.7,3.6,3.4,3.0,3.7,3.4,3.2,3.9,4.3,3.1,2.9,4.5,2.3,2.5,3.4,4.6,4.1,3.6,3.4,3.9,2.7,19.5
Chris,Brunt,MID,WBA,5200000,0,19,1.72727272727273,3.3216783216783197e-07,3.65384615384615e-06,0,116995,0,2,0,0,0,0,0,3.6,3437,-3,1,19,3,0.0,0,0.0,3,0,3,0,1,0.8,118874,0,0,0,0,402,55,-1,0,90,Chelsea,Tottenham,Newcastle,Crystal Palace,Swansea,1.1,0.9,1.6,1.7,1.3,0.9,1.4,0.9,2.0,1.8,0.9,1.2,1.1,0.9,1.1,0.9,1.6,0.9,1.5,1.1,1.3,1.4,0.9,1.4,0.9,1.0,0.9,21.8
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,524,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,69,0,0,0,0,0,6,0,0,0,Bournemouth,Man City,Arsenal,Everton,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Burke,MID,WBA,5200000,0,5,0.45454545454545503,8.741258741258741e-08,9.615384615384609e-07,0,2938,0,1,0,0,0,0,0,1.0,70,-3,0,5,3,0.0,0,0.0,0,0,0,0,1,0.0,3344,0,0,0,0,35,37,0,0,16,Chelsea,Tottenham,Newcastle,Crystal Palace,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.6
Jack,Butland,GLK,STK,5000000,1,30,2.7,5.4e-07,6e-06,0,98682,0,22,0,27,0,0,0,6.0,18329,0,0,30,0,0.5,0,2.7,3,0,2,0,0,2.9,89389,0,0,0,1,990,547,0,0,180,Brighton,Crystal Palace,Liverpool,Swansea,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.9,1.4,3.4,2.5,2.5,2.9,1.6,2.7,1.9,2.4,1.5,2.5,2.3,2.6,1.8,4.0,2.3,21.7
Sam,Byram,DEF,WHU,4300000,0,0,0.0,0.0,0.0,0,7034,0,0,0,0,0,0,0,0.0,525,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1202,0,0,0,0,0,56,0,0,0,Watford,Leicester,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willy,Caballero,GLK,CHE,4800000,0,0,0.0,0.0,0.0,0,3479,0,0,0,0,0,0,0,0.0,131,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,557,0,0,0,0,0,40,0,0,0,West Brom,Liverpool,Swansea,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohan,Cabaye,MID,CRY,5400000,2,19,2.1,3.88888888888889e-07,3.5185185185185204e-06,0,20879,3,13,0,0,0,0,0,3.5,1113,-1,0,19,1,0.3,0,1.7,3,0,0,0,1,0.3,11911,0,0,0,0,713,935,0,0,136,Everton,Stoke,Brighton,West Brom,Bournemouth,2.6,1.7,1.0,1.0,1.9,1.2,1.1,1.8,2.4,1.0,1.4,1.7,1.0,1.2,2.1,1.6,1.4,1.8,1.3,1.0,1.8,1.5,1.6,1.4,1.9,1.1,2.0,54.3
Gary,Cahill,DEF,CHE,6200000,6,15,1.3636363636363602,2.1994134897360703e-07,2.41935483870968e-06,0,509465,0,8,0,0,0,0,0,2.4,4558,-3,0,15,3,0.4,0,2.3,1,0,2,0,0,3.3,32682,0,0,0,0,494,5387,0,1,96,West Brom,Liverpool,Swansea,Newcastle,West Ham,0.9,0.7,0.7,0.9,0.9,0.9,0.7,0.7,0.9,0.8,0.7,0.7,0.9,0.7,1.3,1.1,0.7,0.7,1.9,0.9,0.7,1.0,1.1,1.1,0.9,0.9,0.8,16.8
,Callum Wilson,FWD,BOU,5900000,2,3,0.272727272727273,4.62249614791988e-08,5.084745762711859e-07,0,2116,0,0,0,0,0,0,0,0.5,372,-1,0,3,1,0.2,0,1.0,0,0,1,0,0,0.1,5453,0,0,0,0,91,3246,0,0,0,Huddersfield,Swansea,Burnley,Southampton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.2
Dominic,Calvert-Lewin,FWD,EVE,5000000,5,30,2.7,5.4e-07,6e-06,0,140347,1,13,0,0,0,1,0,6.0,8019,0,0,30,0,0.6,0,3.0,0,0,1,0,3,2.2,212963,0,0,0,0,723,20337,0,0,88,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,2.6,2.2,3.1,3.0,1.5,1.8,2.3,1.9,1.9,2.3,2.9,1.6,3.3,3.0,1.4,3.8,2.7,1.8,2.8,2.5,2.3,3.1,2.2,3.0,1.6,2.2,1.9,58.9
Geoff,Cameron,DEF,STK,4400000,0,13,1.9,4.31818181818182e-07,2.95454545454545e-06,0,30661,0,12,0,0,0,0,0,3.0,2563,-1,0,13,1,0.1,0,0.3,0,0,1,0,0,0.3,22495,0,0,0,0,563,16,0,0,93,Brighton,Crystal Palace,Liverpool,Swansea,Tottenham,0.0,2.3,1.8,1.1,1.4,1.4,1.9,2.1,1.3,1.4,1.7,1.0,2.1,1.5,1.4,1.7,1.0,1.6,1.0,1.3,1.0,1.5,1.3,1.5,1.0,2.8,1.3,16.2
Emre,Can,MID,LIV,4900000,2,22,2.4,4.89795918367347e-07,4.48979591836735e-06,0,351592,3,16,0,0,0,0,0,4.4,18509,-1,1,22,1,0.3,0,1.3,0,0,2,0,2,5.5,255503,0,0,0,0,704,5289,-1,0,132,Southampton,Chelsea,Stoke,Brighton,Everton,2.0,2.0,1.2,1.2,3.2,2.6,1.7,1.2,2.5,2.5,1.3,1.4,2.0,1.2,1.8,1.6,2.6,2.7,1.2,1.6,1.4,1.8,2.5,1.2,2.2,1.4,2.0,38.1
Etienne,Capoue,MID,WAT,5100000,0,14,1.27272727272727,2.4955436720142604e-07,2.7450980392156897e-06,0,261681,1,5,0,0,0,1,0,2.7,5908,-4,0,14,4,0.1,0,0.3,0,0,0,0,1,1.9,37465,0,0,0,0,202,352,0,0,56,West Ham,Newcastle,Man Utd,Tottenham,Burnley,0.6,0.7,0.6,0.6,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.7,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,17.9
Michael,Carrick,MID,MUN,4300000,0,0,0.0,0.0,0.0,0,80642,0,0,0,0,0,0,0,0.0,4041,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.2,69003,0,0,0,0,0,1730,0,0,0,Newcastle,Brighton,Watford,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre,Carrillo,MID,WAT,5500000,2,19,2.1,3.8181818181818203e-07,3.45454545454545e-06,0,2381,0,16,0,0,0,0,0,3.5,203,0,0,19,0,0.3,0,1.7,0,0,1,0,1,0.0,3551,0,0,0,0,591,102,0,0,80,West Ham,Newcastle,Man Utd,Tottenham,Burnley,1.5,1.7,1.3,1.0,1.7,1.8,1.5,1.5,1.4,1.3,1.1,1.0,1.6,1.6,1.0,1.7,1.9,1.5,1.2,1.2,1.4,1.1,1.5,1.6,1.5,1.5,1.0,24.7
Andy,Carroll,FWD,WHU,5900000,1,5,0.8,1.35593220338983e-07,8.474576271186441e-07,0,31316,2,6,0,0,0,0,0,0.8,1513,-1,0,5,1,0.1,0,0.3,0,0,3,0,0,0.3,37105,0,0,0,0,385,3197,0,1,-5,Watford,Leicester,Everton,Man City,Chelsea,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.6,22.4
Tom,Carroll,MID,SWA,4500000,1,29,2.6,5.77777777777778e-07,6.444444444444439e-06,0,257651,1,13,0,0,0,0,0,6.4,25878,0,0,29,0,0.4,0,1.7,2,0,4,0,1,6.5,297808,0,0,0,0,946,9242,0,0,149,Burnley,Bournemouth,Chelsea,Stoke,West Brom,2.3,2.1,2.4,2.1,2.3,1.3,2.8,2.4,1.5,2.5,1.5,2.2,2.0,2.7,2.1,1.8,2.0,2.3,2.0,1.6,1.4,2.0,2.9,1.4,1.6,2.7,1.8,48.3
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,640,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,347,0,0,0,0,0,6,0,0,0,Arsenal,West Brom,Leicester,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.0909090909090909,2.06611570247934e-08,2.2727272727272702e-07,0,881,0,0,0,0,0,0,0,0.2,26,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,155,0,0,0,0,19,7,0,0,4,West Ham,Newcastle,Man Utd,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Santiago,Cazorla,MID,ARS,6900000,0,0,0.0,0.0,0.0,0,1630,0,0,0,0,0,0,0,0.0,58,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,505,0,0,0,0,0,33,0,0,0,Tottenham,Burnley,Huddersfield,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5400000,2,40,3.6,6.66666666666667e-07,7.40740740740741e-06,0,142656,0,16,0,24,0,0,0,7.4,10181,-1,0,40,1,0.3,0,1.7,3,0,4,0,0,5.2,67739,0,0,0,0,990,1377,0,0,193,Tottenham,Burnley,Huddersfield,Man Utd,Southampton,4.5,2.5,5.4,4.8,2.9,2.4,4.9,5.1,3.0,2.4,4.2,2.6,5.4,2.3,4.3,2.5,3.6,2.5,4.5,1.8,4.6,4.3,2.1,5.2,1.8,4.6,2.4,20.9
,Cedric,DEF,SOU,4900000,2,34,3.1,6.3265306122449e-07,6.9387755102040806e-06,0,415710,0,11,0,0,0,0,0,6.8,54135,-1,1,34,1,0.7,0,3.3,0,0,4,0,0,7.5,223910,0,0,0,0,982,3557,-1,0,170,Liverpool,Everton,Man City,Bournemouth,Arsenal,2.7,2.4,2.5,3.5,3.5,2.5,3.4,3.6,3.4,2.1,4.2,4.3,2.6,3.0,3.4,3.2,3.4,2.8,3.0,3.3,3.3,2.3,2.3,2.5,2.7,2.4,1.9,44.6
Nacer,Chadli,MID,WBA,5700000,0,12,1.09090909090909,1.91387559808612e-07,2.10526315789474e-06,0,34549,1,1,0,0,0,1,0,2.1,2116,-3,0,12,3,0.1,0,0.7,3,0,1,0,0,0.2,9431,0,0,0,1,159,160,0,0,26,Chelsea,Tottenham,Newcastle,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.5,1.0,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.7,0.5,0.6,0.7,0.5,0.6,0.5,0.5,0.5,8.4
Nathaniel,Chalobah,MID,WAT,4400000,0,12,1.09090909090909,2.4793388429752104e-07,2.7272727272727298e-06,0,167121,1,7,0,0,0,0,0,2.7,6289,-1,0,12,1,0.0,0,0.0,0,0,3,0,0,1.2,123955,0,0,0,0,429,125,0,0,37,West Ham,Newcastle,Man Utd,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,19.6
,Chamberlain,MID,LIV,5700000,7,20,1.8181818181818201,3.18979266347687e-07,3.50877192982456e-06,0,199648,0,14,0,0,0,1,0,3.5,3065,-3,0,20,3,0.5,0,3.0,0,0,0,0,0,1.6,94664,0,0,0,0,495,5837,0,0,121,Southampton,Chelsea,Stoke,Brighton,Everton,1.2,1.2,0.9,0.9,2.2,1.7,1.1,0.9,1.6,1.6,0.9,0.9,1.3,0.9,1.2,1.0,1.7,1.8,0.9,1.0,0.9,1.1,1.6,0.9,1.4,0.9,1.3,50.2
Calum,Chambers,DEF,ARS,4700000,0,0,0.0,0.0,0.0,0,17992,0,0,0,0,0,0,0,0.0,265,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,1741,0,0,0,0,0,47,0,0,0,Tottenham,Burnley,Huddersfield,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Chicharito,FWD,WHU,6900000,2,41,3.7,5.36231884057971e-07,5.94202898550725e-06,0,1506005,3,21,0,0,0,4,0,5.9,128064,-1,0,41,1,0.6,0,4.0,6,0,4,0,0,10.8,1019688,0,0,0,2,900,8780,0,0,125,Watford,Leicester,Everton,Man City,Chelsea,0.0,0.0,0.0,3.0,3.1,5.1,4.1,4.6,3.7,2.7,5.0,2.7,4.4,5.6,3.3,3.9,2.6,3.6,3.8,4.5,3.6,2.9,5.1,2.2,3.7,3.1,5.4,57.8
Benjamin,Chilwell,DEF,LEI,4300000,0,10,0.9090909090909091,2.11416490486258e-07,2.32558139534884e-06,0,16852,0,4,0,0,0,0,0,2.3,1621,-2,0,10,2,0.5,0,2.0,0,0,1,0,0,0.3,10296,0,0,0,0,278,1146,0,0,57,Man City,West Ham,Tottenham,Burnley,Newcastle,0.5,0.5,0.5,0.5,0.5,0.5,1.4,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,1.0,0.6,0.5,9.8
Eric Maxim,Choupo-Moting,MID,STK,5700000,5,44,4.0,7.01754385964912e-07,7.719298245614039e-06,0,260434,1,21,0,0,0,2,0,7.7,21493,2,0,44,-2,0.7,0,4.0,3,0,2,0,3,5.9,526636,0,0,0,1,918,17487,0,0,109,Brighton,Crystal Palace,Liverpool,Swansea,Tottenham,3.3,3.9,4.5,4.7,3.4,3.9,5.0,4.9,3.4,4.0,5.0,2.4,5.0,3.2,4.5,4.0,3.5,4.3,2.8,5.8,2.8,3.6,3.8,4.2,2.7,5.2,5.1,79.6
Andreas,Christensen,DEF,CHE,5400000,7,20,1.8181818181818201,3.36700336700337e-07,3.7037037037037004e-06,0,12331,0,5,0,0,0,0,0,3.7,1370,-1,1,20,1,0.4,0,2.3,1,0,2,0,0,0.4,22168,0,0,0,0,435,12229,-1,0,106,West Brom,Liverpool,Swansea,Newcastle,West Ham,1.4,1.1,0.9,1.4,1.4,1.4,1.1,0.9,1.4,1.2,0.9,1.1,1.5,1.2,2.0,1.7,0.9,1.0,2.5,1.4,1.2,1.5,1.7,1.7,1.4,1.5,1.2,14.4
Ciaran,Clark,DEF,NEW,4500000,1,30,3.8,8.444444444444441e-07,6.66666666666667e-06,0,137934,1,7,0,0,0,1,0,6.7,11234,0,0,30,0,0.1,0,0.3,3,0,2,0,0,2.3,190544,0,0,0,1,665,901,0,0,131,Man Utd,Watford,West Brom,Chelsea,Leicester,2.2,4.5,3.7,3.7,4.2,4.2,2.4,3.6,3.5,4.9,3.4,3.7,2.7,4.5,4.2,4.8,3.8,2.9,4.2,3.7,5.6,2.6,5.5,2.5,5.5,4.8,4.0,25.7
