FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Phil,Jones,DEF,MUN,5500000,0,101,4.8,8.72727272727273e-07,1.8363636363636398e-05,0,1887502,2,11,0,0,0,0,0,18.4,28232,5,0,101,-5,0.0,0,0.0,16,0,13,0,0,5.8,2040477,1,0,0,2,1793,8558,0,0,489,Swansea,Man City,West Brom,Bournemouth,Arsenal,6.4,4.3,11.0,0.0,7.2,5.0,7.1,47.5
,Jordan Ayew,FWD,SWA,5300000,0,91,3.0,5.66037735849057e-07,1.71698113207547e-05,0,1020608,1,38,0,0,0,6,0,16.9,145421,3,1,91,-3,0.5,0,2.5,10,0,7,0,2,7.4,1282741,0,0,0,0,2310,2287,-1,1,336,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,3.5,2.3,2.5,2.8,3.6,143.5
,Joselu,FWD,NEW,5500000,0,64,2.6,4.72727272727273e-07,1.16363636363636e-05,0,168531,2,24,0,0,0,4,0,11.6,1526,0,0,64,0,0.2,1,1.0,5,0,5,0,1,0.4,170995,0,0,0,0,1604,505,0,0,210,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,2.2,2.7,1.9,3.0,2.0,2.0,103.0
Christian,Kabasele,DEF,WAT,4400000,0,58,2.4,5.454545454545451e-07,1.31818181818182e-05,0,182987,4,40,0,0,0,2,0,13.2,2415,-1,0,58,1,0.0,0,0.0,1,0,5,0,0,0.5,202223,1,0,0,1,2039,21,0,0,355,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,2.1,1.4,71.3
Younes,Kaboul,DEF,WAT,4200000,0,7,0.22580645161290303,5.3763440860215094e-08,1.66666666666667e-06,0,23316,0,3,0,0,0,0,0,1.7,44,-3,0,7,3,0.0,0,0.0,0,0,1,0,0,0.1,3527,0,0,0,0,151,14,0,0,35,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0
Elias,Kachunga,MID,HUD,5700000,1,45,1.4516129032258098,2.54668930390492e-07,7.89473684210526e-06,0,26905,1,23,0,0,0,1,0,7.9,94,-3,0,45,3,0.1,0,0.3,0,0,6,0,1,0.1,14086,0,0,0,0,1272,33,0,0,145,Newcastle,Brighton,Watford,Everton,Man City,0.7,0.7,1.0,0.0,1.4,0.7,1.1,53.9
Sullay,Kaikai,MID,CRY,4300000,0,1,1.0,2.3255813953488398e-07,2.3255813953488398e-07,0,12103,0,0,0,0,0,0,0,0.2,38,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,13262,0,0,0,0,13,1,0,0,5,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Harry,Kane,FWD,TOT,12700000,0,179,6.2,4.88188976377953e-07,1.40944881889764e-05,0,4816848,4,24,0,0,0,24,0,14.0,594390,2,1,179,-2,0.2,1,3.0,27,0,13,0,2,24.3,4246604,0,0,0,7,2434,3616,-1,0,630,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,9.1,7.2,9.0,351.4
N'Golo,Kante,MID,CHE,4900000,0,82,3.2,6.53061224489796e-07,1.6734693877551e-05,0,1167162,3,21,0,0,0,1,0,16.7,6707,-1,0,82,1,0.7,0,3.5,8,0,14,0,2,11.4,758875,0,0,0,0,2274,6480,0,0,517,Tottenham,West Ham,Southampton,Burnley,Swansea,2.7,3.6,5.1,0.0,2.5,2.6,2.6,124.3
Loris,Karius,GLK,LIV,4800000,6,58,1.87096774193548,3.8978494623655897e-07,1.2083333333333301e-05,0,26779,0,10,0,18,0,0,0,12.1,5479,-2,0,58,2,1.0,0,5.0,5,0,6,0,0,1.3,84973,0,0,1,0,1080,7070,0,0,239,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,2.0,0.9,1.4,1.0,1.8,1.2,2.0,17.3
Orestis,Karnezis,GLK,WAT,4500000,1,33,1.06451612903226,2.36559139784946e-07,7.33333333333333e-06,0,4130,0,16,0,25,0,0,0,7.3,1223,0,0,33,0,0.8,0,3.7,5,0,3,0,0,0.2,13057,0,0,0,0,751,2687,0,0,163,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.5,0.6,0.5,1.1,0.5,0.6,0.5,19.1
Beram,Kayal,MID,BHA,4400000,0,14,0.46666666666666706,1.0606060606060599e-07,3.18181818181818e-06,0,6166,0,6,0,0,0,0,0,3.2,60,-1,0,14,1,0.3,0,1.5,0,0,0,0,0,0.1,3202,0,0,0,0,289,57,0,0,47,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.2,0.2,0.4,0.0,0.2,0.2,0.2,11.8
Michael,Keane,DEF,EVE,5300000,2,54,2.3,4.33962264150943e-07,1.0188679245283e-05,0,566341,2,38,0,0,0,0,0,10.2,6295,-2,0,54,2,0.6,0,3.0,7,0,4,0,1,5.0,169113,0,0,0,0,1929,481,0,0,375,Man City,Liverpool,Swansea,Newcastle,Huddersfield,1.9,2.4,1.4,2.1,1.4,2.4,1.8,64.7
Martin,Kelly,DEF,CRY,4200000,0,32,1.03225806451613,2.45775729646697e-07,7.61904761904762e-06,0,66883,1,18,0,0,0,0,0,7.6,2084,-3,0,32,3,0.0,0,0.0,1,0,4,0,0,0.7,91908,1,0,0,0,1053,402,0,0,173,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.6,0.5,0.7,0.5,0.5,0.5,0.6,31.2
,Kenedy,MID,NEW,4800000,0,33,1.1,2.2916666666666698e-07,6.875e-06,0,30089,0,3,0,0,0,2,0,7.0,12050,-2,-1,33,2,1.9,0,9.0,5,0,4,0,1,2.0,138728,0,0,0,1,440,64855,1,0,94,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.7,0.6,0.7,0.6,0.7,0.6,0.6,39.5
Jonjoe,Kenny,DEF,EVE,4100000,0,50,2.6,6.34146341463415e-07,1.2195121951219501e-05,0,351593,2,31,0,0,0,0,0,11.9,20872,-4,1,50,4,0.0,0,0.0,2,0,5,0,2,2.6,483725,0,0,0,1,1589,2753,-1,0,309,Man City,Liverpool,Swansea,Newcastle,Huddersfield,2.3,2.9,1.7,2.5,1.7,2.8,2.2,59.5
,Ki Sung-yueng,MID,SWA,5000000,0,62,3.4,6.8e-07,1.24e-05,0,37712,1,19,0,0,0,2,0,12.4,13928,0,0,62,0,1.6,0,8.0,9,0,5,0,2,1.5,118820,0,0,0,1,1430,6107,0,0,268,Man Utd,West Brom,Everton,Man City,Chelsea,1.8,2.9,4.4,1.8,3.2,3.0,3.5,65.5
,Kiko Femenia,DEF,WAT,4300000,0,53,2.9,6.74418604651163e-07,1.23255813953488e-05,0,472690,2,29,0,0,0,0,0,12.3,2095,-2,0,53,2,0.1,0,0.3,9,0,5,0,1,1.3,493475,0,0,0,1,1399,5048,0,0,329,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,2.7,3.1,2.2,4.2,2.3,2.8,1.9,59.8
Andy,King,MID,SWA,4200000,0,34,1.13333333333333,2.6984126984127004e-07,8.09523809523809e-06,0,373771,1,13,0,0,0,2,0,8.1,11333,-3,0,34,3,1.2,0,5.0,1,0,1,0,1,3.4,507514,0,0,0,0,704,13013,0,0,126,Man Utd,West Brom,Everton,Man City,Chelsea,0.6,0.6,0.9,0.6,0.6,0.6,0.6,31.6
Joshua,King,FWD,BOU,7000000,5,77,3.0,4.28571428571429e-07,1.1e-05,0,349841,2,27,0,0,0,4,0,11.0,12395,-5,0,77,5,0.7,0,4.7,5,0,6,0,4,1.5,127158,0,0,0,0,1891,3267,0,0,256,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,2.6,3.2,5.2,0.0,3.0,3.0,2.5,143.2
Stephen,Kingsley,DEF,SWA,4500000,0,0,0.0,0.0,0.0,0,5935,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,226,0,0,0,0,0,1,0,0,0,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nya,Kirby,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,25,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,38,0,0,0,0,0,7,0,0,0,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davy,Klaassen,MID,EVE,6900000,0,5,0.161290322580645,2.3375409069658703e-08,7.2463768115942e-07,0,83295,0,4,0,0,0,0,0,0.7,207,-6,0,5,6,0.0,0,0.3,0,0,0,0,0,0.4,6103,0,0,0,0,193,31,0,0,13,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.9
Ragnar,Klavan,DEF,LIV,4100000,0,62,2.0,4.878048780487799e-07,1.5121951219512198e-05,0,261990,0,13,0,0,0,1,0,14.8,4106,-4,1,62,4,0.0,0,0.0,7,0,6,0,0,1.4,301635,0,0,0,2,1172,3935,-1,0,303,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,2.2,1.0,1.5,1.1,2.0,1.3,2.2,37.9
Anthony,Knockaert,MID,BHA,5500000,0,75,2.8,5.09090909090909e-07,1.3636363636363601e-05,0,121617,4,21,0,0,0,3,0,13.6,1668,-5,0,75,5,0.1,0,0.5,6,0,9,0,1,0.6,50748,0,0,0,0,1920,35,0,1,313,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.0,4.1,0.0,1.8,2.4,1.4,125.4
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0.0,0.0,0.0,0,2178,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,144,0,0,0,0,0,1,0,0,0,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Kolasinac,DEF,ARS,5800000,0,86,2.86666666666667,4.94252873563218e-07,1.48275862068966e-05,0,1159273,3,24,0,0,0,1,0,14.8,4310,-2,0,86,2,0.3,0,2.0,6,0,8,0,4,6.3,826043,0,0,0,1,1746,1303,0,0,412,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,3.4,1.7,3.9,1.6,3.2,1.8,100.0
Vincent,Kompany,DEF,MCI,5800000,0,38,1.26666666666667,2.1839080459770103e-07,6.55172413793103e-06,0,274584,4,5,0,0,0,0,0,6.6,660,-2,0,38,2,0.7,0,4.0,0,0,5,0,0,2.1,86612,0,0,0,0,944,1965,0,0,215,Everton,Man Utd,Tottenham,Swansea,West Ham,0.6,0.8,0.6,0.8,0.8,0.9,0.8,36.6
Terence,Kongolo,DEF,HUD,4400000,0,7,0.22580645161290303,5.13196480938416e-08,1.59090909090909e-06,0,2214,0,8,0,0,0,0,0,1.6,245,-1,0,7,1,0.1,0,0.3,0,0,0,0,0,0.0,3500,0,0,0,0,417,26,0,0,63,Newcastle,Brighton,Watford,Everton,Man City,0.1,0.1,0.1,0.0,0.1,0.1,0.1,12.4
Laurent,Koscielny,DEF,ARS,6000000,0,98,4.1,6.83333333333333e-07,1.63333333333333e-05,0,175012,4,31,0,0,0,2,0,16.3,5934,0,0,98,0,0.1,0,0.7,16,0,9,0,0,1.8,197902,0,0,0,3,2135,2147,0,0,538,Stoke,Southampton,Newcastle,West Ham,Man Utd,5.8,5.5,3.1,6.1,2.9,5.3,3.3,92.7
Cheikhou,Kouyate,MID,WHU,5000000,0,65,2.6,5.2e-07,1.3000000000000001e-05,0,64863,4,45,0,0,0,2,0,13.0,1082,0,0,65,0,0.3,0,1.5,2,0,4,0,2,0.2,75448,0,0,0,0,2080,84,0,0,269,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,1.4,2.4,1.3,1.5,1.6,3.1,80.5
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,37219,0,0,0,0,0,0,0,0.0,1022,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,68717,0,0,0,0,0,545,0,0,0,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,4800000,0,51,2.3,4.79166666666667e-07,1.0625e-05,0,27996,2,30,0,0,0,0,0,10.6,246,-2,0,51,2,0.2,0,1.0,4,0,3,0,3,0.1,32060,0,0,0,0,1537,21,0,0,241,Burnley,Swansea,Man Utd,Liverpool,Newcastle,1.9,2.1,1.2,1.6,1.4,1.7,1.3,56.8
Alexandre,Lacazette,FWD,ARS,10200000,0,99,3.8,3.72549019607843e-07,9.70588235294118e-06,0,1776969,1,24,0,0,0,9,0,9.7,3103,-3,0,99,3,0.0,0,0.0,5,0,8,0,4,5.9,1220909,0,0,0,1,1808,527,0,0,369,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,4.9,3.2,5.1,2.4,4.5,3.1,200.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,156815,0,1,0,0,0,0,0,0.2,1708,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1.1,208383,0,0,0,0,16,60,0,0,3,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Adam,Lallana,MID,LIV,7300000,0,11,0.354838709677419,4.86080424215643e-08,1.50684931506849e-06,0,40902,1,1,0,0,0,0,0,1.5,242,-2,0,11,2,0.1,0,0.7,0,0,1,0,0,0.4,9488,0,0,0,0,213,99,0,0,30,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,25.5
Erik,Lamela,MID,TOT,6300000,0,29,0.966666666666667,1.53439153439153e-07,4.6031746031745995e-06,0,15072,3,5,0,0,0,0,0,4.6,606,-2,0,29,2,0.2,0,1.0,0,0,3,0,3,0.1,15779,0,0,0,0,461,894,0,0,99,Chelsea,Stoke,Man City,Brighton,Watford,0.5,0.5,1.0,0.0,0.5,0.5,0.5,51.7
Manuel,Lanzini,MID,WHU,6600000,0,78,3.7,5.60606060606061e-07,1.18181818181818e-05,0,240082,4,36,0,0,0,3,0,11.8,2412,-4,0,78,4,0.2,1,1.5,8,0,4,0,6,0.7,237818,0,0,0,2,1686,980,0,0,364,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,2.6,4.1,2.5,2.7,2.9,5.0,135.1
Aymeric,Laporte,DEF,MCI,5300000,0,14,0.46666666666666706,8.805031446540882e-08,2.64150943396226e-06,0,76661,1,1,0,0,0,0,0,2.6,6103,-2,1,14,2,0.4,0,2.3,1,0,2,0,0,1.0,132670,0,0,0,0,270,1502,-1,0,70,Everton,Man Utd,Tottenham,Swansea,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.3
Jamaal,Lascelles,DEF,NEW,4800000,0,95,3.8,7.91666666666667e-07,1.97916666666667e-05,0,772140,3,24,0,0,0,3,0,20.2,12135,3,-1,95,-3,0.8,0,4.0,9,0,7,0,0,8.7,1147489,0,0,0,2,2207,38487,1,0,433,Huddersfield,Leicester,Arsenal,Everton,West Brom,4.9,3.2,5.3,2.7,4.7,4.1,4.8,90.8
,Lee Chung-yong,MID,CRY,4200000,0,6,0.193548387096774,4.60829493087558e-08,1.4285714285714301e-06,0,44314,0,3,0,0,0,0,0,1.4,581,-3,0,6,3,0.1,0,0.3,0,0,0,0,0,0.3,46658,0,0,0,0,122,603,0,0,17,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.4
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,4776,0,0,0,0,0,0,0,0.0,89,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,9758,0,0,0,0,0,104,0,0,0,West Brom,Watford,Leicester,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4300000,0,32,1.06666666666667,2.4806201550387604e-07,7.44186046511628e-06,0,36447,3,25,0,0,0,0,0,7.4,455,-2,0,32,2,0.8,0,3.5,1,0,3,0,0,0.2,10690,0,0,0,0,1383,1450,0,0,246,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.7,0.5,0.8,0.5,0.7,0.5,0.7,48.0
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,4486,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,906,0,0,0,0,0,21,0,0,0,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,4800000,0,51,2.3,4.79166666666667e-07,1.0625e-05,0,30882,1,27,0,0,0,1,0,10.6,635,-2,0,51,2,0.4,0,2.0,5,0,4,0,0,0.2,28910,0,0,0,0,1490,353,0,0,298,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,1.6,1.3,3.1,0.0,1.9,1.8,1.2,57.0
Aaron,Lennon,MID,BUR,5400000,0,46,1.53333333333333,2.83950617283951e-07,8.518518518518519e-06,0,13070,1,18,0,0,0,0,0,8.5,430,-1,0,46,1,0.6,0,3.5,0,0,5,0,3,0.2,13096,0,0,0,0,1251,618,0,0,145,West Brom,Watford,Leicester,Chelsea,Stoke,0.8,0.8,1.8,0.8,1.0,0.8,1.0,55.0
,Lewis Cook,MID,BOU,4300000,2,47,2.0,4.65116279069767e-07,1.0930232558139501e-05,0,71875,3,32,0,0,0,0,0,10.9,4638,-2,0,47,2,0.5,0,2.0,0,0,2,0,2,1.3,89302,0,0,0,0,1723,4564,0,0,265,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,1.1,1.4,2.2,0.0,1.3,1.6,1.2,75.5
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,6439,0,0,0,0,0,0,0,0.0,172,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,15053,0,0,0,0,0,168,0,0,0,West Brom,Watford,Leicester,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,0,30,2.5,5.102040816326529e-07,6.1224489795918405e-06,0,303679,1,12,0,0,0,0,0,6.1,1279,-6,0,30,6,0.1,0,0.5,1,0,3,0,0,1.2,73569,0,0,0,0,923,356,0,0,199,Swansea,Man City,West Brom,Bournemouth,Arsenal,2.5,1.5,4.2,0.0,3.2,1.8,3.0,23.5
Jesse,Lingard,MID,MUN,6000000,0,107,3.56666666666667,5.94444444444444e-07,1.78333333333333e-05,0,1166082,2,14,0,0,0,8,0,17.8,39542,0,0,107,0,0.3,0,1.5,10,0,6,0,4,9.5,1659454,0,0,0,2,1383,35339,0,0,360,Swansea,Man City,West Brom,Bournemouth,Arsenal,4.1,1.8,7.4,0.0,4.4,2.3,4.0,142.2
Jake,Livermore,MID,WBA,4800000,1,54,2.0,4.1666666666666704e-07,1.125e-05,0,16225,4,34,0,0,0,0,0,11.3,109,-2,0,54,2,0.3,0,1.3,0,0,5,0,1,0.1,9431,0,0,0,0,2041,38,0,0,258,Burnley,Swansea,Man Utd,Liverpool,Newcastle,1.5,1.7,1.0,1.2,1.1,1.3,1.0,59.6
Fernando,Llorente,FWD,TOT,7300000,0,20,1.4,1.91780821917808e-07,2.73972602739726e-06,0,26989,1,1,0,0,0,1,0,2.7,462,-2,0,20,2,0.0,0,0.0,2,0,1,0,0,0.2,24380,0,0,0,0,214,996,0,0,62,Chelsea,Stoke,Man City,Brighton,Watford,0.7,0.8,1.5,0.0,1.1,0.7,1.1,20.1
Hugo,Lloris,GLK,TOT,5400000,0,113,4.0,7.407407407407409e-07,2.0925925925925898e-05,0,568755,0,24,0,59,0,0,0,20.9,9750,-1,0,113,1,0.8,0,4.5,2,0,13,0,0,8.4,325187,0,0,0,0,2520,7014,0,0,545,Chelsea,Stoke,Man City,Brighton,Watford,4.1,4.5,8.2,0.0,5.5,3.6,4.5,50.8
Jurgen,Locadia,FWD,BHA,6000000,0,8,0.266666666666667,4.444444444444441e-08,1.33333333333333e-06,0,3263,0,2,0,0,0,1,0,1.3,528,0,0,8,0,0.1,0,0.5,2,0,0,0,0,0.1,6220,0,0,0,0,29,334,0,0,29,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.1,0.1,0.2,0.0,0.1,0.1,0.1,9.1
Ruben,Loftus-Cheek,MID,CRY,4400000,1,54,1.74193548387097,3.9589442815249293e-07,1.2272727272727302e-05,0,900541,0,24,0,0,0,1,0,12.3,6445,-1,0,54,1,0.1,0,0.3,2,0,3,0,4,3.1,502938,0,0,0,0,1330,1958,0,0,239,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.9,1.0,1.3,0.9,1.2,0.9,1.5,91.7
Jason,Lokilo,MID,CRY,4300000,0,0,0.0,0.0,0.0,0,16134,0,0,0,0,0,0,0,0.0,66,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,14128,0,0,0,0,0,53,0,0,0,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4300000,0,11,1.8,4.1860465116279104e-07,2.55813953488372e-06,0,7785,1,5,0,0,0,1,0,2.6,89,-2,0,11,2,0.0,0,0.0,0,0,0,0,0,0.1,6833,0,0,0,0,217,0,0,0,28,Newcastle,Brighton,Watford,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8
Kevin,Long,DEF,BUR,4000000,0,34,1.13333333333333,2.8333333333333304e-07,8.5e-06,0,343551,1,9,0,0,0,0,0,8.3,12770,0,1,34,0,0.0,0,0.0,4,0,3,0,1,5.3,500851,0,0,0,0,810,7996,-1,0,164,West Brom,Watford,Leicester,Chelsea,Stoke,0.6,0.6,1.3,0.6,0.9,0.6,0.6,36.6
Shane,Long,FWD,SOU,5600000,0,40,1.8,3.2142857142857103e-07,7.142857142857139e-06,0,60148,4,21,0,0,0,1,0,7.1,353,-4,0,40,4,0.2,0,1.0,0,0,3,0,2,0.4,41657,0,0,0,0,1187,445,0,0,123,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,1.2,0.9,2.3,0.0,1.5,1.1,1.1,71.1
Ademola,Lookman,MID,EVE,5100000,0,10,1.4,2.7450980392156895e-07,1.96078431372549e-06,0,9384,0,6,0,0,0,0,0,2.0,32,-4,0,10,4,0.0,0,0.0,0,0,0,0,1,0.1,2248,0,0,0,0,153,1,0,0,30,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Jonas,Lossl,GLK,HUD,4600000,2,112,3.6,7.826086956521741e-07,2.43478260869565e-05,0,420464,0,52,0,83,0,0,0,24.3,18290,1,0,112,-1,0.7,0,3.3,10,0,8,0,1,7.8,636383,0,0,2,2,2790,3477,0,0,588,Newcastle,Brighton,Watford,Everton,Man City,2.7,3.2,4.9,0.0,4.0,2.8,5.1,70.8
Dejan,Lovren,DEF,LIV,5300000,0,78,3.4,6.41509433962264e-07,1.47169811320755e-05,0,142112,4,22,0,0,0,1,0,14.7,6783,-2,0,78,2,0.5,0,2.7,6,0,8,0,1,1.2,100900,0,0,0,1,1746,230,0,0,417,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,4.1,2.2,3.5,2.8,4.3,3.2,4.5,78.3
Chris,Lowe,DEF,HUD,4400000,1,51,2.5,5.68181818181818e-07,1.1590909090909101e-05,0,275227,0,24,0,0,0,0,0,11.6,1182,-1,0,51,1,0.1,0,0.3,0,0,6,0,0,1.2,277365,0,0,0,0,1357,158,0,0,272,Newcastle,Brighton,Watford,Everton,Man City,1.5,1.8,3.0,0.0,2.3,1.5,3.1,35.8
Matthew,Lowton,DEF,BUR,4400000,0,74,4.1,9.31818181818182e-07,1.6818181818181798e-05,0,296895,0,13,0,0,0,0,0,16.8,7287,-1,0,74,1,1.5,0,6.5,4,0,7,0,3,4.2,467853,0,0,0,0,1575,65181,0,0,339,West Brom,Watford,Leicester,Chelsea,Stoke,4.0,4.7,9.7,4.8,5.6,4.1,4.4,60.9
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,1139,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,251,0,0,0,0,0,3,0,0,0,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Lucas Moura,MID,TOT,7900000,0,2,0.0666666666666667,8.43881856540084e-09,2.53164556962025e-07,0,9737,0,0,0,0,0,0,0,0.3,638,-1,1,2,1,0.1,0,0.5,0,0,0,0,0,0.0,12142,0,0,0,0,31,104,-1,0,5,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
Romelu,Lukaku,FWD,MUN,11500000,0,144,5.0,4.3478260869565203e-07,1.25217391304348e-05,0,3445527,3,23,0,0,0,14,0,12.7,16442,0,-2,144,0,0.6,1,6.5,15,0,13,0,7,30.4,2476156,0,0,0,3,2519,429735,2,0,515,Swansea,Man City,West Brom,Bournemouth,Arsenal,6.7,4.7,13.0,0.0,7.0,5.0,7.1,237.8
Dodi,Lukebakio,MID,WAT,5000000,0,1,0.032258064516129,6.451612903225811e-09,2e-07,0,116,0,1,0,0,0,0,0,0.2,18,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,179,0,0,0,0,15,15,0,0,5,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Levi,Lumeka,MID,CRY,4400000,0,1,0.032258064516129,7.331378299120229e-09,2.2727272727272702e-07,0,689,0,0,0,0,0,0,0,0.2,16,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,774,0,0,0,0,25,20,0,0,3,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,473,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,460,0,0,0,0,0,10,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,3900000,0,0,0.0,0.0,0.0,0,49907,0,0,0,0,0,0,0,0.0,2545,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,64502,0,0,0,0,0,10425,0,0,0,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
