FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Craig,Dawson,DEF,WBA,4800000,0,61,2.9,6.04166666666667e-07,1.2708333333333301e-05,0,323289,5,32,0,0,0,2,0,12.7,4103,-2,0,61,2,0.1,0,0.7,3,0,5,0,0,1.6,121629,0,0,0,1,1880,391,0,0,313,Burnley,Swansea,Man Utd,Liverpool,Newcastle,3.1,3.1,1.8,3.3,2.0,3.2,3.4,80.1
Kevin,De Bruyne,MID,MCI,10400000,0,183,6.1,5.865384615384611e-07,1.75961538461538e-05,0,2154384,1,19,0,0,0,7,0,17.6,29946,4,0,183,-4,0.3,0,3.0,25,0,16,0,16,24.9,1980025,0,0,0,5,2581,46385,0,0,768,Everton,Man Utd,Tottenham,Swansea,West Ham,7.4,7.0,5.8,8.0,7.1,8.7,7.3,318.9
David,de Gea,GLK,MUN,5900000,0,144,4.8,8.13559322033898e-07,2.4406779661017e-05,0,964271,0,23,0,97,0,0,0,24.4,14541,4,0,144,-4,0.3,0,1.5,10,0,15,0,0,44.1,1296969,0,0,0,0,2700,73502,0,0,624,Swansea,Man City,West Brom,Bournemouth,Arsenal,6.4,4.3,11.0,0.0,7.2,5.0,7.1,68.8
Siem,de Jong,MID,NEW,4900000,0,0,0.0,0.0,0.0,0,9737,0,0,0,0,0,0,0,0.0,6,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,528,0,0,0,0,0,2,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,1627,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1477,0,0,0,0,0,1,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6300000,2,63,2.9,4.6031746031746e-07,1e-05,0,91399,1,25,0,0,0,5,0,10.0,9205,-2,0,63,2,0.6,1,3.7,7,0,4,0,2,1.2,111864,0,0,0,1,1372,9570,0,1,224,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,3.3,2.8,2.3,3.2,1.9,3.2,1.9,93.4
Jermain,Defoe,FWD,BOU,7600000,1,44,1.41935483870968,1.8675721561969398e-07,5.78947368421053e-06,0,211855,1,17,0,0,0,3,0,5.8,1754,-4,0,44,4,0.1,0,0.7,4,0,2,0,1,1.4,50933,0,0,0,1,835,287,0,0,138,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,0.8,1.0,1.7,0.0,0.9,0.9,0.7,62.2
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482e-07,1.14814814814815e-05,0,34187,6,17,0,0,0,1,0,11.5,197,-1,0,62,1,0.0,0,0.0,0,0,12,0,1,0.3,26881,0,0,0,0,1998,17,0,0,353,West Brom,Watford,Leicester,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,1.5,2.4,78.4
Damien,Delaney,DEF,CRY,4200000,0,1,0.032258064516129,7.680491551459291e-09,2.38095238095238e-07,0,24645,0,5,0,0,0,0,0,0.2,121,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.2,4489,0,0,0,0,95,94,0,0,19,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,0,42,1.4,3.11111111111111e-07,9.33333333333333e-06,0,120318,1,12,0,0,0,1,0,9.3,513,0,0,42,0,0.0,0,0.0,0,0,5,0,1,0.4,117836,0,0,0,0,1282,109,0,0,294,Everton,Man Utd,Tottenham,Swansea,West Ham,0.8,0.7,0.7,0.9,0.7,1.0,0.7,52.3
Mousa,Dembele,MID,TOT,4900000,0,43,1.4333333333333302,2.92517006802721e-07,8.77551020408163e-06,0,171995,5,17,0,0,0,0,0,8.8,1664,-1,0,43,1,0.5,0,2.5,3,0,6,0,0,1.7,99083,0,0,0,0,1545,1292,0,0,274,Chelsea,Stoke,Man City,Brighton,Watford,0.7,0.7,1.4,0.0,0.9,0.7,0.9,56.9
Laurent,Depoitre,FWD,HUD,5100000,0,78,3.0,5.882352941176471e-07,1.5294117647058802e-05,0,627455,1,31,0,0,0,5,0,15.3,20393,-4,0,78,4,0.1,0,0.7,11,0,4,0,2,2.9,763159,0,0,0,1,1533,4954,0,0,237,Newcastle,Brighton,Watford,Everton,Man City,2.4,2.3,3.6,0.0,3.7,2.1,3.5,81.9
Gerard,Deulofeu,MID,WAT,5600000,0,21,0.67741935483871,1.20967741935484e-07,3.75e-06,0,237359,0,2,0,0,0,1,0,3.7,10321,-4,1,21,4,0.0,0,0.0,3,0,2,0,1,0.6,267747,0,0,0,1,311,42,-1,0,79,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.3,0.3,27.4
Fousseni,Diabate,FWD,LEI,5000000,0,7,0.23333333333333303,4.66666666666667e-08,1.4e-06,0,8417,1,4,0,0,0,0,0,1.4,898,0,0,7,0,0.2,0,1.0,0,0,0,0,0,0.1,13494,0,0,0,0,225,318,0,0,20,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.1,0.1,0.2,0.0,0.1,0.1,0.1,8.1
Mohamed,Diame,MID,NEW,4600000,0,53,2.3,5e-07,1.15217391304348e-05,0,19347,1,21,0,0,0,2,0,11.5,865,-4,0,53,4,0.5,0,2.5,3,0,3,0,0,0.2,16846,0,0,0,0,1347,615,0,0,229,Huddersfield,Leicester,Arsenal,Everton,West Brom,2.3,1.4,2.2,1.7,2.3,1.3,1.7,56.4
Brahim,Diaz,MID,MCI,4700000,0,3,0.1,2.1276595744680903e-08,6.382978723404259e-07,0,4220,0,1,0,0,0,0,0,0.6,33,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.0,1612,0,0,0,0,31,13,0,0,9,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Eric,Dier,MID,TOT,4700000,0,70,2.4,5.1063829787234e-07,1.48936170212766e-05,0,281119,4,22,0,0,0,0,0,14.9,3488,-3,0,70,3,0.3,0,1.5,0,0,14,0,1,2.5,187900,0,0,0,0,2464,1212,0,0,402,Chelsea,Stoke,Man City,Brighton,Watford,1.3,1.5,2.6,0.0,2.1,1.6,2.1,102.5
Mame Biram,Diouf,FWD,STK,5200000,0,77,2.8,5.384615384615379e-07,1.4807692307692301e-05,0,607251,5,43,0,0,0,5,0,14.8,5741,-3,0,77,3,0.1,0,0.3,6,0,5,0,2,1.8,652085,0,0,0,0,2012,736,0,0,275,Arsenal,Tottenham,West Ham,Burnley,Liverpool,1.7,2.5,2.3,2.6,1.8,2.9,2.1,122.5
Abdoulaye,Doucoure,MID,WAT,5500000,2,121,4.0,7.27272727272727e-07,2.2e-05,0,1431846,7,54,0,0,0,7,0,22.0,54203,5,0,121,-5,0.4,0,2.3,16,0,8,0,3,14.7,2109480,0,0,0,1,2700,21169,0,0,588,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,4.7,4.4,3.6,4.4,2.7,4.7,2.3,170.3
Aleksandar,Dragovic,DEF,LEI,4900000,0,21,0.7,1.42857142857143e-07,4.28571428571429e-06,0,16003,1,10,0,0,0,0,0,4.3,808,-1,0,21,1,0.0,0,0.0,0,0,3,0,0,0.1,21725,0,0,0,0,584,46,0,0,132,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.4,0.4,0.8,0.0,0.4,0.4,0.4,17.7
Daniel,Drinkwater,MID,CHE,4800000,0,24,0.8,1.66666666666667e-07,5e-06,0,23763,0,7,0,0,0,1,0,5.0,256,-2,0,24,2,0.2,0,1.0,1,0,1,0,0,0.2,15423,0,0,0,1,520,99,0,0,117,Tottenham,West Ham,Southampton,Burnley,Swansea,0.4,0.4,0.8,0.0,0.4,0.4,0.4,25.7
Martin,Dubravka,GLK,NEW,4500000,0,18,0.6,1.3333333333333302e-07,4e-06,0,6588,0,4,0,9,0,0,0,4.0,2584,0,0,18,0,0.8,0,3.5,2,0,2,0,0,0.4,31526,0,0,0,1,360,9067,0,0,77,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.3
Shane,Duffy,DEF,BHA,4600000,0,82,2.8,6.08695652173913e-07,1.7826086956521697e-05,0,256027,6,39,0,0,0,0,0,17.8,8815,1,0,82,-1,0.8,0,3.5,7,0,8,0,2,3.3,421061,0,0,0,1,2592,7921,0,0,495,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,2.8,3.4,6.4,0.0,2.2,3.1,2.1,122.0
Paul,Dummett,DEF,NEW,4200000,0,30,1.0,2.38095238095238e-07,7.142857142857139e-06,0,52052,1,11,0,0,0,0,0,7.1,4955,-3,0,30,3,0.8,0,3.5,0,0,3,0,0,0.7,50312,0,0,0,0,915,13705,0,0,166,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.6,0.5,0.8,0.5,0.6,0.5,0.6,29.3
Lewis,Dunk,DEF,BHA,4500000,0,74,2.5,5.55555555555556e-07,1.64444444444444e-05,0,232634,6,40,0,0,0,1,0,16.4,10338,0,0,74,0,1.0,0,4.5,5,0,8,0,0,3.1,326741,4,0,0,1,2700,13402,0,0,497,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,2.3,2.9,5.4,0.0,1.8,2.6,1.7,125.4
Nathan,Dyer,MID,SWA,4400000,0,34,1.13333333333333,2.57575757575758e-07,7.727272727272729e-06,0,18228,2,16,0,0,0,0,0,7.7,1120,-1,0,34,1,0.1,0,0.5,0,0,3,0,1,0.2,27548,0,0,0,0,1024,125,0,0,125,Man Utd,West Brom,Everton,Man City,Chelsea,0.6,0.6,0.9,0.6,0.6,0.6,0.6,31.8
,Ederson,GLK,MCI,5600000,0,138,4.6,8.214285714285709e-07,2.46428571428571e-05,0,355271,0,20,0,50,0,0,0,24.6,8572,1,0,138,-1,1.7,0,9.3,9,0,14,0,0,8.2,513722,0,0,2,2,2655,24736,0,0,578,Everton,Man Utd,Tottenham,Swansea,West Ham,3.9,5.7,4.9,5.6,5.7,6.2,5.7,48.5
,Eduardo,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,3479,0,0,0,0,0,0,0,0.0,18,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1136,0,0,0,0,0,16,0,0,0,Tottenham,West Ham,Southampton,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,6,0.193548387096774,4.838709677419349e-08,1.5e-06,0,26781,0,15,0,0,0,0,0,1.5,921,0,0,6,0,0.0,0,0.0,0,0,0,0,0,0.4,48194,0,0,0,0,481,240,0,0,81,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4000000,0,57,3.6,9.000000000000001e-07,1.425e-05,0,933506,0,21,0,44,0,0,0,14.3,48001,0,0,57,0,0.0,0,0.0,4,0,3,0,0,16.0,891633,0,0,1,3,1440,2498,0,0,280,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,2.9,4.9,2.4,4.3,3.8,4.4,36.5
Mohamed,Elneny,MID,ARS,4200000,0,18,0.6,1.42857142857143e-07,4.28571428571429e-06,0,323496,2,8,0,0,0,0,0,4.3,5329,-3,0,18,3,0.2,0,1.0,0,0,2,0,1,3.2,291678,0,0,0,0,566,3081,0,0,110,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,26.8
,Emerson,DEF,CHE,5200000,0,1,0.0333333333333333,6.41025641025641e-09,1.92307692307692e-07,0,1514,0,0,0,0,0,0,0,0.2,107,-3,1,1,3,0.1,0,0.5,0,0,0,0,0,0.0,2005,0,0,0,0,8,58,-1,0,2,Tottenham,West Ham,Southampton,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,9400000,0,153,5.3,5.638297872340429e-07,1.62765957446809e-05,0,2112855,0,22,0,0,0,7,0,16.3,31776,-1,0,153,1,0.4,0,4.0,18,0,15,0,9,14.2,2040947,0,0,0,2,2498,10217,0,0,624,Chelsea,Stoke,Man City,Brighton,Watford,4.7,5.4,9.5,0.0,6.7,5.6,6.7,274.0
Jonny,Evans,DEF,WBA,4900000,6,71,2.8,5.714285714285711e-07,1.44897959183673e-05,0,119753,7,35,0,0,0,2,0,14.5,1842,-1,0,71,1,0.6,0,2.7,4,0,6,0,1,1.1,131736,1,0,0,1,2159,1341,0,0,425,Burnley,Swansea,Man Utd,Liverpool,Newcastle,3.0,2.9,1.7,3.2,1.8,3.1,3.3,80.0
Patrice,Evra,DEF,WHU,4300000,0,0,0.0,0.0,0.0,0,7347,0,6,0,0,0,0,0,0.0,731,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.2,15528,0,0,0,0,135,435,-1,0,17,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
Lukasz,Fabianski,GLK,SWA,4700000,0,123,4.1,8.723404255319151e-07,2.6170212765957398e-05,0,405960,0,42,0,106,0,0,0,26.2,23067,2,0,123,-2,1.2,0,5.5,10,0,9,0,0,8.9,635578,0,0,1,2,2700,18984,0,0,606,Man Utd,West Brom,Everton,Man City,Chelsea,3.4,3.8,4.6,3.7,5.3,3.7,5.5,81.5
Cesc,Fabregas,MID,CHE,6800000,0,67,2.6,3.82352941176471e-07,9.85294117647059e-06,0,701816,4,19,0,0,0,1,0,9.9,1290,-2,0,67,2,0.4,0,2.5,4,0,9,0,4,3.0,407278,0,0,0,1,1770,561,0,1,418,Tottenham,West Ham,Southampton,Burnley,Swansea,2.0,2.6,3.7,0.0,1.8,1.8,1.8,196.6
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,142101,0,0,0,0,0,0,0,0.0,672,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.3,19466,0,0,0,0,0,357,0,0,0,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1432,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,91,0,0,0,0,0,1,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,0,36,1.2,2.5531914893617e-07,7.65957446808511e-06,0,206559,1,0,0,0,0,3,0,7.7,183,-3,0,36,3,0.1,0,0.5,3,0,3,0,0,0.5,191342,0,0,0,1,428,150,0,0,121,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.8,0.6,1.5,0.0,0.8,0.6,0.7,45.0
Leroy,Fer,MID,SWA,5200000,0,41,2.0,3.84615384615385e-07,7.88461538461538e-06,0,39879,5,26,0,0,0,1,0,7.9,76,-3,0,41,3,0.0,0,0.0,0,0,4,0,1,0.2,17260,0,0,0,0,1394,2,0,0,201,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,1.3,1.5,56.0
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,2691,0,0,0,0,0,0,0,0.0,165,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6021,0,0,0,0,0,215,0,0,0,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edimilson,Fernandes,MID,WHU,4300000,0,9,0.3,6.97674418604651e-08,2.09302325581395e-06,0,17025,1,13,0,0,0,0,0,2.1,55,-2,0,9,2,0.0,0,0.0,0,0,0,0,0,0.2,6520,0,0,0,0,412,50,0,0,44,Southampton,Chelsea,Stoke,Arsenal,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.6
Federico,Fernandez,DEF,SWA,4500000,0,77,3.2,7.11111111111111e-07,1.7111111111111098e-05,0,251918,4,34,0,0,0,1,0,17.1,12767,0,0,77,0,0.9,0,4.0,10,0,7,0,1,4.0,375029,1,0,0,2,2160,4470,0,0,429,Man Utd,West Brom,Everton,Man City,Chelsea,2.3,2.6,3.2,2.5,3.8,2.5,4.0,77.7
,Fernandinho,MID,MCI,5000000,0,93,3.3,6.6e-07,1.86e-05,0,712632,6,18,0,0,0,3,0,18.6,6425,0,0,93,0,0.2,0,1.0,5,0,13,0,4,4.5,801697,0,0,0,1,2340,4703,0,0,473,Everton,Man Utd,Tottenham,Swansea,West Ham,3.1,2.8,2.2,3.4,2.8,3.8,2.9,129.0
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4511,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,587,0,0,0,0,0,2,0,0,0,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4400000,1,23,0.7419354838709681,1.68621700879765e-07,5.22727272727273e-06,0,21798,3,7,0,0,0,1,0,5.2,131,-1,0,23,1,0.2,0,1.0,2,0,4,0,0,0.1,21760,0,0,0,0,534,5,0,0,70,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.0,0.4,0.4,0.4,0.4,0.4,0.4,26.3
Roberto,Firmino,FWD,LIV,9700000,7,163,5.4,5.567010309278349e-07,1.6804123711340197e-05,0,2737464,1,28,0,0,0,14,0,17.0,60308,12,-1,163,-12,0.5,0,4.7,27,0,13,0,8,48.9,4265866,0,0,0,3,2277,144240,1,0,681,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,6.3,5.8,7.7,6.2,7.8,4.6,8.0,273.3
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,1495,0,0,0,0,0,0,0,0.0,12,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1174,0,0,0,0,0,1,0,0,0,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,35849,0,0,0,0,0,0,0,0.0,224,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,7233,0,0,0,0,0,59,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4700000,0,64,2.6,5.53191489361702e-07,1.3617021276595698e-05,0,58324,0,48,0,0,0,1,0,13.6,439,-3,0,64,3,0.0,0,0.0,3,0,4,0,1,0.4,29050,0,0,0,1,2110,50,0,0,319,Arsenal,Tottenham,West Ham,Burnley,Liverpool,1.5,1.9,1.8,2.2,1.3,2.2,1.9,73.7
Phil,Foden,MID,MCI,4700000,0,6,0.2,4.25531914893617e-08,1.27659574468085e-06,0,2609,0,1,0,0,0,0,0,1.3,24,-3,0,6,3,0.1,0,0.3,0,0,0,0,1,0.0,993,0,0,0,0,18,23,0,0,18,Everton,Man Utd,Tottenham,Swansea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,15703,0,0,0,0,0,0,0,0.0,192,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,22398,0,0,0,0,0,52,0,0,0,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.148936170212771e-07,7.23404255319149e-06,0,153336,0,11,0,0,0,0,0,7.2,264,-3,0,34,3,0.0,0,0.0,3,0,3,0,2,0.8,77177,0,0,0,0,688,0,0,0,156,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4
Fraser,Forster,GLK,SOU,4600000,0,73,3.6,7.826086956521741e-07,1.58695652173913e-05,0,524903,0,30,0,69,0,0,0,15.9,2900,-4,0,73,4,0.0,0,0.0,6,0,4,0,0,4.0,366633,0,0,1,1,1800,764,0,0,351,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,4.1,3.5,7.3,0.0,3.5,2.6,3.4,48.9
Ben,Foster,GLK,WBA,4400000,2,92,3.1,7.045454545454549e-07,2.09090909090909e-05,0,723137,2,48,0,82,0,0,0,20.9,17770,-1,0,92,1,0.4,0,1.7,6,0,7,0,0,10.0,494435,0,0,0,0,2700,4426,0,0,503,Burnley,Swansea,Man Utd,Liverpool,Newcastle,3.4,3.4,2.0,3.6,2.2,3.5,3.7,60.3
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,38,1.9,4.31818181818182e-07,8.63636363636364e-06,0,101860,2,29,0,0,0,0,0,8.6,1632,-1,0,38,1,0.0,0,0.0,3,0,2,0,0,1.1,70027,0,0,0,0,1590,197,0,0,276,Liverpool,Bournemouth,Brighton,Watford,Leicester,1.7,1.1,1.9,1.4,1.4,1.5,1.6,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1815,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1893,0,0,0,0,0,32,0,0,0,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4300000,1,42,1.6,3.7209302325581396e-07,9.76744186046512e-06,0,180895,7,38,0,0,0,0,0,9.8,8821,-2,0,42,2,0.2,0,1.0,1,0,3,0,0,1.6,119928,0,0,0,0,2258,595,0,1,394,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,1.1,1.9,2.1,0.0,1.1,1.1,1.0,103.6
Ryan,Fraser,MID,BOU,5100000,0,69,2.2258064516129,4.3643263757115705e-07,1.35294117647059e-05,0,124635,0,26,0,0,0,4,0,13.5,6176,-4,0,69,4,0.0,0,0.0,8,0,1,0,2,0.8,101761,0,0,0,2,1373,178,0,0,255,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,1.3,1.7,2.6,0.0,1.5,1.9,1.5,101.2
Christian,Fuchs,DEF,LEI,4800000,0,55,2.6,5.41666666666667e-07,1.1458333333333301e-05,0,209657,1,27,0,0,0,0,0,11.5,1677,-2,0,55,2,0.3,0,1.5,8,0,4,0,1,2.0,110595,0,0,0,1,1642,794,0,0,319,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,2.1,2.4,4.8,0.0,3.2,3.2,1.9,62.4
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.1627906976744199e-07,2.3255813953488398e-07,0,4293,1,0,0,0,0,0,0,0.2,28,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.0,3715,0,0,0,0,17,2,0,0,1,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,1288,0,0,0,0,0,0,0,0.0,64,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,755,0,0,0,0,0,35,0,0,0,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6200000,0,56,2.2,3.54838709677419e-07,9.03225806451613e-06,0,499236,2,14,0,0,0,4,0,9.0,908,-8,0,56,8,0.2,0,1.0,7,0,4,0,0,1.4,265374,0,0,0,1,999,1055,0,0,168,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,1.6,1.2,3.2,0.0,2.1,1.6,1.6,48.4
Ali,Gabr,DEF,WBA,4300000,0,0,0.0,0.0,0.0,0,3948,0,0,0,0,0,0,0,0.0,254,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,6473,0,0,0,0,0,72,0,0,0,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2316,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,356,0,0,0,0,0,3,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,3900000,0,9,0.3,7.692307692307691e-08,2.3076923076923098e-06,0,228271,0,0,0,0,0,0,0,2.3,2107,-1,0,9,1,0.0,0,0.0,2,0,1,0,0,1.5,200656,0,0,0,0,97,1486,0,0,38,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.2,0.2,8.4
Luke,Garbutt,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,294,0,0,0,0,0,0,0,0.0,73,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,774,0,0,0,0,0,150,0,0,0,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight,Gayle,FWD,NEW,6100000,0,76,2.53333333333333,4.1530054644808704e-07,1.24590163934426e-05,0,193508,2,26,0,0,0,5,0,12.5,2880,-4,0,76,4,0.6,0,3.5,7,0,4,0,3,1.3,142297,0,0,0,2,1438,12437,0,0,245,Huddersfield,Leicester,Arsenal,Everton,West Brom,2.9,2.1,2.6,1.8,2.9,2.0,1.9,111.8
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.3,7.14285714285714e-08,2.1428571428571398e-06,0,5438,0,0,0,3,0,0,0,2.1,85,-3,0,9,3,0.0,0,0.0,2,0,1,0,0,0.1,6803,0,0,0,0,90,101,0,0,26,Chelsea,Stoke,Man City,Brighton,Watford,0.2,0.2,0.4,0.0,0.2,0.2,0.2,2.7
Kieran,Gibbs,DEF,WBA,5000000,1,63,2.4,4.8e-07,1.26e-05,0,45058,2,38,0,0,0,0,0,12.6,1194,0,0,63,0,0.2,0,1.0,1,0,5,0,2,0.4,51457,0,0,0,0,2256,269,0,0,372,Burnley,Swansea,Man Utd,Liverpool,Newcastle,2.4,2.3,1.3,2.5,1.4,2.4,2.7,84.8
Olivier,Giroud,FWD,CHE,8200000,0,47,2.2,2.68292682926829e-07,5.73170731707317e-06,0,198346,0,7,0,0,0,4,0,5.7,4384,-3,0,47,3,0.2,0,1.5,4,0,3,0,1,1.5,155517,0,0,0,1,555,2362,0,0,161,Tottenham,West Ham,Southampton,Burnley,Swansea,1.7,2.2,3.2,0.0,1.4,1.7,1.6,83.4
