FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW38Forecast,ICTIndex
Lasse,Sorenson,MID,STK,4500000,5,5,0.135135135135135,3.003003003003e-08,1.11111111111111e-06,0,159,0,1,0,0,0,0,0,1.1,0,0,0,5,0,0,0,0,0,0,0,0,1,0.0,228,0,0,0,0,75,0,0,0,27,Swansea,,,,,0.1,5.5
Alexander,S?rloth,FWD,CRY,5400000,0,8,2.0,3.7037037037037e-07,1.48148148148148e-06,0,11698,0,9,0,0,0,0,0,1.5,0,-1,0,8,1,0,0,0,0,0,0,0,0,0.1,15424,0,0,0,0,360,0,0,0,25,West Brom,,,,,1.8,22.5
Pape,Souare,DEF,CRY,4500000,1,1,0.027027027027027,6.006006006006011e-09,2.22222222222222e-07,0,1671,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1663,0,0,0,0,8,0,0,0,3,West Brom,,,,,0.0,0.1
Harry,Souttar,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,8369,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,10514,0,0,0,0,0,0,0,0,0,Swansea,,,,,0.0,0.0
Julian,Speroni,GLK,CRY,4000000,0,36,0.972972972972973,2.4324324324324304e-07,9e-06,0,238874,0,14,0,30,0,0,0,9.0,0,0,0,36,0,0,0,0,3,0,2,0,0,2.9,295029,0,0,0,1,990,0,0,0,175,West Brom,,,,,0.5,21.3
Konstantinos,Stafylidis,DEF,STK,4300000,0,6,0.162162162162162,3.7712130735386496e-08,1.3953488372093e-06,0,850,0,6,0,0,0,0,0,1.4,0,-2,0,6,2,0,0,0,0,0,0,0,0,0.0,1016,0,0,0,0,334,0,0,0,38,Swansea,,,,,0.1,11.0
Junior,Stanislas,MID,BOU,5700000,0,75,3.9,6.84210526315789e-07,1.31578947368421e-05,0,170063,1,22,0,0,0,5,0,13.2,0,-3,0,75,3,0,0,0,7,0,2,0,3,0.3,175855,0,0,0,3,1285,0,0,0,285,Burnley,,,,,0.0,125.1
Jon Gorenc,Stankovic,DEF,HUD,3900000,0,0,0.0,0.0,0.0,0,13291,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,19333,0,0,0,0,0,0,0,0,0,Arsenal,,,,,0.0,0.0
Maarten,Stekelenburg,GLK,EVE,4200000,0,0,0.0,0.0,0.0,0,23309,0,0,0,0,0,0,0,0.0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,2763,0,0,0,0,0,0,0,0,0,West Ham,,,,,0.0,0.0
Dale,Stephens,MID,BHA,4500000,2,87,2.4,5.33333333333333e-07,1.93333333333333e-05,0,196706,6,50,0,0,0,0,0,19.3,0,0,0,87,0,0,0,0,2,0,10,0,3,1.2,225003,0,0,0,0,3240,0,0,0,550,Liverpool,,,,,1.2,107.7
Jack,Stephens,DEF,SOU,4500000,2,58,1.5675675675675702,3.4834834834834797e-07,1.28888888888889e-05,0,101513,6,33,0,0,0,2,0,12.9,0,-5,0,58,5,0,0,0,2,0,5,0,0,0.5,79714,0,0,0,1,1980,0,0,1,360,Man City,,,,,0.9,79.9
Dujon,Sterling,DEF,CHE,4500000,0,0,0.0,0.0,0.0,0,795,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1178,0,0,0,0,0,0,0,0,0,Newcastle,,,,,0.0,0.0
Kazaiah,Sterling,FWD,TOT,4500000,0,0,0.0,0.0,0.0,0,2003,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5574,0,0,0,0,0,0,0,0,0,Leicester,,,,,0.0,0.0
Raheem,Sterling,MID,MCI,9100000,3,229,6.9,7.58241758241758e-07,2.51648351648352e-05,0,2857415,3,23,0,0,0,18,0,25.2,0,11,0,229,-11,0,0,0,19,0,13,0,17,27.6,4096592,0,0,0,7,2584,0,0,1,701,Southampton,,,,,8.8,329.7
,Steve Cook,DEF,BOU,4600000,2,83,2.4,5.217391304347829e-07,1.80434782608696e-05,0,127872,5,53,0,0,0,2,0,18.0,0,-4,0,83,4,0,0,0,9,0,5,0,1,1.1,137885,1,0,0,2,2764,0,0,0,495,Burnley,,,,,1.7,120.6
Carl,Stewart,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,326,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,459,0,0,0,0,0,0,0,0,0,Man Utd,,,,,0.0,0.0
John,Stones,DEF,MCI,5300000,9,70,1.8918918918918899,3.5696073431922496e-07,1.32075471698113e-05,0,785765,0,11,0,0,0,0,0,13.2,0,-2,0,70,2,0,0,0,5,0,9,0,0,3.1,623685,0,0,0,0,1301,0,0,0,334,Southampton,,,,,1.5,43.2
Daniel,Sturridge,FWD,WBA,7900000,1,32,0.8648648648648649,1.0947656517276799e-07,4.05063291139241e-06,0,94692,0,8,0,0,0,2,0,4.1,0,-1,0,32,1,0,0,0,0,0,3,0,1,0.6,78626,0,0,0,0,541,0,0,0,131,Crystal Palace,,,,,0.4,64.5
Isaac,Success,MID,WAT,5300000,0,0,0.0,0.0,0.0,0,3088,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.0,885,0,0,0,0,0,0,0,0,0,Man Utd,,,,,0.0,0.0
Andrew,Surman,MID,BOU,4300000,2,82,2.2162162162162202,5.15399120050283e-07,1.90697674418605e-05,0,733484,2,29,0,0,0,2,0,19.1,0,-2,0,82,2,0,0,0,9,0,5,0,5,3.1,808698,0,0,0,1,1851,0,0,0,363,Burnley,,,,,1.4,84.0
Markus,Suttner,DEF,BHA,4200000,0,38,1.02702702702703,2.44530244530245e-07,9.04761904761905e-06,0,83985,0,18,0,0,0,0,0,9.0,0,-3,0,38,3,0,0,0,3,0,4,0,0,0.4,60188,0,0,0,1,1178,0,0,0,204,Liverpool,,,,,0.5,30.8
Dusan,Tadic,MID,SOU,6200000,2,122,3.4,5.483870967741939e-07,1.9677419354838698e-05,0,343592,4,43,0,0,0,6,0,19.7,0,-3,0,122,3,0,0,0,10,0,10,0,3,3.2,337790,0,0,0,2,2791,0,0,0,464,Man City,,,,,2.0,219.5
Matt,Targett,DEF,SOU,4300000,0,2,1.0,2.3255813953488398e-07,4.65116279069767e-07,0,7584,0,6,0,0,0,0,0,0.5,0,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1586,0,0,0,0,166,0,0,0,35,Man City,,,,,0.0,8.1
James,Tarkowski,DEF,BUR,4600000,1,101,3.3,7.173913043478259e-07,2.19565217391304e-05,0,585772,5,30,0,0,0,0,0,22.0,0,1,0,101,-1,0,0,0,4,0,11,0,1,5.1,852748,0,0,0,0,2790,0,0,0,539,Bournemouth,,,,,3.0,117.8
Charlie,Taylor,DEF,BUR,4200000,0,23,0.621621621621622,1.4800514800514802e-07,5.47619047619048e-06,0,59707,3,12,0,0,0,0,0,5.5,0,-3,0,23,3,0,0,0,0,0,2,0,0,0.4,64431,0,0,0,0,949,0,0,0,132,Bournemouth,,,,,0.3,27.5
Kyle,Taylor,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,253,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,368,0,0,0,0,0,0,0,0,0,Burnley,,,,,0.0,0.0
Stuart,Taylor,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,13590,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,18413,0,0,0,0,0,0,0,0,0,Man City,,,,,0.0,0.0
George,Thomas,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,514,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,658,0,0,0,0,0,0,0,0,0,Tottenham,,,,,0.0,0.0
James,Tomkins,DEF,CRY,4400000,5,99,3.5,7.95454545454545e-07,2.25e-05,0,195084,8,32,0,0,0,3,0,22.5,0,-1,0,99,1,0,0,0,9,0,9,0,0,4.4,374009,0,0,0,2,2386,0,0,0,512,West Brom,,,,,3.8,104.7
Fikayo,Tomori,DEF,CHE,4500000,0,0,0.0,0.0,0.0,0,812,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,432,0,0,0,0,0,0,0,0,0,Newcastle,,,,,0.0,0.0
Cenk,Tosun,FWD,EVE,6700000,2,55,1.4864864864864902,2.21863654699476e-07,8.2089552238806e-06,0,225748,0,13,0,0,0,5,0,8.2,0,-8,0,55,8,0,0,0,9,0,4,0,0,2.1,344999,0,0,0,2,984,0,0,0,192,West Ham,,,,,0.7,75.6
Andros,Townsend,MID,CRY,5600000,6,121,3.4,6.071428571428571e-07,2.16071428571429e-05,0,208062,3,48,0,0,0,2,0,21.6,0,-4,0,121,4,0,0,0,7,0,9,0,9,1.4,155725,0,0,0,0,3120,0,0,0,552,West Brom,,,,,3.8,222.8
Kieran,Trippier,DEF,TOT,5200000,0,113,4.7,9.03846153846154e-07,2.1730769230769197e-05,0,926829,1,21,0,0,0,0,0,21.7,0,-3,0,113,3,0,0,0,18,0,9,0,7,4.8,982731,0,0,0,5,1912,0,0,0,539,Leicester,,,,,5.4,115.6
Nathan,Trott,GLK,WHU,4000000,0,0,0.0,0.0,0.0,0,4963,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13397,0,0,0,0,0,0,0,0,0,Everton,,,,,0.0,0.0
Axel,Tuanzebe,DEF,MUN,3900000,0,1,1.0,2.56410256410256e-07,2.56410256410256e-07,0,138305,0,0,0,0,0,0,0,0.3,0,-1,0,1,1,0,0,0,0,0,0,0,0,1.1,111117,0,0,0,0,1,0,0,0,3,Watford,,,,,0.0,0.0
Rayhaan,Tulloch,FWD,WBA,4500000,0,0,0.0,0.0,0.0,0,46786,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,84074,0,0,0,0,0,0,0,0,0,Crystal Palace,,,,,0.0,0.0
Josh,Tymon,DEF,STK,4400000,0,0,0.0,0.0,0.0,0,1416,0,9,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,740,0,0,0,0,162,0,0,0,18,Swansea,,,,,0.0,2.5
Leonardo,Ulloa,FWD,BHA,4800000,0,20,0.540540540540541,1.12612612612613e-07,4.16666666666667e-06,0,37082,0,4,0,0,0,1,0,4.2,0,-2,0,20,2,0,0,0,0,0,1,0,0,0.3,38386,0,0,0,0,279,0,0,0,66,Liverpool,,,,,0.3,22.7
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,300,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,332,0,0,0,0,0,0,0,0,0,Bournemouth,,,,,0.0,0.0
Antonio,Valencia,DEF,MUN,6900000,0,146,4.7,6.81159420289855e-07,2.1159420289855102e-05,0,1276086,7,22,0,0,0,3,0,21.2,0,4,0,146,-4,0,0,0,13,0,16,0,1,11.7,1242004,0,0,0,2,2741,0,0,0,660,Watford,,,,,7.0,125.5
Enner,Valencia,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,2526,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,850,0,0,0,0,0,0,0,0,0,Everton,,,,,0.0,0.0
Patrick,van Aanholt,DEF,CRY,5200000,18,95,3.4,6.538461538461541e-07,1.8269230769230803e-05,0,203354,7,38,0,0,0,5,0,18.3,0,-3,0,95,3,0,0,0,7,0,6,0,1,3.1,185165,0,0,0,3,2182,0,0,0,448,West Brom,,,,,3.7,116.3
Mike,van der Hoorn,DEF,SWA,4400000,0,74,2.0,4.54545454545455e-07,1.6818181818181798e-05,0,66545,4,27,0,0,0,1,0,16.8,0,-1,0,74,1,0,0,0,4,0,8,0,0,1.2,123422,0,0,0,1,1944,0,0,0,396,Stoke,,,,,1.9,69.4
Virgil,van Dijk,DEF,LIV,5700000,6,78,3.0,5.263157894736841e-07,1.36842105263158e-05,0,453703,1,28,0,0,0,0,0,13.7,0,2,0,78,-2,0,0,0,5,0,8,0,0,7.3,726332,0,0,0,1,2253,0,0,0,481,Brighton,,,,,3.8,100.2
Rajiv,van La Parra,MID,HUD,4400000,0,74,2.2,5e-07,1.6818181818181798e-05,0,64622,3,36,0,0,0,3,0,16.8,0,-6,0,74,6,0,0,0,3,0,6,0,0,0.4,79339,0,0,0,1,2131,0,0,1,240,Arsenal,,,,,2.2,112.7
Jamie,Vardy,FWD,LEI,8800000,13,183,4.9,5.568181818181819e-07,2.0795454545454502e-05,0,2728318,3,57,0,0,0,20,0,20.8,0,3,0,183,-3,0,1,0,28,0,8,0,2,21.7,3438115,0,0,0,3,3248,0,0,0,674,Tottenham,,,,,4.5,248.6
Jan,Vertonghen,DEF,TOT,6100000,0,138,3.8,6.22950819672131e-07,2.2622950819672103e-05,0,689532,4,31,0,0,0,0,0,22.6,0,1,0,138,-1,0,0,0,13,0,16,0,1,10.1,780007,0,0,0,1,3203,0,0,0,778,Leicester,,,,,4.0,122.7
Nikola,Vlasic,MID,EVE,5300000,0,18,0.48648648648648707,9.178990311065778e-08,3.39622641509434e-06,0,2619,0,12,0,0,0,0,0,3.4,0,-2,0,18,2,0,0,0,0,0,1,0,0,0.0,2750,0,0,0,0,572,0,0,0,80,West Ham,,,,,0.2,33.6
Sam,Vokes,FWD,BUR,5700000,1,63,1.7027027027027,2.9871977240398303e-07,1.10526315789474e-05,0,461391,3,16,0,0,0,4,0,11.1,0,-3,0,63,3,0,0,0,7,0,2,0,2,2.1,354164,0,0,0,1,977,0,0,0,170,Bournemouth,,,,,1.4,71.1
Michel,Vorm,GLK,TOT,4800000,0,3,0.0810810810810811,1.68918918918919e-08,6.25e-07,0,9749,0,1,0,4,0,0,0,0.6,0,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,7923,0,0,0,0,90,0,0,0,17,Leicester,,,,,0.0,1.9
Molla,Wague,DEF,WAT,4500000,0,19,0.5135135135135129,1.14114114114114e-07,4.2222222222222194e-06,0,4640,0,8,0,0,0,1,0,4.2,0,0,0,19,0,0,0,0,0,0,1,0,0,0.0,5094,0,0,0,0,438,0,0,0,82,Man Utd,,,,,0.3,14.5
Theo,Walcott,MID,EVE,6600000,1,62,1.67567567567568,2.53890253890254e-07,9.393939393939391e-06,0,640298,2,17,0,0,0,3,0,9.4,0,-9,0,62,9,0,0,0,3,0,4,0,3,2.1,606058,0,0,0,1,1214,0,0,0,226,West Ham,,,,,0.8,95.9
Kyle,Walker,DEF,MCI,6600000,0,138,4.3,6.51515151515152e-07,2.09090909090909e-05,0,1280445,2,22,0,0,0,0,0,20.9,0,1,0,138,-1,0,0,0,8,0,15,0,6,12.3,810212,1,0,0,3,2784,0,0,1,691,Southampton,,,,,5.2,117.1
Kyle,Walker-Peters,DEF,TOT,4000000,6,13,0.351351351351351,8.783783783783781e-08,3.25e-06,0,142080,0,4,0,0,0,0,0,3.3,0,-5,0,13,5,0,0,0,0,0,1,0,2,0.9,123105,0,0,0,0,188,0,0,0,73,Leicester,,,,,0.2,12.9
Jonathan,Walters,MID,BUR,5100000,0,3,0.0810810810810811,1.58982511923688e-08,5.882352941176471e-07,0,30930,0,2,0,0,0,0,0,0.6,0,-4,0,3,4,0,0,0,0,0,0,0,0,0.1,1738,0,0,0,0,36,0,0,0,3,Bournemouth,,,,,0.0,1.1
Aaron,Wan-Bissaka,MID,CRY,4500000,3,15,0.40540540540540504,9.00900900900901e-08,3.3333333333333304e-06,0,664,1,10,0,0,0,0,0,3.3,0,0,0,15,0,0,0,0,0,0,2,0,0,0.0,1066,0,0,0,0,627,0,0,0,116,West Brom,,,,,0.2,26.8
Victor,Wanyama,MID,TOT,4800000,1,32,0.8648648648648649,1.8018018018018e-07,6.66666666666667e-06,0,45164,2,11,0,0,0,1,0,6.7,0,-2,0,32,2,0,0,0,1,0,2,0,0,0.3,10708,0,0,0,0,837,0,0,0,174,Leicester,,,,,0.4,37.8
Danny,Ward,GLK,LIV,4400000,0,0,0.0,0.0,0.0,0,1144,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,1030,0,0,0,0,0,0,0,0,0,Brighton,,,,,0.0,0.0
Joel,Ward,DEF,CRY,4700000,0,41,2.2,4.68085106382979e-07,8.72340425531915e-06,0,32636,4,25,0,0,0,0,0,8.7,0,-3,0,41,3,0,0,0,0,0,4,0,1,0.2,11680,1,0,0,0,1613,0,0,0,276,West Brom,,,,,1.9,56.3
Stephen,Ward,DEF,BUR,4800000,1,102,3.6,7.5e-07,2.125e-05,0,1535374,1,27,0,0,0,1,0,21.3,0,3,0,102,-3,0,0,0,9,0,9,0,1,8.5,1749307,0,0,0,1,2460,0,0,0,484,Bournemouth,,,,,3.5,85.4
James,Ward-Prowse,MID,SOU,4900000,0,84,2.27027027027027,4.63320463320463e-07,1.7142857142857098e-05,0,283475,3,29,0,0,0,3,0,17.1,0,-6,0,84,6,0,0,0,8,0,2,0,5,1.7,246468,0,0,0,1,1708,0,0,0,367,Man City,,,,,1.1,127.1
Ben,Watson,MID,WAT,4300000,0,12,1.5,3.48837209302326e-07,2.7906976744186e-06,0,17089,1,12,0,0,0,0,0,2.8,0,-2,0,12,2,0,0,0,0,0,0,0,0,0.1,15070,0,0,0,0,455,0,0,0,61,Man Utd,,,,,0.0,13.1
Danny,Welbeck,FWD,ARS,7300000,1,70,2.5,3.4246575342465803e-07,9.58904109589041e-06,0,233314,1,21,0,0,0,5,0,9.6,0,-2,0,70,2,0,0,0,6,0,4,0,2,1.2,218953,0,0,0,2,1178,0,0,0,249,Huddersfield,,,,,1.4,96.0
Nahki,Wells,FWD,BUR,4900000,1,9,0.24324324324324303,4.9641478212906795e-08,1.8367346938775502e-06,0,6146,0,3,0,0,0,0,0,1.8,0,-1,0,9,1,0,0,0,0,0,0,0,0,0.1,5094,0,0,0,0,46,0,0,0,20,Bournemouth,,,,,0.1,4.7
Ashley,Westwood,MID,BUR,4300000,6,35,0.9459459459459459,2.19987429289755e-07,8.139534883720931e-06,0,10356,2,17,0,0,0,0,0,8.1,0,-2,0,35,2,0,0,0,1,0,2,0,1,0.1,10771,0,0,0,0,1105,0,0,0,189,Bournemouth,,,,,0.5,40.7
Glenn,Whelan,MID,STK,4500000,0,0,0.0,0.0,0.0,0,863,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,146,0,0,0,0,0,0,0,0,0,Swansea,,,,,0.0,0.0
Dean,Whitehead,MID,HUD,4200000,1,4,0.108108108108108,2.57400257400257e-08,9.52380952380952e-07,0,9503,0,3,0,0,0,0,0,1.0,0,-3,0,4,3,0,0,0,0,0,0,0,0,0.1,9515,0,0,0,0,68,0,0,0,16,Arsenal,,,,,0.1,0.8
Alfie,Whiteman,GLK,TOT,4000000,0,0,0.0,0.0,0.0,0,4143,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6613,0,0,0,0,0,0,0,0,0,Leicester,,,,,0.0,0.0
Connor,Wickham,FWD,CRY,5400000,0,0,0.0,0.0,0.0,0,2233,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,1221,0,0,0,0,0,0,0,0,0,West Brom,,,,,0.0,0.0
Georginio,Wijnaldum,MID,LIV,6600000,3,85,2.6,3.93939393939394e-07,1.28787878787879e-05,0,274263,1,23,0,0,0,1,0,12.9,0,-4,0,85,4,0,0,0,1,0,15,0,2,2.2,62827,0,0,0,0,2381,0,0,0,406,Brighton,,,,,2.5,109.9
Ashley,Williams,DEF,EVE,5200000,0,56,2.3,4.4230769230769206e-07,1.0769230769230802e-05,0,295389,3,31,0,0,0,1,0,10.8,0,-3,0,56,3,0,0,0,3,0,5,0,0,2.1,142108,0,0,0,1,1830,0,0,1,332,West Ham,,,,,2.0,68.9
Danny,Williams,MID,HUD,4800000,0,28,1.4,2.9166666666666696e-07,5.83333333333333e-06,0,4049,2,22,0,0,0,0,0,5.8,0,-2,0,28,2,0,0,0,0,0,0,0,0,0.0,1357,0,0,0,0,1115,0,0,0,134,Arsenal,,,,,0.0,27.0
,Willian,MID,CHE,7000000,1,130,3.5135135135135096,5.01930501930502e-07,1.8571428571428602e-05,0,1958002,1,19,0,0,0,6,0,18.6,0,0,0,130,0,0,0,0,13,0,9,0,8,12.6,1740578,0,0,0,3,1874,0,0,0,522,Newcastle,,,,,3.1,224.5
Joseph,Willock,MID,ARS,4500000,0,3,0.0810810810810811,1.8018018018018e-08,6.66666666666667e-07,0,127,0,2,0,0,0,0,0,0.7,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,239,0,0,0,0,81,0,0,0,8,Huddersfield,,,,,0.0,1.8
Jack,Wilshere,MID,ARS,5000000,0,46,1.2432432432432399,2.48648648648649e-07,9.2e-06,0,129077,6,16,0,0,0,1,0,9.2,0,-5,0,46,5,0,0,0,2,0,4,0,3,0.7,153990,0,0,0,0,1185,0,0,0,236,Huddersfield,,,,,0.6,71.0
Callum,Wilson,FWD,BOU,5600000,8,102,3.6,6.428571428571429e-07,1.8214285714285698e-05,0,1041094,0,33,0,0,0,8,0,18.2,0,-4,0,102,4,0,0,0,13,0,6,0,2,4.5,1273721,0,0,0,3,1981,0,0,0,282,Burnley,,,,,3.4,147.5
Kane,Wilson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,20223,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,15376,0,0,0,0,0,0,0,0,0,Crystal Palace,,,,,0.0,0.0
Kevin,Wimmer,DEF,STK,4000000,0,19,0.5135135135135129,1.2837837837837802e-07,4.75e-06,0,59555,5,32,0,0,0,0,0,4.8,0,-5,0,19,5,0,0,0,1,0,1,0,0,0.3,56844,0,0,0,0,1321,0,0,0,196,Swansea,,,,,0.3,36.5
Harry,Winks,MID,TOT,4800000,0,31,1.9,3.9583333333333297e-07,6.45833333333333e-06,0,30642,0,9,0,0,0,0,0,6.5,0,-2,0,31,2,0,0,0,0,0,4,0,1,0.1,28262,0,0,0,0,768,0,0,0,167,Leicester,,,,,0.0,33.1
Chris,Wood,FWD,BUR,6200000,9,104,4.3,6.93548387096774e-07,1.67741935483871e-05,0,432717,1,11,0,0,0,10,0,16.8,0,-3,0,104,3,0,0,0,20,0,10,0,1,1.7,494816,0,0,0,1,1621,0,0,0,314,Bournemouth,,,,,5.5,133.8
Ben,Woodburn,MID,LIV,4200000,1,1,0.027027027027027,6.4350064350064405e-09,2.38095238095238e-07,0,35761,0,0,0,0,0,0,0,0.2,0,-3,0,1,3,0,0,0,0,0,0,0,0,0.3,38612,0,0,0,0,6,0,0,0,3,Brighton,,,,,0.0,0.5
Freddie,Woodman,GLK,NEW,4000000,0,0,0.0,0.0,0.0,0,10345,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,15159,0,0,0,0,0,0,0,0,0,Chelsea,,,,,0.0,0.0
Granit,Xhaka,MID,ARS,5100000,3,109,2.9,5.68627450980392e-07,2.13725490196078e-05,0,1106599,10,50,0,0,0,1,0,21.4,0,-4,0,109,4,0,0,0,3,0,12,0,8,7.0,987715,0,0,0,1,3259,0,0,0,593,Huddersfield,,,,,1.8,195.3
Claudio,Yacob,MID,WBA,4300000,0,23,0.621621621621622,1.44563167818982e-07,5.34883720930233e-06,0,32422,5,17,0,0,0,0,0,5.3,0,-2,0,23,2,0,0,0,0,0,3,0,0,0.2,23661,0,0,0,0,898,0,0,0,124,Crystal Palace,,,,,0.3,23.2
,Yaya Toure,MID,MCI,6000000,0,16,0.432432432432432,7.20720720720721e-08,2.66666666666667e-06,0,80877,1,2,0,0,0,0,0,2.7,0,-5,0,16,5,0,0,0,0,0,0,0,2,0.8,13736,0,0,0,0,227,0,0,0,99,Southampton,,,,,0.2,29.8
DeAndre,Yedlin,DEF,NEW,4500000,6,88,2.6,5.77777777777778e-07,1.95555555555556e-05,0,82808,5,37,0,0,0,0,0,19.6,0,0,0,88,0,0,0,0,5,0,7,0,2,1.7,161806,1,0,0,2,2842,0,0,0,467,Chelsea,,,,,2.7,90.0
Maya,Yoshida,DEF,SOU,4600000,2,76,3.2,6.956521739130439e-07,1.65217391304348e-05,0,491094,2,32,0,0,0,2,0,16.5,0,-4,0,76,4,0,0,0,6,0,6,0,1,1.7,489589,0,0,0,0,2049,0,0,1,413,Man City,,,,,2.8,83.0
Ashley,Young,MID,MUN,4800000,0,98,3.3,6.875e-07,2.0416666666666698e-05,0,577243,7,26,0,0,0,2,0,20.4,0,-2,0,98,2,0,0,0,11,0,9,0,6,2.4,676970,0,0,0,1,2444,0,0,0,479,Watford,,,,,3.6,131.6
Pablo,Zabaleta,DEF,WHU,4900000,5,90,2.4,4.89795918367347e-07,1.83673469387755e-05,0,226445,9,62,0,0,0,0,0,18.4,0,-1,0,90,1,0,0,0,6,0,10,0,1,1.9,144511,1,0,0,0,3289,0,0,0,563,Everton,,,,,2.0,100.7
Wilfried,Zaha,MID,CRY,7100000,10,136,4.7,6.61971830985916e-07,1.91549295774648e-05,0,1596184,5,31,0,0,0,9,0,19.2,0,1,0,136,-1,0,0,0,8,0,10,0,7,10.6,1081802,0,0,0,2,2549,0,0,0,404,West Brom,,,,,6.0,251.0
,Zanka,DEF,HUD,4500000,1,107,2.8,6.22222222222222e-07,2.37777777777778e-05,0,668140,6,58,0,0,0,0,0,23.8,0,0,0,107,0,0,0,0,9,0,10,0,3,6.6,834036,0,0,0,2,3420,0,0,0,623,Arsenal,,,,,3.3,106.2
Davide,Zappacosta,DEF,CHE,5900000,0,58,1.5675675675675702,2.6568941823179104e-07,9.830508474576269e-06,0,50899,0,15,0,0,0,1,0,9.8,0,-1,0,58,1,0,0,0,1,0,5,0,1,0.2,54480,0,0,0,0,1087,0,0,0,226,Newcastle,,,,,0.8,82.6
Mauro,Zarate,FWD,WAT,5400000,0,0,0.0,0.0,0.0,0,2261,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,1781,0,0,0,0,0,0,0,0,0,Man Utd,,,,,0.0,0.0
Marvin,Zeegelaar,DEF,WAT,4000000,0,28,0.756756756756757,1.8918918918918898e-07,7.000000000000001e-06,0,103105,4,18,0,0,0,0,0,7.0,0,-5,0,28,5,0,0,0,5,0,2,0,2,0.3,115997,0,0,0,1,993,0,0,1,186,Man Utd,,,,,0.4,35.2
Oleksandr,Zinchenko,MID,MCI,5000000,0,16,0.432432432432432,8.64864864864865e-08,3.2e-06,0,1711,1,3,0,0,0,0,0,3.2,0,0,0,16,0,0,0,0,0,0,3,0,0,0.0,2107,0,0,0,0,530,0,0,0,104,Southampton,,,,,0.2,28.3
