FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4300000,0,5,1.3,3.0232558139534897e-07,1.16279069767442e-06,0,19439,0,2,0,0,0,0,0,1.2,252,-2,0,5,2,0.0,0,0.0,0,0,0,0,0,0.2,11785,0,0,0,0,136,8,0,0,19,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
Tammy,Abraham,FWD,SWA,5400000,1,65,3.1,5.74074074074074e-07,1.2037037037037e-05,0,1307800,0,25,0,0,0,4,0,12.0,10136,-1,0,65,1,0.1,0,0.3,8,0,4,0,2,3.4,1303930,0,0,0,1,1406,2614,0,0,187,Brighton,West Ham,Huddersfield,Man Utd,West Brom,2.7,3.5,2.6,0.0,2.1,2.7,3.6,2.6,2.4,3.0,3.9,88.6
Charlie,Adam,MID,STK,4700000,-1,12,0.444444444444444,9.456264775413711e-08,2.5531914893617e-06,0,7363,1,7,0,0,0,0,0,2.6,128,-3,0,12,3,0.1,1,0.3,0,0,2,0,0,0.1,3307,0,0,0,0,360,79,0,0,60,Leicester,Southampton,Man City,Everton,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,25.8
,Adam Smith,DEF,BOU,4800000,1,44,1.9,3.9583333333333297e-07,9.16666666666667e-06,0,44432,5,32,0,0,0,0,0,9.2,299,-2,0,44,2,0.1,0,0.3,3,0,2,0,2,0.4,8641,0,0,0,0,1786,191,0,0,325,Newcastle,Leicester,Tottenham,West Brom,Watford,1.4,1.0,1.6,1.7,1.6,2.5,1.3,1.7,1.5,1.5,1.4,75.2
Oluwatosin,Adarabioyo,DEF,MCI,4000000,0,0,0.0,0.0,0.0,0,1493,0,0,0,0,0,0,0,0.0,251,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2745,0,0,0,0,0,371,0,0,0,Arsenal,Chelsea,Stoke,Everton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Adrian,GLK,WHU,4400000,7,45,1.6666666666666698,3.7878787878787897e-07,1.0227272727272698e-05,0,85292,2,16,0,39,0,0,0,10.2,9290,-1,0,45,1,0.7,0,3.3,1,0,4,0,0,3.5,248947,0,0,0,0,1170,5203,0,0,233,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.9,0.8,1.5,0.0,1.4,0.9,1.6,0.9,1.1,0.8,1.2,26.2
Ibrahim,Afellay,MID,STK,4800000,0,6,0.222222222222222,4.6296296296296295e-08,1.25e-06,0,1737,1,9,0,0,0,0,0,1.3,40,-2,0,6,2,0.0,0,0.0,0,0,0,0,0,0.0,1266,0,0,0,0,162,40,0,0,29,Leicester,Southampton,Man City,Everton,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.8
Benik,Afobe,FWD,BOU,5700000,0,24,1.4,2.4561403508771896e-07,4.21052631578947e-06,0,33518,0,12,0,0,0,0,0,4.2,266,-3,0,24,3,0.0,0,0.0,0,0,0,0,1,0.2,7411,0,0,0,0,534,6,0,0,73,Newcastle,Leicester,Tottenham,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3
Sergio,Aguero,FWD,MCI,12000000,21,162,7.4,6.16666666666667e-07,1.3500000000000001e-05,0,3061497,1,12,0,0,0,21,0,13.5,133185,5,-1,162,-5,0.8,0,9.7,22,0,11,0,5,29.3,3990155,0,0,0,4,1781,141722,1,0,707,Arsenal,Chelsea,Stoke,Everton,Man Utd,8.0,8.8,9.2,0.0,9.0,10.6,8.6,10.4,9.0,11.1,9.8,279.0
Nathan,Ake,DEF,BOU,5000000,0,79,2.9,5.8e-07,1.58e-05,0,376948,3,39,0,0,0,2,0,15.8,19132,0,0,79,0,1.1,0,5.3,7,0,5,0,1,6.3,318661,0,0,0,1,2362,22351,0,0,465,Newcastle,Leicester,Tottenham,West Brom,Watford,2.7,2.1,3.0,3.2,3.0,4.2,2.6,3.2,3.0,2.8,2.7,90.5
Marc,Albrighton,MID,LEI,5600000,2,90,3.3,5.892857142857139e-07,1.6071428571428602e-05,0,315786,4,33,0,0,0,2,0,16.1,15203,1,0,90,-1,0.3,0,1.7,11,0,6,0,6,3.3,393487,0,0,0,2,2017,14947,0,0,372,Stoke,Bournemouth,West Brom,Brighton,Newcastle,3.5,3.6,2.6,0.0,2.3,3.6,2.5,3.2,2.4,3.8,2.0,125.3
Toby,Alderweireld,DEF,TOT,5800000,0,38,1.4074074074074099,2.4265644955300104e-07,6.55172413793103e-06,0,650535,3,7,0,0,0,0,0,6.6,2083,-2,0,38,2,0.0,0,0.0,3,0,5,0,0,4.6,165776,0,0,0,0,900,2086,0,0,200,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0.0,1.2,0.7,0.9,0.7,0.8,0.8,0.8,1.2,0.7,0.9,27.7
Trent,Alexander-Arnold,DEF,LIV,4300000,6,42,1.55555555555556,3.6175710594315203e-07,9.76744186046512e-06,0,280359,3,12,0,0,0,1,0,10.0,7958,-2,-1,42,2,0.5,0,2.0,4,0,4,0,1,3.2,321482,0,0,0,1,889,25285,1,0,215,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,1.5,1.0,0.8,1.3,1.5,0.8,1.0,0.8,1.3,0.9,1.5,53.4
Joe,Allen,MID,STK,5100000,2,81,3.2,6.274509803921571e-07,1.5882352941176503e-05,0,220265,5,41,0,0,0,2,0,15.9,8386,-4,0,81,4,0.5,0,2.3,10,0,4,0,4,1.9,111770,0,0,0,2,2232,2067,0,0,386,Leicester,Southampton,Man City,Everton,Arsenal,2.3,2.6,2.1,4.0,1.9,2.9,2.4,3.2,1.8,3.3,2.6,116.5
Bamidele,Alli,MID,TOT,8900000,3,119,4.6,5.1685393258427e-07,1.33707865168539e-05,0,2089233,5,22,0,0,0,5,0,13.4,18996,-6,0,119,6,0.3,0,3.0,7,0,11,0,10,12.2,999914,0,0,0,2,2185,21469,0,0,364,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,4.0,6.4,4.6,5.7,3.8,4.1,3.9,3.8,5.1,4.4,5.7,194.9
Marcos,Alonso,DEF,CHE,7200000,0,138,5.5,7.63888888888889e-07,1.9166666666666698e-05,0,1406319,5,19,0,0,0,6,0,18.9,162700,2,1,138,-2,0.0,0,0.3,13,0,12,0,1,20.3,1547911,0,0,0,4,2143,7595,-1,0,525,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,5.7,5.7,7.9,0.0,7.4,8.1,7.2,8.0,6.1,7.5,6.0,163.2
Daniel,Amartey,MID,LEI,4300000,0,12,0.444444444444444,1.03359173126615e-07,2.7906976744186e-06,0,23355,0,7,0,0,0,0,0,2.8,1182,-2,0,12,2,0.2,0,0.7,0,0,3,0,0,0.3,23519,0,0,0,0,467,526,0,1,50,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.2
Ethan,Ampadu,MID,CHE,4500000,0,1,0.037037037037037,8.23045267489712e-09,2.22222222222222e-07,0,594,0,1,0,0,0,0,0,0.2,35,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,742,0,0,0,0,10,46,0,0,6,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7637,0,3,0,0,0,0,0,1.2,4,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.0,3626,0,0,0,0,198,0,0,0,11,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,50619,0,0,0,0,0,0,0,0.0,831,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,59555,0,0,0,0,0,100,0,0,0,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Andre Ayew,MID,SWA,6800000,0,47,1.74074074074074,2.5599128540305e-07,6.91176470588235e-06,0,99789,3,25,0,0,0,3,0,6.9,797,-2,0,47,2,0.0,1,0.0,2,0,1,0,2,1.0,50055,0,0,0,0,917,938,0,0,159,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0.9,1.4,0.9,0.0,0.9,0.9,1.6,0.9,1.0,1.0,1.2,49.6
Michail,Antonio,MID,WHU,7400000,6,47,1.74074074074074,2.3523523523523503e-07,6.351351351351349e-06,0,83763,1,17,0,0,0,1,0,6.4,531,-1,0,47,1,0.3,0,2.3,1,0,7,0,2,0.2,80049,0,0,0,0,1175,919,0,0,120,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.9,0.9,1.2,0.0,1.2,0.9,1.3,0.9,0.9,0.9,1.7,70.2
Scott,Arfield,MID,BUR,4900000,1,56,2.07407407407407,4.23280423280423e-07,1.14285714285714e-05,0,40395,3,15,0,0,0,2,0,11.4,1111,-1,0,56,1,0.1,0,0.7,6,0,6,0,2,0.3,47952,0,0,0,2,1330,99,0,0,185,Southampton,Everton,West Ham,West Brom,Watford,0.0,2.1,1.3,0.0,1.3,1.2,1.7,1.2,1.6,1.0,1.7,60.1
Marko,Arnautovic,MID,WHU,6900000,8,88,3.2592592592592595,4.7235641438540003e-07,1.2753623188405802e-05,0,878205,2,28,0,0,0,7,0,12.9,9999,-1,-1,88,1,0.4,0,2.7,7,0,4,0,4,5.2,1063256,0,0,0,2,1350,108592,1,1,278,Liverpool,Swansea,Burnley,Southampton,Chelsea,1.8,2.5,3.3,0.0,3.2,2.1,3.5,1.9,2.3,2.3,4.2,139.0
Harry,Arter,MID,BOU,4700000,0,27,1.0,2.1276595744680897e-07,5.74468085106383e-06,0,40457,4,13,0,0,0,1,0,5.7,299,-3,0,27,3,0.0,0,0.0,0,0,3,0,0,0.3,13525,0,0,0,0,959,189,0,0,156,Newcastle,Leicester,Tottenham,West Brom,Watford,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.2
Christian,Atsu,MID,NEW,4800000,1,72,3.1,6.45833333333333e-07,1.4999999999999999e-05,0,504507,1,17,0,0,0,2,0,15.0,6742,-2,0,72,2,0.4,0,1.7,5,0,6,0,4,1.6,447311,0,0,0,1,1599,2068,0,0,211,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,2.7,1.8,2.7,1.9,3.6,2.4,3.4,2.8,3.5,2.4,2.6,101.9
Pierre-Emerick,Aubameyang,FWD,ARS,10500000,2,8,0.296296296296296,2.82186948853616e-08,7.61904761904762e-07,0,92313,0,2,0,0,0,1,0,0.8,71279,0,0,8,0,0.4,0,4.0,0,0,0,0,0,5.0,370467,0,0,0,0,180,30373,0,0,35,Man City,Brighton,Watford,Stoke,Southampton,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.8
Serge,Aurier,DEF,TOT,5900000,0,48,1.77777777777778,3.0131826741996197e-07,8.13559322033898e-06,0,83709,0,10,0,0,0,1,0,8.1,1885,-1,0,48,1,0.0,0,0.0,6,0,4,0,1,0.5,97793,0,0,0,2,977,847,0,1,214,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,1.8,1.7,0.9,1.3,1.1,1.1,1.2,1.2,1.7,0.9,1.4,53.8
Charlie,Austin,FWD,SOU,5900000,0,53,1.96296296296296,3.32705586942875e-07,8.98305084745763e-06,0,444479,1,10,0,0,0,6,0,9.0,1946,-6,0,53,6,0.0,0,0.0,9,0,1,0,0,0.6,399640,0,0,0,1,596,78,0,0,163,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.0,0.0,0.0,0.0,1.3,1.0,1.0,1.5,1.7,1.4,1.4,69.5
Cesar,Azpilicueta,DEF,CHE,7000000,8,136,5.2,7.428571428571429e-07,1.94285714285714e-05,0,893387,1,23,0,0,0,1,0,19.4,58701,5,0,136,-5,0.4,0,3.0,18,0,13,0,6,21.6,1340284,1,0,0,3,2340,21682,0,0,666,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,5.2,5.3,7.5,0.0,6.9,7.6,6.8,7.5,5.6,7.0,5.6,119.2
Daniel,Bachmann,GLK,WAT,4000000,0,0,0.0,0.0,0.0,0,3174,0,0,0,0,0,0,0,0.0,309,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7781,0,0,0,0,0,424,0,0,0,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Badou Ndiaye,MID,STK,5500000,2,6,0.222222222222222,4.04040404040404e-08,1.0909090909090901e-06,0,445,1,2,0,0,0,0,0,1.1,250,0,0,6,0,0.5,0,3.0,0,0,0,0,1,0.0,1701,0,0,0,0,148,139,0,0,31,Leicester,Southampton,Man City,Everton,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.3
Eric,Bailly,DEF,MUN,6000000,0,46,1.7037037037037,2.83950617283951e-07,7.66666666666667e-06,0,874712,2,3,0,0,0,1,0,7.7,2292,0,0,46,0,0.0,0,0.0,3,0,6,0,0,5.4,583070,0,0,0,1,720,2161,0,0,198,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,1.5,1.6,1.5,0.0,1.4,0.9,1.6,0.9,1.9,1.0,1.7,28.3
Leighton,Baines,DEF,EVE,5600000,0,36,1.33333333333333,2.38095238095238e-07,6.42857142857143e-06,0,433288,1,25,0,0,0,2,0,6.4,1812,-4,0,36,4,0.0,0,0.0,2,0,1,0,1,2.8,65303,0,0,0,1,1099,84,0,0,189,Watford,Burnley,Brighton,Stoke,Man City,0.0,0.0,1.2,0.7,0.7,1.0,0.7,0.8,0.7,1.0,0.7,51.0
Tiemoue,Bakayoko,MID,CHE,4900000,0,67,2.8,5.714285714285711e-07,1.3673469387755099e-05,0,337654,2,19,0,0,0,2,0,13.7,9970,-1,1,67,1,0.0,0,0.0,5,0,9,0,2,1.5,357884,0,0,0,1,1759,178,-1,1,306,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0.0,1.4,2.6,0.0,2.2,2.9,2.2,3.2,2.2,1.9,2.3,100.1
Sam,Baldock,FWD,BHA,4900000,0,1,0.037037037037037,7.55857898715042e-09,2.04081632653061e-07,0,2593,0,0,0,0,0,0,0,0.2,111,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,2178,0,0,0,0,24,88,0,0,1,Swansea,Arsenal,Everton,Leicester,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Beni,Baningime,MID,EVE,4500000,0,5,0.185185185185185,4.11522633744856e-08,1.11111111111111e-06,0,422,0,1,0,0,0,0,0,1.1,29,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.0,540,0,0,0,0,145,41,0,0,17,Watford,Burnley,Brighton,Stoke,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
Phil,Bardsley,DEF,BUR,4300000,0,33,1.22222222222222,2.8423772609819104e-07,7.674418604651159e-06,0,53629,5,13,0,0,0,0,0,7.7,8900,-2,0,33,2,0.2,0,1.0,0,0,4,0,0,0.7,79159,0,0,0,0,1125,114,0,0,193,Southampton,Everton,West Ham,West Brom,Watford,0.0,0.6,0.7,0.0,0.6,0.8,0.7,0.6,1.0,0.6,0.6,38.3
Ross,Barkley,MID,CHE,7300000,0,1,0.037037037037037,5.0735667174023304e-09,1.36986301369863e-07,0,14009,0,1,0,0,0,0,0,0.1,543,-2,0,1,2,0.0,0,0.3,0,0,0,0,0,0.1,5431,0,0,0,0,53,33,0,0,4,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
Ashley,Barnes,FWD,BUR,5200000,2,46,1.8,3.46153846153846e-07,8.84615384615385e-06,0,97633,6,14,0,0,0,3,0,8.8,5137,-3,0,46,3,0.3,0,1.3,2,0,3,0,0,0.9,98710,0,0,0,0,1344,2721,0,0,131,Southampton,Everton,West Ham,West Brom,Watford,1.5,1.6,1.0,0.0,1.1,1.3,1.6,1.4,1.6,0.9,1.6,78.5
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,267,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,51,0,0,0,0,0,0,0,0,0,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth,Barry,MID,WBA,4500000,2,54,2.3,5.11111111111111e-07,1.2e-05,0,125119,4,33,0,0,0,1,0,12.0,1338,0,0,54,0,0.3,0,1.3,0,0,4,0,2,0.9,70080,0,0,0,0,1853,1094,0,0,279,Huddersfield,Watford,Leicester,Bournemouth,Burnley,2.5,1.3,2.1,1.5,2.0,2.1,1.2,1.5,1.5,1.8,1.2,80.7
Kyle,Bartley,DEF,SWA,4300000,0,4,0.148148148148148,3.4453057708871695e-08,9.30232558139535e-07,0,5592,1,2,0,0,0,0,0,0.9,47,-2,0,4,2,0.0,0,0.0,0,0,0,0,0,0.1,1250,0,0,0,0,165,83,0,0,24,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.1
Michy,Batshuayi,FWD,CHE,8100000,0,25,2.1,2.5925925925925896e-07,3.08641975308642e-06,0,180979,0,7,0,0,0,2,0,3.1,698,-4,0,25,4,0.0,0,0.0,3,0,1,0,1,0.5,121618,1,0,0,1,351,10,0,0,77,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7
Moritz,Bauer,DEF,STK,4500000,2,14,0.5185185185185179,1.1522633744856e-07,3.11111111111111e-06,0,8029,2,6,0,0,0,0,0,3.1,3947,0,0,14,0,0.6,0,2.7,0,0,2,0,0,0.8,50767,0,0,0,0,450,1795,0,0,84,Leicester,Southampton,Man City,Everton,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,21.1
Jan,Bednarek,DEF,SOU,4100000,0,0,0.0,0.0,0.0,0,9403,0,0,0,0,0,0,0,0.0,109,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,2395,0,0,0,0,0,134,0,0,0,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir,Begovic,GLK,BOU,4500000,0,83,3.1,6.88888888888889e-07,1.8444444444444397e-05,0,233118,2,41,0,76,0,0,0,18.4,5968,0,0,83,0,0.7,0,3.0,4,0,5,0,0,4.1,168947,0,0,1,3,2430,3740,0,0,448,Newcastle,Leicester,Tottenham,West Brom,Watford,3.0,2.4,3.3,3.5,3.4,4.5,2.8,3.5,3.3,3.1,3.0,57.0
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,9962,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,643,0,0,0,0,0,3,0,0,0,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector,Bellerin,DEF,ARS,6000000,2,99,3.7,6.16666666666667e-07,1.65e-05,0,773647,4,36,0,0,0,2,0,16.2,37676,0,1,99,0,0.2,0,1.3,7,0,9,0,2,11.3,631366,0,0,0,1,2430,5143,-1,0,488,Man City,Brighton,Watford,Stoke,Southampton,4.1,3.3,5.1,0.0,5.1,4.8,2.6,5.4,2.4,4.9,2.6,131.6
Yohan,Benalouane,DEF,LEI,4200000,0,0,0.0,0.0,0.0,0,3500,0,0,0,0,0,0,0,0.0,66,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1459,0,0,0,0,0,70,0,0,0,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Benteke,FWD,CRY,7600000,5,64,3.0,3.9473684210526293e-07,8.42105263157895e-06,0,443906,5,28,0,0,0,2,0,8.4,9031,-4,0,64,4,0.8,1,6.0,5,0,5,0,6,2.4,122674,0,0,0,0,1748,4017,0,0,111,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,3.0,3.2,1.7,2.4,2.8,2.7,3.6,2.7,3.5,2.9,3.6,122.3
Saido,Berahino,FWD,STK,5600000,1,18,0.666666666666667,1.19047619047619e-07,3.21428571428571e-06,0,34816,0,9,0,0,0,0,0,3.2,271,-4,0,18,4,0.2,1,1.0,0,0,2,0,1,0.2,14620,0,0,0,0,440,194,0,0,38,Leicester,Southampton,Man City,Everton,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,21.3
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,238,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,39,0,0,0,0,0,0,0,0,0,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo Silva,MID,MCI,7400000,2,64,2.3703703703703702,3.2032032032032e-07,8.64864864864865e-06,0,130055,0,6,0,0,0,2,0,8.6,12415,-6,0,64,6,0.4,0,3.3,0,0,5,0,5,0.9,70416,0,0,0,0,944,3347,0,0,272,Arsenal,Chelsea,Stoke,Everton,Man Utd,1.3,1.7,1.5,0.0,1.9,1.6,1.2,2.1,1.6,2.5,1.7,89.4
Ryan,Bertrand,DEF,SOU,5300000,1,67,2.8,5.283018867924531e-07,1.26415094339623e-05,0,781117,1,34,0,0,0,0,0,12.6,4004,-2,0,67,2,0.2,0,1.0,4,0,4,0,4,4.5,294912,0,0,0,1,2155,2608,0,0,399,Burnley,Stoke,Newcastle,West Ham,Arsenal,2.8,3.1,2.3,0.0,2.8,2.4,2.7,2.1,2.3,1.8,2.2,102.1
Muhamed,Besic,MID,EVE,4200000,0,2,1.0,2.38095238095238e-07,4.76190476190476e-07,0,14675,0,0,0,0,0,0,0,0.5,391,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.2,11468,0,0,0,0,46,122,0,0,10,Watford,Burnley,Brighton,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Philip,Billing,MID,HUD,4400000,1,15,0.555555555555556,1.26262626262626e-07,3.40909090909091e-06,0,38037,3,8,0,0,0,0,0,3.4,118,-1,0,15,1,0.2,0,1.0,0,0,3,0,0,0.2,31975,0,0,0,0,556,118,0,0,65,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.8
Daley,Blind,DEF,MUN,5100000,0,20,0.7407407407407409,1.45243282498184e-07,3.92156862745098e-06,0,188018,0,0,0,0,0,0,0,3.9,785,-4,0,20,4,0.0,0,0.0,0,0,3,0,0,0.8,135690,0,0,0,0,274,28,0,0,88,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.5,0.4,0.4,15.1
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,989,0,0,0,0,0,0,0,0.2,3,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,541,0,0,0,0,17,1,0,0,1,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,6584,0,1,0,0,0,0,0,0.4,16,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.0,1878,0,0,0,0,71,1,0,0,5,Leicester,Southampton,Man City,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Yannick,Bolasie,MID,EVE,6400000,0,10,0.37037037037037,5.78703703703704e-08,1.5625e-06,0,8656,0,9,0,0,0,0,0,1.6,590,-1,0,10,1,0.1,0,0.7,0,0,1,0,0,0.1,6465,0,0,0,0,331,241,0,0,19,Watford,Burnley,Brighton,Stoke,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.9
Gaetan,Bong,DEF,BHA,4400000,2,40,2.9,6.59090909090909e-07,9.09090909090909e-06,0,11271,1,18,0,0,0,0,0,9.1,326,-1,0,40,1,0.5,0,2.0,3,0,4,0,0,0.2,12150,0,0,0,1,1260,604,0,0,238,Swansea,Arsenal,Everton,Leicester,Huddersfield,3.0,3.9,1.6,0.0,3.0,3.6,3.4,3.2,2.5,3.3,2.4,30.2
Wilfried,Bony,FWD,SWA,5700000,0,33,1.22222222222222,2.14424951267057e-07,5.78947368421053e-06,0,87370,2,8,0,0,0,2,0,5.8,715,-3,0,33,3,0.1,0,0.7,3,0,2,0,1,0.1,87608,0,0,0,0,701,38,0,0,103,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0.0,0.0,0.0,0.0,0.0,0.6,0.9,0.6,0.6,0.7,1.0,39.3
Artur,Boruc,GLK,BOU,4100000,0,0,0.0,0.0,0.0,0,153737,0,0,0,0,0,0,0,0.0,960,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,1.2,7712,0,0,0,0,0,437,0,0,0,Newcastle,Leicester,Tottenham,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Boufal,MID,SOU,5700000,1,52,1.9259259259259298,3.3788174139051297e-07,9.12280701754386e-06,0,22258,1,24,0,0,0,2,0,9.1,730,-3,0,52,3,0.4,0,2.3,2,0,1,0,2,0.2,17133,0,0,0,0,1154,190,0,0,213,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.0,1.4,1.3,0.0,1.2,1.0,1.1,1.1,1.4,1.4,1.0,97.9
