FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Tom,Heaton,GLK,BUR,4800000,0,8,0.5,1.04166666666667e-07,1.66666666666667e-06,0,342460,0,4,0,8,0,0,0,1.7,2249,-2,0,8,2,0.0,0,0.0,0,0,0,0,0,1.8,18245,0,0,0,0,305,28,0,0,48,Stoke,Brighton,Tottenham,Man Utd,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0625,1.48809523809524e-08,2.38095238095238e-07,0,8160,0,0,0,0,0,0,0,0.2,66,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2173,0,0,0,0,1,14,0,0,4,Chelsea,Watford,Southampton,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4500000,2,49,3.1,6.88888888888889e-07,1.0888888888888901e-05,0,902939,3,21,0,0,0,1,0,10.9,36547,0,0,49,0,0.5,0,2.4,6,0,4,0,0,17.9,1335871,0,0,0,1,1406,7237,0,0,263,Liverpool,Man Utd,Stoke,Everton,Arsenal,2.3,3.3,2.6,3.1,3.7,2.9,4.0,1.6,2.1,3.3,2.7,4.4,3.4,3.2,2.3,3.6,3.1,1.8,3.6,2.3,3.5,3.5,56.3
Tomer,Hemed,FWD,BHA,4800000,1,30,3.0,6.25e-07,6.25e-06,0,199071,0,3,0,0,0,2,0,6.3,5154,-2,0,30,2,0.1,0,0.6,5,0,2,0,1,1.2,234245,0,0,0,0,484,1966,0,0,87,Tottenham,Burnley,Watford,Chelsea,Newcastle,2.1,2.9,2.8,1.9,2.7,3.2,2.6,2.4,2.6,3.7,3.3,2.9,3.2,2.5,2.4,3.3,3.8,2.7,2.9,2.2,3.1,2.1,24.1
Jordan,Henderson,MID,LIV,5500000,2,42,3.0,5.454545454545451e-07,7.63636363636364e-06,0,132268,1,18,0,0,0,1,0,7.6,2762,0,0,42,0,0.4,0,2.0,3,0,5,0,1,1.6,119696,0,0,0,0,1170,1266,0,0,205,West Brom,Bournemouth,Arsenal,Swansea,Leicester,3.4,2.5,1.6,3.6,3.0,2.1,1.9,2.8,2.0,2.7,2.3,3.7,3.4,1.5,2.3,2.1,2.5,3.2,2.2,2.9,2.0,2.9,56.9
Jeff,Hendrick,MID,BUR,5400000,1,43,2.6875,4.97685185185185e-07,7.96296296296296e-06,0,14344,0,8,0,0,0,2,0,8.0,1059,-1,0,43,1,0.5,0,2.6,1,0,5,0,1,0.3,19333,0,0,0,0,1012,566,0,0,139,Stoke,Brighton,Tottenham,Man Utd,Huddersfield,2.3,1.7,2.1,1.3,1.8,2.0,1.9,2.2,2.1,1.5,2.5,2.2,3.3,1.9,2.1,2.0,2.1,2.4,1.9,2.3,1.5,2.6,54.1
Wayne,Hennessey,GLK,CRY,4300000,0,30,3.3,7.674418604651159e-07,6.97674418604651e-06,0,64914,0,18,0,33,0,0,0,7.0,2655,-2,0,30,2,0.5,0,2.2,5,0,1,0,0,1.0,37287,0,0,0,0,810,864,0,0,164,Watford,Leicester,Swansea,Arsenal,Man City,3.8,2.3,2.4,4.1,3.0,2.9,3.9,2.0,3.1,3.7,1.8,3.9,3.7,2.9,2.6,3.9,2.5,4.4,3.7,3.5,2.9,4.3,23.8
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,1161,0,0,0,0,0,0,0,0.0,95,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3277,0,0,0,0,0,222,0,0,0,Watford,Leicester,Swansea,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5100000,1,20,1.25,2.4509803921568606e-07,3.92156862745098e-06,0,184523,4,9,0,0,0,0,0,3.9,931,-4,0,20,4,0.2,0,1.2,0,0,2,0,1,1.3,23674,0,0,0,0,637,426,0,0,99,Bournemouth,West Brom,Leicester,Burnley,Southampton,0.9,0.6,0.6,0.7,0.7,0.6,0.7,0.6,0.6,1.2,0.6,0.7,0.6,0.6,0.6,1.0,0.6,0.9,0.6,0.9,0.6,0.6,31.7
Wesley,Hoedt,DEF,SOU,5000000,0,17,1.0625,2.125e-07,3.4e-06,0,3825,1,11,0,0,0,0,0,3.4,157,0,0,17,0,0.2,0,1.2,1,0,1,0,0,0.0,4967,0,0,0,0,720,98,0,0,139,Leicester,Chelsea,Huddersfield,Tottenham,Man Utd,0.5,0.5,0.9,0.5,0.5,1.5,0.7,0.6,0.7,0.5,0.6,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,26.4
Jonathan,Hogg,MID,HUD,4400000,3,19,1.1875,2.69886363636364e-07,4.31818181818182e-06,0,24173,2,14,0,0,0,0,0,4.3,739,-1,0,19,1,0.3,0,1.2,0,0,3,0,0,0.4,39121,0,0,0,0,735,286,0,0,146,Chelsea,Watford,Southampton,Stoke,Burnley,0.7,0.6,0.6,0.7,0.7,0.6,1.0,0.6,0.6,0.6,0.8,0.6,0.6,1.0,0.9,0.6,0.6,0.6,0.6,1.1,0.6,0.9,20.2
Pierre-Emile,H?jbjerg,MID,SOU,4300000,2,7,0.4375,1.01744186046512e-07,1.62790697674419e-06,0,21391,0,3,0,0,0,0,0,1.6,1050,-2,0,7,2,0.3,0,1.2,0,0,0,0,0,0.4,23130,0,0,0,0,249,2326,0,0,56,Leicester,Chelsea,Huddersfield,Tottenham,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.2
Rob,Holding,DEF,ARS,4500000,0,8,0.5,1.11111111111111e-07,1.77777777777778e-06,0,95401,1,8,0,0,0,0,0,1.8,549,-5,0,8,5,0.0,0,0.0,0,0,1,0,0,0.6,15213,0,0,0,0,263,164,0,0,68,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.7,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,10.7
Jose,Holebas,DEF,WAT,4900000,1,31,2.6,5.306122448979589e-07,6.326530612244901e-06,0,49076,3,22,0,0,0,0,0,6.3,1020,-1,0,31,1,0.1,0,0.4,3,0,2,0,3,0.5,43290,0,0,0,0,950,1159,0,0,171,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,3.4,3.0,2.8,1.9,1.9,2.1,2.1,2.0,2.5,2.1,2.7,1.9,2.6,1.8,2.2,1.9,2.3,2.3,3.5,2.4,2.1,1.8,54.6
Mason,Holgate,DEF,EVE,4200000,2,21,1.3125,3.125e-07,5e-06,0,81403,0,6,0,0,0,0,0,5.0,1531,-3,0,21,3,0.7,0,2.8,0,0,2,0,0,1.1,69566,0,0,0,0,630,12886,0,0,101,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.7,0.8,0.9,0.7,0.7,0.9,0.7,1.2,0.8,0.7,2.0,0.8,0.7,1.2,0.7,0.7,1.0,0.7,0.9,0.7,0.9,0.7,26.8
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,16771,0,0,0,0,0,0,0,0.0,105,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1036,0,0,0,0,0,20,0,0,0,Chelsea,Watford,Southampton,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will,Hughes,MID,WAT,4600000,0,26,1.625,3.5326086956521704e-07,5.65217391304348e-06,0,49774,0,6,0,0,0,2,0,5.7,7574,-4,0,26,4,1.0,0,4.6,3,0,2,0,1,0.6,63283,0,0,0,1,323,320,0,0,89,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,0.0,0.0,0.0,0.0,1.2,0.8,0.8,0.9,1.0,0.8,1.0,1.4,1.1,0.8,0.8,1.0,0.8,0.9,1.0,0.8,1.1,0.8,30.3
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0625,1.6025641025641e-08,2.56410256410256e-07,0,285052,0,1,0,0,0,0,0,0.3,7691,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,6.9,279845,0,0,0,0,17,2430,0,0,5,Tottenham,Burnley,Watford,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,4461,0,0,0,0,0,0,0,0.0,47,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1124,0,0,0,0,0,19,0,0,0,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,1,30,2.0,4.08163265306122e-07,6.1224489795918405e-06,0,37082,1,7,0,0,0,0,0,6.1,997,-1,0,30,1,0.4,0,2.0,0,0,2,0,3,0.4,30096,0,0,0,0,756,69,0,0,114,Man Utd,Liverpool,Man City,West Ham,Everton,1.0,1.2,1.0,1.9,2.1,1.1,1.7,1.2,1.2,1.4,1.2,1.7,1.1,1.3,1.7,1.3,1.7,1.0,1.3,1.3,1.9,1.2,53.9
Vicente,Iborra,MID,LEI,5800000,2,28,2.8,4.827586206896551e-07,4.82758620689655e-06,0,8674,0,9,0,0,0,1,0,4.8,243,-2,0,28,2,0.4,0,2.2,2,0,2,0,0,0.1,3338,0,0,0,0,822,125,0,0,162,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,2.1,3.0,2.4,2.1,1.4,3.6,1.9,2.0,2.3,3.2,1.4,2.5,2.9,2.0,3.0,1.8,3.0,1.9,2.5,1.9,3.3,1.6,33.5
Zlatan,Ibrahimovic,FWD,MUN,9800000,1,4,0.25,2.55102040816327e-08,4.08163265306122e-07,0,24282,0,0,0,0,0,0,0,0.4,1878,-2,0,4,2,0.1,0,0.8,0,0,0,0,0,0.3,32506,0,0,0,0,57,3168,0,0,9,Bournemouth,West Brom,Leicester,Burnley,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.8
Kelechi,Iheanacho,FWD,LEI,6500000,0,10,0.625,9.61538461538462e-08,1.53846153846154e-06,0,132850,1,5,0,0,0,0,0,1.5,515,-5,0,10,5,0.0,0,0.2,0,0,0,0,0,0.6,12363,0,0,0,0,254,111,0,0,25,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.1
Giannelli,Imbula,MID,STK,4500000,0,0,0.0,0.0,0.0,0,7975,0,0,0,0,0,0,0,0.0,35,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,956,0,0,0,0,0,1,0,0,0,Burnley,West Ham,West Brom,Huddersfield,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Ince,MID,HUD,5600000,3,39,2.6,4.6428571428571395e-07,6.96428571428571e-06,0,81550,0,20,0,0,0,0,0,7.0,864,-4,0,39,4,0.3,0,1.8,0,0,6,0,1,0.5,27068,0,0,0,0,1337,154,0,0,127,Chelsea,Watford,Southampton,Stoke,Burnley,2.4,1.4,1.4,2.6,2.6,1.3,3.3,1.3,2.2,1.3,2.8,1.3,1.3,3.2,2.9,1.5,1.3,2.1,1.3,3.5,1.3,3.0,72.3
Danny,Ings,FWD,LIV,5400000,1,1,0.0625,1.1574074074074099e-08,1.85185185185185e-07,0,4668,0,0,0,0,0,0,0,0.2,74,-1,0,1,1,0.0,0,0.2,0,0,0,0,0,0.1,2475,0,0,0,0,8,112,0,0,3,West Brom,Bournemouth,Arsenal,Swansea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Alex,Iwobi,MID,ARS,5100000,0,23,1.4375,2.81862745098039e-07,4.50980392156863e-06,0,163842,0,6,0,0,0,1,0,4.5,1252,-4,0,23,4,0.2,0,1.2,1,0,3,0,0,0.5,46019,0,0,0,0,474,383,0,0,116,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.7,1.2,0.8,0.7,0.7,0.9,0.7,1.2,0.7,1.5,0.7,0.7,0.7,0.8,0.7,1.0,0.9,0.7,1.4,0.7,1.0,0.7,52.7
,Izquierdo,MID,BHA,5900000,1,31,1.9375,3.28389830508475e-07,5.254237288135591e-06,0,4015,1,8,0,0,0,2,0,5.3,248,-1,0,31,1,0.4,0,2.6,1,0,3,0,0,0.0,5473,0,0,0,0,540,52,0,0,95,Tottenham,Burnley,Watford,Chelsea,Newcastle,1.0,1.4,1.1,1.0,1.2,1.6,1.1,1.3,1.1,1.9,1.0,1.9,1.7,1.3,1.0,1.5,2.1,1.0,1.3,1.0,1.3,1.0,35.3
Phil,Jagielka,DEF,EVE,4700000,1,16,1.5,3.1914893617021297e-07,3.4042553191489397e-06,0,310696,0,23,0,0,0,0,0,3.4,2759,-3,1,16,3,0.1,0,0.4,1,0,1,0,0,2.7,88252,0,0,0,0,899,566,-1,0,166,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.8,1.0,1.2,0.8,0.8,1.1,0.8,1.4,1.1,0.8,2.2,1.0,0.8,1.5,0.8,0.8,1.2,0.8,1.1,0.8,1.1,0.8,27.4
Eldin,Jakupovic,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,7924,0,0,0,0,0,0,0,0.0,116,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,786,0,0,0,0,0,20,0,0,0,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty,James,MID,LEI,4400000,0,8,0.5,1.13636363636364e-07,1.81818181818182e-06,0,24066,1,6,0,0,0,0,0,1.8,191,-1,0,8,1,0.0,0,0.0,0,0,1,0,0,0.2,16521,0,0,0,0,338,13,0,0,35,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.3
Daryl,Janmaat,DEF,WAT,4800000,2,9,0.5625,1.171875e-07,1.875e-06,0,14426,0,7,0,0,0,1,0,1.9,144,-2,0,9,2,0.1,0,0.4,0,0,0,0,0,0.1,5384,0,0,0,0,225,320,0,0,45,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,15.3
Vincent,Janssen,FWD,TOT,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,8702,0,0,0,0,0,0,0,0.1,25,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,924,0,0,0,0,1,1,0,0,2,Brighton,Man City,Burnley,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,12684,0,0,0,0,0,0,0,0.0,53,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,707,0,0,0,0,0,3,0,0,0,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jese,MID,STK,5500000,0,26,1.625,2.95454545454545e-07,4.7272727272727305e-06,0,556026,0,14,0,0,0,1,0,4.7,7170,-5,0,26,5,0.1,0,0.4,2,0,1,0,1,2.5,577471,0,0,0,1,482,22,0,0,77,Burnley,West Ham,West Brom,Huddersfield,Chelsea,0.0,1.4,1.2,0.8,0.8,1.3,0.8,1.6,0.8,1.0,1.0,0.8,0.9,0.8,1.6,0.8,0.9,0.8,1.0,0.8,1.2,1.2,34.7
,Jesus,FWD,MCI,10300000,1,75,5.0,4.85436893203884e-07,7.28155339805825e-06,0,1709924,3,7,0,0,0,8,0,7.3,61326,-2,0,75,2,0.4,0,4.2,11,0,5,0,4,12.6,1730322,0,0,0,2,874,65524,0,0,267,Swansea,Tottenham,Bournemouth,Newcastle,Crystal Palace,5.6,5.7,6.2,6.2,6.1,5.5,5.2,6.7,6.9,5.3,6.4,4.3,4.8,6.6,6.5,5.9,6.1,5.2,5.7,5.5,7.2,6.1,124.9
,Joel Pereira,GLK,MUN,3900000,0,0,0.0,0.0,0.0,0,74241,0,0,0,0,0,0,0,0.0,4233,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,3.9,193948,0,0,0,0,0,13225,0,0,0,Bournemouth,West Brom,Leicester,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Johnson,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,93,0,0,0,0,0,0,0,0.0,59,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,356,0,0,0,0,0,168,0,0,0,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4100000,0,1,0.0625,1.5243902439024402e-08,2.4390243902438996e-07,0,29194,0,6,0,0,0,0,0,0.2,500,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.3,6179,0,0,0,0,149,133,0,0,23,Burnley,West Ham,West Brom,Huddersfield,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Phil,Jones,DEF,MUN,5300000,0,59,5.4,1.0188679245283002e-06,1.1132075471698101e-05,0,909463,1,3,0,0,0,0,0,11.1,12156,3,0,59,-3,0.0,0,0.0,8,0,8,0,0,6.5,1141559,0,0,0,1,893,33336,0,0,265,Bournemouth,West Brom,Leicester,Burnley,Southampton,7.0,5.8,4.7,7.8,7.4,3.8,7.7,5.8,5.5,8.1,5.1,7.5,5.8,7.7,5.5,7.0,4.8,8.1,5.1,8.0,6.0,7.4,22.5
,Joselu,FWD,NEW,5500000,6,40,2.9,5.27272727272727e-07,7.272727272727271e-06,0,113408,2,17,0,0,0,3,0,7.3,2524,0,0,40,0,0.4,0,2.4,3,0,4,0,0,0.7,129356,0,0,0,0,1011,4105,0,0,129,Everton,Arsenal,West Ham,Man City,Brighton,3.6,1.6,2.2,2.6,3.3,3.1,2.8,2.3,2.7,2.5,3.0,2.5,2.0,2.8,2.0,3.7,2.3,3.1,2.4,3.5,2.7,2.2,79.9
Christian,Kabasele,DEF,WAT,4600000,2,47,3.1,6.73913043478261e-07,1.0217391304347801e-05,0,16290,2,23,0,0,0,2,0,10.4,4483,1,-1,47,-1,1.0,0,4.4,1,0,4,0,0,2.1,121272,0,0,0,1,1229,45133,1,0,240,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,4.1,3.9,3.6,2.6,2.5,2.7,2.7,2.7,3.2,2.8,3.5,2.5,3.4,2.4,2.9,2.5,3.0,3.0,4.2,3.1,2.7,2.4,49.5
Younes,Kaboul,DEF,WAT,4300000,0,7,0.4375,1.01744186046512e-07,1.62790697674419e-06,0,21465,0,3,0,0,0,0,0,1.6,175,-2,0,7,2,0.0,0,0.0,0,0,1,0,0,0.2,3311,0,0,0,0,151,11,0,0,35,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,5.0
Elias,Kachunga,MID,HUD,5800000,3,36,2.4,4.1379310344827597e-07,6.20689655172414e-06,0,23630,1,20,0,0,0,0,0,6.2,250,-2,0,36,2,0.3,0,1.8,0,0,6,0,1,0.2,13521,0,0,0,0,1145,55,0,0,111,Chelsea,Watford,Southampton,Stoke,Burnley,2.1,1.2,1.2,2.3,2.3,1.2,2.9,1.2,2.0,1.2,2.5,1.2,1.2,2.8,2.6,1.3,1.2,1.8,1.2,3.1,1.2,2.6,44.5
Sullay,Kaikai,MID,CRY,4400000,0,1,0.0625,1.42045454545455e-08,2.2727272727272702e-07,0,10531,0,0,0,0,0,0,0,0.2,109,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,12745,0,0,0,0,13,13,0,0,5,Watford,Leicester,Swansea,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Harry,Kane,FWD,TOT,12900000,12,94,6.3,4.88372093023256e-07,7.28682170542636e-06,0,2112784,3,13,0,0,0,12,0,7.3,7803,4,-1,94,-4,0.4,0,5.8,16,0,6,0,1,41.1,2545773,0,0,0,4,1299,204288,1,0,313,Brighton,Man City,Burnley,Southampton,Swansea,9.1,7.4,6.9,8.5,0.0,16.6,9.4,7.9,8.8,6.8,8.9,7.4,9.4,7.9,9.1,6.3,7.8,8.0,7.6,8.0,7.4,9.1,177.4
N'Golo,Kante,MID,CHE,4900000,3,45,3.5,7.142857142857141e-07,9.183673469387759e-06,0,901415,1,9,0,0,0,1,0,9.2,12869,-1,0,45,1,0.7,0,3.6,6,0,6,0,1,12.3,580523,0,0,0,0,1156,14332,0,0,282,Huddersfield,Southampton,Everton,Brighton,Stoke,2.9,3.2,3.6,3.3,3.4,2.4,3.5,2.8,3.7,3.3,3.9,2.1,2.2,3.9,3.0,3.1,4.3,3.2,4.6,3.9,2.9,3.4,65.4
Loris,Karius,GLK,LIV,4800000,0,6,0.375,7.8125e-08,1.25e-06,0,5734,0,0,0,0,0,0,0,1.3,91,-2,0,6,2,0.0,0,0.0,0,0,1,0,0,0.2,2167,0,0,0,0,90,37,0,0,23,West Brom,Bournemouth,Arsenal,Swansea,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Orestis,Karnezis,GLK,WAT,4500000,0,0,0.0,0.0,0.0,0,376,0,3,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,504,0,0,0,0,31,16,0,0,4,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Beram,Kayal,MID,BHA,4400000,0,0,0.0,0.0,0.0,0,4801,0,0,0,0,0,0,0,0.0,64,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,2007,0,0,0,0,0,50,0,0,0,Tottenham,Burnley,Watford,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael,Keane,DEF,EVE,5300000,0,19,1.6,3.0188679245283e-07,3.58490566037736e-06,0,503924,1,24,0,0,0,0,0,3.6,3608,-2,0,19,2,0.1,0,0.4,2,0,1,0,0,5.0,126250,0,0,0,0,984,524,0,0,182,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.8,1.1,1.3,0.8,0.8,1.3,0.8,1.6,1.2,0.8,2.4,1.1,0.8,1.6,0.8,0.9,1.4,0.8,1.3,0.8,1.2,0.9,31.4
Martin,Kelly,DEF,CRY,4200000,0,6,0.375,8.928571428571429e-08,1.4285714285714301e-06,0,10823,0,2,0,0,0,0,0,1.4,541,-3,0,6,3,0.3,0,1.2,0,0,1,0,0,0.2,4602,0,0,0,0,139,236,0,0,28,Watford,Leicester,Swansea,Arsenal,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.0
,Kenedy,MID,CHE,4700000,0,0,0.0,0.0,0.0,0,2583,0,0,0,0,0,0,0,0.0,25,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,876,0,0,0,0,0,23,0,0,0,Huddersfield,Southampton,Everton,Brighton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjoe,Kenny,DEF,EVE,4300000,2,22,1.375,3.19767441860465e-07,5.11627906976744e-06,0,13394,1,16,0,0,0,0,0,5.1,2137,-2,0,22,2,0.9,0,3.8,2,0,2,0,1,1.6,90226,0,0,0,1,734,39934,0,0,167,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.7,0.9,1.0,0.7,0.7,1.0,0.7,1.3,0.9,0.7,2.1,0.9,0.7,1.3,0.7,0.7,1.1,0.7,1.0,0.7,1.0,0.7,32.6
