FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Aaron,Ramsey,MID,ARS,7200000,2,81,5.4,7.5e-07,1.125e-05,0,535901,0,13,0,0,0,3,0,11.3,175836,2,0,81,-2,0.8,0,5.4,7,0,7,0,8,7.5,803246,0,0,0,1,1196,10046,0,0,311,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.0,7.9,6.5,4.5,4.7,6.8,5.3,7.8,5.7,8.1,3.9,5.3,4.2,6.2,4.3,7.1,7.0,5.0,8.1,3.1,7.2,4.4,122.8
Darren,Randolph,GLK,WHU,4500000,0,0,0.0,0.0,0.0,0,865,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,104,0,0,0,0,0,5,0,0,0,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angel,Rangel,DEF,SWA,3900000,0,1,0.0625,1.6025641025641e-08,2.56410256410256e-07,0,549831,0,0,0,0,0,0,0,0.3,10224,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,10.9,226715,0,0,0,0,2,3812,0,0,3,Man City,Everton,Crystal Palace,Liverpool,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Marcus,Rashford,FWD,MUN,7600000,6,60,3.8,5e-07,7.89473684210526e-06,0,629899,1,8,0,0,0,4,0,7.9,13151,1,0,60,-1,0.4,0,3.0,6,0,7,0,4,8.4,729980,0,0,0,0,982,61033,0,0,222,Bournemouth,West Brom,Leicester,Burnley,Southampton,4.7,3.4,3.2,4.3,4.5,3.2,5.5,2.8,2.8,5.5,3.4,3.7,3.4,4.6,3.0,4.4,3.1,5.3,3.4,4.8,3.3,4.2,92.6
Nathan,Redmond,MID,SOU,6000000,3,40,2.7,4.5e-07,6.66666666666667e-06,0,345140,1,14,0,0,0,0,0,6.7,2299,-5,1,40,5,0.4,0,2.2,2,0,4,0,3,2.1,78922,0,0,0,0,1083,1141,-1,0,166,Leicester,Chelsea,Huddersfield,Tottenham,Man Utd,2.3,2.0,3.2,1.7,1.4,2.6,2.2,2.0,2.2,2.1,1.9,2.0,2.2,2.3,2.7,2.0,1.6,2.0,1.9,2.5,2.4,1.4,84.2
Winston,Reid,DEF,WHU,4800000,5,31,2.6,5.41666666666667e-07,6.45833333333333e-06,0,62094,4,21,0,0,0,0,0,6.5,285,-2,0,31,2,0.4,0,1.8,3,0,4,0,0,0.7,13290,0,0,0,0,1066,683,0,0,197,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,3.0,1.8,2.7,1.5,0.0,4.9,1.6,2.5,3.9,2.0,2.8,1.5,1.5,2.9,2.7,2.7,1.8,2.9,1.3,2.1,1.4,2.5,27.7
Declan,Rice,DEF,WHU,4400000,0,5,0.3125,7.10227272727273e-08,1.13636363636364e-06,0,1625,1,9,0,0,0,0,0,1.1,50,-1,0,5,1,0.0,0,0.2,0,0,0,0,0,0.0,1877,0,0,0,0,267,68,0,0,37,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,0.2,0.2,0.2,0.2,0.0,0.4,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.5
,Richarlison,MID,WAT,6600000,2,77,4.8,7.27272727272727e-07,1.1666666666666698e-05,0,556019,3,26,0,0,0,5,0,11.7,52041,6,0,77,-6,0.6,0,3.8,4,0,5,0,5,20.6,1569855,0,0,0,2,1368,57029,0,0,193,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,5.3,6.5,5.0,5.0,6.0,4.2,4.7,5.1,5.3,4.5,5.3,6.6,5.6,4.4,4.2,5.4,4.9,5.2,5.6,4.7,5.6,3.9,126.3
Jairo,Riedewald,DEF,CRY,4700000,0,4,0.25,5.3191489361702104e-08,8.51063829787234e-07,0,15356,0,4,0,0,0,0,0,0.9,67,-3,0,4,3,0.0,0,0.0,0,0,0,0,0,0.1,577,0,0,0,0,124,21,0,0,27,Watford,Leicester,Swansea,Arsenal,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.5
Matt,Ritchie,MID,NEW,5700000,2,59,3.7,6.49122807017544e-07,1.03508771929825e-05,0,383756,3,23,0,0,0,0,0,10.4,10304,-3,0,59,3,0.7,0,3.8,6,0,3,0,7,3.0,361024,0,0,0,1,1373,5238,0,0,275,Everton,Arsenal,West Ham,Man City,Brighton,5.2,2.4,3.1,2.6,3.8,3.1,4.7,2.2,3.9,3.0,3.6,3.6,2.2,3.7,2.6,5.1,2.9,4.4,3.6,4.4,3.3,3.6,99.1
Andrew,Robertson,DEF,LIV,4600000,2,15,0.9375,2.03804347826087e-07,3.26086956521739e-06,0,108861,0,3,0,0,0,0,0,3.3,654,-4,0,15,4,0.2,0,0.8,3,0,1,0,0,0.9,66193,0,0,0,0,360,5975,0,0,69,West Brom,Bournemouth,Arsenal,Swansea,Leicester,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,1.1,0.5,0.5,0.5,0.5,0.5,0.7,17.2
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,312,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,58,0,0,0,0,0,2,0,0,0,Stoke,Brighton,Tottenham,Man Utd,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4300000,0,0,0.0,0.0,0.0,0,7424,0,0,0,0,0,0,0,0.0,113,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,880,0,0,0,0,0,21,0,0,0,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,1,19,1.1875,2.4234693877550997e-07,3.8775510204081595e-06,0,46753,2,7,0,0,0,2,0,3.9,2668,-1,0,19,1,0.4,0,2.0,1,0,2,0,0,0.5,33345,0,0,0,0,487,1647,0,1,49,Liverpool,Man Utd,Stoke,Everton,Arsenal,0.6,0.7,0.7,1.0,0.8,0.6,0.8,0.6,0.6,0.7,0.6,1.0,0.6,0.8,0.6,0.7,0.7,0.6,0.7,0.6,0.7,0.6,32.9
Joe,Rodon,DEF,SWA,4000000,0,0,0.0,0.0,0.0,0,1220,0,0,0,0,0,0,0,0.0,139,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2783,0,0,0,0,0,149,0,0,0,Man City,Everton,Crystal Palace,Liverpool,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay,Rodriguez,FWD,WBA,5600000,2,36,2.4,4.28571428571429e-07,6.42857142857143e-06,0,162694,2,19,0,0,0,2,0,6.4,4092,-4,0,36,4,0.3,0,1.6,0,0,5,0,0,0.7,70087,0,0,0,0,1283,344,0,0,99,Liverpool,Man Utd,Stoke,Everton,Arsenal,1.4,2.3,2.2,2.9,2.4,1.5,2.5,1.7,1.6,2.2,1.2,2.9,1.9,2.5,1.8,2.1,2.1,1.2,2.3,1.8,2.1,1.8,72.4
Marcos,Rojo,DEF,MUN,5400000,0,1,0.0625,1.1574074074074099e-08,1.85185185185185e-07,0,7082,3,4,0,0,0,0,0,0.2,1665,-1,0,1,1,0.0,0,0.2,0,0,0,0,0,0.2,11169,0,0,0,0,225,847,0,0,17,Bournemouth,West Brom,Leicester,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9
Sergio,Romero,GLK,MUN,4800000,0,0,0.0,0.0,0.0,0,5589,0,0,0,0,0,0,0,0.0,84,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,917,0,0,0,0,0,28,0,0,0,Bournemouth,West Brom,Leicester,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6000000,2,30,2.0,3.3333333333333304e-07,5e-06,0,100510,2,17,0,0,0,2,0,5.0,6881,-5,0,30,5,0.4,0,2.6,0,0,1,0,0,0.7,43786,0,0,0,0,968,555,0,0,75,Liverpool,Man Utd,Stoke,Everton,Arsenal,1.0,1.7,1.7,2.2,1.8,1.1,1.9,1.2,1.2,1.6,1.0,2.2,1.4,1.9,1.3,1.6,1.6,1.0,1.7,1.3,1.6,1.3,44.5
Wayne,Rooney,FWD,EVE,7400000,8,70,5.0,6.756756756756761e-07,9.45945945945946e-06,0,1129733,3,17,0,0,0,8,0,9.6,15922,-1,-1,70,1,0.8,1,5.6,14,0,3,0,1,13.1,941455,0,0,0,1,1068,122228,1,0,300,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,5.2,6.4,5.5,5.2,5.2,6.7,4.3,7.5,7.0,3.4,7.5,5.6,4.4,7.1,5.7,6.2,6.7,4.6,7.3,4.2,6.5,4.6,98.3
Danny,Rose,DEF,TOT,6400000,0,7,0.4375,6.8359375e-08,1.09375e-06,0,23193,0,2,0,0,0,0,0,1.1,814,-1,0,7,1,0.0,0,0.2,0,0,1,0,0,0.3,11650,0,0,0,0,180,594,0,0,43,Brighton,Man City,Burnley,Southampton,Swansea,0.2,0.2,0.2,0.2,0.0,0.4,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.3
Liam,Rosenior,DEF,BHA,3900000,0,3,0.1875,4.80769230769231e-08,7.69230769230769e-07,0,154391,0,3,0,0,0,0,0,0.8,6269,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,3.9,201070,0,0,0,0,163,6032,0,0,22,Tottenham,Burnley,Watford,Chelsea,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5200000,1,9,0.5625,1.0817307692307698e-07,1.7307692307692298e-06,0,4674,1,3,0,0,0,0,0,1.7,80,-3,0,9,3,0.1,0,0.4,0,0,1,0,0,0.1,1231,0,0,0,0,217,7,0,0,21,Man City,Everton,Crystal Palace,Liverpool,Watford,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.3
Antonio,Rudiger,DEF,CHE,5800000,0,47,4.3,7.41379310344828e-07,8.10344827586207e-06,0,101518,3,9,0,0,0,1,0,8.1,8011,-2,0,47,2,0.6,0,3.4,6,0,4,0,1,2.1,66374,0,0,0,1,924,1776,0,0,235,Huddersfield,Southampton,Everton,Brighton,Stoke,4.5,4.9,3.2,5.9,5.2,3.6,4.7,5.2,4.6,5.8,5.8,3.6,4.1,6.2,4.8,5.2,6.4,4.9,6.4,4.3,5.3,4.3,32.1
Mathew,Ryan,GLK,BHA,4500000,2,57,3.6,8e-07,1.2666666666666699e-05,0,28541,0,21,0,46,0,0,0,12.7,2682,0,0,57,0,0.7,0,3.2,4,0,5,0,0,1.0,43074,0,0,0,1,1440,956,0,0,287,Tottenham,Burnley,Watford,Chelsea,Newcastle,3.3,4.3,4.2,3.5,3.0,3.7,3.5,4.1,3.6,5.4,3.5,3.7,4.5,2.2,2.9,3.8,5.2,4.2,4.3,3.5,4.0,3.1,32.1
Abdelhamid,Sabiri,MID,HUD,4900000,0,9,0.5625,1.14795918367347e-07,1.8367346938775502e-06,0,862,1,4,0,0,0,0,0,1.8,21,-1,0,9,1,0.0,0,0.2,0,0,1,0,1,0.0,901,0,0,0,0,187,5,0,0,26,Chelsea,Watford,Southampton,Stoke,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.2
Henri,Saivet,MID,NEW,4400000,0,0,0.0,0.0,0.0,0,2010,0,0,0,0,0,0,0,0.0,46,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,2276,0,0,0,0,0,39,0,0,0,Everton,Arsenal,West Ham,Man City,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diafra,Sakho,FWD,WHU,5500000,1,19,1.1875,2.15909090909091e-07,3.45454545454545e-06,0,14216,2,11,0,0,0,1,0,3.5,488,0,0,19,0,0.2,0,1.0,1,0,0,0,1,0.2,13315,0,0,0,0,272,301,0,0,45,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,0.8,0.6,0.9,0.6,0.0,1.6,0.6,0.8,1.0,0.6,0.7,0.6,0.6,0.7,0.8,0.8,0.6,1.1,0.6,0.7,0.6,1.1,15.1
Mamadou,Sakho,DEF,CRY,5000000,1,40,4.0,8e-07,8e-06,0,65379,1,16,0,0,0,1,0,8.0,49191,0,0,40,0,1.2,0,5.8,10,0,2,0,1,1.5,129690,0,0,0,1,834,1527,0,0,210,Watford,Leicester,Swansea,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,4.0,5.1,2.8,4.2,4.8,2.4,5.1,4.9,3.9,3.5,5.1,3.4,5.6,4.8,4.6,3.8,5.6,32.4
Bakary,Sako,MID,CRY,4900000,1,9,0.5625,1.14795918367347e-07,1.8367346938775502e-06,0,4277,0,5,0,0,0,0,0,1.8,112,-1,0,9,1,0.1,0,0.4,0,0,0,0,0,0.1,2646,0,0,0,0,164,63,0,0,28,Watford,Leicester,Swansea,Arsenal,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.5
Mohamed,Salah,MID,LIV,9900000,11,124,7.8,7.87878787878788e-07,1.2525252525252499e-05,0,953105,0,14,0,0,0,13,0,12.5,7076,9,0,124,-9,1.1,1,10.4,15,0,5,0,4,56.4,2537557,0,0,0,6,1186,88786,0,0,358,West Brom,Bournemouth,Arsenal,Swansea,Leicester,11.7,9.5,7.6,11.2,11.2,9.0,8.5,9.4,8.2,10.6,9.5,11.7,11.5,6.8,9.7,8.8,8.6,11.1,8.9,11.0,8.9,11.0,195.1
Renato,Sanches,MID,SWA,4600000,0,15,0.9375,2.03804347826087e-07,3.26086956521739e-06,0,152937,1,6,0,0,0,0,0,3.3,1673,-4,0,15,4,0.3,0,1.4,0,0,2,0,0,0.4,166911,0,0,0,0,507,159,0,0,57,Man City,Everton,Crystal Palace,Liverpool,Watford,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,19.9
Alexis,Sanchez,MID,ARS,11800000,5,62,4.8,4.06779661016949e-07,5.254237288135591e-06,0,246016,4,13,0,0,0,4,0,5.3,5920,-2,0,62,2,0.5,0,6.4,5,0,5,0,4,2.8,223991,0,0,0,1,974,5405,0,0,188,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,3.7,6.8,5.5,3.7,3.9,5.7,4.4,6.7,4.9,7.2,3.2,4.5,3.4,5.2,3.6,6.1,5.9,4.2,7.2,2.5,6.1,3.6,140.3
Davinson,Sanchez,DEF,TOT,6000000,0,36,3.0,5e-07,6e-06,0,35274,0,9,0,0,0,0,0,6.0,2909,0,0,36,0,0.1,0,0.4,0,0,5,0,0,0.4,43298,0,0,0,0,952,53,0,1,209,Brighton,Man City,Burnley,Southampton,Swansea,0.0,0.0,2.7,3.0,0.0,6.5,2.8,2.7,3.1,2.3,3.5,3.5,4.1,2.3,3.1,2.7,2.6,2.4,3.0,3.2,2.7,2.9,27.7
,Sandro,FWD,EVE,7100000,0,8,0.5,7.042253521126761e-08,1.1267605633802798e-06,0,70680,0,7,0,0,0,0,0,1.1,313,-4,0,8,4,0.0,0,0.2,0,0,1,0,0,0.4,5884,0,0,0,0,229,89,0,0,13,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.8
Leroy,Sane,MID,MCI,8700000,2,85,5.7,6.55172413793104e-07,9.77011494252874e-06,0,1053807,3,9,0,0,0,6,0,9.7,76287,2,1,85,-2,0.3,0,2.4,10,0,4,0,6,18.6,1729775,0,0,0,3,1029,16824,-1,0,291,Swansea,Tottenham,Bournemouth,Newcastle,Crystal Palace,7.5,6.3,7.3,7.0,6.4,5.7,5.1,7.6,7.6,6.4,6.9,5.4,6.3,6.4,6.7,7.0,6.3,5.7,7.7,6.4,8.5,6.8,127.5
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,2815,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,140,0,0,0,0,0,3,0,0,0,Chelsea,Watford,Southampton,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4400000,0,3,0.1875,4.26136363636364e-08,6.81818181818182e-07,0,585,0,4,0,0,0,0,0,0.7,25,-1,0,3,1,0.0,0,0.2,0,0,0,0,0,0.0,670,0,0,0,0,88,16,0,0,15,Tottenham,Burnley,Watford,Chelsea,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
Christopher,Schindler,DEF,HUD,4600000,11,49,3.3,7.173913043478259e-07,1.06521739130435e-05,0,230156,3,22,0,0,0,0,0,10.7,2229,1,0,49,-1,0.7,0,3.4,9,0,5,0,2,3.0,314524,0,0,0,3,1316,8902,0,1,312,Chelsea,Watford,Southampton,Stoke,Burnley,4.0,3.1,2.4,4.1,4.2,1.8,4.9,2.4,4.2,1.6,3.7,2.4,2.2,3.7,4.9,2.0,2.7,4.1,2.4,3.7,1.9,4.3,55.4
Jeffrey,Schlupp,DEF,CRY,4700000,1,27,1.9,4.0425531914893603e-07,5.74468085106383e-06,0,14393,2,20,0,0,0,0,0,5.7,947,-3,0,27,3,0.7,0,3.2,0,0,2,0,0,0.3,10957,0,0,0,0,1137,1622,0,0,151,Watford,Leicester,Swansea,Arsenal,Man City,1.7,1.0,1.0,1.8,1.2,1.2,1.8,1.0,1.3,1.6,1.0,1.7,1.6,1.2,1.0,1.7,1.0,2.0,1.6,1.5,1.2,2.0,44.4
Kasper,Schmeichel,GLK,LEI,5000000,1,63,3.9,7.8e-07,1.26e-05,0,116215,2,22,0,52,0,0,0,12.6,6361,0,0,63,0,0.7,0,3.4,9,0,4,0,0,4.4,135968,0,0,1,1,1440,2440,0,0,314,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,4.0,5.8,4.6,4.8,3.5,5.8,4.0,4.7,2.5,4.2,3.2,4.8,4.2,4.0,5.0,4.3,4.5,3.9,4.5,4.5,5.8,3.7,40.6
Morgan,Schneiderlin,MID,EVE,4700000,0,15,1.4,2.97872340425532e-07,3.1914893617021303e-06,0,50007,2,17,0,0,0,0,0,3.2,488,-3,0,15,3,0.2,0,0.8,0,0,1,0,0,0.5,15852,0,0,0,0,803,262,0,1,113,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.7,1.2,0.8,0.7,0.7,0.8,0.7,1.1,0.9,0.7,1.1,0.7,0.7,0.9,0.7,0.7,0.8,0.7,1.1,0.7,0.9,0.7,19.3
Kyle,Scott,MID,CHE,4400000,0,0,0.0,0.0,0.0,0,4595,0,0,0,0,0,0,0,0.0,93,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4688,0,0,0,0,0,49,0,0,0,Huddersfield,Southampton,Everton,Brighton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6100000,2,71,4.7,7.704918032786891e-07,1.1639344262295098e-05,0,362618,3,33,0,0,0,4,0,11.6,26012,1,0,71,-1,0.9,0,5.2,9,0,1,0,5,9.2,616172,0,0,0,1,1243,54734,0,0,270,Burnley,West Ham,West Brom,Huddersfield,Chelsea,4.6,6.5,6.0,4.5,4.5,6.1,3.3,6.9,4.5,5.3,5.3,4.4,4.9,3.7,6.9,3.7,5.0,4.6,5.3,3.5,6.0,5.8,111.4
Luke,Shaw,DEF,MUN,4900000,0,0,0.0,0.0,0.0,0,4616,0,0,0,0,0,0,0,0.0,203,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3203,0,0,0,0,0,436,0,0,0,Bournemouth,West Brom,Leicester,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Shawcross,DEF,STK,4800000,4,30,2.7,5.625e-07,6.25e-06,0,63787,0,19,0,0,0,1,0,6.3,782,-2,0,30,2,0.5,0,2.4,0,0,2,0,1,0.9,22802,1,0,0,0,990,2361,0,0,160,Burnley,West Ham,West Brom,Huddersfield,Chelsea,2.3,3.6,3.1,2.1,2.4,2.6,1.6,3.5,2.7,2.0,3.2,1.8,2.4,2.0,2.3,1.6,2.7,2.5,2.8,2.0,4.0,2.0,48.7
Jonjo,Shelvey,MID,NEW,5200000,0,19,1.1875,2.28365384615385e-07,3.65384615384615e-06,0,77909,2,14,0,0,0,0,0,3.7,951,-3,0,19,3,0.2,0,1.0,1,0,1,0,1,0.4,14357,0,0,0,0,745,104,0,1,96,Everton,Arsenal,West Ham,Man City,Brighton,1.0,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.0,0.6,0.8,0.6,0.8,0.6,0.6,42.1
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1475,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,55,0,0,0,0,0,1,0,0,0,West Brom,Bournemouth,Arsenal,Swansea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4300000,0,0,0.0,0.0,0.0,0,19853,0,0,0,0,0,0,0,0.0,356,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,2244,0,0,0,0,0,166,0,0,0,Tottenham,Burnley,Watford,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8000000,1,48,3.2,4e-07,6e-06,0,321781,2,27,0,0,0,2,0,6.0,4408,-5,0,48,5,0.8,0,6.0,4,0,2,0,2,2.4,116533,0,0,0,1,1209,5521,0,0,207,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,2.4,4.1,3.1,2.2,2.6,3.1,1.8,3.8,3.4,1.6,3.8,2.3,2.1,3.3,2.1,2.2,2.9,2.9,3.8,2.1,3.2,2.1,81.8
Danny,Simpson,DEF,LEI,4500000,1,40,2.5,5.55555555555556e-07,8.88888888888889e-06,0,179982,0,22,0,0,0,0,0,8.9,6007,0,0,40,0,0.5,0,2.4,0,0,4,0,0,4.0,135426,0,0,0,0,1423,6787,0,0,243,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,2.0,3.7,2.4,2.6,1.7,3.3,2.0,2.5,1.2,2.2,1.6,2.5,2.1,2.0,2.7,2.2,2.4,2.0,2.3,2.9,3.4,1.8,44.4
Jack,Simpson,DEF,BOU,4000000,0,0,0.0,0.0,0.0,0,790,0,0,0,0,0,0,0,0.0,236,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2381,0,0,0,0,0,410,0,0,0,Man Utd,Liverpool,Man City,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua,Sims,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,4785,0,0,0,0,0,0,0,0.0,83,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4939,0,0,0,0,0,26,0,0,0,Leicester,Chelsea,Huddersfield,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome,Sinclair,FWD,WAT,4900000,0,0,0.0,0.0,0.0,0,9742,0,0,0,0,0,0,0,0.0,272,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,7443,0,0,0,0,0,207,0,0,0,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
