FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,6483,0,1,0,0,0,0,0,0.4,12,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.0,1866,0,0,0,0,71,1,0,0,5,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Yannick,Bolasie,MID,EVE,6400000,0,0,0.0,0.0,0.0,0,3994,0,0,0,0,0,0,0,0.0,45,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,932,0,0,0,0,0,177,0,0,0,West Brom,Bournemouth,Man Utd,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaetan,Bong,DEF,BHA,4400000,0,24,1.26315789473684,2.87081339712919e-07,5.45454545454545e-06,0,6770,1,13,0,0,0,0,0,5.5,384,-1,0,24,1,0.3,0,1.2,0,0,3,0,0,0.1,5822,0,0,0,0,810,132,0,0,156,Chelsea,Newcastle,Bournemouth,West Brom,Chelsea,0.6,0.6,0.8,0.6,0.9,0.6,1.2,0.6,0.7,1.0,0.6,0.6,0.7,1.0,1.4,0.9,0.6,0.9,0.6,16.0
Wilfried,Bony,FWD,SWA,5700000,0,29,1.5263157894736799,2.6777469990766396e-07,5.08771929824561e-06,0,75091,2,8,0,0,0,2,0,5.1,5589,-3,0,29,3,0.6,0,3.3,3,0,2,0,1,0.3,83224,0,0,0,0,650,115,0,0,94,Liverpool,Watford,Tottenham,Newcastle,Liverpool,0.0,1.0,0.9,1.0,0.9,1.1,1.0,0.9,0.8,1.1,0.8,1.0,0.8,0.9,1.2,0.8,0.8,1.0,1.4,37.3
Artur,Boruc,GLK,BOU,4200000,0,0,0.0,0.0,0.0,0,141535,0,0,0,0,0,0,0,0.0,1167,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,1.4,4939,0,0,0,0,0,97,0,0,0,West Ham,Everton,Brighton,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Boufal,MID,SOU,5700000,1,32,1.68421052631579,2.95475530932595e-07,5.6140350877193e-06,0,15906,0,15,0,0,0,1,0,5.6,648,-3,0,32,3,0.3,0,1.9,2,0,0,0,1,0.2,11111,0,0,0,0,702,138,0,0,143,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,0.8,0.8,1.1,1.0,0.9,1.1,1.0,0.8,0.9,1.0,1.0,1.2,0.9,0.8,0.9,0.9,1.3,1.1,0.8,57.0
,Brad Smith,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,159528,0,0,0,0,0,0,0,0.0,2497,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.5,55080,0,0,0,0,0,683,0,0,0,West Ham,Everton,Brighton,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5400000,0,56,3.7,6.85185185185185e-07,1.03703703703704e-05,0,202201,3,12,0,0,0,1,0,10.4,2688,-1,0,56,1,0.4,0,2.1,7,0,6,0,4,0.6,198710,0,0,0,1,1277,43,0,0,216,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,0.0,0.0,0.0,0.0,0.0,3.6,2.4,4.1,3.8,4.8,3.2,3.4,3.4,3.4,3.7,3.1,3.9,2.5,4.3,97.3
Claudio,Bravo,GLK,MCI,4600000,0,1,0.0526315789473684,1.1441647597254e-08,2.1739130434782601e-07,0,36469,0,0,0,0,0,0,0,0.2,356,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.5,7349,0,0,0,0,44,110,0,0,4,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Miguel,Britos,DEF,WAT,4300000,0,20,1.0526315789473701,2.44798041615667e-07,4.65116279069767e-06,0,136777,3,12,0,0,0,1,0,4.5,1199,-2,1,20,2,0.0,0,0.0,0,0,2,0,0,0.7,115047,0,0,0,0,704,20,-1,1,129,Leicester,Swansea,Man City,Southampton,Leicester,0.0,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.5,0.6,0.5,0.5,0.5,0.5,0.5,1.3,0.5,0.5,0.5,24.4
Leon,Britton,MID,SWA,4400000,0,9,0.47368421052631604,1.07655502392344e-07,2.04545454545455e-06,0,7720,1,1,0,0,0,0,0,2.0,179,-1,0,9,1,0.0,0,0.0,0,0,3,0,0,0.1,3906,0,0,0,0,269,11,0,0,25,Liverpool,Watford,Tottenham,Newcastle,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
Isaiah,Brown,MID,BHA,5200000,0,15,0.7894736842105259,1.51821862348178e-07,2.8846153846153802e-06,0,3598,0,8,0,0,0,0,0,2.9,49,-3,0,15,3,0.2,0,1.0,0,0,0,0,0,0.0,560,0,0,0,0,300,9,0,0,57,Chelsea,Newcastle,Bournemouth,West Brom,Chelsea,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,14.5
,Bruno,DEF,BHA,4500000,6,57,3.4,7.555555555555559e-07,1.2666666666666699e-05,0,32341,3,16,0,0,0,0,0,12.7,3252,0,0,57,0,0.7,0,3.3,5,0,7,0,0,1.1,70581,0,0,0,0,1442,11061,0,0,287,Chelsea,Newcastle,Bournemouth,West Brom,Chelsea,3.2,2.7,3.7,3.1,4.2,3.1,4.9,3.0,3.6,4.3,1.9,2.5,3.4,4.4,3.9,4.1,3.1,4.0,2.7,34.9
Chris,Brunt,MID,WBA,5100000,6,27,1.42105263157895,2.7863777089783303e-07,5.2941176470588205e-06,0,130387,1,5,0,0,0,0,0,5.3,360,-4,0,27,4,0.3,0,1.3,4,0,3,0,2,0.5,119206,0,0,0,0,529,110,0,0,133,Everton,Arsenal,West Ham,Brighton,Everton,1.2,1.0,0.7,0.9,0.7,0.7,0.9,0.7,1.2,0.7,0.8,0.7,0.9,1.1,0.7,0.7,0.7,0.8,0.7,37.2
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,583,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,81,0,0,0,0,0,0,0,0,0,Stoke,Burnley,Leicester,West Ham,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Burke,MID,WBA,5000000,1,11,0.578947368421053,1.15789473684211e-07,2.2e-06,0,3242,0,5,0,0,0,0,0,2.2,31,-5,0,11,5,0.2,0,0.8,0,0,0,0,1,0.0,3557,0,0,0,0,140,21,0,0,36,Everton,Arsenal,West Ham,Brighton,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.7
Jack,Butland,GLK,STK,5000000,4,43,2.7,5.4e-07,8.599999999999999e-06,0,131386,0,33,0,48,0,0,0,8.6,1189,0,0,43,0,0.4,0,2.2,3,0,2,0,0,2.3,92259,0,0,0,1,1440,343,0,0,263,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,2.0,2.5,2.6,1.6,3.1,2.9,2.0,3.4,1.8,2.3,2.1,2.3,1.7,2.8,2.6,2.8,2.0,3.9,2.0,34.9
Sam,Byram,DEF,WHU,4300000,0,0,0.0,0.0,0.0,0,8437,0,0,0,0,0,0,0,0.0,96,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1380,0,0,0,0,0,15,0,0,0,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willy,Caballero,GLK,CHE,4800000,0,0,0.0,0.0,0.0,0,4010,0,0,0,0,0,0,0,0.0,55,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,685,0,0,0,0,0,25,0,0,0,Brighton,Stoke,Arsenal,Leicester,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohan,Cabaye,MID,CRY,5400000,3,42,2.6,4.81481481481482e-07,7.777777777777781e-06,0,27980,3,19,0,0,0,0,0,7.8,578,-1,0,42,1,0.5,0,2.7,3,0,3,0,3,0.3,16151,0,0,0,0,1251,249,0,0,257,Arsenal,Man City,Southampton,Burnley,Arsenal,2.6,1.4,1.9,2.3,1.3,1.7,2.6,2.1,2.1,2.1,1.6,1.8,1.8,2.1,2.4,1.9,2.2,1.7,2.6,97.6
Gary,Cahill,DEF,CHE,6200000,0,39,2.05263157894737,3.3106960950764e-07,6.29032258064516e-06,0,551605,0,10,0,0,0,0,0,6.3,7430,-3,0,39,3,0.4,0,2.7,2,0,5,0,0,3.1,65579,0,0,0,0,954,1800,0,1,205,Brighton,Stoke,Arsenal,Leicester,Brighton,2.3,1.8,1.1,1.4,1.7,1.6,2.0,2.0,1.0,1.2,2.9,1.6,1.8,2.4,1.6,2.0,1.3,1.7,1.4,31.3
Dominic,Calvert-Lewin,FWD,EVE,5500000,1,63,3.3,6e-07,1.14545454545455e-05,0,291582,3,19,0,0,0,3,0,11.7,29417,5,-1,63,-5,0.8,0,4.6,3,0,5,0,6,13.3,958876,0,0,0,1,1398,118631,1,0,181,West Brom,Bournemouth,Man Utd,Tottenham,West Brom,2.9,3.1,3.8,2.3,4.2,3.8,1.8,4.2,3.2,2.4,4.0,3.5,3.3,3.5,2.7,4.1,2.5,3.7,2.5,98.2
Geoff,Cameron,DEF,STK,4300000,2,19,1.0,2.3255813953488398e-07,4.41860465116279e-06,0,35218,0,17,0,0,0,0,0,4.4,393,-2,0,19,2,0.2,0,1.0,0,0,1,0,0,0.3,24617,0,0,0,0,848,437,0,0,131,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,0.5,0.5,0.5,0.5,0.7,0.6,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,1.3,0.5,22.6
Emre,Can,MID,LIV,4800000,8,46,3.3,6.875e-07,9.58333333333333e-06,0,456845,5,20,0,0,0,1,0,9.6,3206,-2,0,46,2,0.8,0,3.8,4,0,4,0,4,4.1,290635,0,0,0,0,1085,9456,0,0,240,Swansea,Leicester,Burnley,Man City,Swansea,3.9,3.2,2.6,2.0,3.3,2.6,3.0,2.8,3.7,3.6,1.7,2.8,2.5,3.0,3.7,2.7,3.3,2.4,3.4,62.0
Etienne,Capoue,MID,WAT,4900000,1,18,0.9473684210526321,1.93340494092374e-07,3.6734693877551003e-06,0,285971,1,8,0,0,0,1,0,3.7,1434,-6,0,18,6,0.1,0,0.7,0,0,0,0,1,1.4,38711,0,0,0,0,307,66,0,0,77,Leicester,Swansea,Man City,Southampton,Leicester,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,21.8
Michael,Carrick,MID,MUN,4200000,0,0,0.0,0.0,0.0,0,96977,0,0,0,0,0,0,0,0.0,1182,-3,1,0,3,0.0,0,0.0,0,0,0,0,0,0.9,71326,0,0,0,0,0,475,-1,0,0,Burnley,Southampton,Everton,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre,Carrillo,MID,WAT,5500000,2,35,2.1,3.8181818181818203e-07,6.36363636363636e-06,0,3481,0,23,0,0,0,0,0,6.4,113,0,0,35,0,0.4,0,2.3,0,0,2,0,2,0.0,4325,0,0,0,0,981,53,0,0,157,Leicester,Swansea,Man City,Southampton,Leicester,1.3,1.8,1.0,1.4,1.5,1.4,1.2,1.4,2.0,1.6,1.1,1.1,1.7,1.4,1.5,1.4,1.2,1.6,1.0,52.2
Andy,Carroll,FWD,WHU,5800000,4,12,1.3,2.24137931034483e-07,2.06896551724138e-06,0,47340,3,10,0,0,0,0,0,2.1,553,-2,0,12,2,0.1,0,0.7,0,0,3,0,1,0.2,49115,0,0,0,0,570,2259,0,1,14,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,0.7,0.0,1.7,0.6,1.0,1.0,0.6,0.8,0.6,0.6,0.8,0.9,0.9,0.6,1.2,0.6,0.7,0.6,1.0,33.9
Tom,Carroll,MID,SWA,4300000,6,49,2.7,6.27906976744186e-07,1.13953488372093e-05,0,411860,2,20,0,0,0,0,0,11.4,7641,-2,0,49,2,0.7,0,2.8,3,0,6,0,3,4.4,345026,0,0,0,0,1433,20921,0,0,241,Liverpool,Watford,Tottenham,Newcastle,Liverpool,1.5,2.1,2.1,2.2,1.9,2.6,2.0,2.3,1.7,2.7,2.0,2.3,1.4,2.1,3.1,1.4,2.1,2.4,2.3,75.0
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,674,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,364,0,0,0,0,0,3,0,0,0,Southampton,Swansea,West Ham,Everton,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.0526315789473684,1.19617224880383e-08,2.2727272727272702e-07,0,1010,0,0,0,0,0,0,0,0.2,22,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,222,0,0,0,0,19,17,0,0,4,Leicester,Swansea,Man City,Southampton,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Santiago,Cazorla,MID,ARS,6900000,0,0,0.0,0.0,0.0,0,1935,0,0,0,0,0,0,0,0.0,35,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,655,0,0,0,0,0,13,0,0,0,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5400000,3,78,4.1,7.59259259259259e-07,1.44444444444444e-05,0,181869,0,23,0,44,0,0,0,14.4,3679,-1,0,78,1,0.8,0,4.3,4,0,9,0,0,5.1,101920,0,0,0,0,1710,2606,0,0,371,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,4.3,3.7,5.6,3.2,6.1,3.2,4.7,3.3,4.4,3.9,5.7,2.9,5.6,5.3,3.2,6.1,2.5,5.5,3.1,36.3
,Cedric,DEF,SOU,4800000,0,40,2.5,5.20833333333333e-07,8.33333333333333e-06,0,653460,0,20,0,0,0,0,0,8.3,15097,-2,0,40,2,0.1,0,0.7,0,0,4,0,0,3.2,233036,0,0,0,0,1354,45,0,0,231,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,2.0,1.5,3.5,2.7,2.4,3.0,2.2,2.2,2.2,2.4,1.9,1.9,2.4,1.6,2.5,1.7,2.1,1.4,1.7,57.5
Nacer,Chadli,MID,WBA,5600000,1,13,0.6842105263157889,1.2218045112782e-07,2.32142857142857e-06,0,38542,1,2,0,0,0,1,0,2.3,150,-4,0,13,4,0.0,0,0.2,3,0,1,0,0,0.2,9555,0,0,0,1,174,16,0,0,30,Everton,Arsenal,West Ham,Brighton,Everton,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.1
Nathaniel,Chalobah,MID,WAT,4300000,0,12,0.631578947368421,1.468788249694e-07,2.7906976744186e-06,0,190249,1,7,0,0,0,0,0,2.8,1354,-2,0,12,2,0.0,0,0.0,0,0,3,0,0,0.8,125635,0,0,0,0,429,65,0,0,37,Leicester,Swansea,Man City,Southampton,Leicester,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.6
,Chamberlain,MID,LIV,5600000,1,41,2.15789473684211,3.8533834586466205e-07,7.32142857142857e-06,0,223069,1,16,0,0,0,1,0,7.3,2655,-4,0,41,4,0.4,0,2.2,2,0,2,0,2,1.5,111382,0,0,0,0,862,2469,0,0,202,Swansea,Leicester,Burnley,Man City,Swansea,2.1,1.6,1.3,1.1,1.7,1.3,1.5,1.4,2.0,1.9,1.1,1.4,1.2,1.5,2.0,1.4,1.7,1.2,1.8,78.4
Calum,Chambers,DEF,ARS,4700000,0,0,0.0,0.0,0.0,0,19292,0,0,0,0,0,0,0,0.0,183,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,2998,0,0,0,0,0,137,0,0,0,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Chicharito,FWD,WHU,6700000,1,44,3.1,4.626865671641789e-07,6.56716417910448e-06,0,1732662,3,21,0,0,0,4,0,6.6,11904,-3,0,44,3,0.1,0,0.5,6,0,4,0,0,6.9,1050682,0,0,0,2,930,5301,0,0,136,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,2.8,0.0,5.9,2.2,3.7,3.8,2.3,3.2,2.1,2.4,3.1,3.5,3.4,1.8,4.2,1.6,3.0,2.6,3.8,63.9
Benjamin,Chilwell,DEF,LEI,4300000,1,24,1.26315789473684,2.93757649938801e-07,5.58139534883721e-06,0,24816,0,11,0,0,0,0,0,5.6,1199,-2,0,24,2,0.5,0,2.2,0,0,2,0,0,0.5,27795,0,0,0,0,750,1647,0,0,134,Watford,Liverpool,Huddersfield,Chelsea,Watford,1.0,0.6,0.9,0.7,0.9,0.6,0.7,0.6,0.8,0.7,0.7,0.9,0.8,0.7,0.7,0.8,1.5,1.1,0.6,22.9
Hamza,Choudhury,MID,LEI,4400000,0,1,0.0526315789473684,1.19617224880383e-08,2.2727272727272702e-07,0,119,0,0,0,0,0,0,0,0.2,22,-1,1,1,1,0.0,0,0.2,0,0,0,0,0,0.0,147,0,0,0,0,7,11,-1,0,2,Watford,Liverpool,Huddersfield,Chelsea,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Eric Maxim,Choupo-Moting,MID,STK,5400000,13,76,4.2,7.77777777777778e-07,1.40740740740741e-05,0,487744,1,34,0,0,0,4,0,14.1,5740,-1,0,76,1,0.6,0,3.3,9,0,2,0,4,4.0,648698,0,0,0,2,1426,30173,0,0,220,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,3.9,3.6,5.1,2.6,5.6,4.0,4.5,4.8,3.9,4.1,3.0,5.8,3.0,4.3,3.8,4.6,2.9,4.7,4.8,111.6
Andreas,Christensen,DEF,CHE,5700000,6,58,3.9,6.84210526315789e-07,1.01754385964912e-05,0,50349,0,8,0,0,0,0,0,10.4,4701,2,-1,58,-2,0.9,0,5.0,3,0,7,0,0,6.6,390400,0,0,0,0,1133,92088,1,0,291,Brighton,Stoke,Arsenal,Leicester,Brighton,5.5,4.7,3.2,3.8,4.4,4.3,5.0,5.1,3.0,3.5,5.5,4.2,4.7,5.6,4.2,5.0,3.7,4.4,3.8,33.5
Ciaran,Clark,DEF,NEW,4400000,1,41,2.9,6.59090909090909e-07,9.31818181818182e-06,0,176801,2,24,0,0,0,2,0,9.1,3524,-1,1,41,1,0.4,0,1.7,4,0,2,0,0,1.7,202489,0,0,0,1,1205,738,-1,0,213,Man City,Brighton,Stoke,Swansea,Man City,2.3,3.7,2.6,2.7,2.1,3.1,3.6,3.0,2.3,2.3,3.0,2.4,3.4,2.1,3.3,1.7,3.4,3.3,3.2,50.3
Jordy,Clasie,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,18053,0,0,0,0,0,0,0,0.0,79,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3990,0,0,0,0,0,2,0,0,0,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Cleverley,MID,WAT,5000000,2,49,2.7,5.4e-07,9.800000000000001e-06,0,82088,1,28,0,0,0,1,0,9.8,1873,0,0,49,0,0.3,1,1.5,3,0,5,0,2,0.7,99896,0,0,0,1,1586,289,0,1,259,Leicester,Swansea,Man City,Southampton,Leicester,2.0,2.6,1.5,2.1,2.2,2.1,1.9,2.1,2.9,2.4,1.7,1.6,2.5,2.1,2.2,2.1,1.8,2.4,1.4,79.7
Sam,Clucas,MID,SWA,4800000,2,26,2.2,4.58333333333333e-07,5.41666666666667e-06,0,5220,1,11,0,0,0,1,0,5.4,58,-2,0,26,2,0.2,0,0.8,0,0,2,0,0,0.0,5930,0,0,0,0,753,13,0,0,120,Liverpool,Watford,Tottenham,Newcastle,Liverpool,1.1,1.5,1.5,1.6,1.3,1.9,1.4,1.7,1.2,2.0,1.4,1.7,1.1,1.5,2.3,1.1,1.5,1.7,1.7,22.4
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0.0,0.0,0.0,0,26981,0,0,0,0,0,0,0,0.0,99,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1212,0,0,0,0,0,16,0,0,0,Swansea,Leicester,Burnley,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Colback,MID,NEW,4300000,0,0,0.0,0.0,0.0,0,85415,0,0,0,0,0,0,0,0.0,1932,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.2,91488,0,0,0,0,0,227,0,0,0,Man City,Brighton,Stoke,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Coleman,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,45605,0,0,0,0,0,0,0,0.0,736,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.4,19815,0,0,0,0,0,335,0,0,0,Stoke,Burnley,Leicester,West Ham,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seamus,Coleman,DEF,EVE,6400000,0,0,0.0,0.0,0.0,0,8238,0,0,0,0,0,0,0,0.0,93,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,910,0,0,0,0,0,41,0,0,0,West Brom,Bournemouth,Man Utd,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Collins,DEF,WHU,4300000,0,14,0.736842105263158,1.71358629130967e-07,3.2558139534883703e-06,0,16658,0,3,0,0,0,0,0,3.3,321,-2,0,14,2,0.2,0,1.0,0,0,2,0,0,0.1,8411,0,0,0,0,327,171,0,0,71,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,0.4,0.0,0.8,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,13.5
Francis,Coquelin,MID,ARS,4400000,0,6,0.315789473684211,7.17703349282297e-08,1.36363636363636e-06,0,35413,0,5,0,0,0,0,0,1.4,461,-1,0,6,1,0.0,0,0.1,0,0,0,0,0,0.6,14883,0,0,0,0,149,169,0,0,32,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.4
Jack,Cork,MID,BUR,4600000,2,54,2.8,6.08695652173913e-07,1.17391304347826e-05,0,235017,4,15,0,0,0,1,0,11.7,9831,1,0,54,-1,0.5,0,2.4,3,0,9,0,1,3.8,376412,0,0,0,0,1710,3836,0,0,275,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,1.4,2.1,2.0,2.0,2.3,2.3,1.5,2.7,2.5,3.3,2.0,2.2,2.2,2.2,2.4,2.0,2.6,1.6,2.9,64.7
,Costa,FWD,CHE,9500000,0,0,0.0,0.0,0.0,0,65485,0,0,0,0,0,0,0,0.0,108,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.4,2356,0,0,0,0,0,6,0,0,0,Brighton,Stoke,Arsenal,Leicester,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thibaut,Courtois,GLK,CHE,5500000,6,80,4.2,7.636363636363641e-07,1.45454545454545e-05,0,505342,0,14,0,39,0,0,0,14.5,8006,0,0,80,0,0.7,0,4.0,2,0,9,0,0,13.4,333210,0,0,0,0,1710,12644,0,0,346,Brighton,Stoke,Arsenal,Leicester,Brighton,6.0,5.2,3.6,4.3,4.9,4.7,5.6,5.6,3.4,3.9,6.0,4.7,5.2,6.2,4.7,5.6,4.1,4.9,4.2,27.6
Philippe,Coutinho,MID,LIV,9100000,8,88,4.6315789473684195,5.08964719491035e-07,9.670329670329671e-06,0,897086,0,13,0,0,0,6,0,9.8,12102,1,-1,88,-1,0.8,0,7.2,13,0,4,0,6,12.8,1225015,0,0,0,4,931,80919,1,0,324,Swansea,Leicester,Burnley,Man City,Swansea,6.2,5.3,4.4,3.5,5.5,4.4,5.0,4.7,6.0,5.8,3.1,4.7,4.2,5.0,6.0,4.6,5.4,4.1,5.6,141.2
