FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4300000,0,3,0.157894736842105,3.6719706242350095e-08,6.976744186046509e-07,0,16199,0,1,0,0,0,0,0,0.7,537,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.2,10716,0,0,0,0,66,145,0,0,15,Man City,Brighton,Stoke,Swansea,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.7
Tammy,Abraham,FWD,SWA,5700000,2,62,3.4,5.96491228070175e-07,1.0877192982456098e-05,0,1038500,0,21,0,0,0,4,0,10.7,47050,2,1,62,-2,0.3,0,1.8,8,0,4,0,2,7.8,1276598,0,0,0,1,1306,7294,-1,0,182,Liverpool,Watford,Tottenham,Newcastle,Liverpool,2.8,3.7,3.4,3.5,3.4,3.7,3.4,3.2,3.0,3.9,3.0,3.6,2.5,3.4,4.0,3.1,2.7,3.6,4.5,80.7
Charlie,Adam,MID,STK,4700000,0,3,0.157894736842105,3.35946248600224e-08,6.382978723404259e-07,0,6387,0,2,0,0,0,0,0,0.6,130,-3,0,3,3,0.1,0,0.3,0,0,0,0,0,0.1,2354,0,0,0,0,35,33,0,0,13,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.6
,Adam Smith,DEF,BOU,4800000,-1,26,1.5,3.125e-07,5.41666666666667e-06,0,38002,5,23,0,0,0,0,0,5.4,413,-2,0,26,2,0.1,0,0.3,0,0,2,0,0,0.4,4669,0,0,0,0,1316,338,0,0,214,West Ham,Everton,Brighton,Arsenal,West Ham,1.5,0.8,1.0,1.2,1.0,1.0,1.1,0.8,1.0,0.8,1.1,1.3,1.2,2.1,0.8,1.0,0.9,0.9,0.9,45.7
,Adrian,GLK,WHU,4300000,1,22,1.1578947368421102,2.69277845777234e-07,5.11627906976744e-06,0,19925,2,5,0,12,0,0,0,5.1,3338,-2,0,22,2,0.9,0,3.7,1,0,3,0,0,1.4,65708,0,0,0,0,450,9599,0,0,98,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,0.6,0.0,1.5,0.6,0.7,1.6,0.6,0.8,0.6,0.6,0.8,0.7,0.7,0.6,0.8,0.6,0.6,0.6,0.6,7.5
Ibrahim,Afellay,MID,STK,4800000,0,4,0.21052631578947398,4.3859649122807e-08,8.33333333333333e-07,0,1422,1,6,0,0,0,0,0,0.8,30,-2,0,4,2,0.1,0,0.3,0,0,0,0,0,0.0,979,0,0,0,0,92,24,0,0,12,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9
Benik,Afobe,FWD,BOU,5700000,1,19,1.0,1.75438596491228e-07,3.3333333333333304e-06,0,30778,0,7,0,0,0,0,0,3.3,221,-3,0,19,3,0.1,0,0.7,0,0,0,0,1,0.2,5975,0,0,0,0,392,211,0,0,57,West Ham,Everton,Brighton,Arsenal,West Ham,0.6,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,17.1
Sergio,Aguero,FWD,MCI,11500000,16,102,7.3,6.34782608695652e-07,8.8695652173913e-06,0,2442773,0,4,0,0,0,12,0,8.9,41977,0,0,102,0,0.4,0,5.0,16,0,8,0,4,17.8,2721920,0,0,0,2,1098,92544,0,0,425,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,9.5,9.4,9.3,9.0,9.9,10.2,9.2,9.8,7.8,8.4,9.5,10.4,9.2,10.3,8.8,9.8,9.1,10.7,9.8,160.5
Nathan,Ake,DEF,BOU,4900000,0,47,2.5,5.102040816326529e-07,9.59183673469388e-06,0,297860,2,28,0,0,0,0,0,9.6,5943,-1,0,47,1,0.2,0,0.8,5,0,4,0,0,3.7,100122,0,0,0,0,1702,4554,0,0,317,West Ham,Everton,Brighton,Arsenal,West Ham,3.1,2.0,2.3,2.6,2.4,2.2,2.5,1.8,2.2,1.7,2.5,2.7,2.7,3.6,1.8,2.4,2.1,2.1,2.1,53.8
Marc,Albrighton,MID,LEI,5500000,4,56,2.9,5.27272727272727e-07,1.01818181818182e-05,0,177882,3,21,0,0,0,1,0,10.2,4520,0,0,56,0,0.7,0,3.8,6,0,3,0,4,1.9,179327,0,0,0,1,1305,5287,0,0,234,Watford,Liverpool,Huddersfield,Chelsea,Watford,2.4,1.7,3.3,2.0,2.2,2.6,3.1,1.5,2.6,3.0,2.3,2.9,1.9,2.9,2.2,2.6,2.1,3.0,1.8,74.4
Toby,Alderweireld,DEF,TOT,5800000,0,38,2.0,3.44827586206897e-07,6.55172413793103e-06,0,623029,3,7,0,0,0,0,0,6.6,5595,-2,0,38,2,0.0,0,0.0,3,0,5,0,0,5.2,160503,0,0,0,0,900,54,0,0,200,Southampton,Swansea,West Ham,Everton,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,2.4,2.0,1.2,1.7,1.5,1.4,1.3,1.5,1.9,1.4,1.4,27.7
Trent,Alexander-Arnold,DEF,LIV,4200000,0,17,0.8947368421052628,2.13032581453634e-07,4.04761904761905e-06,0,173457,2,9,0,0,0,0,0,4.0,3568,-3,0,17,3,0.4,0,1.5,2,0,2,0,0,1.2,104612,0,0,0,0,529,5816,0,0,112,Swansea,Leicester,Burnley,Man City,Swansea,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.7,0.4,0.4,0.5,0.9,0.4,0.4,0.4,0.5,0.4,0.7,34.4
Joe,Allen,MID,STK,5100000,12,54,3.0,5.882352941176471e-07,1.0588235294117599e-05,0,166664,4,33,0,0,0,1,0,10.6,1506,-4,0,54,4,0.9,0,4.7,6,0,2,0,3,1.4,30798,0,0,0,1,1602,8860,0,0,291,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,2.3,2.1,3.1,1.5,3.5,2.4,2.7,2.9,2.3,2.4,1.7,3.6,1.7,2.6,2.2,2.8,1.7,2.9,2.9,80.1
Bamidele,Alli,MID,TOT,9000000,8,77,4.3,4.777777777777779e-07,8.555555555555561e-06,0,1740628,3,16,0,0,0,3,0,8.6,14122,-5,0,77,5,0.4,0,3.3,5,0,7,0,6,11.5,596675,0,0,0,1,1481,4571,0,0,231,Southampton,Swansea,West Ham,Everton,Southampton,4.9,0.0,10.4,6.0,4.1,4.6,2.9,5.3,3.7,5.8,4.5,5.3,3.6,3.8,3.2,3.4,4.3,4.0,4.8,120.5
Marcos,Alonso,DEF,CHE,7100000,6,96,5.1,7.1830985915493e-07,1.35211267605634e-05,0,838757,5,14,0,0,0,4,0,13.7,10365,1,-1,96,-1,0.8,0,5.7,9,0,8,0,1,19.5,970299,0,0,0,3,1619,90551,1,0,380,Brighton,Stoke,Arsenal,Leicester,Brighton,7.5,6.8,4.8,5.7,6.2,6.2,6.9,7.2,4.6,5.3,7.3,6.2,6.7,7.5,6.2,7.2,5.5,6.4,5.6,120.9
Daniel,Amartey,MID,LEI,4300000,-2,-1,-0.0526315789473684,-1.2239902080783401e-08,-2.3255813953488398e-07,0,16231,0,3,0,0,0,0,0,-0.2,727,-2,0,-1,2,-0.1,0,-0.3,0,0,0,0,0,0.2,11606,0,0,0,0,34,272,0,1,-6,Watford,Liverpool,Huddersfield,Chelsea,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Ethan,Ampadu,MID,CHE,4500000,0,1,0.0526315789473684,1.1695906432748502e-08,2.22222222222222e-07,0,362,0,1,0,0,0,0,0,0.2,18,0,0,1,0,0.0,0,0.2,0,0,0,0,0,0.0,472,0,0,0,0,10,24,0,0,6,Brighton,Stoke,Arsenal,Leicester,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7527,0,3,0,0,0,0,0,1.2,12,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.0,3620,0,0,0,0,198,0,0,0,11,Leicester,Swansea,Man City,Southampton,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,41704,0,0,0,0,0,0,0,0.0,920,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,53587,0,0,0,0,0,744,0,0,0,Arsenal,Man City,Southampton,Burnley,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail,Antonio,MID,WHU,7400000,1,40,2.7,3.64864864864865e-07,5.40540540540541e-06,0,78026,1,16,0,0,0,1,0,5.4,1308,-1,0,40,1,0.3,0,2.2,1,0,6,0,1,0.3,77401,0,0,0,0,1061,317,0,0,94,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,2.1,0.0,4.3,1.7,2.9,2.6,1.5,2.2,1.4,2.3,2.5,2.4,2.5,1.6,2.5,1.4,1.5,1.8,3.3,61.7
Scott,Arfield,MID,BUR,4900000,2,42,2.21052631578947,4.5112781954887197e-07,8.571428571428571e-06,0,20855,3,10,0,0,0,2,0,8.6,1089,-1,0,42,1,0.7,0,3.3,6,0,5,0,1,0.3,29118,0,0,0,2,910,333,0,0,131,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,1.1,1.4,1.3,1.3,1.6,1.6,1.1,1.9,1.7,2.3,1.4,1.5,1.5,1.5,1.7,1.4,1.8,1.1,2.0,43.3
Marko,Arnautovic,MID,WHU,6800000,7,39,2.05263157894737,3.01857585139319e-07,5.73529411764706e-06,0,107251,2,22,0,0,0,3,0,5.7,3640,-2,0,39,2,0.7,0,4.8,1,0,3,0,0,1.8,107447,0,0,0,0,915,29743,0,1,123,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,1.3,0.0,2.9,1.1,1.9,1.7,1.0,1.4,1.0,1.5,1.6,1.5,1.7,1.0,1.6,1.0,1.0,1.1,2.2,72.5
Harry,Arter,MID,BOU,4800000,0,24,2.2,4.58333333333333e-07,5e-06,0,36533,4,11,0,0,0,1,0,5.0,879,-2,0,24,2,0.1,0,0.3,0,0,3,0,0,0.4,12041,0,0,0,0,877,15,0,0,137,West Ham,Everton,Brighton,Arsenal,West Ham,0.0,2.3,1.2,1.9,1.4,1.3,1.7,1.4,1.9,1.4,1.5,2.0,1.5,1.7,1.1,1.6,1.5,2.1,1.4,25.5
Christian,Atsu,MID,NEW,4800000,15,56,3.7,7.70833333333333e-07,1.1666666666666698e-05,0,422989,1,14,0,0,0,2,0,11.7,1720,-2,0,56,2,0.7,0,3.2,5,0,3,0,4,1.3,350268,0,0,0,1,1172,9778,0,0,173,Man City,Brighton,Stoke,Swansea,Man City,2.4,4.0,3.1,4.5,2.2,3.8,3.0,3.6,3.7,2.4,3.8,2.6,4.7,3.3,4.2,3.7,4.3,3.4,3.5,72.7
Serge,Aurier,DEF,TOT,5900000,8,33,1.73684210526316,2.94380017841213e-07,5.5932203389830495e-06,0,43141,0,6,0,0,0,1,0,5.6,1173,-1,0,33,1,0.7,0,4.0,5,0,3,0,0,0.5,58191,0,0,0,2,636,7088,0,1,127,Southampton,Swansea,West Ham,Everton,Southampton,1.4,0.0,2.8,1.1,1.1,1.4,0.9,1.6,2.1,1.6,0.9,1.3,1.2,1.1,1.0,1.2,1.5,1.1,1.1,32.4
Charlie,Austin,FWD,SOU,6200000,8,53,2.78947368421053,4.49915110356536e-07,8.548387096774189e-06,0,294607,1,10,0,0,0,6,0,8.4,147428,-3,0,53,3,0.9,0,5.4,9,0,1,0,0,3.2,393197,0,0,0,1,596,9192,0,0,163,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,0.0,0.0,0.0,2.8,2.5,2.9,2.5,2.5,2.1,3.4,2.7,2.4,2.2,1.6,2.0,2.6,3.0,2.3,2.3,69.5
Andre,Ayew,MID,WHU,6800000,5,43,2.26315789473684,3.328173374613e-07,6.32352941176471e-06,0,90155,2,22,0,0,0,3,0,6.3,554,-2,0,43,2,0.2,1,1.5,2,0,1,0,2,1.0,41017,0,0,0,0,794,306,0,0,153,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,1.6,0.0,3.3,1.3,2.2,2.0,1.1,1.6,1.1,1.7,1.9,1.8,1.9,1.1,1.9,1.1,1.1,1.3,2.6,45.8
Jordan,Ayew,FWD,SWA,5000000,8,51,2.7,5.4e-07,1.0199999999999999e-05,0,318093,0,22,0,0,0,2,0,10.2,8292,0,0,51,0,0.5,0,2.7,3,0,5,0,2,3.3,365866,0,0,0,0,1415,17944,0,0,170,Liverpool,Watford,Tottenham,Newcastle,Liverpool,1.9,2.6,2.4,2.5,2.4,2.6,2.4,2.3,2.1,2.8,2.1,2.6,1.7,2.4,2.9,2.2,1.9,2.5,3.3,75.4
Cesar,Azpilicueta,DEF,CHE,6900000,6,95,5.3,7.681159420289851e-07,1.3768115942029e-05,0,549460,1,14,0,0,0,1,0,13.8,17333,4,0,95,-4,0.5,0,3.2,12,0,8,0,5,21.8,1017352,1,0,0,2,1620,33407,0,0,458,Brighton,Stoke,Arsenal,Leicester,Brighton,7.8,7.2,5.1,6.0,6.4,6.6,7.2,7.6,4.9,5.6,7.5,6.5,7.1,7.8,6.5,7.6,5.8,6.8,5.9,81.3
Daniel,Bachmann,GLK,WAT,4000000,0,0,0.0,0.0,0.0,0,117,0,0,0,0,0,0,0,0.0,117,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,550,0,0,0,0,0,550,0,0,0,Leicester,Swansea,Man City,Southampton,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Bailly,DEF,MUN,6000000,0,46,5.8,9.66666666666667e-07,7.66666666666667e-06,0,837807,2,3,0,0,0,1,0,7.7,7939,0,0,46,0,0.0,0,0.0,3,0,6,0,0,6.2,580549,0,0,0,1,720,57,0,0,198,Burnley,Southampton,Everton,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,5.9,8.7,5.8,8.5,6.3,8.2,6.1,7.8,5.5,8.7,5.8,8.7,6.1,8.1,28.3
Leighton,Baines,DEF,EVE,5700000,0,36,2.8,4.91228070175439e-07,6.31578947368421e-06,0,404220,1,25,0,0,0,2,0,6.3,4495,-3,0,36,3,0.0,0,0.1,2,0,1,0,1,3.4,64964,0,0,0,1,1099,77,0,0,189,West Brom,Bournemouth,Man Utd,Tottenham,West Brom,2.3,2.0,3.0,2.0,3.4,2.5,1.6,4.1,2.9,2.3,3.7,2.2,2.3,2.9,1.9,2.9,1.9,3.0,2.6,51.0
Tiemoue,Bakayoko,MID,CHE,5000000,3,55,3.2,6.4e-07,1.1e-05,0,233890,2,10,0,0,0,2,0,11.0,6967,0,0,55,0,0.6,0,2.8,5,0,6,0,2,2.6,318461,0,0,0,1,1255,5532,0,0,249,Brighton,Stoke,Arsenal,Leicester,Brighton,3.2,3.0,2.0,3.0,2.3,3.5,2.8,3.4,1.7,1.8,3.1,2.6,2.8,3.5,2.8,3.8,3.3,2.5,2.9,76.1
Sam,Baldock,FWD,BHA,4900000,0,0,0.0,0.0,0.0,0,1751,0,0,0,0,0,0,0,0.0,45,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1210,0,0,0,0,0,56,0,0,0,Chelsea,Newcastle,Bournemouth,West Brom,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beni,Baningime,MID,EVE,4500000,1,4,0.21052631578947398,4.67836257309942e-08,8.888888888888891e-07,0,236,0,1,0,0,0,0,0,0.9,15,0,0,4,0,0.1,0,0.3,0,0,0,0,0,0.0,340,0,0,0,0,143,24,0,0,12,West Brom,Bournemouth,Man Utd,Tottenham,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Phil,Bardsley,DEF,BUR,4300000,1,21,1.10526315789474,2.5703794369645e-07,4.88372093023256e-06,0,8622,2,5,0,0,0,0,0,4.9,1074,-2,0,21,2,0.7,0,3.0,0,0,3,0,0,0.4,19066,0,0,0,0,540,3399,0,0,119,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,0.6,0.6,0.6,1.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.9,0.6,0.6,21.6
Ross,Barkley,MID,EVE,7400000,0,0,0.0,0.0,0.0,0,9696,0,0,0,0,0,0,0,0.0,69,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,903,0,0,0,0,0,23,0,0,0,West Brom,Bournemouth,Man Utd,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Barnes,FWD,BUR,5200000,1,29,1.6,3.07692307692308e-07,5.57692307692308e-06,0,50702,3,6,0,0,0,2,0,5.6,2214,-3,0,29,3,0.3,0,1.7,2,0,2,0,0,0.5,32137,0,0,0,0,646,1115,0,0,89,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,0.8,0.8,1.0,1.0,1.2,1.1,0.9,0.9,1.1,1.3,0.8,0.8,1.0,1.1,1.2,1.3,1.3,0.8,1.3,45.2
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,255,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,46,0,0,0,0,0,0,0,0,0,Liverpool,Watford,Tottenham,Newcastle,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth,Barry,MID,WBA,4500000,2,40,2.5,5.55555555555556e-07,8.88888888888889e-06,0,109642,2,22,0,0,0,1,0,8.9,1383,0,0,40,0,0.4,0,1.8,0,0,2,0,2,1.0,60175,0,0,0,0,1260,818,0,0,199,Everton,Arsenal,West Ham,Brighton,Everton,2.9,2.4,1.6,2.3,1.9,1.2,2.2,1.4,2.8,1.7,2.1,1.9,2.2,2.7,1.2,1.8,1.8,2.0,1.5,62.4
Kyle,Bartley,DEF,SWA,4300000,0,3,0.157894736842105,3.6719706242350095e-08,6.976744186046509e-07,0,5230,0,1,0,0,0,0,0,0.7,27,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.0,734,0,0,0,0,75,6,0,0,18,Liverpool,Watford,Tottenham,Newcastle,Liverpool,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Michy,Batshuayi,FWD,CHE,8100000,1,18,2.0,2.46913580246914e-07,2.22222222222222e-06,0,164117,0,7,0,0,0,2,0,2.2,1581,-4,0,18,4,0.0,0,0.3,3,0,0,0,0,0.6,107611,1,0,0,1,234,482,0,0,59,Brighton,Stoke,Arsenal,Leicester,Brighton,1.8,2.1,1.0,1.7,1.3,1.8,1.6,1.9,1.0,1.3,1.9,1.2,1.5,1.8,1.5,1.9,1.4,1.5,1.5,16.8
Jan,Bednarek,DEF,SOU,4200000,0,0,0.0,0.0,0.0,0,8473,0,0,0,0,0,0,0,0.0,105,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1526,0,0,0,0,0,47,0,0,0,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir,Begovic,GLK,BOU,4500000,0,64,3.4,7.555555555555559e-07,1.4222222222222198e-05,0,170336,2,28,0,57,0,0,0,14.2,4901,0,0,64,0,0.5,0,2.3,4,0,4,0,0,4.6,128169,0,0,1,3,1710,3012,0,0,334,West Ham,Everton,Brighton,Arsenal,West Ham,4.7,3.2,3.6,4.1,3.7,3.5,3.9,2.9,3.6,2.7,3.9,4.2,4.2,4.8,3.0,3.7,3.4,3.3,3.4,41.9
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,9655,0,0,0,0,0,0,0,0.0,37,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,625,0,0,0,0,0,3,0,0,0,Leicester,Swansea,Man City,Southampton,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector,Bellerin,DEF,ARS,5900000,4,74,3.9,6.61016949152542e-07,1.25423728813559e-05,0,500065,3,23,0,0,0,0,0,12.5,7888,-1,0,74,1,0.7,0,4.3,5,0,9,0,2,10.7,331034,0,0,0,1,1710,61100,0,0,364,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,4.1,3.4,5.3,3.0,5.8,2.9,4.4,3.0,4.1,3.6,5.3,2.7,5.2,5.0,3.0,5.8,2.3,5.2,2.9,90.0
Yohan,Benalouane,DEF,LEI,4300000,0,0,0.0,0.0,0.0,0,2974,0,0,0,0,0,0,0,0.0,56,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,985,0,0,0,0,0,56,0,0,0,Watford,Liverpool,Huddersfield,Chelsea,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Benteke,FWD,CRY,7600000,0,27,2.1,2.7631578947368396e-07,3.55263157894737e-06,0,396598,5,15,0,0,0,1,0,3.6,1496,-4,0,27,4,0.4,1,2.7,3,0,3,0,1,2.0,52728,0,0,0,0,1028,5177,0,0,23,Arsenal,Man City,Southampton,Burnley,Arsenal,1.9,1.5,1.5,1.6,1.0,1.2,2.1,1.3,1.7,1.9,1.0,1.3,1.7,1.6,2.0,1.7,1.9,1.9,2.1,62.3
Saido,Berahino,FWD,STK,5600000,0,12,0.631578947368421,1.1278195488721799e-07,2.1428571428571398e-06,0,32225,0,3,0,0,0,0,0,2.1,279,-4,0,12,4,0.0,1,0.2,0,0,2,0,1,0.3,12710,0,0,0,0,274,158,0,0,24,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.8
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,221,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,30,0,0,0,0,0,1,0,0,0,Leicester,Swansea,Man City,Southampton,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo Silva,MID,MCI,7400000,4,40,2.1052631578947403,2.84495021337127e-07,5.40540540540541e-06,0,101819,0,3,0,0,0,1,0,5.4,674,-6,0,40,6,0.3,0,2.4,0,0,2,0,4,0.6,22731,0,0,0,0,478,885,0,0,173,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,1.6,1.3,1.2,1.1,1.7,1.7,1.4,1.4,1.1,1.3,1.3,1.6,1.6,1.4,1.1,1.9,1.4,2.0,1.5,59.3
Ryan,Bertrand,DEF,SOU,5400000,0,57,3.2,5.92592592592593e-07,1.05555555555556e-05,0,668031,0,24,0,0,0,0,0,10.6,53474,-1,0,57,1,0.5,0,2.9,4,0,4,0,3,6.3,276756,0,0,0,1,1615,218,0,0,321,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,2.9,2.3,4.5,3.9,3.5,4.2,3.2,3.3,3.2,3.5,2.8,2.8,3.5,2.4,3.6,2.6,3.1,2.1,2.6,81.8
Muhamed,Besic,MID,EVE,4300000,0,2,0.10526315789473699,2.44798041615667e-08,4.65116279069767e-07,0,11782,0,0,0,0,0,0,0,0.5,279,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.2,9747,0,0,0,0,46,128,0,0,10,West Brom,Bournemouth,Man Utd,Tottenham,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.0
Philip,Billing,MID,HUD,4400000,0,12,0.631578947368421,1.4354066985645899e-07,2.7272727272727298e-06,0,36211,2,5,0,0,0,0,0,2.7,295,-1,0,12,1,0.0,0,0.0,0,0,3,0,0,0.2,31602,0,0,0,0,420,7,0,0,52,Stoke,Burnley,Leicester,West Ham,Stoke,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,12.6
Daley,Blind,DEF,MUN,5200000,0,19,1.0,1.92307692307692e-07,3.65384615384615e-06,0,178504,0,0,0,0,0,0,0,3.7,1064,-3,0,19,3,0.0,0,0.0,0,0,3,0,0,1.0,133780,0,0,0,0,271,544,0,0,84,Burnley,Southampton,Everton,Stoke,Burnley,0.6,0.6,0.5,0.7,0.5,0.5,0.7,0.5,0.7,0.9,0.6,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.7,14.8
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,963,0,0,0,0,0,0,0,0.2,5,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,531,0,0,0,0,17,1,0,0,1,Brighton,Stoke,Arsenal,Leicester,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
