FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Darren,Randolph,GLK,WHU,4500000,0,0,0.0,0.0,0.0,0,813,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,88,0,0,0,0,0,3,0,0,0,Leicester,Everton,Man City,Chelsea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angel,Rangel,DEF,SWA,3900000,0,1,0.0833333333333333,2.1367521367521398e-08,2.56410256410256e-07,0,504976,0,0,0,0,0,0,0,0.3,11620,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,11.3,197802,0,0,0,0,2,10506,0,0,3,Bournemouth,Chelsea,Stoke,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Marcus,Rashford,FWD,MUN,7600000,5,50,4.2,5.526315789473679e-07,6.5789473684210505e-06,0,451908,0,4,0,0,0,3,0,6.6,23587,1,0,50,-1,0.4,0,3.0,5,0,6,0,4,9.4,606543,0,0,0,0,787,57808,0,0,172,Brighton,Watford,Arsenal,Man City,Bournemouth,5.6,4.0,2.1,4.7,5.6,3.6,3.4,4.9,5.0,4.2,6.2,2.9,2.6,6.0,3.1,4.0,4.0,5.9,3.4,5.0,3.1,6.1,3.5,6.2,3.5,4.9,75.3
Nathan,Redmond,MID,SOU,6100000,2,31,2.6,4.26229508196721e-07,5.08196721311475e-06,0,324427,1,12,0,0,0,0,0,5.0,7654,-4,1,31,4,0.3,0,1.7,2,0,3,0,2,2.4,75739,0,0,0,0,875,637,-1,0,129,Everton,Man City,Bournemouth,Arsenal,Leicester,2.9,1.4,2.4,2.9,2.2,2.2,2.6,1.8,1.3,2.6,2.2,1.8,1.8,2.0,2.1,2.0,1.9,2.1,2.9,2.2,1.5,1.6,2.1,2.4,2.7,1.3,71.8
Winston,Reid,DEF,WHU,4900000,1,23,2.6,5.306122448979589e-07,4.69387755102041e-06,0,57022,3,17,0,0,0,0,0,4.7,960,-1,0,23,1,0.0,0,0.0,3,0,3,0,0,0.8,12397,0,0,0,0,810,268,0,0,151,Leicester,Everton,Man City,Chelsea,Arsenal,2.3,1.3,1.4,2.2,3.4,1.9,2.9,1.7,1.9,3.3,1.9,2.5,3.9,2.2,2.7,1.5,1.8,2.7,2.7,2.6,2.1,2.7,1.3,1.9,1.5,2.3,21.5
Declan,Rice,DEF,WHU,4400000,0,4,0.33333333333333304,7.575757575757571e-08,9.09090909090909e-07,0,1400,0,6,0,0,0,0,0,0.9,56,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0.0,1579,0,0,0,0,164,46,0,0,29,Leicester,Everton,Man City,Chelsea,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.0
,Richarlison,MID,WAT,6500000,8,66,5.5,8.46153846153846e-07,1.01538461538462e-05,0,358047,2,20,0,0,0,5,0,10.2,34335,5,0,66,-5,0.8,0,5.3,4,0,4,0,4,19.5,1310155,0,0,0,2,1020,90488,0,0,174,Newcastle,Man Utd,Tottenham,Burnley,Crystal Palace,6.8,6.0,5.4,6.6,6.7,7.2,6.1,6.2,6.5,5.1,5.6,6.8,6.5,4.9,6.8,7.2,6.5,5.4,4.9,6.7,5.8,6.3,7.1,6.1,7.0,4.7,102.6
Jairo,Riedewald,DEF,CRY,4700000,0,4,0.33333333333333304,7.09219858156028e-08,8.51063829787234e-07,0,14904,0,4,0,0,0,0,0,0.9,124,-3,0,4,3,0.0,0,0.0,0,0,0,0,0,0.1,498,0,0,0,0,124,22,0,0,27,Stoke,Brighton,West Brom,Bournemouth,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.5
Matt,Ritchie,MID,NEW,5800000,2,42,3.5,6.03448275862069e-07,7.24137931034483e-06,0,329712,3,13,0,0,0,0,0,7.2,22127,-2,0,42,2,0.3,0,2.0,3,0,3,0,5,3.6,337853,0,0,0,1,1040,3902,0,0,210,Watford,West Brom,Chelsea,Leicester,Everton,2.9,2.6,2.9,4.0,4.9,1.9,2.8,2.4,3.4,2.5,4.2,1.8,3.7,2.7,3.8,3.1,1.8,3.6,2.3,4.6,2.7,4.9,3.5,4.2,2.8,3.1,77.0
Andrew,Robertson,DEF,LIV,4600000,0,11,0.916666666666667,1.99275362318841e-07,2.3913043478260897e-06,0,103789,0,1,0,0,0,0,0,2.4,2057,-4,1,11,4,0.0,0,0.0,3,0,1,0,0,0.9,58129,0,0,0,0,180,119,-1,0,47,Chelsea,Stoke,Brighton,Everton,West Brom,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.7,0.6,0.5,0.5,0.9,0.5,0.5,0.5,0.6,0.5,0.6,11.8
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,283,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,49,0,0,0,0,0,4,0,0,0,Arsenal,Bournemouth,Leicester,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4300000,0,0,0.0,0.0,0.0,0,6867,0,0,0,0,0,0,0,0.0,148,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,759,0,0,0,0,0,26,0,0,0,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,0,9,0.75,1.53061224489796e-07,1.8367346938775502e-06,0,39522,1,4,0,0,0,1,0,1.8,859,-1,0,9,1,0.1,0,0.7,1,0,0,0,0,0.4,17296,0,0,0,0,226,738,0,1,23,Tottenham,Newcastle,Crystal Palace,Swansea,Liverpool,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,14.0
Joe,Rodon,DEF,SWA,4000000,0,0,0.0,0.0,0.0,0,555,0,0,0,0,0,0,0,0.0,205,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1754,0,0,0,0,0,492,0,0,0,Bournemouth,Chelsea,Stoke,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay,Rodriguez,FWD,WBA,5600000,2,30,2.5,4.4642857142857105e-07,5.35714285714286e-06,0,145515,2,18,0,0,0,2,0,5.4,3728,-4,0,30,4,0.6,0,3.3,0,0,3,0,0,0.8,56295,0,0,0,0,1046,2337,0,0,82,Tottenham,Newcastle,Crystal Palace,Swansea,Liverpool,1.4,2.7,3.5,1.9,1.3,2.5,2.3,3.2,2.9,1.8,2.5,2.3,1.6,2.1,1.5,2.8,2.1,2.5,1.8,2.1,2.1,1.2,2.7,1.6,2.0,2.4,50.5
Marcos,Rojo,DEF,MUN,5400000,0,0,0.0,0.0,0.0,0,2207,0,0,0,0,0,0,0,0.0,544,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,5724,0,0,0,0,0,3911,0,0,0,Brighton,Watford,Arsenal,Man City,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio,Romero,GLK,MUN,4800000,0,0,0.0,0.0,0.0,0,5211,0,0,0,0,0,0,0,0.0,103,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,763,0,0,0,0,0,39,0,0,0,Brighton,Watford,Arsenal,Man City,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6000000,1,18,1.6,2.66666666666667e-07,3e-06,0,82361,2,13,0,0,0,1,0,3.0,1266,-5,0,18,5,0.2,0,1.0,0,0,0,0,0,0.5,14555,0,0,0,0,608,663,0,0,42,Tottenham,Newcastle,Crystal Palace,Swansea,Liverpool,0.8,1.4,1.9,0.9,0.8,1.3,1.1,1.7,1.5,0.8,1.2,1.1,0.8,1.0,0.8,1.4,1.0,1.3,0.9,1.0,1.0,0.8,1.4,0.8,0.9,1.2,21.8
Wayne,Rooney,FWD,EVE,7300000,0,42,3.8,5.20547945205479e-07,5.75342465753425e-06,0,1021234,3,16,0,0,0,4,0,5.8,51444,-2,0,42,2,0.2,0,1.3,9,0,1,0,0,8.7,601243,0,0,0,0,823,8184,0,0,169,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,3.7,5.1,5.0,2.7,3.3,4.0,3.1,3.7,3.6,4.6,2.8,5.1,4.6,2.2,5.7,4.1,3.0,4.6,4.3,3.8,4.9,3.7,4.9,3.0,4.0,3.5,69.2
Danny,Rose,DEF,TOT,6400000,0,6,0.5,7.8125e-08,9.375e-07,0,18705,0,0,0,0,0,0,0,0.9,1471,-1,0,6,1,0.3,0,2.0,0,0,1,0,0,0.3,8804,0,0,0,0,90,1121,0,0,21,West Brom,Leicester,Watford,Stoke,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.9
Liam,Rosenior,DEF,BHA,3900000,0,3,0.25,6.410256410256409e-08,7.69230769230769e-07,0,129876,0,3,0,0,0,0,0,0.8,5122,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,3.1,139043,0,0,0,0,163,22452,0,0,22,Man Utd,Crystal Palace,Liverpool,Huddersfield,Tottenham,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5200000,0,7,0.583333333333333,1.1217948717948699e-07,1.34615384615385e-06,0,4353,1,3,0,0,0,0,0,1.3,95,-3,1,7,3,0.1,0,0.3,0,0,1,0,0,0.1,1178,0,0,0,0,156,16,-1,0,12,Bournemouth,Chelsea,Stoke,West Brom,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.4
Antonio,Rudiger,DEF,CHE,5800000,0,30,3.3,5.68965517241379e-07,5.17241379310345e-06,0,82952,3,8,0,0,0,0,0,5.1,5346,-2,1,30,2,0.5,0,2.7,3,0,3,0,1,1.8,33032,0,0,0,0,744,648,-1,0,170,Liverpool,Swansea,Newcastle,West Ham,Huddersfield,2.9,2.5,3.4,3.6,3.6,3.0,2.6,3.5,3.1,2.6,2.6,3.9,2.9,4.4,3.9,2.3,2.8,4.6,3.5,3.3,3.8,3.9,4.2,3.5,3.7,3.1,21.1
Mathew,Ryan,GLK,BHA,4500000,2,43,3.6,8e-07,9.55555555555555e-06,0,20456,0,13,0,32,0,0,0,9.6,1692,0,0,43,0,0.7,0,3.3,2,0,4,0,0,0.9,26854,0,0,0,1,1080,771,0,0,215,Man Utd,Crystal Palace,Liverpool,Huddersfield,Tottenham,2.3,5.4,4.7,3.6,3.6,4.0,4.0,3.8,3.2,3.8,3.9,3.4,4.0,4.8,3.5,3.3,5.0,2.6,2.8,3.5,5.1,4.3,4.2,3.6,4.1,2.9,22.5
Abdelhamid,Sabiri,MID,HUD,5000000,1,9,0.75,1.5e-07,1.8000000000000001e-06,0,757,1,4,0,0,0,0,0,1.8,35,0,0,9,0,0.1,0,0.3,0,0,1,0,1,0.0,869,0,0,0,0,187,15,0,0,26,Man City,Arsenal,Everton,Brighton,Chelsea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,12.2
Henri,Saivet,MID,NEW,4400000,0,0,0.0,0.0,0.0,0,1747,0,0,0,0,0,0,0,0.0,133,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,2092,0,0,0,0,0,181,0,0,0,Watford,West Brom,Chelsea,Leicester,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diafra,Sakho,FWD,WHU,5500000,1,15,1.25,2.2727272727272702e-07,2.7272727272727298e-06,0,11672,2,7,0,0,0,1,0,2.7,521,0,0,15,0,0.1,0,0.7,1,0,0,0,1,0.2,11000,0,0,0,0,158,927,0,0,42,Leicester,Everton,Man City,Chelsea,Arsenal,0.9,0.7,0.6,0.6,1.1,0.7,1.0,0.6,0.6,1.0,0.6,0.9,1.4,0.6,0.7,0.6,0.6,0.7,0.9,0.7,0.6,1.1,0.6,0.6,0.6,1.2,12.5
Mamadou,Sakho,DEF,CRY,4900000,0,11,0.916666666666667,1.87074829931973e-07,2.24489795918367e-06,0,10433,1,14,0,0,0,0,0,2.2,815,-1,0,11,1,0.1,0,0.7,2,0,0,0,1,0.3,15555,0,0,0,0,540,905,0,0,109,Stoke,Brighton,West Brom,Bournemouth,Watford,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.5,0.7,15.2
Bakary,Sako,MID,CRY,4900000,0,7,0.583333333333333,1.19047619047619e-07,1.4285714285714301e-06,0,3688,0,5,0,0,0,0,0,1.4,174,-1,0,7,1,0.1,0,0.7,0,0,0,0,0,0.1,2214,0,0,0,0,149,78,0,0,21,Stoke,Brighton,West Brom,Bournemouth,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.2
Mohamed,Salah,MID,LIV,9600000,16,88,7.3,7.60416666666667e-07,9.16666666666667e-06,0,913349,0,12,0,0,0,9,0,9.2,36279,6,-1,88,-6,1.2,1,11.7,10,0,4,0,3,44.8,1882853,0,0,0,4,928,151790,1,0,244,Chelsea,Stoke,Brighton,Everton,West Brom,9.5,7.1,6.6,11.0,11.0,7.7,5.6,10.5,11.0,7.2,8.0,8.4,6.8,10.2,8.2,11.0,11.0,4.9,9.1,7.1,7.4,11.0,7.3,10.5,7.9,10.0,136.4
Renato,Sanches,MID,SWA,4800000,2,10,1.7,3.5416666666666705e-07,2.08333333333333e-06,0,143722,1,6,0,0,0,0,0,2.1,2818,-2,0,10,2,0.1,0,0.7,0,0,1,0,0,0.6,165736,0,0,0,0,387,353,0,0,44,Bournemouth,Chelsea,Stoke,West Brom,Man City,1.2,1.1,1.0,1.1,0.8,1.4,1.3,0.8,1.1,0.9,1.1,1.0,1.5,1.1,1.0,0.9,1.3,0.9,0.9,0.8,1.0,1.5,0.8,0.8,1.2,0.9,14.9
Alexis,Sanchez,MID,ARS,11800000,7,37,4.1,3.47457627118644e-07,3.13559322033898e-06,0,214160,3,9,0,0,0,2,0,3.1,4666,-2,0,37,2,0.3,0,3.3,2,0,3,0,3,2.7,190034,0,0,0,0,632,6384,0,0,114,Burnley,Huddersfield,Man Utd,Southampton,West Ham,2.3,6.0,5.2,2.8,2.5,5.9,5.3,2.4,2.3,4.5,2.8,6.0,3.5,6.1,2.0,3.6,2.0,4.2,2.4,5.1,5.0,2.4,6.0,2.0,5.1,2.1,91.4
Davinson,Sanchez,DEF,TOT,6000000,1,35,3.9,6.5e-07,5.83333333333333e-06,0,13553,0,5,0,0,0,0,0,5.8,1795,0,0,35,0,0.4,0,2.3,0,0,5,0,0,0.7,38072,0,0,0,0,721,7480,0,0,181,West Brom,Leicester,Watford,Stoke,Brighton,5.4,3.2,5.0,4.6,5.0,3.2,4.0,4.4,5.4,3.9,4.0,4.4,4.6,3.3,5.6,4.6,5.7,3.7,4.8,4.2,4.0,3.4,4.4,4.6,4.3,4.0,20.6
,Sandro,FWD,EVE,7100000,1,8,0.666666666666667,9.389671361502349e-08,1.1267605633802798e-06,0,69065,0,7,0,0,0,0,0,1.1,430,-4,0,8,4,0.0,0,0.3,0,0,1,0,0,0.4,5295,0,0,0,0,229,278,0,0,13,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.8
Leroy,Sane,MID,MCI,9000000,7,80,6.7,7.444444444444441e-07,8.88888888888889e-06,0,360837,2,6,0,0,0,6,0,9.0,29697,5,-1,80,-5,0.8,0,7.0,10,0,4,0,6,29.6,1621427,0,0,0,3,762,109301,1,0,259,Huddersfield,Southampton,West Ham,Man Utd,Swansea,7.8,8.1,9.6,5.9,9.4,7.9,9.1,8.4,8.3,6.9,6.2,9.6,9.2,8.2,8.8,6.7,7.3,8.0,7.8,8.6,8.5,7.6,8.5,8.4,9.9,9.0,104.9
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,2709,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,133,0,0,0,0,0,3,0,0,0,Man City,Arsenal,Everton,Brighton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4400000,1,3,0.25,5.68181818181818e-08,6.81818181818182e-07,0,470,0,0,0,0,0,0,0,0.7,18,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.0,572,0,0,0,0,30,27,0,0,9,Man Utd,Crystal Palace,Liverpool,Huddersfield,Tottenham,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.3
Christopher,Schindler,DEF,HUD,4600000,0,32,2.9,6.30434782608696e-07,6.95652173913044e-06,0,214173,3,13,0,0,0,0,0,7.0,8481,1,0,32,-1,-0.1,0,-0.3,6,0,4,0,0,3.1,301641,0,0,0,2,956,356,0,1,214,Man City,Arsenal,Everton,Brighton,Chelsea,2.4,1.4,1.4,3.6,2.8,2.8,2.4,3.3,3.3,1.6,3.9,2.0,3.8,1.4,3.1,2.3,2.1,2.7,4.4,1.7,2.3,3.3,2.2,2.8,1.5,4.1,38.9
Jeffrey,Schlupp,DEF,CRY,4700000,1,12,1.2,2.5531914893617e-07,2.5531914893617e-06,0,11973,2,17,0,0,0,0,0,2.6,323,-3,0,12,3,0.2,0,1.0,0,0,0,0,0,0.2,3509,0,0,0,0,777,496,0,0,75,Stoke,Brighton,West Brom,Bournemouth,Watford,0.8,0.6,0.6,0.7,0.8,0.6,0.6,1.1,0.6,0.6,0.8,0.6,0.6,0.9,0.6,0.9,0.8,0.6,0.6,1.0,0.6,0.9,0.7,0.7,0.6,1.1,31.6
Kasper,Schmeichel,GLK,LEI,5000000,1,47,3.9,7.8e-07,9.4e-06,0,95872,1,18,0,38,0,0,0,9.4,5206,0,0,47,0,0.6,0,3.0,6,0,3,0,0,4.2,109366,0,0,1,1,1080,4242,0,0,239,West Ham,Tottenham,Burnley,Newcastle,Southampton,4.1,4.7,4.6,3.5,4.4,5.8,4.6,5.0,3.3,5.7,4.2,4.6,2.9,3.8,3.1,4.6,4.4,4.3,5.6,4.4,4.9,3.9,4.5,4.5,5.4,4.0,30.7
Morgan,Schneiderlin,MID,EVE,4800000,1,12,1.5,3.125e-07,2.5e-06,0,47260,1,13,0,0,0,0,0,2.5,1720,-2,0,12,2,0.1,0,0.3,0,0,1,0,0,0.6,14827,0,0,0,0,644,27,0,1,95,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,0.0,1.3,1.3,0.8,0.8,1.1,0.8,0.8,0.8,1.0,0.8,1.1,1.0,0.8,1.3,0.8,0.8,0.8,0.8,0.8,1.0,1.1,1.2,0.8,0.9,0.8,17.5
Kyle,Scott,MID,CHE,4400000,0,0,0.0,0.0,0.0,0,4123,0,0,0,0,0,0,0,0.0,230,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4476,0,0,0,0,0,110,0,0,0,Liverpool,Swansea,Newcastle,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6000000,5,50,4.5,7.5e-07,8.33333333333333e-06,0,276047,2,22,0,0,0,2,0,8.3,15847,0,-1,50,0,1.3,0,7.7,5,0,1,0,5,5.7,350278,0,0,0,1,899,38452,1,0,199,Crystal Palace,Liverpool,Swansea,Tottenham,Burnley,4.4,5.2,5.6,3.9,4.4,6.0,5.6,4.1,4.7,5.9,2.9,6.1,4.0,5.0,4.6,4.5,4.9,3.3,6.5,3.4,4.7,4.6,5.0,3.0,6.0,5.8,82.7
Luke,Shaw,DEF,MUN,4900000,0,0,0.0,0.0,0.0,0,3901,0,0,0,0,0,0,0,0.0,188,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,2057,0,0,0,0,0,102,0,0,0,Brighton,Watford,Arsenal,Man City,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Shawcross,DEF,STK,4800000,1,19,2.7,5.625e-07,3.95833333333333e-06,0,59727,0,8,0,0,0,0,0,4.0,718,-2,0,19,2,0.6,0,2.7,0,0,2,0,0,0.8,15558,0,0,0,0,630,1129,0,0,96,Crystal Palace,Liverpool,Swansea,Tottenham,Burnley,3.2,3.1,2.1,2.3,2.3,3.2,3.2,2.3,2.5,2.8,1.4,3.5,2.6,2.1,3.0,1.8,2.6,1.8,2.2,1.6,2.8,2.4,2.7,1.8,4.0,2.2,28.1
Jonjo,Shelvey,MID,NEW,5300000,2,16,1.8,3.39622641509434e-07,3.0188679245282997e-06,0,72595,1,11,0,0,0,0,0,3.0,1214,-2,0,16,2,0.3,0,1.7,1,0,1,0,1,0.5,13280,0,0,0,0,630,1004,0,1,83,Watford,West Brom,Chelsea,Leicester,Everton,1.0,0.9,1.0,1.4,2.0,0.9,0.9,0.9,1.2,0.9,1.6,0.9,1.3,0.9,1.4,1.0,0.9,1.3,0.9,1.8,0.9,2.0,1.2,1.5,0.9,1.1,37.8
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1454,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,51,0,0,0,0,0,0,0,0,0,Chelsea,Stoke,Brighton,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4400000,0,0,0.0,0.0,0.0,0,18373,0,0,0,0,0,0,0,0.0,298,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1351,0,0,0,0,0,25,0,0,0,Man Utd,Crystal Palace,Liverpool,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8000000,8,26,2.4,3e-07,3.25e-06,0,307194,0,22,0,0,0,0,0,3.3,3325,-5,0,26,5,0.5,0,3.7,3,0,0,0,1,2.1,87205,0,0,0,0,849,525,0,0,128,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,1.7,2.6,2.6,1.2,1.6,2.4,1.6,1.5,1.8,2.1,1.3,2.3,2.2,1.2,2.6,1.6,1.5,1.8,1.4,1.2,2.1,2.2,2.5,1.4,1.9,1.6,59.2
Danny,Simpson,DEF,LEI,4500000,1,29,2.4,5.33333333333333e-07,6.444444444444439e-06,0,156261,0,18,0,0,0,0,0,6.4,5774,0,0,29,0,0.6,0,2.7,0,0,3,0,0,3.8,102013,0,0,0,0,1063,7037,0,0,187,West Ham,Tottenham,Burnley,Newcastle,Southampton,1.9,2.3,2.3,1.6,2.1,3.6,2.3,2.5,1.5,3.0,2.0,2.2,1.3,1.8,1.4,2.3,2.1,2.1,2.9,2.1,2.4,1.8,2.2,2.8,2.8,1.9,33.9
Joshua,Sims,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,4280,0,0,0,0,0,0,0,0.0,154,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4805,0,0,0,0,0,48,0,0,0,Everton,Man City,Bournemouth,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
