FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482e-07,1.14814814814815e-05,0,34501,6,17,0,0,0,1,0,11.5,56,-1,0,62,1,0.0,0,0.0,0,0,12,0,1,0.3,26913,0,0,0,0,1998,7,0,0,353,Brighton,Arsenal,Bournemouth,,,0.0,0.0,0.0,78.4
Damien,Delaney,DEF,CRY,4200000,0,1,0.0285714285714286,6.80272108843537e-09,2.38095238095238e-07,0,24951,0,5,0,0,0,0,0,0.2,50,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.2,4728,0,0,0,0,95,29,0,0,19,Leicester,Stoke,West Brom,,,0.0,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,6,51,1.5,3.3333333333333304e-07,1.1333333333333302e-05,0,121561,2,16,0,0,0,1,0,11.3,413,0,0,51,0,0.5,0,2.3,0,0,6,0,2,0.4,122093,0,0,0,0,1536,2657,0,0,355,West Ham,Huddersfield,Brighton,Southampton,,0.8,2.1,0.8,62.2
Mousa,Dembele,MID,TOT,4900000,0,49,1.44117647058824,2.94117647058824e-07,1e-05,0,178337,6,22,0,0,0,0,0,10.0,1037,-1,0,49,1,0.3,0,1.5,3,0,6,0,0,1.7,105511,0,0,0,0,1813,807,0,0,335,Watford,West Brom,Newcastle,Leicester,,0.9,1.7,0.9,65.1
Laurent,Depoitre,FWD,HUD,5000000,0,82,2.8,5.6e-07,1.64e-05,0,667051,1,32,0,0,0,5,0,16.1,5260,-5,1,82,5,0.3,0,1.3,11,0,4,0,2,2.3,771556,0,0,0,1,1643,1787,-1,0,250,Everton,Man City,Chelsea,Arsenal,,3.3,3.4,3.2,84.6
Gerard,Deulofeu,MID,WAT,5500000,0,21,0.6,1.0909090909090901e-07,3.81818181818182e-06,0,247886,0,2,0,0,0,1,0,3.8,850,-5,0,21,5,0.0,0,0.0,3,0,2,0,1,0.4,267815,0,0,0,1,311,7,0,0,79,Tottenham,Newcastle,Man Utd,,,0.0,0.0,0.3,27.4
Fousseni,Diabate,FWD,LEI,4900000,0,12,0.3529411764705879,7.202881152460981e-08,2.44897959183673e-06,0,10719,1,6,0,0,0,0,0,2.4,340,-1,0,12,1,0.3,0,1.3,0,0,0,0,0,0.1,14882,0,0,0,0,374,194,0,0,37,Crystal Palace,West Ham,Arsenal,Tottenham,,0.2,0.4,0.2,13.6
Mohamed,Diame,MID,NEW,4600000,2,63,2.3,5e-07,1.3695652173913e-05,0,21726,1,23,0,0,0,2,0,13.7,476,-4,0,63,4,0.5,0,2.5,3,0,5,0,0,0.3,20067,0,0,0,0,1685,953,0,0,282,West Brom,Watford,Tottenham,Chelsea,,2.3,2.5,1.8,67.1
Grady,Diangana,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,89,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,254,0,0,0,0,0,50,0,0,0,Man City,Leicester,Man Utd,Everton,,0.0,0.0,0.0,0.0
Brahim,Diaz,MID,MCI,4700000,0,3,0.0882352941176471,1.87734668335419e-08,6.382978723404259e-07,0,4303,0,1,0,0,0,0,0,0.6,14,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.0,1706,0,0,0,0,31,15,0,0,9,West Ham,Huddersfield,Brighton,Southampton,,0.0,0.0,0.0,4.5
Eric,Dier,MID,TOT,4700000,0,80,2.5,5.31914893617021e-07,1.70212765957447e-05,0,295231,4,26,0,0,0,0,0,17.0,2443,-3,0,80,3,0.5,0,2.5,2,0,14,0,2,2.6,207150,0,0,0,0,2642,2735,0,0,451,Watford,West Brom,Newcastle,Leicester,,2.2,4.2,2.2,111.2
Mame Biram,Diouf,FWD,STK,5200000,5,94,2.9,5.57692307692308e-07,1.8076923076923103e-05,0,618966,5,46,0,0,0,6,0,18.1,3158,-3,0,94,3,0.8,0,4.3,8,0,7,0,3,1.9,666281,0,0,0,0,2322,2943,0,0,331,Liverpool,Crystal Palace,Swansea,,,1.9,3.1,2.3,151.2
Abdoulaye,Doucoure,MID,WAT,5300000,2,127,3.7,6.981132075471699e-07,2.39622641509434e-05,0,1621182,10,59,0,0,0,7,0,24.0,42626,3,0,127,-3,0.3,0,1.5,16,0,9,0,3,12.1,2149977,0,0,0,1,3054,2559,0,0,626,Tottenham,Newcastle,Man Utd,,,2.4,4.3,2.1,186.5
Aleksandar,Dragovic,DEF,LEI,4900000,0,27,0.7941176470588229,1.62064825930372e-07,5.51020408163265e-06,0,18156,1,10,0,0,0,0,0,5.5,206,-1,0,27,1,0.3,0,1.5,0,0,4,0,0,0.1,21951,0,0,0,0,674,57,0,0,158,Crystal Palace,West Ham,Arsenal,Tottenham,,0.6,0.9,0.4,19.6
Daniel,Drinkwater,MID,CHE,4700000,0,24,0.7058823529411771,1.50187734668335e-07,5.1063829787234e-06,0,24461,0,7,0,0,0,1,0,5.1,95,-3,0,24,3,0.0,0,0.0,1,0,1,0,0,0.2,15738,0,0,0,1,520,47,0,0,117,Swansea,Liverpool,Huddersfield,Newcastle,,0.4,0.8,0.4,25.7
Martin,Dubravka,GLK,NEW,4500000,2,30,0.882352941176471,1.9607843137254898e-07,6.66666666666667e-06,0,13788,0,7,0,11,0,0,0,6.7,1861,0,0,30,0,0.7,0,3.0,2,0,3,0,0,0.9,67879,0,0,0,1,720,13614,0,0,124,West Brom,Watford,Tottenham,Chelsea,,0.4,0.8,0.5,9.1
Shane,Duffy,DEF,BHA,4600000,0,87,2.6,5.65217391304348e-07,1.89130434782609e-05,0,287840,7,46,0,0,0,0,0,18.9,5600,1,0,87,-1,0.3,0,1.3,7,0,8,0,2,3.1,441221,0,0,0,1,2952,1049,0,0,540,Burnley,Man Utd,Man City,Liverpool,,1.9,4.3,1.9,134.9
Paul,Dummett,DEF,NEW,4200000,2,42,1.23529411764706,2.94117647058824e-07,1e-05,0,59624,1,14,0,0,0,0,0,10.0,1502,-3,0,42,3,0.7,0,3.0,0,0,4,0,0,1.1,80531,0,0,0,0,1275,12225,0,0,229,West Brom,Watford,Tottenham,Chelsea,,0.8,1.3,0.8,37.4
Lewis,Dunk,DEF,BHA,4500000,0,82,2.4,5.33333333333333e-07,1.8222222222222197e-05,0,262335,7,47,0,0,0,1,0,18.2,5606,0,0,82,0,0.4,0,2.0,5,0,8,0,1,3.0,350540,4,0,0,1,3060,1882,0,0,562,Burnley,Man Utd,Man City,Liverpool,,1.6,3.8,1.6,147.2
Nathan,Dyer,MID,SWA,4400000,0,37,1.08823529411765,2.4732620320855605e-07,8.40909090909091e-06,0,20583,2,18,0,0,0,0,0,8.4,465,-1,0,37,1,0.2,0,0.8,0,0,3,0,1,0.2,28029,0,0,0,0,1143,80,0,0,125,Chelsea,Bournemouth,Southampton,Stoke,,0.5,1.1,0.6,33.6
,Ederson,GLK,MCI,5700000,6,149,4.4,7.719298245614041e-07,2.6140350877193e-05,0,421022,0,25,0,55,0,0,0,26.6,8568,2,-1,149,-2,0.5,0,2.8,9,0,15,0,0,8.7,607249,0,0,2,2,3015,18958,1,0,635,West Ham,Huddersfield,Brighton,Southampton,,5.4,11.9,5.3,53.2
,Eduardo,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,3541,0,0,0,0,0,0,0,0.0,13,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1193,0,0,0,0,0,15,0,0,0,Swansea,Liverpool,Huddersfield,Newcastle,,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,6,0.17142857142857096,4.2857142857142904e-08,1.5e-06,0,29834,0,15,0,0,0,0,0,1.5,598,0,0,6,0,0.0,0,0.0,0,0,0,0,0,0.3,48902,0,0,0,0,481,107,0,0,81,Liverpool,Crystal Palace,Swansea,,,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4000000,0,57,3.6,9.000000000000001e-07,1.425e-05,0,1037464,0,21,0,44,0,0,0,14.3,21363,0,0,57,0,0.0,0,0.0,4,0,3,0,0,14.4,906038,0,0,1,3,1440,3090,0,0,280,West Brom,Watford,Tottenham,Chelsea,,4.1,7.0,4.3,36.5
Mohamed,Elneny,MID,ARS,4200000,1,22,1.7,4.0476190476190503e-07,5.23809523809524e-06,0,344844,3,12,0,0,0,0,0,5.2,8122,-3,0,22,3,0.2,0,1.0,0,0,3,0,1,3.2,308644,0,0,0,0,865,599,0,1,156,Man Utd,Burnley,Leicester,Huddersfield,,0.0,0.0,0.0,42.5
,Emerson,DEF,CHE,5200000,0,7,0.20588235294117604,3.95927601809955e-08,1.34615384615385e-06,0,2056,0,1,0,0,0,0,0,1.3,297,-3,0,7,3,0.3,0,1.5,0,0,0,0,1,0.1,5342,0,0,0,0,98,2741,0,0,28,Swansea,Liverpool,Huddersfield,Newcastle,,0.1,0.2,0.1,6.7
Christian,Eriksen,MID,TOT,9600000,0,186,5.6,5.83333333333333e-07,1.9375e-05,0,2242630,0,28,0,0,0,11,0,19.6,11756,1,-1,186,-1,0.9,0,8.3,23,0,15,0,9,18.1,2400883,0,0,0,3,2858,108019,1,0,750,Watford,West Brom,Newcastle,Leicester,,7.2,13.8,7.1,323.7
Jonny,Evans,DEF,WBA,4900000,1,77,2.9,5.91836734693878e-07,1.57142857142857e-05,0,130509,7,38,0,0,0,2,0,15.7,896,-1,0,77,1,0.3,0,1.5,5,0,6,0,2,1.0,133856,1,0,0,1,2268,272,0,0,452,Newcastle,Tottenham,Crystal Palace,,,1.9,3.2,3.5,85.1
Patrice,Evra,DEF,WHU,4200000,0,1,0.0294117647058824,7.0028011204481796e-09,2.38095238095238e-07,0,10180,0,6,0,0,0,0,0,0.2,544,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.2,16933,0,0,0,0,161,140,0,0,22,Man City,Leicester,Man Utd,Everton,,0.0,0.0,0.0,3.7
Lukasz,Fabianski,GLK,SWA,4700000,9,139,4.1,8.723404255319151e-07,2.9574468085106396e-05,0,458191,0,51,0,121,0,0,0,29.6,6628,2,0,139,-2,0.9,0,4.0,12,0,9,0,0,9.1,701239,0,0,2,2,3060,28149,0,0,689,Chelsea,Bournemouth,Southampton,Stoke,,5.2,8.9,5.5,94.8
Cesc,Fabregas,MID,CHE,6800000,0,73,2.5,3.67647058823529e-07,1.0735294117647099e-05,0,707246,4,25,0,0,0,1,0,10.7,900,-2,0,73,2,0.2,0,1.5,4,0,9,0,4,3.0,412725,0,0,0,1,2040,524,0,1,472,Swansea,Liverpool,Huddersfield,Newcastle,,1.8,4.4,1.7,219.8
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,145110,0,0,0,0,0,0,0,0.0,541,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.2,20057,0,0,0,0,0,92,0,0,0,Southampton,Swansea,Burnley,,,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1434,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,92,0,0,0,0,0,0,0,0,0,Man City,Leicester,Man Utd,Everton,,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,0,39,1.14705882352941,2.44055068836045e-07,8.297872340425529e-06,0,207070,1,0,0,0,0,3,0,8.3,77,-3,0,39,3,0.2,0,0.8,3,0,4,0,0,0.5,191630,0,0,0,1,518,91,0,0,138,Arsenal,Brighton,West Ham,Watford,,0.8,1.2,0.7,47.7
Leroy,Fer,MID,SWA,5200000,0,41,2.0,3.84615384615385e-07,7.88461538461538e-06,0,40036,5,26,0,0,0,1,0,7.9,20,-3,0,41,3,0.0,0,0.0,0,0,4,0,1,0.2,17280,0,0,0,0,1394,6,0,0,201,Chelsea,Bournemouth,Southampton,Stoke,,0.0,0.0,0.0,56.0
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,3147,0,0,0,0,0,0,0,0.0,89,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6531,0,0,0,0,0,116,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0.0,0.0,0.0,0.0
Edimilson,Fernandes,MID,WHU,4300000,1,18,0.529411764705882,1.2311901504788e-07,4.18604651162791e-06,0,17846,1,15,0,0,0,0,0,4.2,219,-2,0,18,2,0.5,0,2.3,0,0,2,0,0,0.2,9100,0,0,0,0,696,271,0,0,76,Man City,Leicester,Man Utd,Everton,,0.3,0.6,0.3,18.9
Federico,Fernandez,DEF,SWA,4500000,0,82,2.9,6.44444444444444e-07,1.8222222222222197e-05,0,294436,4,42,0,0,0,1,0,18.2,17044,0,0,82,0,0.3,0,1.3,10,0,7,0,1,3.4,384632,1,0,0,2,2496,1884,0,0,471,Chelsea,Bournemouth,Southampton,Stoke,,0.0,5.2,3.4,92.1
,Fernandinho,MID,MCI,5000000,0,96,3.2,6.4e-07,1.92e-05,0,756591,7,22,0,0,0,3,0,19.2,2386,0,0,96,0,0.2,0,0.8,5,0,13,0,4,3.9,810551,0,0,0,1,2520,2910,0,0,499,West Ham,Huddersfield,Brighton,Southampton,,2.6,6.8,2.8,141.4
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4540,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,604,0,0,0,0,0,5,0,0,0,West Ham,Huddersfield,Brighton,Southampton,,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4400000,0,23,0.6571428571428571,1.49350649350649e-07,5.22727272727273e-06,0,22101,3,7,0,0,0,1,0,5.2,30,-1,0,23,1,0.0,0,0.0,2,0,4,0,0,0.1,21784,0,0,0,0,534,6,0,0,70,Newcastle,Tottenham,Crystal Palace,,,0.3,0.3,0.3,26.3
Roberto,Firmino,FWD,LIV,9600000,1,175,5.1,5.3125e-07,1.82291666666667e-05,0,3559115,1,31,0,0,0,15,0,18.2,111797,11,-1,175,-11,0.3,0,3.0,29,0,14,0,8,39.0,4513450,0,0,0,3,2497,36534,1,0,736,Stoke,Chelsea,Brighton,,,7.4,4.3,7.5,295.1
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,1514,0,0,0,0,0,0,0,0.0,2,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1179,0,0,0,0,0,1,0,0,0,Stoke,Chelsea,Brighton,,,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,36443,0,0,0,0,0,0,0,0.0,100,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,7372,0,0,0,0,0,26,0,0,0,Man City,Leicester,Man Utd,Everton,,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4700000,0,64,2.6,5.53191489361702e-07,1.3617021276595698e-05,0,59290,0,48,0,0,0,1,0,13.6,172,-3,0,64,3,0.0,0,0.0,3,0,4,0,1,0.4,29270,0,0,0,1,2110,26,0,0,319,Liverpool,Crystal Palace,Swansea,,,1.3,2.1,1.8,73.7
Phil,Foden,MID,MCI,4700000,1,7,0.20588235294117604,4.38047559449312e-08,1.48936170212766e-06,0,2735,0,1,0,0,0,0,0,1.5,45,-3,0,7,3,0.1,0,0.3,0,0,0,0,1,0.0,1437,0,0,0,0,37,244,0,0,28,West Ham,Huddersfield,Brighton,Southampton,,0.1,0.2,0.1,6.9
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,16182,0,0,0,0,0,0,0,0.0,69,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,22533,0,0,0,0,0,12,0,0,0,Tottenham,Newcastle,Man Utd,,,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.148936170212771e-07,7.23404255319149e-06,0,153857,0,11,0,0,0,0,0,7.2,75,-3,0,34,3,0.0,0,0.0,3,0,3,0,2,0.8,77178,0,0,0,0,688,0,0,0,156,Man City,Leicester,Man Utd,Everton,,0.0,0.0,0.0,33.4
Fraser,Forster,GLK,SOU,4600000,0,73,3.6,7.826086956521741e-07,1.58695652173913e-05,0,535095,0,30,0,69,0,0,0,15.9,1615,-4,0,73,4,0.0,0,0.0,6,0,4,0,0,3.9,369922,0,0,1,1,1800,1457,0,0,351,Bournemouth,Everton,Swansea,Man City,,3.5,6.1,3.5,48.9
Ben,Foster,GLK,WBA,4300000,1,105,3.1,7.2093023255814e-07,2.4418604651162803e-05,0,775601,2,53,0,89,0,0,0,24.4,9910,-2,0,105,2,0.8,0,3.3,8,0,8,0,0,9.4,514288,0,0,0,1,3060,6180,0,0,565,Newcastle,Tottenham,Crystal Palace,,,2.2,3.5,3.8,66.4
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,39,1.9,4.31818181818182e-07,8.86363636363636e-06,0,107100,2,29,0,0,0,0,0,8.9,1218,-1,0,39,1,0.1,0,0.3,3,0,2,0,0,1.0,70634,0,0,0,0,1592,64,0,0,279,Leicester,Stoke,West Brom,,,1.3,1.4,1.5,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1926,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2012,0,0,0,0,0,31,0,0,0,Watford,West Brom,Newcastle,Leicester,,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4300000,0,44,1.5,3.48837209302326e-07,1.02325581395349e-05,0,200357,8,45,0,0,0,0,0,10.2,2489,-2,0,44,2,0.1,0,0.5,1,0,3,0,0,1.3,121782,0,0,0,0,2528,414,0,1,438,Southampton,Swansea,Burnley,,,1.0,1.1,0.8,121.0
Ryan,Fraser,MID,BOU,5100000,0,82,3.6,7.058823529411759e-07,1.6078431372549e-05,0,134963,0,35,0,0,0,4,0,16.1,1607,-4,0,82,4,0.6,0,3.3,10,0,1,0,3,0.7,107800,0,0,0,2,1733,655,0,0,331,Southampton,Swansea,Burnley,,,3.3,4.0,3.3,138.2
Christian,Fuchs,DEF,LEI,4800000,0,56,1.6470588235294097,3.43137254901961e-07,1.1666666666666698e-05,0,216374,1,27,0,0,0,0,0,11.7,1050,-2,0,56,2,0.1,0,0.3,8,0,4,0,1,1.9,112693,0,0,0,1,1647,169,0,0,323,Crystal Palace,West Ham,Arsenal,Tottenham,,1.8,3.1,1.0,62.8
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.1627906976744199e-07,2.3255813953488398e-07,0,4347,1,0,0,0,0,0,0,0.2,7,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.0,3722,0,0,0,0,17,0,0,0,1,Chelsea,Bournemouth,Southampton,Stoke,,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,1,0.0285714285714286,5.83090379008746e-09,2.04081632653061e-07,0,1401,0,0,0,0,0,0,0,0.2,27,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.0,949,0,0,0,0,14,25,0,0,4,Huddersfield,Southampton,West Ham,,,0.0,0.0,0.0,0.7
Manolo,Gabbiadini,FWD,SOU,6200000,0,58,2.1,3.38709677419355e-07,9.35483870967742e-06,0,501955,2,17,0,0,0,4,0,9.4,343,-8,0,58,8,0.1,0,0.5,7,0,4,0,0,1.3,266458,0,0,0,1,1045,246,0,0,173,Bournemouth,Everton,Swansea,Man City,,2.0,2.8,1.5,48.7
Ali,Gabr,DEF,WBA,4200000,0,0,0.0,0.0,0.0,0,4555,0,0,0,0,0,0,0,0.0,97,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,6672,0,0,0,0,0,46,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0.0,0.0,0.0,0.0
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2349,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,362,0,0,0,0,0,1,0,0,0,Man Utd,Burnley,Leicester,Huddersfield,,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,3900000,0,9,4.5,1.15384615384615e-06,2.3076923076923098e-06,0,234243,0,0,0,0,0,0,0,2.3,1167,-1,0,9,1,0.0,0,0.0,2,0,1,0,0,1.5,204434,0,0,0,0,97,294,0,0,38,West Brom,Watford,Tottenham,Chelsea,,0.0,0.0,0.0,8.4
Luke,Garbutt,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,535,0,0,0,0,0,0,0,0.0,49,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1149,0,0,0,0,0,74,0,0,0,Huddersfield,Southampton,West Ham,,,0.0,0.0,0.0,0.0
Dwight,Gayle,FWD,NEW,6100000,1,82,2.6,4.26229508196721e-07,1.3442622950819699e-05,0,211903,3,27,0,0,0,5,0,13.4,2693,-4,0,82,4,0.2,0,1.5,7,0,6,0,3,1.1,149771,0,0,0,2,1670,1607,0,0,240,West Brom,Watford,Tottenham,Chelsea,,2.9,3.7,2.0,123.4
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.264705882352941,6.302521008403361e-08,2.1428571428571398e-06,0,5732,0,0,0,3,0,0,0,2.1,49,-3,0,9,3,0.0,0,0.0,2,0,1,0,0,0.1,7002,0,0,0,0,90,47,0,0,26,Watford,West Brom,Newcastle,Leicester,,0.1,0.2,0.1,2.7
Kieran,Gibbs,DEF,WBA,5000000,1,73,2.4,4.8e-07,1.4599999999999999e-05,0,47404,2,42,0,0,0,0,0,14.6,380,0,0,73,0,0.5,0,2.5,1,0,6,0,2,0.4,52836,0,0,0,0,2556,209,0,0,426,Newcastle,Tottenham,Crystal Palace,,,1.4,2.4,2.9,93.3
Olivier,Giroud,FWD,CHE,8200000,0,63,2.5,3.04878048780488e-07,7.682926829268291e-06,0,211429,0,8,0,0,0,6,0,7.7,2278,-3,0,63,3,0.5,0,4.0,7,0,3,0,1,2.1,206380,0,0,0,2,695,37407,0,0,233,Swansea,Liverpool,Huddersfield,Newcastle,,1.8,4.9,1.9,108.5
Connor,Goldson,DEF,BHA,3900000,0,5,0.147058823529412,3.77073906485671e-08,1.28205128205128e-06,0,135734,1,4,0,0,0,0,0,1.3,3730,-1,0,5,1,0.0,0,0.0,0,0,1,0,0,2.7,251799,0,0,0,0,180,1801,0,0,33,Burnley,Man Utd,Man City,Liverpool,,0.1,0.2,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6e-07,1.3777777777777801e-05,0,169560,0,39,0,61,0,0,0,13.8,1229,0,0,62,0,0.0,0,0.0,4,0,5,0,0,1.3,135680,0,0,0,0,2038,54,0,0,386,Tottenham,Newcastle,Man Utd,,,2.1,2.6,1.8,45.1
Joseph,Gomez,DEF,LIV,4500000,1,77,3.5,7.77777777777778e-07,1.7111111111111098e-05,0,639902,3,22,0,0,0,0,0,17.1,2063,0,0,77,0,0.1,0,0.3,6,0,8,0,2,2.4,694965,0,0,0,2,1811,2981,0,0,448,Stoke,Chelsea,Brighton,,,4.5,3.3,4.7,70.7
Dan,Gosling,MID,BOU,4800000,0,55,2.2,4.58333333333333e-07,1.1458333333333301e-05,0,11308,8,39,0,0,0,2,0,11.5,262,-2,0,55,2,0.3,0,1.5,4,0,1,0,1,0.1,12048,0,0,0,0,1827,56,0,0,244,Southampton,Swansea,Burnley,,,1.5,1.9,1.5,88.6
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,258,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,36,0,0,0,0,0,0,0,0,0,West Brom,Watford,Tottenham,Chelsea,,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,4141,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,141,0,0,0,0,0,0,0,0,0,Southampton,Swansea,Burnley,,,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4200000,0,5,0.14285714285714302,3.40136054421769e-08,1.19047619047619e-06,0,29631,0,7,0,8,0,0,0,1.2,83,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.2,9958,0,0,0,0,270,51,0,0,44,Liverpool,Crystal Palace,Swansea,,,0.1,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,1,68,2.4,3.80952380952381e-07,1.0793650793650801e-05,0,311122,1,26,0,0,0,4,0,10.8,916,-2,0,68,2,0.1,0,0.5,3,0,5,0,3,1.3,256330,0,0,0,0,1273,120,0,0,200,Tottenham,Newcastle,Man Utd,,,1.4,2.5,1.4,92.3
Demarai,Gray,MID,LEI,5300000,0,71,2.3,4.33962264150943e-07,1.3396226415094301e-05,0,147687,2,25,0,0,0,3,0,13.4,616,-2,0,71,2,0.5,0,2.5,2,0,4,0,2,0.6,134739,0,0,0,0,1486,421,0,0,287,Crystal Palace,West Ham,Arsenal,Tottenham,,1.4,4.3,1.2,101.1
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,6518,0,0,0,0,0,0,0,0.0,89,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,13612,0,0,0,0,0,41,0,0,0,Everton,Man City,Chelsea,Arsenal,,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,6000000,0,151,4.4,7.33333333333333e-07,2.5166666666666698e-05,0,1756088,1,42,0,0,0,6,0,25.2,27811,5,0,151,-5,0.7,0,4.0,24,0,8,0,8,16.1,2522844,0,0,0,3,2650,19266,0,0,582,Burnley,Man Utd,Man City,Liverpool,,4.1,7.1,2.8,233.1
Marko,Grujic,MID,LIV,4200000,0,3,1.0,2.38095238095238e-07,7.142857142857141e-07,0,53013,0,0,0,0,0,0,0,0.7,104,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.4,52106,0,0,0,0,14,9,0,0,9,Stoke,Chelsea,Brighton,,,0.0,0.0,0.0,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,2,110,3.4,6.8e-07,2.2e-05,0,134378,2,27,0,0,0,2,0,22.0,5161,0,0,110,0,0.6,0,3.0,7,0,9,0,9,1.9,237478,0,0,0,1,2574,20411,0,0,434,Brighton,Arsenal,Bournemouth,,,3.4,2.4,3.6,197.7
Idrissa,Gueye,MID,EVE,4800000,2,67,2.2,4.58333333333333e-07,1.3958333333333301e-05,0,68698,6,41,0,0,0,1,0,14.0,414,-2,0,67,2,0.5,0,2.3,2,0,8,0,1,0.8,35685,0,0,0,0,2479,179,0,1,481,Huddersfield,Southampton,West Ham,,,1.2,1.9,1.2,87.6
Ilkay,Gundogan,MID,MCI,5400000,3,74,2.17647058823529,4.03050108932462e-07,1.3703703703703699e-05,0,132956,3,13,0,0,0,4,0,13.7,7981,-1,0,74,1,1.0,0,5.5,9,0,5,0,2,2.1,226375,0,0,0,2,1240,25773,0,0,332,West Ham,Huddersfield,Brighton,Southampton,,1.4,3.8,1.5,104.6
