FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Florent,Hadergjonaj,DEF,HUD,4500000,0,41,2.2,4.88888888888889e-07,9.11111111111111e-06,0,6414,3,25,0,0,0,0,0,9.1,270,0,0,41,0,0.6,0,2.7,5,0,3,0,1,0.1,10380,0,0,0,0,1372,203,0,0,229,Everton,Man City,Chelsea,Arsenal,,2.0,2.6,2.4,63.2
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,119446,0,0,0,0,0,0,0,0.0,1667,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.8,139107,0,0,0,0,0,1311,0,0,0,West Brom,Watford,Tottenham,Chelsea,,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,733,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,819,0,0,0,0,0,6,0,0,0,Man City,Leicester,Man Utd,Everton,,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4300000,0,7,0.20588235294117604,4.78796169630643e-08,1.62790697674419e-06,0,2510,0,0,0,2,0,0,0,1.6,178,-2,0,7,2,0.4,0,1.8,0,0,1,0,0,0.1,2573,0,0,0,0,94,1410,0,0,27,Crystal Palace,West Ham,Arsenal,Tottenham,,0.1,0.2,0.1,1.5
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,86809,0,0,0,0,0,0,0,0.0,115,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,5854,0,0,0,0,0,6,0,0,0,West Brom,Watford,Tottenham,Chelsea,,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,0.0285714285714286,6.34920634920635e-09,2.22222222222222e-07,0,2250,0,0,0,0,0,0,0,0.2,7,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1476,0,0,0,0,20,8,0,0,6,Newcastle,Tottenham,Crystal Palace,,,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4200000,1,59,3.1,7.380952380952379e-07,1.4047619047619e-05,0,534730,0,39,0,54,0,0,0,14.0,6037,-3,0,59,3,0.8,0,3.3,3,0,4,0,1,5.7,196196,0,0,1,1,1710,5807,0,0,341,Man City,Leicester,Man Utd,Everton,,0.0,5.6,3.2,40.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,3008,0,0,0,0,0,0,0,0.0,54,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5966,0,0,0,0,0,42,0,0,0,Liverpool,Crystal Palace,Swansea,,,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4400000,0,40,1.1764705882352902,2.6737967914438503e-07,9.09090909090909e-06,0,28636,7,25,0,0,0,1,0,9.1,95,-1,0,40,1,0.1,0,0.5,0,0,3,0,0,0.2,26032,0,0,0,0,1347,42,0,0,170,West Brom,Watford,Tottenham,Chelsea,,0.8,1.2,0.6,57.8
Eden,Hazard,MID,CHE,10500000,0,161,5.4,5.14285714285714e-07,1.53333333333333e-05,0,1348405,2,24,0,0,0,12,0,15.3,12372,0,0,161,0,0.3,0,3.0,24,0,10,0,5,6.2,1526557,0,0,0,5,2140,14338,0,0,645,Swansea,Liverpool,Huddersfield,Newcastle,,5.8,13.5,5.8,291.8
Tom,Heaton,GLK,BUR,4700000,0,8,0.22857142857142898,4.8632218844984807e-08,1.7021276595744699e-06,0,366311,0,4,0,8,0,0,0,1.7,259,-3,0,8,3,0.0,0,0.0,0,0,0,0,0,1.8,20211,0,0,0,0,305,77,0,0,48,Brighton,Arsenal,Bournemouth,,,0.1,0.1,0.1,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.5,1.19047619047619e-07,2.38095238095238e-07,0,9167,1,1,0,0,0,0,0,0.2,13,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2756,0,0,0,0,32,7,0,0,1,Everton,Man City,Chelsea,Arsenal,,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4600000,1,99,2.8,6.08695652173913e-07,2.15217391304348e-05,0,1539922,3,53,0,0,0,2,0,21.5,19889,1,0,99,-1,0.6,0,2.8,8,0,8,0,0,18.0,1965495,0,0,0,1,3116,7399,0,0,574,Newcastle,Tottenham,Crystal Palace,,,1.8,3.0,3.4,117.1
Tomer,Hemed,FWD,BHA,4600000,0,43,2.7,5.8695652173913e-07,9.347826086956521e-06,0,282482,0,8,0,0,0,2,0,9.3,1342,-4,0,43,4,0.0,0,0.0,5,0,3,0,2,1.0,303880,0,0,0,0,842,631,0,0,110,Burnley,Man Utd,Man City,Liverpool,,2.0,4.6,1.5,44.2
Jordan,Henderson,MID,LIV,5300000,2,68,1.94285714285714,3.66576819407008e-07,1.28301886792453e-05,0,166895,1,21,0,0,0,1,0,12.8,351,-2,0,68,2,0.5,0,2.5,3,0,12,0,1,1.1,129499,0,0,0,0,1958,1261,0,0,342,Stoke,Chelsea,Brighton,,,1.5,1.0,1.6,90.2
Jeff,Hendrick,MID,BUR,5400000,1,80,2.6,4.81481481481482e-07,1.4814814814814801e-05,0,25826,1,21,0,0,0,2,0,14.8,395,-1,0,80,1,0.1,0,0.8,1,0,9,0,2,0.2,26210,0,0,0,0,2137,97,0,0,277,Brighton,Arsenal,Bournemouth,,,2.3,1.6,2.4,89.9
Wayne,Hennessey,GLK,CRY,4400000,10,85,3.5,7.95454545454545e-07,1.9318181818181798e-05,0,131177,1,40,0,89,0,0,0,19.3,4326,-1,0,85,1,0.8,0,3.5,11,0,5,0,0,2.9,209779,0,0,0,2,2160,7967,0,0,453,Leicester,Stoke,West Brom,,,3.5,3.7,3.8,59.6
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,3642,0,0,0,0,0,0,0,0.0,54,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7452,0,0,0,0,0,44,0,0,0,Leicester,Stoke,West Brom,,,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5000000,0,38,1.11764705882353,2.2352941176470603e-07,7.6e-06,0,198645,5,13,0,0,0,0,0,7.6,238,-5,0,38,5,0.5,0,2.3,0,0,4,0,2,1.3,30075,0,0,0,0,1091,1135,0,0,202,Arsenal,Brighton,West Ham,Watford,,0.7,1.2,0.6,56.6
Wesley,Hoedt,DEF,SOU,5000000,0,60,2.5,5e-07,1.2e-05,0,9817,6,39,0,0,0,0,0,12.0,168,0,0,60,0,0.6,0,2.8,8,0,4,0,2,0.1,13455,0,0,0,0,2160,555,0,0,453,Bournemouth,Everton,Swansea,Man City,,2.0,3.4,2.0,79.0
Jonathan,Hogg,MID,HUD,4400000,0,45,1.7,3.8636363636363604e-07,1.0227272727272698e-05,0,36139,7,37,0,0,0,0,0,10.2,170,-1,0,45,1,0.5,0,2.0,0,0,6,0,0,0.2,44005,0,0,0,0,2069,119,0,1,342,Everton,Man City,Chelsea,Arsenal,,1.7,1.6,1.5,61.2
Pierre-Emile,H?jbjerg,MID,SOU,4300000,0,33,0.970588235294118,2.2571819425444602e-07,7.674418604651159e-06,0,38119,4,28,0,0,0,0,0,7.7,867,-2,0,33,2,0.5,0,2.0,0,0,2,0,0,0.4,43376,0,0,0,0,1378,865,0,0,223,Bournemouth,Everton,Swansea,Man City,,0.5,1.0,0.5,58.3
Rob,Holding,DEF,ARS,4400000,0,20,0.588235294117647,1.33689839572193e-07,4.54545454545455e-06,0,110375,2,14,0,0,0,0,0,4.5,378,-6,0,20,6,0.1,0,0.5,0,0,2,0,1,0.6,28375,0,0,0,0,639,167,0,0,153,Man Utd,Burnley,Leicester,Huddersfield,,0.3,0.6,0.3,22.4
Jose,Holebas,DEF,WAT,4800000,6,68,2.7,5.625e-07,1.41666666666667e-05,0,74393,6,43,0,0,0,0,0,14.2,1093,-2,0,68,2,0.5,0,2.5,6,0,6,0,4,0.5,69831,0,0,0,0,2111,338,0,0,383,Tottenham,Newcastle,Man Utd,,,2.1,2.6,1.8,115.4
Mason,Holgate,DEF,EVE,4000000,0,37,2.5,6.25e-07,9.25e-06,0,217036,3,14,0,0,0,0,0,9.3,2708,-5,0,37,5,0.0,0,0.0,0,0,4,0,0,1.1,201913,0,0,0,0,1183,84,0,0,214,Huddersfield,Southampton,West Ham,,,0.0,0.0,0.0,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,18735,0,0,0,0,0,0,0,0.0,33,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1286,0,0,0,0,0,1,0,0,0,Everton,Man City,Chelsea,Arsenal,,0.0,0.0,0.0,0.0
Callum,Hudson-Odoi,MID,CHE,4500000,0,2,0.0588235294117647,1.30718954248366e-08,4.44444444444444e-07,0,404,0,1,0,0,0,0,0,0.4,14,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.0,552,0,0,0,0,27,9,0,0,11,Swansea,Liverpool,Huddersfield,Newcastle,,0.0,0.0,0.0,3.8
Will,Hughes,MID,WAT,4600000,3,47,1.34285714285714,2.91925465838509e-07,1.0217391304347801e-05,0,78595,0,12,0,0,0,2,0,10.2,1433,-4,0,47,4,0.8,0,3.8,5,0,4,0,3,0.3,77512,0,0,0,1,725,1354,0,0,160,Tottenham,Newcastle,Man Utd,,,0.7,0.9,0.7,58.2
Jordan,Hugill,FWD,WHU,4900000,0,3,0.0882352941176471,1.80072028811525e-08,6.12244897959184e-07,0,1468,0,0,0,0,0,0,0,0.6,46,-6,1,3,6,0.1,0,0.3,0,0,0,0,0,0.0,1887,0,0,0,0,22,21,-1,0,4,Man City,Leicester,Man Utd,Everton,,0.0,0.0,0.0,0.0
Uwe,Hunemeier,DEF,BHA,3800000,0,1,0.0294117647058824,7.73993808049536e-09,2.6315789473684203e-07,0,420253,0,1,0,0,0,0,0,0.3,4021,-2,1,1,2,0.0,0,0.0,0,0,0,0,0,5.2,352880,0,0,0,0,17,11945,-1,0,5,Burnley,Man Utd,Man City,Liverpool,,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,5623,0,0,0,0,0,0,0,0.0,37,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,2375,0,0,0,0,0,41,0,0,0,Crystal Palace,West Ham,Arsenal,Tottenham,,0.0,0.0,0.0,0.0
Emerson,Hyndman,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,151,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,200,0,0,0,0,0,7,0,0,0,Southampton,Swansea,Burnley,,,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4700000,0,82,2.7,5.744680851063829e-07,1.74468085106383e-05,0,158431,1,32,0,0,0,2,0,17.4,4097,-3,0,82,3,0.2,0,1.0,5,0,4,0,6,1.1,192692,0,0,0,1,1872,1099,0,0,278,Southampton,Swansea,Burnley,,,2.1,2.6,2.1,149.4
Vicente,Iborra,MID,LEI,5700000,0,55,3.2,5.6140350877193e-07,9.64912280701754e-06,0,26370,0,17,0,0,0,3,0,9.6,1132,-3,0,55,3,0.4,0,2.5,6,0,3,0,0,0.1,22062,0,0,0,0,1276,10,0,0,276,Crystal Palace,West Ham,Arsenal,Tottenham,,0.0,0.0,0.0,60.4
Zlatan,Ibrahimovic,FWD,MUN,9500000,0,5,1.0,1.0526315789473699e-07,5.263157894736841e-07,0,40111,0,2,0,0,0,0,0,0.5,75,-5,0,5,5,0.0,0,0.0,0,0,0,0,0,0.1,38478,0,0,0,0,102,82,0,0,18,Arsenal,Brighton,West Ham,Watford,,0.0,0.0,0.0,12.6
Kelechi,Iheanacho,FWD,LEI,6500000,0,38,1.11764705882353,1.71945701357466e-07,5.84615384615385e-06,0,146524,2,8,0,0,0,1,0,5.8,403,-5,0,38,5,0.2,0,1.3,3,0,1,0,4,0.8,26198,0,0,0,0,573,244,0,0,108,Crystal Palace,West Ham,Arsenal,Tottenham,,0.6,1.4,0.6,44.8
Giannelli,Imbula,MID,STK,4500000,0,0,0.0,0.0,0.0,0,8454,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,975,0,0,0,0,0,0,0,0,0,Liverpool,Crystal Palace,Swansea,,,0.0,0.0,0.0,0.0
Tom,Ince,MID,HUD,5500000,0,80,2.5,4.54545454545455e-07,1.45454545454545e-05,0,97412,0,38,0,0,0,2,0,14.5,469,-5,0,80,5,0.5,0,2.7,3,0,7,0,1,0.4,37937,0,0,0,0,2390,118,0,0,265,Everton,Man City,Chelsea,Arsenal,,0.0,2.5,2.7,134.8
Danny,Ings,FWD,LIV,5400000,6,15,0.42857142857142894,7.93650793650794e-08,2.77777777777778e-06,0,9229,0,0,0,0,0,1,0,2.8,646,-1,0,15,1,0.4,0,2.0,0,0,2,0,1,0.2,14718,0,0,0,0,192,6930,0,0,48,Stoke,Chelsea,Brighton,,,0.2,0.2,0.2,18.7
Stephen,Ireland,MID,STK,4500000,1,3,0.0857142857142857,1.9047619047619002e-08,6.66666666666667e-07,0,2004,1,4,0,0,0,0,0,0.7,18,0,0,3,0,0.1,0,0.5,0,0,0,0,0,0.0,2276,0,0,0,0,114,21,0,0,9,Liverpool,Crystal Palace,Swansea,,,0.0,0.0,0.0,3.6
Alex,Iwobi,MID,ARS,5100000,2,74,3.4,6.66666666666667e-07,1.45098039215686e-05,0,216956,1,22,0,0,0,2,0,14.5,3783,-4,0,74,4,0.6,0,3.3,2,0,7,0,5,0.9,114748,0,0,0,0,1493,2916,0,0,340,Man Utd,Burnley,Leicester,Huddersfield,,1.7,6.0,2.3,141.7
,Izquierdo,MID,BHA,5900000,0,90,2.64705882352941,4.48654037886341e-07,1.5254237288135599e-05,0,25703,2,29,0,0,0,5,0,15.3,1046,-1,0,90,1,0.7,0,4.0,4,0,3,0,4,0.3,41031,0,0,0,1,1727,992,0,0,293,Burnley,Man Utd,Man City,Liverpool,,1.8,3.3,1.3,118.9
Jaroslaw,Jach,DEF,CRY,4200000,0,0,0.0,0.0,0.0,0,274,0,0,0,0,0,0,0,0.0,11,-3,1,0,3,0.0,0,0.0,0,0,0,0,0,0.0,355,0,0,0,0,0,3,-1,0,0,Leicester,Stoke,West Brom,,,0.0,0.0,0.0,0.0
Phil,Jagielka,DEF,EVE,4700000,7,51,2.3,4.8936170212766e-07,1.08510638297872e-05,0,358859,2,35,0,0,0,0,0,10.9,1203,-3,0,51,3,0.9,0,4.0,5,0,5,0,0,2.7,125616,0,0,0,1,1804,4520,0,0,358,Huddersfield,Southampton,West Ham,,,1.4,2.4,1.8,56.6
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0.0,0.0,0.0,0,10002,0,0,0,0,0,0,0,0.0,40,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1768,0,0,0,0,0,48,0,0,0,Crystal Palace,West Ham,Arsenal,Tottenham,,0.0,0.0,0.0,0.0
Matty,James,MID,LEI,4400000,0,26,2.0,4.54545454545455e-07,5.90909090909091e-06,0,28358,2,15,0,0,0,0,0,5.9,74,-1,0,26,1,0.0,0,0.0,0,0,4,0,0,0.2,19937,0,0,0,0,991,7,0,0,121,Crystal Palace,West Ham,Arsenal,Tottenham,,0.0,0.0,0.0,31.4
Kyle,Jameson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1417,0,0,0,0,0,0,0,0.0,99,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3619,0,0,0,0,0,134,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4800000,0,55,1.57142857142857,3.27380952380952e-07,1.1458333333333301e-05,0,46255,3,35,0,0,0,3,0,11.5,2722,-2,0,55,2,0.2,0,0.8,3,0,2,0,1,0.5,57029,0,0,0,2,1638,55,0,0,308,Tottenham,Newcastle,Man Utd,,,0.9,1.1,0.8,84.8
Vincent,Janssen,FWD,TOT,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,9045,0,0,0,0,0,0,0,0.1,2,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,990,0,0,0,0,1,2,0,0,2,Watford,West Brom,Newcastle,Leicester,,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,13659,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,746,0,0,0,0,0,1,0,0,0,Man Utd,Burnley,Leicester,Huddersfield,,0.0,0.0,0.0,0.0
,Jese,MID,STK,5400000,0,31,0.8857142857142858,1.6402116402116401e-07,5.74074074074074e-06,0,589930,0,17,0,0,0,1,0,5.7,149,-6,0,31,6,0.0,0,0.0,2,0,1,0,1,2.0,579511,0,0,0,1,609,33,0,0,93,Liverpool,Crystal Palace,Swansea,,,0.4,0.4,0.4,40.8
,Jesus,FWD,MCI,10300000,7,108,4.3,4.1747572815534e-07,1.04854368932039e-05,0,2410926,5,10,0,0,0,11,0,10.6,33855,-2,-1,108,2,0.6,2,6.0,14,0,8,0,7,14.4,2567671,0,0,0,2,1378,127202,1,0,380,West Ham,Huddersfield,Brighton,Southampton,,4.5,11.5,5.1,175.8
,Joao Mario,MID,WHU,6000000,1,29,0.852941176470588,1.42156862745098e-07,4.83333333333333e-06,0,15120,0,13,0,0,0,1,0,4.8,846,-5,0,29,5,0.6,0,3.8,2,0,2,0,1,0.1,21421,0,0,0,1,726,272,0,0,112,Man City,Leicester,Man Utd,Everton,,0.4,0.8,0.6,44.5
,Joel Pereira,GLK,MUN,3900000,0,0,0.0,0.0,0.0,0,198351,0,0,0,0,0,0,0,0.0,3170,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,4.2,415967,0,0,0,0,0,2436,0,0,0,Arsenal,Brighton,West Ham,Watford,,0.0,0.0,0.0,0.0
Ben,Johnson,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,852,0,0,0,0,0,0,0,0.0,29,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1273,0,0,0,0,0,48,0,0,0,Man City,Leicester,Man Utd,Everton,,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4100000,1,4,0.11428571428571402,2.78745644599303e-08,9.756097560975609e-07,0,36360,2,13,0,0,0,0,0,1.0,410,-4,0,4,4,0.1,0,0.3,0,0,0,0,0,0.3,12098,0,0,0,0,470,88,0,0,62,Liverpool,Crystal Palace,Swansea,,,0.0,0.0,0.1,16.6
Curtis,Jones,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,36,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,94,0,0,0,0,0,28,0,0,0,Stoke,Chelsea,Brighton,,,0.0,0.0,0.0,0.0
Phil,Jones,DEF,MUN,5500000,0,109,5.0,9.09090909090909e-07,1.98181818181818e-05,0,1934181,2,11,0,0,0,0,0,19.8,4624,5,0,109,-5,0.4,0,2.0,18,0,14,0,0,5.4,2068441,1,0,0,2,1883,9457,0,0,524,Arsenal,Brighton,West Ham,Watford,,7.2,11.3,7.4,52.0
,Jordan Ayew,FWD,SWA,5300000,2,100,3.1,5.849056603773579e-07,1.8867924528301898e-05,0,1125621,2,44,0,0,0,7,0,18.9,9476,3,0,100,-3,0.4,0,2.3,12,0,7,0,2,6.6,1336816,0,0,0,0,2490,28579,0,1,364,Chelsea,Bournemouth,Southampton,Stoke,,2.7,6.5,3.8,162.0
,Joselu,FWD,NEW,5500000,0,66,1.94117647058824,3.5294117647058796e-07,1.2e-05,0,171442,2,25,0,0,0,4,0,12.0,385,0,0,66,0,0.1,1,0.5,5,0,5,0,1,0.4,171841,0,0,0,0,1635,211,0,0,217,West Brom,Watford,Tottenham,Chelsea,,1.9,2.2,1.3,103.8
Christian,Kabasele,DEF,WAT,4400000,7,65,2.6,5.90909090909091e-07,1.4772727272727301e-05,0,186377,4,40,0,0,0,2,0,14.8,497,-1,0,65,1,0.4,0,1.8,2,0,6,0,0,0.5,203015,1,0,0,1,2129,428,0,0,380,Tottenham,Newcastle,Man Utd,,,2.0,2.4,1.7,76.3
Younes,Kaboul,DEF,WAT,4200000,0,7,3.5,8.33333333333333e-07,1.66666666666667e-06,0,23453,0,3,0,0,0,0,0,1.7,31,-3,0,7,3,0.0,0,0.0,0,0,1,0,0,0.1,3586,0,0,0,0,151,20,0,0,35,Tottenham,Newcastle,Man Utd,,,0.0,0.0,0.0,5.0
Elias,Kachunga,MID,HUD,5700000,0,46,2.4,4.21052631578947e-07,8.07017543859649e-06,0,27103,1,23,0,0,0,1,0,8.1,21,-3,0,46,3,0.1,0,0.3,0,0,6,0,1,0.1,14101,0,0,0,0,1327,4,0,0,151,Everton,Man City,Chelsea,Arsenal,,0.0,0.0,0.0,54.5
Sullay,Kaikai,MID,CRY,4300000,0,1,1.0,2.3255813953488398e-07,2.3255813953488398e-07,0,12165,0,0,0,0,0,0,0,0.2,7,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,13266,0,0,0,0,13,1,0,0,5,Leicester,Stoke,West Brom,,,0.0,0.0,0.0,0.6
Harry,Kane,FWD,TOT,13000000,0,191,5.8,4.46153846153846e-07,1.46923076923077e-05,0,5070189,5,29,0,0,0,25,0,14.9,8740,5,-1,191,-5,0.2,1,3.0,29,0,13,0,2,34.6,5095788,0,0,0,7,2714,232555,1,0,671,Watford,West Brom,Newcastle,Leicester,,8.3,15.3,8.2,370.4
N'Golo,Kante,MID,CHE,4900000,0,91,3.0,6.12244897959184e-07,1.8571428571428602e-05,0,1199094,3,28,0,0,0,1,0,18.6,5635,-1,0,91,1,0.5,0,2.3,9,0,14,0,2,11.6,806830,0,0,0,0,2634,6776,0,0,591,Swansea,Liverpool,Huddersfield,Newcastle,,2.4,5.8,2.3,138.4
Loris,Karius,GLK,LIV,4900000,2,73,2.0857142857142903,4.25655976676385e-07,1.4897959183673499e-05,0,43622,1,13,0,26,0,0,0,14.9,4811,-1,0,73,1,0.8,0,3.8,5,0,8,0,0,1.8,126493,0,0,1,0,1440,7444,0,0,311,Stoke,Chelsea,Brighton,,,2.1,1.4,2.3,23.8
Orestis,Karnezis,GLK,WAT,4500000,6,44,1.2571428571428602,2.7936507936507897e-07,9.77777777777778e-06,0,6880,0,21,0,32,0,0,0,9.8,880,0,0,44,0,0.6,0,2.8,5,0,4,0,0,0.2,16738,0,0,0,0,1111,157,0,0,222,Tottenham,Newcastle,Man Utd,,,0.6,0.7,0.6,23.7
Beram,Kayal,MID,BHA,4400000,0,19,0.558823529411765,1.2700534759358301e-07,4.31818181818182e-06,0,6373,2,11,0,0,0,0,0,4.3,30,-1,0,19,1,0.3,0,1.3,0,0,0,0,0,0.1,3519,0,0,0,0,566,57,0,0,89,Burnley,Man Utd,Man City,Liverpool,,0.3,0.6,0.3,23.0
Michael,Keane,DEF,EVE,5300000,8,72,2.7,5.09433962264151e-07,1.35849056603774e-05,0,575546,3,42,0,0,0,0,0,13.6,2672,-2,0,72,2,0.8,0,4.5,11,0,6,0,1,5.2,189834,0,0,0,0,2289,6093,0,0,460,Huddersfield,Southampton,West Ham,,,1.8,3.0,2.3,81.3
Martin,Kelly,DEF,CRY,4200000,0,33,0.942857142857143,2.24489795918367e-07,7.857142857142861e-06,0,74637,1,20,0,0,0,0,0,7.9,2164,-3,0,33,3,0.1,0,0.3,1,0,4,0,0,0.6,93802,1,0,0,0,1143,114,0,0,182,Leicester,Stoke,West Brom,,,0.5,0.5,0.5,32.6
,Kenedy,MID,NEW,4800000,1,45,1.3235294117647098,2.75735294117647e-07,9.375e-06,0,62376,1,5,0,0,0,2,0,9.4,6511,-2,0,45,2,0.6,0,3.0,5,0,6,0,2,2.8,222274,0,0,0,1,773,15272,0,0,148,West Brom,Watford,Tottenham,Chelsea,,1.0,1.4,0.7,62.9
Jonjoe,Kenny,DEF,EVE,4000000,0,50,1.42857142857143,3.5714285714285705e-07,1.25e-05,0,397372,2,31,0,0,0,0,0,12.5,7875,-5,0,50,5,0.0,0,0.0,2,0,5,0,2,2.1,497651,0,0,0,1,1589,3709,0,0,309,Huddersfield,Southampton,West Ham,,,0.7,1.1,0.8,59.5
,Ki Sung-yueng,MID,SWA,4700000,2,68,3.1,6.59574468085106e-07,1.4468085106382998e-05,0,70924,1,26,0,0,0,2,0,14.5,5214,-3,0,68,3,0.3,0,1.5,9,0,5,0,2,1.0,122826,0,0,0,1,1608,969,0,0,297,Chelsea,Bournemouth,Southampton,Stoke,,2.8,5.6,3.2,70.6
,Kiko Femenia,DEF,WAT,4300000,1,64,2.9,6.74418604651163e-07,1.4883720930232598e-05,0,483569,2,32,0,0,0,1,0,14.9,4411,-2,0,64,2,0.7,0,2.8,9,0,5,0,1,1.5,517488,0,0,0,1,1646,284,0,0,380,Tottenham,Newcastle,Man Utd,,,2.4,2.9,2.0,73.2
Andy,King,MID,SWA,4200000,2,42,1.23529411764706,2.94117647058824e-07,1e-05,0,398397,1,22,0,0,0,2,0,10.0,4663,-3,0,42,3,0.5,0,2.0,1,0,1,0,1,3.5,535640,0,0,0,0,1034,6873,0,0,172,Chelsea,Bournemouth,Southampton,Stoke,,0.6,1.3,0.7,39.2
Joshua,King,FWD,BOU,7000000,0,95,3.2,4.571428571428571e-07,1.35714285714286e-05,0,375872,2,35,0,0,0,6,0,13.6,4317,-5,0,95,5,0.6,0,4.5,8,0,6,0,4,1.8,166976,0,0,0,0,2180,3270,0,0,325,Southampton,Swansea,Burnley,,,3.2,3.5,2.9,175.3
Stephen,Kingsley,DEF,SWA,4500000,0,0,0.0,0.0,0.0,0,5953,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,228,0,0,0,0,0,1,0,0,0,Chelsea,Bournemouth,Southampton,Stoke,,0.0,0.0,0.0,0.0
Nya,Kirby,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,45,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,62,0,0,0,0,0,2,0,0,0,Leicester,Stoke,West Brom,,,0.0,0.0,0.0,0.0
Davy,Klaassen,MID,EVE,6900000,0,5,0.14285714285714302,2.0703933747412e-08,7.2463768115942e-07,0,83553,0,4,0,0,0,0,0,0.7,38,-6,0,5,6,0.0,0,0.0,0,0,0,0,0,0.4,6248,0,0,0,0,193,26,0,0,13,Huddersfield,Southampton,West Ham,,,0.1,0.1,0.1,4.9
Ragnar,Klavan,DEF,LIV,4100000,1,70,2.0,4.878048780487799e-07,1.70731707317073e-05,0,276403,0,15,0,0,0,1,0,17.1,2300,-4,0,70,4,0.5,0,2.0,7,0,7,0,0,1.6,326214,0,0,0,2,1359,9541,0,0,354,Stoke,Chelsea,Brighton,,,2.0,1.3,2.1,43.1
