FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Richarlison,MID,WAT,6000000,3,18,6.0,1e-06,3e-06,0,65111,0,2,0,0,0,1,0,3.0,47247,0,0,18,0,1.0,0,6.0,3,0,2,0,1,5.0,267455,0,0,0,1,210,79118,0,0,52,Southampton,Man City,Swansea,West Brom,Arsenal,8.1,4.1,9.0,8.5,8.3,8.6,9.0,7.6,6.3,8.0,3.1,3.0,9.0,9.0,4.0,9.0,9.0,4.4,9.0,5.2,6.9,7.1,5.7,8.8,9.0,3.9,7.7,5.9,6.5,4.2,8.6,6.0,9.0,8.0,6.1,26.4
Jairo,Riedewald,DEF,CRY,4900000,0,1,0.111111111111111,2.2675736961451203e-08,2.04081632653061e-07,0,10548,0,3,0,0,0,0,0,0.2,2708,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.2,303,0,0,0,0,90,44,0,0,19,Burnley,Southampton,Man City,Man Utd,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.2
Matt,Ritchie,MID,NEW,5900000,6,8,2.7,4.5762711864406795e-07,1.35593220338983e-06,0,64479,2,3,0,0,0,0,0,1.4,17028,-1,1,8,1,0.5,0,2.7,0,0,1,0,1,2.4,24007,0,0,0,0,267,12337,-1,0,43,Swansea,Stoke,Brighton,Liverpool,Southampton,3.7,4.1,1.9,3.0,1.4,3.7,2.5,4.0,1.4,1.8,1.4,1.5,4.1,4.1,1.4,1.9,2.2,2.7,1.4,2.6,1.7,2.3,2.2,1.7,2.2,1.4,2.7,2.0,2.2,1.4,4.0,1.7,2.1,1.8,3.0,18.4
Andrew,Robertson,DEF,LIV,4900000,0,9,1.0,2.04081632653061e-07,1.8367346938775502e-06,0,41400,0,0,0,0,0,0,0,1.8,16738,-1,0,9,1,0.6,0,3.0,3,0,1,0,0,2.1,52579,0,0,0,0,90,5837,0,0,35,Man City,Burnley,Leicester,Newcastle,Man Utd,0.5,0.5,0.5,0.5,0.5,1.2,0.5,0.5,0.6,0.5,0.5,0.7,1.0,0.7,0.5,0.5,0.5,1.1,0.5,0.5,0.6,0.5,1.1,0.5,0.6,0.9,0.5,0.6,0.9,0.5,0.8,0.5,1.3,0.5,1.0,8.7
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,163,0,0,0,0,0,0,0,0.0,38,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,22,0,0,0,0,0,8,0,0,0,Crystal Palace,Liverpool,Huddersfield,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4500000,0,0,0.0,0.0,0.0,0,3374,0,0,0,0,0,0,0,0.0,824,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,292,0,0,0,0,0,113,0,0,0,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,0,3,0.33333333333333304,6.80272108843537e-08,6.12244897959184e-07,0,20231,1,0,0,0,0,1,0,0.6,4411,-1,1,3,1,0.2,0,1.0,1,0,0,0,0,0.4,1964,0,0,0,0,38,374,-1,1,17,Brighton,West Ham,Arsenal,Watford,Leicester,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.4
Jay,Rodriguez,FWD,WBA,5900000,5,8,2.7,4.5762711864406795e-07,1.35593220338983e-06,0,59243,2,1,0,0,0,1,0,1.4,16024,-1,0,8,1,0.5,0,2.7,0,0,2,0,0,1.9,24308,0,0,0,0,264,15071,0,0,16,Brighton,West Ham,Arsenal,Watford,Leicester,3.5,3.4,3.3,1.4,1.8,2.0,1.6,2.2,1.6,3.7,2.7,2.7,3.8,1.6,1.4,1.8,3.7,4.1,3.8,2.1,1.9,3.1,1.5,2.1,1.4,3.1,3.9,3.3,1.9,1.4,1.8,2.3,2.0,1.4,3.4,18.4
Marcos,Rojo,DEF,MUN,5500000,0,0,0.0,0.0,0.0,0,1011,0,0,0,0,0,0,0,0.0,175,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,121,0,0,0,0,0,27,0,0,0,Stoke,Everton,Southampton,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio,Romero,GLK,MUN,4900000,0,0,0.0,0.0,0.0,0,2991,0,0,0,0,0,0,0,0.0,689,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,225,0,0,0,0,0,58,0,0,0,Stoke,Everton,Southampton,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6300000,1,3,1.0,1.58730158730159e-07,4.76190476190476e-07,0,52303,1,1,0,0,0,0,0,0.5,9590,-2,0,3,2,0.2,0,1.0,0,0,0,0,0,0.9,3537,0,0,0,0,96,1535,0,0,2,Brighton,West Ham,Arsenal,Watford,Leicester,0.8,1.1,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.6,0.5,0.9,0.5,0.5,0.5,0.9,1.1,1.2,0.5,0.5,0.7,0.5,0.5,0.5,0.7,1.0,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.8,1.8
Wayne,Rooney,FWD,EVE,7600000,1,18,6.0,7.894736842105259e-07,2.36842105263158e-06,0,225809,2,3,0,0,0,2,0,2.4,119601,1,0,18,-1,0.8,0,6.0,6,0,1,0,0,19.8,345035,0,0,0,0,269,92398,0,0,67,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,7.7,3.0,9.0,8.3,4.8,9.0,3.0,7.1,4.0,3.0,9.0,6.7,3.0,3.0,6.2,8.1,3.3,3.6,7.3,5.9,7.4,9.0,3.0,9.0,4.6,6.3,8.8,3.0,8.2,9.0,6.2,9.0,3.0,8.1,3.8,24.7
Danny,Rose,DEF,TOT,6400000,0,0,0.0,0.0,0.0,0,10364,0,0,0,0,0,0,0,0.0,2201,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.3,866,0,0,0,0,0,193,-1,0,0,Everton,Swansea,West Ham,Huddersfield,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam,Rosenior,DEF,BHA,4000000,1,1,0.111111111111111,2.7777777777777797e-08,2.5e-07,0,41450,0,0,0,0,0,0,0,0.3,18694,0,0,1,0,0.1,0,0.3,0,0,0,0,0,3.0,38337,0,0,0,0,45,30704,0,0,5,West Brom,Bournemouth,Newcastle,Arsenal,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
Wayne,Routledge,MID,SWA,5500000,1,5,1.7,3.09090909090909e-07,9.09090909090909e-07,0,1852,0,3,0,0,0,0,0,0.9,627,0,0,5,0,0.3,0,1.7,0,0,1,0,0,0.1,753,0,0,0,0,128,149,0,0,10,Newcastle,Tottenham,Watford,West Ham,Huddersfield,0.8,1.9,0.8,1.9,0.8,1.2,1.3,0.8,2.2,0.8,1.6,1.1,0.8,0.8,1.7,0.8,0.8,1.8,0.8,1.5,0.8,0.8,1.0,0.8,1.8,0.8,1.5,0.8,0.9,1.5,1.7,1.7,0.8,2.1,1.1,3.4
Antonio,Rudiger,DEF,CHE,6000000,6,7,2.3,3.83333333333333e-07,1.16666666666667e-06,0,33485,2,4,0,0,0,0,0,1.2,5898,0,0,7,0,0.4,0,2.3,0,0,1,0,0,2.2,4997,0,0,0,0,270,2342,0,0,44,Leicester,Arsenal,Stoke,Man City,Crystal Palace,1.2,2.6,1.3,1.5,3.0,1.8,1.9,1.4,2.6,1.2,1.2,2.5,1.7,2.1,1.9,1.2,2.9,3.4,1.2,3.0,3.3,2.4,2.9,2.1,1.4,2.1,3.1,2.6,2.6,2.0,1.7,1.6,3.1,2.1,1.2,6.9
Mathew,Ryan,GLK,BHA,4500000,6,9,3.0,6.66666666666667e-07,2e-06,0,5705,0,4,0,5,0,0,0,2.0,2024,0,0,9,0,0.7,0,3.0,0,0,1,0,0,0.7,2524,0,0,0,0,270,1118,0,0,47,West Brom,Bournemouth,Newcastle,Arsenal,Everton,2.6,3.3,3.2,2.2,3.7,3.0,2.4,4.5,4.4,2.5,3.6,2.6,3.5,4.5,1.6,2.2,2.8,2.3,3.0,4.1,2.2,3.0,2.5,2.4,1.5,3.3,1.7,3.6,3.9,2.0,4.3,2.9,4.1,1.8,1.8,3.1
Abdelhamid,Sabiri,MID,HUD,5000000,0,0,0.0,0.0,0.0,0,60,0,0,0,0,0,0,0,0.0,46,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,134,0,0,0,0,0,88,0,0,0,West Ham,Leicester,Burnley,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henri,Saivet,MID,NEW,4500000,0,0,0.0,0.0,0.0,0,733,0,0,0,0,0,0,0,0.0,242,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1141,0,0,0,0,0,217,0,0,0,Swansea,Stoke,Brighton,Liverpool,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diafra,Sakho,FWD,WHU,5500000,0,5,1.7,3.09090909090909e-07,9.09090909090909e-07,0,2875,1,5,0,0,0,0,0,0.9,1466,0,0,5,0,0.3,0,1.7,0,0,0,0,1,0.2,3351,0,0,0,0,72,811,0,0,7,Huddersfield,West Brom,Tottenham,Swansea,Burnley,0.8,1.0,0.8,0.8,2.0,1.3,1.5,1.4,1.3,2.4,0.8,1.3,0.9,2.6,0.8,1.7,1.4,1.7,0.8,0.8,1.9,1.6,1.5,0.8,0.8,1.8,1.2,0.8,0.9,0.8,2.2,1.4,0.9,0.8,2.3,3.0
Mamadou,Sakho,DEF,CRY,4900000,0,0,0.0,0.0,0.0,0,2443,0,0,0,0,0,0,0,0.0,1002,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,2808,0,0,0,0,0,2546,0,0,0,Burnley,Southampton,Man City,Man Utd,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakary,Sako,MID,CRY,4900000,0,0,0.0,0.0,0.0,0,1741,0,0,0,0,0,0,0,0.0,342,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,98,0,0,0,0,0,53,-1,0,0,Burnley,Southampton,Man City,Man Utd,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed,Salah,MID,LIV,9100000,11,23,2.55555555555556,2.8083028083028104e-07,2.52747252747253e-06,0,290105,0,2,0,0,0,2,0,2.6,59831,1,-1,23,-1,0.8,0,7.7,1,0,1,0,2,29.0,457183,0,0,0,2,204,235731,1,0,65,Man City,Burnley,Leicester,Newcastle,Man Utd,1.6,2.1,1.3,1.3,1.6,1.8,2.0,1.7,2.5,2.7,1.3,1.7,3.8,1.9,2.0,1.3,2.3,3.8,2.3,2.0,3.4,1.3,1.5,1.3,3.3,3.8,1.3,1.7,2.0,1.5,3.8,1.3,3.8,1.4,2.4,33.2
Renato,Sanches,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,11367,0,0,0,0,0,0,0,0.0,11367,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.2,114450,0,0,0,0,0,114450,0,0,0,Newcastle,Tottenham,Watford,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis,Sanchez,MID,ARS,11900000,2,2,0.222222222222222,1.8674136321195098e-08,1.6806722689075599e-07,0,71291,0,3,0,0,0,0,0,0.2,20067,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,2.7,56500,0,0,0,0,61,35352,0,0,10,Bournemouth,Chelsea,West Brom,Brighton,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.3
Davinson,Sanchez,DEF,TOT,6000000,1,1,0.111111111111111,1.85185185185185e-08,1.66666666666667e-07,0,775,0,0,0,0,0,0,0,0.2,563,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.1,2332,0,0,0,0,1,1598,0,0,3,Everton,Swansea,West Ham,Huddersfield,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0
,Sandro,FWD,EVE,7400000,2,4,0.444444444444444,6.006006006006009e-08,5.40540540540541e-07,0,51407,0,2,0,0,0,0,0,0.5,6359,-1,0,4,1,0.2,0,1.3,0,0,1,0,0,0.7,1749,0,0,0,0,138,629,0,0,6,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,0.2,0.2,0.3,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,3.2
Leroy,Sane,MID,MCI,8200000,1,4,0.444444444444444,5.42005420054201e-08,4.878048780487799e-07,0,145244,0,1,0,0,0,0,0,0.5,38596,-3,1,4,3,0.2,0,1.3,0,0,0,0,0,2.0,9502,0,0,0,0,98,2233,-1,0,11,Liverpool,Watford,Crystal Palace,Chelsea,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.2
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,1752,0,0,0,0,0,0,0,0.0,461,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,93,0,0,0,0,0,4,0,0,0,West Ham,Leicester,Burnley,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4500000,0,0,0.0,0.0,0.0,0,69,0,0,0,0,0,0,0,0.0,69,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,248,0,0,0,0,0,248,0,0,0,West Brom,Bournemouth,Newcastle,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher,Schindler,DEF,HUD,4500000,6,21,7.0,1.55555555555556e-06,4.6666666666666705e-06,0,37547,0,0,0,0,0,0,0,4.7,25423,0,0,21,0,1.6,0,7.0,3,0,3,0,0,4.4,189527,0,0,0,1,270,103333,0,0,85,West Ham,Leicester,Burnley,Tottenham,Swansea,9.7,10.5,10.5,6.8,10.5,6.9,7.0,7.6,9.5,7.1,8.0,6.7,7.6,7.9,10.5,9.9,10.5,6.6,6.5,8.8,8.2,9.0,8.7,9.0,10.5,10.5,5.9,8.4,8.3,10.5,7.0,9.4,10.5,10.5,10.4,9.8
Jeffrey,Schlupp,DEF,CRY,4900000,0,1,0.111111111111111,2.2675736961451203e-08,2.04081632653061e-07,0,6904,0,0,0,0,0,0,0,0.2,1758,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.2,502,0,0,0,0,6,115,0,0,4,Burnley,Southampton,Man City,Man Utd,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
Kasper,Schmeichel,GLK,LEI,5000000,9,17,5.7,1.14e-06,3.4e-06,0,23212,1,6,0,13,0,0,0,3.4,7686,0,0,17,0,1.1,0,5.7,3,0,1,0,0,4.0,35182,0,0,1,0,270,18313,0,0,78,Chelsea,Huddersfield,Liverpool,Bournemouth,West Brom,8.2,3.6,8.6,3.1,8.4,6.2,8.6,2.8,7.6,2.8,7.9,7.2,2.8,2.8,8.6,7.5,5.3,2.8,8.0,2.8,8.0,2.8,6.6,3.7,8.6,8.6,4.1,8.6,4.1,8.6,4.7,8.6,3.4,8.6,5.8,10.5
Morgan,Schneiderlin,MID,EVE,5000000,0,2,1.0,2e-07,4e-07,0,25409,0,1,0,0,0,0,0,0.4,5051,0,0,2,0,0.1,0,0.7,0,0,1,0,0,0.9,8353,0,0,0,0,177,1012,0,1,16,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,0.5,0.5,1.1,0.5,0.5,1.1,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.5,1.4,0.5,1.0,0.5,0.5,0.6,0.5,0.5,0.7,0.6,1.2,0.5,0.6,0.5,2.7
Kyle,Scott,MID,CHE,4500000,0,0,0.0,0.0,0.0,0,723,0,0,0,0,0,0,0,0.0,272,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,772,0,0,0,0,0,141,0,0,0,Leicester,Arsenal,Stoke,Man City,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,5900000,2,5,1.7,2.88135593220339e-07,8.474576271186441e-07,0,90781,0,2,0,0,0,0,0,0.8,14317,-1,0,5,1,0.3,0,1.7,0,0,0,0,0,2.2,19201,0,0,0,0,204,4876,0,0,23,Man Utd,Newcastle,Chelsea,Southampton,Man City,0.9,0.8,1.6,1.5,0.8,2.3,0.8,2.6,0.8,0.8,1.7,1.3,0.8,0.8,2.0,1.1,0.8,0.8,2.4,0.8,1.1,0.9,0.8,1.4,0.8,0.8,1.2,2.6,0.8,0.9,0.8,1.2,0.8,2.1,1.3,15.2
Luke,Shaw,DEF,MUN,4900000,0,0,0.0,0.0,0.0,0,1797,0,0,0,0,0,0,0,0.0,381,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,384,0,0,0,0,0,157,0,0,0,Stoke,Everton,Southampton,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Shawcross,DEF,STK,5000000,2,10,3.3,6.6e-07,2e-06,0,16688,0,2,0,0,0,0,0,2.0,9139,0,0,10,0,0.7,0,3.3,0,0,1,0,0,1.7,10729,0,0,0,0,270,1878,0,0,45,Man Utd,Newcastle,Chelsea,Southampton,Man City,0.0,0.0,0.0,4.2,1.6,4.8,2.6,4.9,2.6,2.2,4.4,2.9,3.6,2.1,4.3,4.4,1.6,1.6,4.9,1.6,3.8,4.0,1.6,4.9,1.6,1.6,3.5,4.9,1.6,4.5,1.6,3.3,1.6,4.9,2.9,10.4
Jonjo,Shelvey,MID,NEW,5400000,0,-2,-0.222222222222222,-4.11522633744856e-08,-3.7037037037037e-07,0,52609,0,2,0,0,0,0,0,-0.4,4145,-1,0,-2,1,-0.1,0,-0.7,0,0,0,0,0,0.7,1902,0,0,0,0,47,844,0,1,-3,Swansea,Stoke,Brighton,Liverpool,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1136,0,0,0,0,0,0,0,0.0,215,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,36,0,0,0,0,0,2,0,0,0,Man City,Burnley,Leicester,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,9183,0,0,0,0,0,0,0,0.0,2835,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,630,0,0,0,0,0,153,0,0,0,West Brom,Bournemouth,Newcastle,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8400000,2,3,1.5,1.78571428571429e-07,3.5714285714285705e-07,0,133745,0,3,0,0,0,0,0,0.4,32236,-1,0,3,1,0.1,0,1.0,0,0,0,0,0,5.0,52508,0,0,0,0,119,18081,0,0,19,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,0.8,0.8,2.0,1.0,0.8,2.0,0.8,0.8,0.8,0.8,1.7,0.9,0.8,0.8,1.1,1.3,0.8,0.8,0.8,0.8,0.9,2.2,0.8,1.7,0.8,0.8,1.2,0.8,0.9,1.4,1.1,2.0,0.8,1.2,0.8,4.8
Danny,Simpson,DEF,LEI,4500000,1,7,2.3,5.11111111111111e-07,1.55555555555556e-06,0,52902,0,6,0,0,0,0,0,1.6,19873,0,0,7,0,0.5,0,2.3,0,0,1,0,0,4.8,33655,0,0,0,0,270,8945,0,0,47,Chelsea,Huddersfield,Liverpool,Bournemouth,West Brom,2.3,1.2,2.7,1.2,2.7,1.5,3.4,1.2,2.0,1.2,3.2,1.9,1.2,1.2,3.4,2.0,1.3,1.2,2.2,1.2,2.4,1.2,1.7,1.2,3.4,3.0,1.2,3.2,1.7,3.1,1.2,2.5,1.4,2.6,2.3,5.9
Joshua,Sims,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,867,0,0,0,0,0,0,0,0.0,233,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,274,0,0,0,0,0,72,0,0,0,Watford,Crystal Palace,Man Utd,Stoke,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
