FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,35617,0,0,0,0,0,0,0,0.0,18074,0,0,0,0,0.0,0,0.0,0,0,0,0,0,4.4,7456,0,0,0,0,0,1651,0,0,0,Arsenal,Brighton,Everton,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1136,0,0,0,0,0,0,0,0.0,151,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,57,0,0,0,0,0,3,0,0,0,Huddersfield,West Brom,Tottenham,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4900000,6,8,0.8888888888888891,1.8140589569161e-07,1.63265306122449e-06,0,9878,0,0,0,0,0,1,0,1.6,2564,-1,0,8,1,0.6,0,2.7,0,0,0,0,0,0.6,8463,0,0,0,0,45,6644,0,0,27,Stoke,Everton,Southampton,Crystal Palace,Liverpool,0.4,1.2,0.4,0.6,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.9,0.6,0.5,0.4,0.4,0.4,0.6,0.4,0.5,0.4,0.4,0.4,0.6,0.7,0.5,0.4,8.8
Leroy,Fer,MID,SWA,5500000,5,9,3.0,5.454545454545451e-07,1.63636363636364e-06,0,10754,2,4,0,0,0,0,0,1.6,3821,0,0,9,0,0.5,0,3.0,0,0,2,0,1,0.6,10932,0,0,0,0,270,8324,0,0,34,Newcastle,Tottenham,Watford,West Ham,Huddersfield,2.2,4.2,1.5,4.1,1.5,2.9,3.1,1.5,4.5,2.1,3.6,2.8,1.5,1.5,3.8,1.7,2.2,4.0,1.5,3.5,1.5,2.1,2.6,1.5,4.1,1.6,3.5,1.5,2.3,3.5,3.8,3.9,1.5,4.4,2.8,10.8
Edimilson,Fernandes,MID,WHU,4500000,1,3,1.0,2.22222222222222e-07,6.66666666666667e-07,0,4476,1,6,0,0,0,0,0,0.7,1868,0,0,3,0,0.2,0,1.0,0,0,0,0,0,0.3,2435,0,0,0,0,171,427,0,0,15,Huddersfield,West Brom,Tottenham,Swansea,Burnley,0.0,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.5,1.2,0.5,0.5,0.5,0.9,0.5,0.9,0.6,0.6,0.5,0.5,0.9,0.7,0.5,0.5,0.5,1.2,0.5,0.5,0.5,0.5,1.1,0.5,0.5,0.5,1.4,4.9
Federico,Fernandez,DEF,SWA,4500000,6,15,5.0,1.11111111111111e-06,3.3333333333333304e-06,0,26859,0,4,0,0,0,0,0,3.3,6109,0,0,15,0,1.1,0,5.0,3,0,2,0,0,2.4,56528,0,0,0,0,270,9680,0,0,69,Newcastle,Tottenham,Watford,West Ham,Huddersfield,3.8,7.5,2.5,6.9,2.5,5.1,5.7,2.9,7.5,3.6,6.7,6.1,2.9,2.5,4.8,3.3,5.0,7.5,2.5,5.9,3.0,4.1,4.6,2.5,7.5,2.8,7.5,2.7,6.2,7.5,4.8,7.5,2.5,7.4,6.1,7.9
,Fernandinho,MID,MCI,5000000,2,10,3.3,6.6e-07,2e-06,0,48511,0,2,0,0,0,0,0,2.0,22563,0,0,10,0,0.7,0,3.3,0,0,1,0,1,3.7,119177,0,0,0,0,270,30423,0,0,50,Liverpool,Watford,Crystal Palace,Chelsea,Stoke,2.7,4.1,3.5,3.7,4.7,1.9,3.6,4.1,2.6,3.6,2.4,3.4,2.2,4.9,1.6,4.0,3.5,4.6,1.6,2.1,4.2,1.7,4.8,4.8,3.1,2.6,2.8,2.3,3.9,1.6,4.3,2.2,4.2,1.8,3.3,15.6
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,3053,0,0,0,0,0,0,0,0.0,452,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,191,0,0,0,0,0,44,0,0,0,Liverpool,Watford,Crystal Palace,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,0,6,0.666666666666667,1.48148148148148e-07,1.33333333333333e-06,0,5948,0,0,0,0,0,0,0,1.3,2191,0,0,6,0,0.4,0,2.0,0,0,2,0,0,0.3,14619,0,0,0,0,154,570,0,0,12,Brighton,West Ham,Arsenal,Watford,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.8,0.3,0.3,0.3,0.7,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,1.6
Roberto,Firmino,FWD,LIV,8600000,12,26,8.7,1.0116279069767401e-06,3.02325581395349e-06,0,221991,0,2,0,0,0,2,0,3.1,53257,1,-1,26,-1,1.0,0,8.7,6,0,2,0,2,30.5,572051,0,0,0,1,248,370675,1,0,101,Man City,Burnley,Leicester,Newcastle,Man Utd,10.4,11.5,6.2,7.0,11.4,12.3,10.7,8.3,12.5,12.6,6.3,9.9,13.0,11.6,8.0,6.8,10.0,13.0,12.0,12.0,13.0,8.1,11.4,7.6,13.0,13.0,6.8,11.2,8.7,6.3,13.0,9.2,13.0,7.8,12.3,32.1
Jon,Flanagan,DEF,LIV,4500000,0,0,0.0,0.0,0.0,0,97,0,0,0,0,0,0,0,0.0,75,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,185,0,0,0,0,0,95,0,0,0,Man City,Burnley,Leicester,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,18924,0,0,0,0,0,0,0,0.0,3590,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,1112,0,0,0,0,0,333,0,0,0,Huddersfield,West Brom,Tottenham,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,5000000,2,7,2.3,4.6e-07,1.4e-06,0,14300,0,2,0,0,0,0,0,1.4,6729,0,0,7,0,0.5,0,2.3,0,0,1,0,0,0.8,2769,0,0,0,0,270,509,0,0,42,Man Utd,Newcastle,Chelsea,Southampton,Man City,0.0,1.2,2.5,2.3,1.2,3.4,1.2,3.4,1.2,1.2,2.6,2.2,1.2,1.2,3.1,1.8,1.2,1.2,3.4,1.2,1.8,1.6,1.2,2.3,1.2,1.2,1.9,3.4,1.2,1.4,1.2,1.9,1.2,3.1,2.2,10.4
Phil,Foden,MID,MCI,4900000,0,0,0.0,0.0,0.0,0,1147,0,0,0,0,0,0,0,0.0,302,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,229,0,0,0,0,0,47,-1,0,0,Liverpool,Watford,Crystal Palace,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4900000,0,1,0.111111111111111,2.2675736961451203e-08,2.04081632653061e-07,0,34465,0,3,0,0,0,0,0,0.2,11616,-1,1,1,1,0.1,0,0.3,0,0,0,0,0,1.6,4138,0,0,0,0,90,888,-1,0,6,Huddersfield,West Brom,Tottenham,Swansea,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Fraser,Forster,GLK,SOU,5000000,11,20,6.7,1.34e-06,4e-06,0,47535,0,2,0,12,0,0,0,4.0,19282,0,0,20,0,1.3,0,6.7,3,0,2,0,0,8.0,98194,0,0,0,1,270,75543,0,0,66,Watford,Crystal Palace,Man Utd,Stoke,Newcastle,7.8,8.8,7.6,7.0,10.0,8.4,9.6,7.3,5.6,10.0,9.6,8.3,10.0,10.0,8.0,8.3,10.0,7.3,9.1,10.0,7.6,8.4,9.6,9.5,10.0,10.0,6.9,10.0,8.3,6.6,8.5,5.2,9.6,5.3,7.8,8.4
Ben,Foster,GLK,WBA,4500000,2,15,5.0,1.11111111111111e-06,3.3333333333333304e-06,0,68869,0,1,0,3,0,0,0,3.3,35451,0,0,15,0,1.1,0,5.0,1,0,2,0,0,18.0,217850,0,0,0,0,270,58245,0,0,54,Brighton,West Ham,Arsenal,Watford,Leicester,7.5,5.4,4.9,5.0,3.8,6.3,4.2,7.0,4.8,7.5,6.5,6.0,7.5,4.2,4.1,5.3,7.3,6.8,6.2,5.5,3.9,7.1,5.3,5.9,4.6,7.5,7.5,6.7,3.9,3.4,5.4,5.6,5.1,4.9,7.1,2.9
Timothy,Fosu-Mensah,DEF,CRY,4500000,1,4,1.3,2.88888888888889e-07,8.888888888888891e-07,0,23833,0,5,0,0,0,0,0,0.9,10910,0,0,4,0,0.3,0,1.3,0,0,0,0,0,1.7,21513,0,0,0,0,257,3342,0,0,47,Burnley,Southampton,Man City,Man Utd,Chelsea,1.1,0.7,0.9,0.6,0.6,0.6,0.8,2.0,1.3,1.6,1.6,1.1,1.0,0.7,0.6,1.4,1.1,0.6,0.7,0.6,0.6,0.7,1.0,0.6,1.3,0.6,0.6,0.9,0.8,0.8,1.2,1.3,1.3,0.6,0.8,6.0
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,50,0,0,0,0,0,0,0,0.0,50,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,119,0,0,0,0,0,119,0,0,0,Everton,Swansea,West Ham,Huddersfield,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4400000,0,2,0.222222222222222,5.05050505050505e-08,4.54545454545455e-07,0,73566,0,1,0,0,0,0,0,0.5,15737,-1,1,2,1,0.2,0,0.7,0,0,0,0,0,1.4,2772,0,0,0,0,79,1493,-1,0,16,Arsenal,Brighton,Everton,Leicester,Tottenham,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.7
Ryan,Fraser,MID,BOU,5400000,0,4,2.0,3.7037037037037e-07,7.407407407407409e-07,0,28537,0,2,0,0,0,0,0,0.7,10629,-1,1,4,1,0.2,0,1.3,0,0,0,0,0,0.9,6390,0,0,0,0,167,385,-1,0,19,Arsenal,Brighton,Everton,Leicester,Tottenham,1.0,1.4,1.4,3.0,1.7,1.0,1.7,1.2,1.1,2.9,1.2,1.5,1.9,1.0,1.7,1.5,2.1,3.0,1.6,2.5,1.6,1.3,2.9,1.3,2.6,1.0,1.0,1.1,1.6,2.2,1.0,1.0,1.1,1.4,2.0,8.5
Christian,Fuchs,DEF,LEI,5000000,1,7,2.3,4.6e-07,1.4e-06,0,42128,0,6,0,0,0,0,0,1.4,14031,0,0,7,0,0.5,0,2.3,0,0,1,0,0,3.5,17379,0,0,0,0,270,2720,0,0,50,Chelsea,Huddersfield,Liverpool,Bournemouth,West Brom,2.3,1.2,2.7,1.2,2.7,1.5,3.4,1.2,2.0,1.2,3.2,1.9,1.2,1.2,3.4,2.0,1.3,1.2,2.2,1.2,2.4,1.2,1.7,1.2,3.4,3.0,1.2,3.2,1.7,3.1,1.2,2.5,1.4,2.6,2.3,10.1
Jay,Fulton,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,654,1,0,0,0,0,0,0,0.0,181,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,281,0,0,0,0,16,79,0,0,-2,Newcastle,Tottenham,Watford,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,5000000,0,0,0.0,0.0,0.0,0,510,0,0,0,0,0,0,0,0.0,120,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,104,0,0,0,0,0,27,0,0,0,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,7000000,2,11,3.7,5.28571428571429e-07,1.57142857142857e-06,0,120773,0,2,0,0,0,1,0,1.6,48331,0,0,11,0,0.5,0,3.7,1,0,2,0,0,5.4,90431,0,0,0,0,217,28839,0,0,35,Watford,Crystal Palace,Man Utd,Stoke,Newcastle,2.6,4.7,2.7,2.5,4.9,2.8,4.8,3.8,2.2,5.6,4.4,4.6,5.6,5.6,2.9,2.4,5.2,2.5,4.9,4.4,3.0,4.1,3.5,4.4,5.6,5.6,2.8,5.3,4.7,4.1,3.2,2.6,5.3,2.6,3.3,11.0
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,1209,0,0,0,0,0,0,0,0.0,390,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,247,0,0,0,0,0,21,0,0,0,Bournemouth,Chelsea,West Brom,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,25687,0,0,0,0,0,0,0,0.0,8893,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.7,7643,0,0,0,0,0,2494,0,0,0,Swansea,Stoke,Brighton,Liverpool,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight,Gayle,FWD,NEW,6300000,0,3,1.5,2.38095238095238e-07,4.76190476190476e-07,0,71738,0,3,0,0,0,0,0,0.5,24228,-2,1,3,2,0.2,0,1.0,0,0,0,0,0,1.1,10867,0,0,0,0,126,314,-1,0,4,Swansea,Stoke,Brighton,Liverpool,Southampton,1.1,2.1,0.8,1.4,0.8,1.6,1.3,1.8,0.8,0.8,0.8,0.8,2.2,2.1,0.8,1.4,0.9,1.2,0.8,0.8,0.8,1.2,0.8,0.8,0.8,0.8,0.9,1.0,0.8,0.8,2.2,0.8,0.8,0.8,0.9,4.3
Kieran,Gibbs,DEF,WBA,5000000,0,0,0.0,0.0,0.0,0,4179,0,0,0,0,0,0,0,0.0,2270,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,7859,0,0,0,0,0,7437,0,0,0,Brighton,West Ham,Arsenal,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier,Giroud,FWD,ARS,8400000,1,7,0.7777777777777779,9.259259259259259e-08,8.33333333333333e-07,0,39008,0,1,0,0,0,1,0,0.8,13702,-1,1,7,1,0.3,0,2.3,0,0,0,0,0,1.7,11592,0,0,0,0,75,3781,-1,0,37,Bournemouth,Chelsea,West Brom,Brighton,Watford,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.5,0.4,0.4,0.4,0.4,0.6,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.4,1.0,0.4,0.4,0.4,12.0
Connor,Goldson,DEF,BHA,4000000,0,0,0.0,0.0,0.0,0,10409,0,0,0,0,0,0,0,0.0,3805,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,4404,0,0,0,0,0,983,0,0,0,West Brom,Bournemouth,Newcastle,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4500000,6,14,4.7,1.04444444444444e-06,3.11111111111111e-06,0,12563,0,3,0,6,0,0,0,3.1,4892,0,0,14,0,1.0,0,4.7,1,0,2,0,0,1.9,16532,0,0,0,0,270,4068,0,0,62,Southampton,Man City,Swansea,West Brom,Arsenal,6.2,3.0,7.0,7.0,5.3,5.8,7.0,4.0,4.0,5.1,2.9,3.6,7.0,7.0,3.3,7.0,6.2,2.4,6.9,3.9,3.9,5.3,3.5,6.1,5.9,4.2,4.9,4.2,4.8,2.7,6.8,4.7,7.0,5.1,5.4,4.3
Joseph,Gomez,DEF,LIV,4500000,10,17,5.7,1.26666666666667e-06,3.77777777777778e-06,0,15923,1,1,0,0,0,0,0,3.8,12241,0,0,17,0,1.3,0,5.7,2,0,2,0,1,2.0,72851,0,0,0,1,181,65651,0,0,77,Man City,Burnley,Leicester,Newcastle,Man Utd,6.0,6.7,2.8,3.7,7.0,8.0,7.5,4.8,8.2,7.7,3.9,6.5,8.6,8.0,5.3,3.5,6.2,8.6,7.1,7.1,8.3,5.9,7.5,5.0,8.3,8.6,4.0,7.6,5.7,2.8,8.6,6.5,8.6,4.5,8.0,13.6
Dan,Gosling,MID,BOU,4900000,2,2,0.222222222222222,4.53514739229025e-08,4.08163265306122e-07,0,1344,0,2,0,0,0,0,0,0.4,300,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.1,344,0,0,0,0,90,226,0,0,9,Arsenal,Brighton,Everton,Leicester,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,182,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,6,0,0,0,0,0,1,0,0,0,Swansea,Stoke,Brighton,Liverpool,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,2872,0,0,0,0,0,0,0,0.0,450,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,95,0,0,0,0,0,1,0,0,0,Arsenal,Brighton,Everton,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4400000,0,0,0.0,0.0,0.0,0,8330,0,0,0,0,0,0,0,0.0,2281,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.5,349,0,0,0,0,0,117,-1,0,0,Man Utd,Newcastle,Chelsea,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre,Gray,FWD,WAT,6400000,2,7,2.3,3.59375e-07,1.09375e-06,0,48401,1,0,0,0,0,0,0,1.1,17128,-1,1,7,1,0.4,0,2.3,0,0,2,0,1,1.7,22199,0,0,0,0,199,2897,-1,0,6,Southampton,Man City,Swansea,West Brom,Arsenal,1.7,1.2,3.3,2.2,3.0,1.8,2.5,1.6,2.4,1.7,1.2,1.2,3.4,2.9,1.2,3.0,2.7,1.2,2.7,1.2,1.6,1.5,1.2,3.4,2.6,1.2,2.8,1.4,2.0,1.2,1.9,1.7,3.2,1.7,1.5,5.2
Demarai,Gray,MID,LEI,5400000,1,3,0.33333333333333304,6.17283950617284e-08,5.55555555555556e-07,0,14362,0,2,0,0,0,0,0,0.6,4170,-1,0,3,1,0.2,0,1.0,0,0,0,0,0,0.5,2250,0,0,0,0,33,943,0,0,14,Chelsea,Huddersfield,Liverpool,Bournemouth,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.1
Pascal,Gro?,MID,BHA,5400000,3,7,2.3,4.25925925925926e-07,1.2962962962963e-06,0,11566,0,4,0,0,0,0,0,1.3,4240,-1,1,7,1,0.4,0,2.3,0,0,1,0,0,0.4,2693,0,0,0,0,241,789,-1,0,18,West Brom,Bournemouth,Newcastle,Arsenal,Everton,1.2,2.7,2.6,1.7,3.4,2.5,1.4,3.4,3.1,1.2,2.2,1.6,2.0,2.5,1.2,1.2,2.1,2.0,2.5,2.0,1.6,1.8,2.1,1.5,1.3,2.6,2.2,2.3,3.1,1.2,2.8,1.2,2.9,1.2,1.2,10.1
Marko,Grujic,MID,LIV,4400000,1,1,0.111111111111111,2.5252525252525296e-08,2.2727272727272702e-07,0,5168,0,0,0,0,0,0,0,0.2,2825,-1,1,1,1,0.1,0,0.3,0,0,0,0,0,0.3,5630,0,0,0,0,6,5059,-1,0,4,Man City,Burnley,Leicester,Newcastle,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Johann Berg,Gudmundsson,MID,BUR,5000000,1,5,1.7,3.4e-07,1e-06,0,1093,0,3,0,0,0,0,0,1.0,385,0,0,5,0,0.3,0,1.7,0,0,0,0,0,0.1,868,0,0,0,0,208,288,0,0,22,Crystal Palace,Liverpool,Huddersfield,Everton,West Ham,1.0,0.8,0.8,1.6,0.9,1.6,1.3,1.3,0.8,1.2,2.0,1.0,0.8,1.6,1.7,0.8,0.8,1.4,0.8,2.0,0.8,1.4,0.8,2.6,0.8,2.2,1.8,0.8,1.4,1.7,1.7,1.0,0.8,1.2,1.2,7.6
Idrissa,Gueye,MID,EVE,5000000,1,6,2.0,4e-07,1.2e-06,0,21494,1,3,0,0,0,0,0,1.2,6925,0,0,6,0,0.4,0,2.0,0,0,1,0,0,1.2,10698,0,0,0,0,270,1898,0,0,40,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,1.1,1.0,2.9,1.5,1.0,2.9,1.0,1.2,1.0,1.0,2.5,1.5,1.0,1.0,1.7,2.1,1.0,1.0,1.2,1.0,1.4,3.0,1.0,2.6,1.0,1.0,1.8,1.0,1.5,2.1,1.7,2.9,1.0,1.9,1.0,7.2
Ilkay,Gundogan,MID,MCI,5400000,0,0,0.0,0.0,0.0,0,9442,0,0,0,0,0,0,0,0.0,2623,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,2827,0,0,0,0,0,1130,0,0,0,Liverpool,Watford,Crystal Palace,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florent,Hadergjonaj,DEF,HUD,4500000,0,0,0.0,0.0,0.0,0,33,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,105,0,0,0,0,0,66,0,0,0,West Ham,Leicester,Burnley,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
