FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Markus,Henriksen,MID,HUL,4900000,0,16,0.18390804597701102,3.75322542810228e-08,3.26530612244898e-06,0,992,1,12,0,0,0,0,0,3.3,5,-6,0,16,6,0.0,0,0.0,0,0,0,0,0,0.0,974,0,0,0,0,572,4,0,0,64,West Ham,Middlesbrough,Man City,Stoke,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,2,51,2.8,4.7457627118644104e-07,8.64406779661017e-06,0,146378,0,16,0,0,0,3,0,8.6,1079,-1,0,51,1,0.5,0,2.7,3,0,4,0,2,0.9,130515,0,0,0,1,1107,1290,0,0,137,West Ham,Middlesbrough,Man City,Stoke,Watford,3.2,3.0,2.3,2.0,3.3,2.2,3.5,2.2,3.2
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,21240,1,8,0,0,0,0,0,0.7,99,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.3,5945,0,0,0,0,327,4,0,0,50,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,6300000,0,59,2.7,4.28571428571429e-07,9.36507936507936e-06,0,61193,4,14,0,0,0,0,0,9.4,2795,-2,0,59,2,0.0,0,0.0,6,0,9,0,3,0.6,60833,0,307,0,0,1817,211,0,1,403,West Brom,Everton,Sunderland,Chelsea,Burnley,0.0,2.4,2.6,1.8,3.7,2.3,1.4,1.4,2.0
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,178,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,218,0,0,0,0,0,5,0,0,0,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,1449,0,0,0,0,0,0,0,0.0,43,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2804,0,0,0,0,0,42,0,0,0,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2432,0,0,0,0,0,0,0,0.0,52,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,3077,0,0,0,0,0,49,0,0,0,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,12908,0,0,0,0,0,0,0,0.0,52,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1193,0,0,0,0,0,3,0,0,0,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4200000,0,31,0.35632183908046,8.48385331143952e-08,7.380952380952381e-06,0,143134,1,12,0,0,0,0,0,7.4,3378,-3,0,31,3,0.0,0,0.0,0,0,5,0,0,1.9,106891,0,0,0,0,1043,1819,0,0,186,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4000000,0,7,0.0804597701149425,2.01149425287356e-08,1.75e-06,0,68975,1,5,0,0,0,0,0,1.8,246,-5,0,7,5,0.0,0,0.0,0,0,1,0,0,0.5,47505,0,0,0,0,270,104,0,0,61,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Holebas,DEF,WAT,4600000,0,65,2.6,5.65217391304348e-07,1.4130434782608701e-05,0,393681,12,45,0,0,0,2,0,13.8,4751,1,1,65,-1,0.0,0,0.0,6,0,4,0,4,3.5,502226,0,96,0,1,2189,3157,-1,0,377,Sunderland,West Brom,Tottenham,Swansea,Hull City,2.6,3.2,1.6,2.7,2.0,3.6,1.4,1.5,2.5
Mason,Holgate,DEF,EVE,4000000,0,35,0.402298850574713,1.00574712643678e-07,8.75e-06,0,397765,2,4,0,0,0,0,0,8.8,8399,-5,0,35,5,0.0,0,0.0,3,0,4,0,1,5.7,582713,0,0,0,0,620,12936,0,0,163,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,0,3,0.0344827586206897,7.662835249042142e-09,6.66666666666667e-07,0,170,1,3,0,0,0,0,0,0.7,3,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,213,0,0,0,0,121,4,0,0,23,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Huddlestone,MID,HUL,4600000,-1,55,2.1,4.56521739130435e-07,1.19565217391304e-05,0,21418,5,36,0,0,0,1,0,12.0,4987,-4,0,55,4,-0.1,0,-0.3,5,0,4,0,2,0.3,23305,1,0,0,1,1823,40,0,1,314,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.0,0.0,1.0,2.3,1.0,2.3,1.2,1.6
Noor,Husin,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,62,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,67,0,0,0,0,0,1,0,0,0,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert,Huth,DEF,LEI,4900000,7,58,2.2,4.4897959183673497e-07,1.18367346938776e-05,0,70305,7,42,0,0,0,1,0,11.8,567,-1,0,58,1,1.2,0,6.0,0,0,5,0,2,1.6,68700,1,453,0,0,2296,18705,0,0,355,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,2.6,2.1,1.1,1.9,1.8,1.6,2.1,1.5,2.6
Emerson,Hyndman,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,1331,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,668,0,0,0,0,0,2,0,0,0,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,1,30,0.34482758620689696,7.03729767769177e-08,6.1224489795918405e-06,0,162228,0,20,0,0,0,0,0,6.1,216,-6,0,30,6,0.1,0,0.3,0,0,3,0,0,1.1,26012,0,184,0,0,931,37,0,0,123,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11400000,0,144,5.8,5.08771929824561e-07,1.26315789473684e-05,0,3000402,6,21,0,0,0,15,0,12.6,41769,-1,0,144,1,0.0,1,-0.5,24,0,10,0,6,25.5,2216751,0,0,0,5,2250,5498,0,0,478,West Brom,Everton,Sunderland,Chelsea,Burnley,0.0,7.4,7.4,6.7,14.3,7.9,7.0,6.3,7.2
Odion,Ighalo,FWD,WAT,6800000,0,39,2.2,3.23529411764706e-07,5.73529411764706e-06,0,335490,1,29,0,0,0,1,0,5.7,581,-7,0,39,7,0.0,0,0.0,2,0,2,0,1,2.5,94064,0,709,0,0,1291,48,0,0,84,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelechi,Iheanacho,FWD,MCI,6000000,0,48,3.0,5e-07,8e-06,0,785921,0,8,0,0,0,4,0,8.0,1485,-10,0,48,10,0.1,0,0.3,6,0,1,0,3,2.3,759340,0,242,0,1,490,368,0,0,168,Arsenal,Chelsea,Hull City,Southampton,Man Utd,2.6,2.1,3.9,2.8,2.5,2.7,2.7,3.8,2.8
Giannelli,Imbula,MID,STK,4500000,0,24,0.27586206896551696,6.13026819923372e-08,5.333333333333329e-06,0,13936,1,20,0,0,0,0,0,5.3,54,-5,0,24,5,0.1,0,0.3,1,0,2,0,1,0.2,5485,1,194,0,0,796,13,0,0,126,Leicester,Burnley,Liverpool,Hull City,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,23375,0,0,0,0,0,0,0,0.0,38,-6,0,0,6,0.0,0,0.0,0,0,0,0,0,0.2,4041,0,81,0,0,0,23,0,0,0,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gokhan,Inler,MID,LEI,4400000,0,0,0.0,0.0,0.0,0,9890,0,0,0,0,0,0,0,0.0,19,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3781,0,20,0,0,0,1,0,0,0,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen,Ireland,MID,STK,4400000,0,0,0.0,0.0,0.0,0,587,0,0,0,0,0,0,0,0.0,12,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,478,0,18,0,0,0,10,0,0,0,Leicester,Burnley,Liverpool,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lloyd,Isgrove,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,235,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,292,0,0,0,0,0,7,0,0,0,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branislav,Ivanovic,DEF,CHE,5600000,0,23,1.8,3.2142857142857103e-07,4.10714285714286e-06,0,192409,2,9,0,0,0,0,0,4.1,666,-4,0,23,4,0.0,0,0.0,2,0,1,0,1,2.7,34368,0,414,0,0,589,71,0,0,143,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Iwobi,MID,ARS,5600000,1,86,0.988505747126437,1.76518883415435e-07,1.5357142857142903e-05,0,249363,1,20,0,0,0,3,0,15.1,8847,-4,1,86,4,0.3,0,1.5,8,0,9,0,5,1.7,254997,0,150,0,1,1397,912,-1,0,339,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5
Phil,Jagielka,DEF,EVE,4600000,7,47,0.540229885057471,1.1744127936032e-07,1.0217391304347801e-05,0,265307,3,18,0,0,0,0,0,10.2,835,-4,0,47,4,0.9,0,4.3,4,0,4,0,1,2.7,271768,0,221,0,1,1441,5087,0,1,290,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Eldin,Jakupovic,GLK,HUL,4100000,1,56,0.64367816091954,1.5699467339501e-07,1.36585365853659e-05,0,453588,0,21,0,54,0,0,0,13.7,7244,1,0,56,-1,0.4,0,1.7,4,0,3,0,0,22.8,794282,0,0,1,2,1260,3589,0,0,284,West Ham,Middlesbrough,Man City,Stoke,Watford,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Daniel,James,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,325,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,377,0,0,0,0,0,7,0,0,0,Middlesbrough,Tottenham,West Ham,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew,James,MID,LEI,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,225,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,214,0,0,0,0,1,2,0,0,3,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4500000,6,31,0.35632183908046,7.91826309067688e-08,6.88888888888889e-06,0,15977,1,15,0,0,0,1,0,6.9,118,-5,0,31,5,0.7,0,3.0,0,0,1,0,1,0.1,18236,0,0,0,0,854,1200,0,0,141,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Vincent,Janssen,FWD,TOT,7500000,1,39,1.9,2.53333333333333e-07,5.2e-06,0,112527,0,8,0,0,0,1,0,5.2,1268,-5,0,39,5,0.1,0,1.0,3,0,1,0,2,0.8,61889,0,0,0,0,636,436,0,0,79,Burnley,Swansea,Watford,Bournemouth,Crystal Palace,0.0,1.3,1.9,2.0,1.0,1.7,1.2,1.5,1.3
Adnan,Januzaj,MID,SUN,5300000,3,42,2.1,3.9622641509434e-07,7.924528301886791e-06,0,55936,3,35,0,0,0,0,0,7.9,270,-2,0,42,2,0.5,0,2.5,0,0,3,0,3,0.5,37500,0,33,0,0,1460,232,0,1,138,Watford,Leicester,Man Utd,West Ham,Middlesbrough,1.5,1.3,1.5,1.2,1.3,1.7,1.5,1.7,1.0
Mile,Jedinak,MID,CRY,4500000,0,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,25857,0,1,0,0,0,0,0,0.4,26,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.1,1330,0,118,0,0,90,8,0,0,8,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4800000,0,2,0.0229885057471264,4.7892720306513395e-09,4.1666666666666704e-07,0,9941,0,1,0,0,0,0,0,0.4,17,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,9664,0,178,0,0,82,9,0,0,12,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jesus,FWD,MCI,8700000,0,26,0.298850574712644,3.43506407715682e-08,2.98850574712644e-06,0,425525,1,1,0,0,0,3,0,3.0,3120,-3,1,26,3,0.0,0,0.0,6,0,1,0,1,0.6,441407,0,0,0,2,203,314,-1,0,93,Arsenal,Chelsea,Hull City,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1
Glen,Johnson,DEF,STK,4700000,0,44,2.8,5.95744680851064e-07,9.36170212765957e-06,0,19444,1,21,0,0,0,0,0,9.4,448,-3,0,44,3,0.4,0,2.0,3,0,5,0,0,0.1,13696,0,324,0,0,1327,20,0,0,278,Leicester,Burnley,Liverpool,Hull City,Swansea,1.6,1.6,3.9,3.5,2.3,3.7,2.5,3.6,2.5
,Jonathan Benteke,FWD,CRY,4300000,0,1,0.0114942528735632,2.67308206361935e-09,2.3255813953488398e-07,0,26077,0,0,0,0,0,0,0,0.2,1100,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.4,36430,0,0,0,0,7,1119,0,0,3,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy,Jones,DEF,SUN,4400000,5,35,1.9,4.31818181818182e-07,7.95454545454546e-06,0,2431,5,31,0,0,0,0,0,8.0,84,-1,0,35,1,0.7,0,3.0,3,0,4,0,0,0.1,3423,0,211,0,0,1463,644,0,0,247,Watford,Leicester,Man Utd,West Ham,Middlesbrough,1.0,1.0,1.2,2.2,1.2,2.1,1.2,1.7,1.1
David,Jones,MID,BUR,5000000,0,1,1.0,2e-07,2e-07,0,3014,1,1,0,0,0,0,0,0.2,5,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,185,0,0,0,0,86,3,0,0,8,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jones,DEF,MUN,4700000,1,42,3.0,6.382978723404259e-07,8.936170212765961e-06,0,207521,1,10,0,0,0,0,0,8.9,11695,-3,0,42,3,0.3,0,1.5,4,0,3,0,0,1.1,234164,0,64,0,0,1224,1294,0,0,269,West Brom,Everton,Sunderland,Chelsea,Burnley,0.0,0.0,0.0,0.0,0.0,3.1,3.4,2.4,3.4
,Joselu,FWD,STK,5300000,0,0,0.0,0.0,0.0,0,6713,0,0,0,0,0,0,0,0.0,9,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,685,0,246,0,0,0,7,0,0,0,Leicester,Burnley,Liverpool,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Josh Robson,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,3587,0,0,0,0,0,0,0,0.0,39,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4962,0,0,0,0,0,12,0,0,0,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukas,Jutkiewicz,FWD,BUR,4300000,0,2,1.0,2.3255813953488398e-07,4.65116279069767e-07,0,29431,0,0,0,0,0,0,0,0.5,313,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.6,13896,0,0,0,0,13,166,0,0,5,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Kabasele,DEF,WAT,4800000,0,29,0.33333333333333304,6.94444444444444e-08,6.04166666666667e-06,0,3034,1,12,0,0,0,2,0,6.0,38,-2,0,29,2,0.0,0,0.0,1,0,1,0,0,0.0,1353,0,0,0,0,558,17,0,0,104,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Younes,Kaboul,DEF,WAT,4400000,2,56,2.5,5.68181818181818e-07,1.27272727272727e-05,0,44763,2,36,0,0,0,2,0,12.7,947,-1,0,56,1,0.2,0,1.0,1,0,4,0,0,1.2,61455,0,231,0,0,1869,1919,0,0,334,Sunderland,West Brom,Tottenham,Swansea,Hull City,2.4,3.1,1.5,2.6,1.9,3.4,1.3,1.4,2.4
Sullay,Kaikai,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,2274,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,200,0,9,0,0,0,8,0,0,0,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Kane,FWD,TOT,11200000,0,152,6.9,6.16071428571429e-07,1.35714285714286e-05,0,2113836,1,15,0,0,0,19,0,13.5,126107,2,1,152,-2,0.6,1,6.5,23,0,11,0,4,8.8,1759555,0,1053,0,6,1887,6653,-1,0,617,Burnley,Swansea,Watford,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,10.4,7.7,9.6,7.2
N'Golo,Kante,MID,CHE,4700000,2,66,2.4,5.1063829787234e-07,1.40425531914894e-05,0,761036,6,21,0,0,0,1,0,14.0,4125,-3,0,66,3,0.4,0,2.0,1,0,12,0,0,11.9,277447,0,501,0,0,2418,7448,0,0,427,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,1.9,1.5,1.3,1.5,2.0,1.3,2.3,1.3,2.7
Bartosz,Kapustka,MID,LEI,5000000,0,0,0.0,0.0,0.0,0,5795,0,0,0,0,0,0,0,0.0,12,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.1,551,0,0,0,0,0,9,0,0,0,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loris,Karius,GLK,LIV,4300000,0,32,0.36781609195402293,8.553862603581929e-08,7.44186046511628e-06,0,78997,0,12,0,20,0,0,0,7.4,452,-7,0,32,7,0.0,0,0.0,0,0,3,0,0,0.7,78912,0,0,0,0,900,64,0,0,153,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michael,Keane,DEF,BUR,5000000,6,89,3.1,6.2e-07,1.7800000000000002e-05,0,101278,2,42,0,0,0,2,0,17.8,2067,0,0,89,0,0.5,0,2.7,5,0,7,0,1,3.4,182222,0,0,0,2,2610,12633,0,0,503,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,4.0,4.2,2.1,1.6,3.0,2.9,4.3,2.5,4.5
Will,Keane,FWD,HUL,4400000,0,8,0.0919540229885057,2.08986415882968e-08,1.81818181818182e-06,0,38944,0,10,0,0,0,0,0,1.8,179,-1,0,8,1,0.0,0,0.0,0,0,1,0,0,0.2,40881,0,0,0,0,280,109,0,0,9,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin,Kelly,DEF,CRY,4200000,0,25,0.28735632183908,6.841817186644769e-08,5.95238095238095e-06,0,45863,3,30,0,0,0,0,0,6.0,424,-3,0,25,3,0.0,0,0.0,0,0,0,0,2,0.4,45518,0,96,0,0,1298,158,0,0,185,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
,Kenedy,MID,CHE,5100000,0,1,0.0114942528735632,2.2537750732476896e-09,1.9607843137254898e-07,0,2215,0,0,0,0,0,0,0,0.2,7,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.0,1247,0,86,0,0,16,7,0,0,2,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjoe,Kenny,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,793,0,0,0,0,0,0,0,0.0,55,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1482,0,0,0,0,0,50,0,0,0,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wahbi,Khazri,MID,SUN,6000000,1,17,0.195402298850575,3.2567049808429105e-08,2.83333333333333e-06,0,11682,3,15,0,0,0,0,0,2.8,21,-5,0,17,5,0.2,0,1.0,0,0,1,0,0,0.1,995,0,172,0,0,500,8,0,0,51,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Ki Sung-yueng,MID,SWA,5000000,1,23,0.264367816091954,5.28735632183908e-08,4.6e-06,0,4788,3,23,0,0,0,0,0,4.6,12,-5,0,23,5,0.1,0,0.3,0,0,1,0,0,0.0,1366,0,241,0,0,901,19,0,0,150,Middlesbrough,Tottenham,West Ham,Watford,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Michael,Kightly,MID,BUR,4200000,0,6,1.2,2.85714285714286e-07,1.4285714285714301e-06,0,31924,0,1,0,0,0,0,0,1.4,550,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.6,29133,0,0,0,0,104,34,0,0,20,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy,King,MID,LEI,4700000,0,32,0.36781609195402293,7.825874296894111e-08,6.80851063829787e-06,0,17677,2,18,0,0,0,1,0,6.8,135,-3,0,32,3,0.0,0,0.0,1,0,1,0,0,0.2,9560,0,174,0,0,1093,110,0,0,162,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Joshua,King,MID,BOU,5800000,8,124,4.4,7.586206896551721e-07,2.13793103448276e-05,0,95120,1,42,0,0,0,11,0,21.8,12246,3,-1,124,-3,2.0,1,11.7,10,0,6,0,2,13.1,630707,0,321,0,2,2022,117191,1,0,392,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,3.4,2.4,4.3,2.6,5.6,4.8,5.3,6.4,4.1
Stephen,Kingsley,DEF,SWA,3900000,1,20,0.22988505747126398,5.8944886531093396e-08,5.12820512820513e-06,0,480687,0,19,0,0,0,0,0,5.1,5402,-1,0,20,1,0.1,0,0.3,2,0,2,0,0,9.3,632539,0,75,0,1,855,5078,0,0,151,Middlesbrough,Tottenham,West Ham,Watford,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jan,Kirchhoff,MID,SUN,4200000,0,12,0.137931034482759,3.28407224958949e-08,2.8571428571428602e-06,0,3618,1,11,0,0,0,0,0,2.9,35,-3,0,12,3,0.0,0,0.0,0,0,0,0,1,0.0,1680,0,118,0,0,433,39,0,0,61,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1
Ragnar,Klavan,DEF,LIV,4500000,3,39,2.4,5.33333333333333e-07,8.66666666666667e-06,0,81938,2,16,0,0,0,0,0,8.7,694,-5,0,39,5,0.5,0,2.3,4,0,3,0,0,0.8,66219,0,0,0,0,1225,1287,0,0,260,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,2.3,2.9,1.9,1.9,2.7,1.4,2.9,2.4,2.5
Aleksandar,Kolarov,DEF,MCI,5800000,0,83,3.3,5.68965517241379e-07,1.43103448275862e-05,0,202366,6,23,0,0,0,1,0,14.3,3503,-2,0,83,2,0.9,0,5.0,6,0,8,0,1,3.3,116243,1,429,0,2,2175,2623,0,0,480,Arsenal,Chelsea,Hull City,Southampton,Man Utd,3.9,3.1,4.0,3.6,2.7,3.2,3.9,3.3,2.8
Vincent,Kompany,DEF,MCI,5900000,0,3,0.0344827586206897,5.844535359438921e-09,5.084745762711859e-07,0,20118,1,1,0,0,0,0,0,0.5,108,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.4,7091,0,173,0,0,114,108,0,0,13,Arsenal,Chelsea,Hull City,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arouna,Kone,FWD,EVE,5100000,0,3,0.0344827586206897,6.76132521974307e-09,5.882352941176471e-07,0,69405,0,0,0,0,0,0,0,0.6,184,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.7,15436,0,289,0,0,46,89,0,0,9,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamine,Kone,DEF,SUN,4300000,0,55,2.5,5.81395348837209e-07,1.27906976744186e-05,0,108032,3,35,0,0,0,1,0,12.5,5020,-2,1,55,2,0.1,0,0.5,5,0,4,0,0,1.7,85075,0,176,0,2,1913,1269,-1,0,347,Watford,Leicester,Man Utd,West Ham,Middlesbrough,1.6,1.3,1.9,3.2,1.8,3.0,1.9,2.5,1.8
