FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,150,0,0,0,0,0,0,0,0.0,123,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,650,0,0,0,0,0,468,0,0,0,Stoke,Everton,Arsenal,West Ham,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edimilson,Fernandes,MID,WHU,4400000,0,9,0.5,1.13636363636364e-07,2.04545454545455e-06,0,14805,1,13,0,0,0,0,0,2.0,458,-1,0,9,1,0.1,0,0.3,0,0,0,0,0,0.2,6335,0,0,0,0,412,15,0,0,44,Newcastle,Bournemouth,West Brom,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.6
Federico,Fernandez,DEF,SWA,4500000,0,37,2.8,6.22222222222222e-07,8.22222222222222e-06,0,175404,2,18,0,0,0,0,0,8.2,3445,0,0,37,0,0.0,0,0.0,6,0,4,0,0,1.8,173751,1,0,0,0,1170,500,0,0,229,Crystal Palace,Liverpool,Watford,Tottenham,Newcastle,4.0,2.3,3.3,3.1,2.3,2.7,3.1,2.1,2.9,2.9,3.6,2.2,2.8,1.8,2.7,2.2,2.2,2.9,2.3,2.8,36.8
,Fernandinho,MID,MCI,5100000,2,59,3.3,6.47058823529412e-07,1.15686274509804e-05,0,405579,4,11,0,0,0,2,0,11.3,30559,1,1,59,-1,0.3,0,1.5,3,0,7,0,3,6.3,598472,0,0,0,1,1471,16807,-1,0,298,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,3.4,3.3,2.7,2.4,2.2,3.5,3.4,2.8,2.9,2.2,2.6,3.0,3.1,3.3,2.8,2.3,3.6,2.8,3.8,3.1,85.9
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4270,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,485,0,0,0,0,0,15,0,0,0,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,0,19,1.05555555555556,2.34567901234568e-07,4.2222222222222194e-06,0,17988,3,2,0,0,0,1,0,4.2,812,0,0,19,0,0.5,0,2.2,2,0,4,0,0,0.2,21397,0,0,0,0,438,98,0,0,59,Stoke,Everton,Arsenal,West Ham,Brighton,0.5,0.8,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,20.9
Roberto,Firmino,FWD,LIV,8700000,12,82,4.8,5.51724137931034e-07,9.42528735632184e-06,0,1836943,0,14,0,0,0,6,0,9.5,47861,2,-1,82,-2,0.6,0,5.0,14,0,8,0,4,25.2,1974254,0,0,0,2,1240,177349,1,0,340,Arsenal,Swansea,Leicester,Burnley,Man City,3.6,5.8,6.2,4.4,5.5,5.1,4.8,6.0,5.4,6.4,6.6,4.0,5.6,5.4,5.1,6.3,5.3,6.8,4.1,6.5,135.9
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,938,0,0,0,0,0,0,0,0.0,60,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,844,0,0,0,0,0,62,0,0,0,Arsenal,Swansea,Leicester,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,31435,0,0,0,0,0,0,0,0.0,363,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,5430,0,0,0,0,0,153,0,0,0,Newcastle,Bournemouth,West Brom,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4900000,2,49,2.7,5.510204081632651e-07,1e-05,0,46367,0,37,0,0,0,1,0,10.0,1649,-1,0,49,1,0.5,0,2.5,3,0,2,0,1,0.6,26579,0,0,0,1,1564,599,0,0,246,West Brom,Huddersfield,Chelsea,Newcastle,Man Utd,2.7,1.9,1.8,2.8,1.4,3.0,1.9,2.4,2.4,2.0,2.1,1.4,3.1,1.5,2.2,1.9,2.4,1.5,2.4,2.6,62.4
Phil,Foden,MID,MCI,4700000,1,1,0.0555555555555556,1.1820330969267101e-08,2.1276595744680897e-07,0,2222,0,1,0,0,0,0,0,0.2,35,-3,0,1,3,0.0,0,0.2,0,0,0,0,0,0.0,647,0,0,0,0,7,38,0,0,1,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Jose,Fonte,DEF,WHU,4800000,0,34,1.88888888888889,3.9351851851851796e-07,7.08333333333333e-06,0,143621,0,11,0,0,0,0,0,7.1,2335,-2,0,34,2,0.0,0,0.0,3,0,3,0,2,1.0,76668,0,0,0,0,688,33,0,0,156,Newcastle,Bournemouth,West Brom,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,1.5,2.8,1.3,1.8,1.0,1.0,1.8,1.6,1.7,1.2,1.7,0.9,1.3,0.9,1.3,33.4
Fraser,Forster,GLK,SOU,5000000,4,71,3.9,7.8e-07,1.42e-05,0,342347,0,24,0,66,0,0,0,14.2,11583,0,0,71,0,0.6,0,3.0,6,0,4,0,0,7.0,351569,0,0,1,1,1620,8163,0,0,330,Huddersfield,Tottenham,Man Utd,Crystal Palace,Watford,5.1,4.0,3.1,5.5,5.2,4.9,5.3,4.4,4.4,4.1,4.6,3.8,3.8,4.6,3.2,4.6,3.5,4.0,2.8,3.6,46.5
Ben,Foster,GLK,WBA,4400000,1,55,3.2,7.27272727272727e-07,1.25e-05,0,511961,2,23,0,39,0,0,0,12.5,14190,-1,0,55,1,0.9,0,3.8,4,0,5,0,0,10.1,322464,0,0,0,0,1530,6494,0,0,277,Stoke,Everton,Arsenal,West Ham,Brighton,2.9,3.0,4.0,3.2,4.3,1.8,2.5,3.6,3.0,4.1,3.7,3.0,2.6,3.8,3.2,2.0,3.5,2.6,3.9,3.8,28.8
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,15,1.4,3.18181818181818e-07,3.40909090909091e-06,0,78333,0,18,0,0,0,0,0,3.4,2291,-1,0,15,1,0.1,0,0.5,0,0,0,0,0,0.8,30310,0,0,0,0,860,40,0,0,152,Swansea,Arsenal,Man City,Southampton,Burnley,0.0,1.2,0.7,0.8,1.1,0.7,0.9,1.0,0.7,1.1,1.0,0.8,0.7,1.0,0.7,1.3,1.1,0.8,0.7,1.2,25.3
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1182,0,0,0,0,0,0,0,0.0,94,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1332,0,0,0,0,0,62,0,0,0,Burnley,Southampton,Swansea,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4400000,0,26,1.7,3.8636363636363604e-07,5.90909090909091e-06,0,136859,3,18,0,0,0,0,0,5.9,3554,-1,0,26,1,0.2,0,1.0,1,0,2,0,0,1.0,48313,0,0,0,0,1252,494,0,1,221,Man City,West Ham,Everton,Brighton,Arsenal,0.9,1.8,1.0,1.3,1.5,1.3,1.2,1.3,1.0,1.2,0.9,1.5,1.5,1.6,2.4,1.0,1.2,1.2,1.1,1.1,54.7
Ryan,Fraser,MID,BOU,5100000,1,24,1.33333333333333,2.61437908496732e-07,4.7058823529411794e-06,0,59837,0,10,0,0,0,1,0,4.7,573,-4,0,24,4,0.5,0,2.7,3,0,0,0,0,0.3,9818,0,0,0,1,602,165,0,0,85,Man City,West Ham,Everton,Brighton,Arsenal,0.7,0.9,1.1,0.7,0.9,0.7,0.7,0.7,0.7,0.9,0.7,0.7,0.9,0.7,0.8,0.7,0.7,0.7,0.9,0.7,34.9
Christian,Fuchs,DEF,LEI,4900000,0,39,3.0,6.12244897959184e-07,7.95918367346939e-06,0,163062,1,16,0,0,0,0,0,8.0,8134,-1,0,39,1,0.2,0,0.8,6,0,3,0,1,2.2,78219,0,0,0,1,1081,730,0,0,206,Man Utd,Watford,Liverpool,Huddersfield,Chelsea,3.0,3.6,2.5,3.6,2.9,3.2,1.8,2.7,2.4,3.2,2.8,2.9,3.5,3.1,3.0,2.7,3.1,3.7,4.0,2.7,42.0
Jay,Fulton,MID,SWA,4400000,0,0,0.0,0.0,0.0,0,3414,1,0,0,0,0,0,0,0.0,140,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3514,0,0,0,0,16,200,0,0,-2,Crystal Palace,Liverpool,Watford,Tottenham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,948,0,0,0,0,0,0,0,0.0,20,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,346,0,0,0,0,0,18,0,0,0,Chelsea,West Brom,Bournemouth,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6400000,2,40,2.5,3.90625e-07,6.25e-06,0,466725,1,11,0,0,0,3,0,6.3,3838,-6,0,40,6,0.1,0,0.8,4,0,4,0,0,1.5,245964,0,0,0,1,785,2098,0,0,120,Huddersfield,Tottenham,Man Utd,Crystal Palace,Watford,2.7,1.7,1.5,2.6,2.4,2.2,2.5,2.1,2.0,1.7,2.9,2.2,2.0,1.8,1.3,1.6,2.2,2.4,2.0,1.9,35.6
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2004,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,317,0,0,0,0,0,3,0,0,0,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,4000000,0,9,0.5,1.25e-07,2.25e-06,0,174689,0,0,0,0,0,0,0,2.3,10159,0,0,9,0,0.0,0,0.0,2,0,1,0,0,2.3,184448,0,0,0,0,97,195,0,0,38,West Ham,Man City,Brighton,Stoke,Swansea,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.4
Dwight,Gayle,FWD,NEW,6100000,1,40,2.22222222222222,3.6429872495446296e-07,6.55737704918033e-06,0,125369,1,19,0,0,0,3,0,6.6,7779,-4,0,40,4,0.6,0,3.8,4,0,0,0,1,1.1,66257,0,0,0,1,758,5447,0,0,139,West Ham,Man City,Brighton,Stoke,Swansea,1.3,1.7,2.2,2.1,1.9,1.5,1.8,1.7,2.0,1.8,1.3,2.0,1.3,2.4,1.7,2.0,1.5,2.3,1.9,1.4,56.8
Paulo,Gazzaniga,GLK,TOT,4300000,0,9,0.5,1.1627906976744199e-07,2.09302325581395e-06,0,3606,0,0,0,3,0,0,0,2.1,183,-2,0,9,2,0.0,0,0.0,2,0,1,0,0,0.1,5150,0,0,0,0,90,51,0,0,26,Burnley,Southampton,Swansea,West Ham,Everton,0.2,0.2,0.0,0.5,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Kieran,Gibbs,DEF,WBA,5000000,1,37,2.5,5e-07,7.400000000000001e-06,0,22227,1,20,0,0,0,0,0,7.4,1155,0,0,37,0,0.7,0,3.5,0,0,3,0,1,0.4,30583,0,0,0,0,1276,2921,0,0,213,Stoke,Everton,Arsenal,West Ham,Brighton,2.0,2.0,2.8,2.2,3.1,1.2,1.7,2.5,2.1,2.9,2.6,2.0,1.7,2.6,2.2,1.3,2.4,1.7,2.8,2.9,52.2
Olivier,Giroud,FWD,ARS,8200000,1,36,2.0,2.4390243902438996e-07,4.39024390243902e-06,0,112725,0,3,0,0,0,4,0,4.4,8825,-3,0,36,3,0.5,0,3.7,4,0,1,0,0,1.2,56448,0,0,0,1,360,1490,0,0,139,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,0.0,0.0,0.0,1.4,1.1,2.2,1.0,2.2,1.0,1.6,1.0,1.7,1.1,2.4,1.9,1.1,2.0,1.0,1.7,1.0,52.9
Connor,Goldson,DEF,BHA,3900000,0,0,0.0,0.0,0.0,0,38829,0,0,0,0,0,0,0,0.0,1865,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.0,40392,0,0,0,0,0,2076,0,0,0,Watford,Chelsea,Newcastle,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4500000,1,53,2.9,6.44444444444444e-07,1.1777777777777802e-05,0,83279,0,30,0,46,0,0,0,11.8,6371,0,0,53,0,0.6,0,2.5,4,0,5,0,0,2.5,119404,0,0,0,0,1588,1821,0,0,315,Brighton,Leicester,Swansea,Man City,Southampton,3.3,2.1,2.3,2.6,2.6,2.4,3.0,2.7,3.3,2.1,3.1,2.2,2.7,2.3,2.8,2.6,3.9,2.8,2.5,2.1,34.3
Joseph,Gomez,DEF,LIV,4700000,6,57,4.1,8.723404255319151e-07,1.21276595744681e-05,0,210611,2,11,0,0,0,0,0,12.1,16009,2,0,57,-2,0.7,0,3.5,6,0,6,0,2,5.9,465136,0,0,0,2,1091,36752,0,0,296,Arsenal,Swansea,Leicester,Burnley,Man City,3.3,4.5,4.2,4.2,4.1,3.9,3.8,5.4,4.5,6.1,4.9,3.1,5.2,4.9,2.8,4.6,4.5,5.1,4.5,5.9,46.8
Dan,Gosling,MID,BOU,4800000,0,12,0.666666666666667,1.38888888888889e-07,2.5e-06,0,3705,1,9,0,0,0,0,0,2.5,76,-2,0,12,2,0.1,0,0.3,0,0,0,0,0,0.1,1421,0,0,0,0,443,46,0,0,59,Man City,West Ham,Everton,Brighton,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.2
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,244,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,26,0,0,0,0,0,1,0,0,0,West Ham,Man City,Brighton,Stoke,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,3831,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,127,0,0,0,0,0,2,0,0,0,Man City,West Ham,Everton,Brighton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4300000,0,5,0.277777777777778,6.459948320413441e-08,1.16279069767442e-06,0,23477,0,7,0,8,0,0,0,1.2,665,-2,0,5,2,0.2,0,0.7,0,0,0,0,0,0.3,7432,0,0,0,0,270,75,0,0,44,West Brom,Huddersfield,Chelsea,Newcastle,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,6.3
Andre,Gray,FWD,WAT,6300000,1,46,2.6,4.12698412698413e-07,7.3015873015873e-06,0,198557,1,16,0,0,0,2,0,7.3,14313,-2,0,46,2,0.3,0,2.0,2,0,5,0,3,2.0,185208,0,0,0,0,940,11225,0,0,125,Brighton,Leicester,Swansea,Man City,Southampton,2.4,2.2,2.0,2.4,2.1,2.5,3.0,1.5,2.1,2.5,2.4,1.6,2.0,2.3,1.9,2.2,2.5,2.0,2.5,1.8,57.9
Demarai,Gray,MID,LEI,5300000,2,46,2.55555555555556,4.82180293501048e-07,8.679245283018871e-06,0,78810,2,15,0,0,0,3,0,8.7,12615,-2,0,46,2,0.6,0,3.2,2,0,3,0,1,1.4,112175,0,0,0,0,854,3851,0,0,181,Man Utd,Watford,Liverpool,Huddersfield,Chelsea,2.0,2.0,1.3,2.7,1.6,1.7,2.1,2.6,1.3,2.1,2.4,1.9,2.5,1.6,2.5,1.7,2.1,1.7,2.5,1.4,58.6
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,3065,0,0,0,0,0,0,0,0.0,225,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,9080,0,0,0,0,0,361,0,0,0,Southampton,Stoke,Burnley,Leicester,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,5900000,3,84,4.7,7.96610169491525e-07,1.42372881355932e-05,0,783266,1,22,0,0,0,3,0,14.2,96357,4,0,84,-4,0.5,0,2.7,14,0,6,0,5,18.0,1630401,0,0,0,1,1409,42138,0,0,315,Watford,Chelsea,Newcastle,Bournemouth,West Brom,4.8,4.0,5.0,6.1,4.6,5.1,4.6,6.3,4.5,6.4,6.2,5.0,3.1,5.5,6.6,4.2,5.4,4.2,5.3,3.4,104.4
Marko,Grujic,MID,LIV,4300000,0,3,0.166666666666667,3.87596899224806e-08,6.976744186046509e-07,0,36455,0,0,0,0,0,0,0,0.7,1694,-2,0,3,2,0.0,0,0.2,0,0,0,0,0,0.6,44743,0,0,0,0,14,142,0,0,9,Arsenal,Swansea,Leicester,Burnley,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,3,50,2.9,5.8e-07,1e-05,0,11489,1,9,0,0,0,0,0,10.0,2924,0,0,50,0,0.7,0,3.5,0,0,7,0,5,0.4,26212,0,0,0,0,1244,2435,0,0,199,Tottenham,Man Utd,Huddersfield,Liverpool,Crystal Palace,2.6,1.4,2.1,2.2,2.0,2.5,2.4,1.6,2.8,2.7,3.5,2.0,2.4,2.2,2.3,2.6,2.1,2.8,1.6,3.0,80.7
Idrissa,Gueye,MID,EVE,4800000,2,34,1.9,3.9583333333333297e-07,7.08333333333333e-06,0,54268,4,26,0,0,0,0,0,7.1,1237,-2,0,34,2,0.5,0,2.3,0,0,5,0,0,0.8,25714,0,0,0,0,1549,538,0,1,268,Chelsea,West Brom,Bournemouth,Man Utd,Tottenham,1.3,1.0,1.2,1.3,1.0,1.7,1.4,1.0,1.5,1.1,1.0,1.5,1.0,1.0,1.2,1.3,1.8,1.0,1.4,1.0,48.4
Ilkay,Gundogan,MID,MCI,5300000,13,25,1.38888888888889,2.6205450733752604e-07,4.71698113207547e-06,0,28778,0,3,0,0,0,1,0,4.7,1978,-2,0,25,2,0.6,0,3.0,2,0,1,0,1,0.6,39063,0,0,0,1,308,22915,0,0,94,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,0.9,0.8,0.7,0.7,0.7,0.9,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.9,0.7,1.0,0.7,27.9
Florent,Hadergjonaj,DEF,HUD,4500000,2,15,0.833333333333333,1.85185185185185e-07,3.3333333333333304e-06,0,1065,1,11,0,0,0,0,0,3.3,72,0,0,15,0,0.2,0,1.0,2,0,1,0,1,0.0,1582,0,0,0,0,405,91,0,0,92,Southampton,Stoke,Burnley,Leicester,West Ham,0.4,0.5,0.5,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.1,0.4,0.4,0.5,0.4,0.4,0.4,0.5,16.8
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,74483,0,0,0,0,0,0,0,0.0,3638,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,69446,0,0,0,0,0,3727,0,0,0,West Ham,Man City,Brighton,Stoke,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,483,0,0,0,0,0,0,0,0.0,30,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,592,0,0,0,0,0,26,0,0,0,Newcastle,Bournemouth,West Brom,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4400000,0,0,0.0,0.0,0.0,0,1679,0,0,0,0,0,0,0,0.0,62,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,579,0,0,0,0,0,21,0,0,0,Man Utd,Watford,Liverpool,Huddersfield,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,79732,0,0,0,0,0,0,0,0.0,996,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,5655,0,0,0,0,0,17,0,0,0,West Ham,Man City,Brighton,Stoke,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,2049,0,0,0,0,0,0,0,0.2,16,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1335,0,0,0,0,20,4,0,0,6,Stoke,Everton,Arsenal,West Ham,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4400000,0,45,3.2,7.27272727272727e-07,1.0227272727272698e-05,0,412753,0,30,0,39,0,0,0,10.2,14510,-1,0,45,1,0.3,0,1.2,3,0,3,0,1,6.4,129651,0,0,1,1,1260,2133,0,0,261,Newcastle,Bournemouth,West Brom,Tottenham,Huddersfield,3.6,2.4,0.0,6.8,2.3,3.3,4.8,3.1,3.8,2.4,2.4,3.9,3.6,3.7,2.8,3.8,1.9,3.0,2.2,3.1,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,1192,0,0,0,0,0,0,0,0.0,169,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3202,0,0,0,0,0,239,0,0,0,West Brom,Huddersfield,Chelsea,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4500000,1,28,1.8,4e-07,6.22222222222222e-06,0,23144,7,19,0,0,0,1,0,6.2,705,0,0,28,0,0.2,0,0.8,0,0,2,0,0,0.2,23578,0,0,0,0,1091,102,0,0,123,West Ham,Man City,Brighton,Stoke,Swansea,0.9,0.9,1.3,1.0,1.6,0.9,1.3,0.9,1.2,1.2,0.9,1.2,0.9,1.7,1.0,1.5,1.1,1.5,1.1,1.1,45.5
Eden,Hazard,MID,CHE,10900000,6,79,5.3,4.862385321100921e-07,7.24770642201835e-06,0,392870,1,8,0,0,0,5,0,7.2,86834,4,0,79,-4,0.5,0,5.8,12,0,5,0,4,14.6,1035179,0,0,0,3,948,28662,0,0,281,Everton,Brighton,Stoke,Arsenal,Leicester,6.3,6.4,6.3,4.5,6.2,5.2,6.9,6.1,6.9,4.1,4.2,6.5,5.5,6.1,7.1,5.9,7.5,6.9,5.4,6.3,122.2
Tom,Heaton,GLK,BUR,4800000,0,8,0.444444444444444,9.259259259259259e-08,1.66666666666667e-06,0,347489,0,4,0,8,0,0,0,1.7,2498,-2,0,8,2,0.0,0,0.0,0,0,0,0,0,1.7,18329,0,0,0,0,305,46,0,0,48,Tottenham,Man Utd,Huddersfield,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0555555555555556,1.32275132275132e-08,2.38095238095238e-07,0,8330,0,0,0,0,0,0,0,0.2,85,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2195,0,0,0,0,1,11,0,0,4,Southampton,Stoke,Burnley,Leicester,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4500000,1,56,3.1,6.88888888888889e-07,1.24444444444444e-05,0,950237,3,23,0,0,0,1,0,12.4,25192,0,0,56,0,0.7,0,3.2,6,0,5,0,0,18.3,1404050,0,0,0,1,1586,46625,0,0,311,Stoke,Everton,Arsenal,West Ham,Brighton,2.8,2.8,3.8,3.1,4.1,1.7,2.4,3.4,2.9,3.9,3.6,2.8,2.5,3.6,3.0,1.9,3.3,2.4,3.7,3.7,63.2
