FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,25567,0,0,0,0,0,0,0,0.0,108,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,15379,0,4,0,0,0,27,0,0,0,Watford,Stoke,Man Utd,Everton,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8800000,6,175,5.8,6.59090909090909e-07,1.98863636363636e-05,0,946894,0,21,0,0,0,7,0,19.9,20757,3,0,175,-3,0.9,0,7.8,22,0,13,0,15,18.3,1269131,0,738,0,5,2623,31230,0,0,634,Bournemouth,Crystal Palace,Arsenal,West Ham,Man Utd,7.6,5.5,6.7,4.3,12.8,6.1
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,119,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,140,0,0,0,0,0,5,0,0,0,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0
,Evandro,MID,HUL,4900000,0,11,0.11458333333333301,2.3384353741496602e-08,2.24489795918367e-06,0,648,1,5,0,0,0,0,0,2.2,7,-1,0,11,1,0.1,0,0.3,0,0,2,0,0,0.0,765,0,0,0,0,365,9,0,0,63,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1
Jonny,Evans,DEF,WBA,4400000,1,64,2.6,5.90909090909091e-07,1.45454545454545e-05,0,370614,7,31,0,0,0,1,0,14.5,2545,-1,0,64,1,0.7,0,3.3,6,0,4,0,1,4.4,249266,0,343,0,1,2137,1728,0,0,384,Liverpool,Leicester,Burnley,Chelsea,Man City,3.5,0.0,2.5,1.5,4.7,2.0
Lukasz,Fabianski,GLK,SWA,4800000,3,86,2.7,5.625e-07,1.7916666666666698e-05,0,157442,1,67,0,97,0,0,0,17.9,1217,-2,0,86,2,0.7,0,3.3,5,0,5,0,0,3.4,153241,0,366,1,0,2880,599,0,0,534,Watford,Stoke,Man Utd,Everton,Sunderland,1.8,3.3,2.0,2.7,2.0,3.3
,Fabio,DEF,MID,4400000,0,55,3.2,7.27272727272727e-07,1.25e-05,0,30791,5,18,0,0,0,0,0,12.5,2692,-1,0,55,1,0.3,0,1.5,8,0,6,0,0,0.5,49587,0,0,0,0,1399,232,0,0,293,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,4.3,6.7,3.3,2.9,4.2,3.6
Cesc,Fabregas,MID,CHE,6900000,1,84,0.875,1.26811594202899e-07,1.21739130434783e-05,0,274975,6,12,0,0,0,4,0,12.2,5646,-6,0,84,6,0.5,0,3.3,11,0,2,0,9,2.0,102261,0,617,0,2,936,770,0,0,366,Man Utd,Southampton,Everton,Middlesbrough,West Brom,0.4,0.4,0.4,0.4,1.0,0.6
Adam,Federici,GLK,BOU,4400000,0,8,0.0833333333333333,1.8939393939393898e-08,1.81818181818182e-06,0,4141,1,3,0,5,0,0,0,1.8,62,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,2138,0,31,0,0,180,12,0,0,37,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5000000,1,46,0.4791666666666671,9.58333333333333e-08,9.2e-06,0,154800,1,19,0,0,0,2,0,9.2,1963,-5,0,46,5,0.2,0,0.8,3,0,1,0,3,0.8,34734,0,0,0,1,916,103,0,1,189,Sunderland,Everton,Stoke,Tottenham,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2
Marouane,Fellaini,MID,MUN,5800000,2,39,1.6,2.75862068965517e-07,6.72413793103448e-06,0,19792,8,14,0,0,0,1,0,6.7,313,-2,0,39,2,0.6,0,3.3,0,0,6,0,0,0.3,13809,0,164,0,0,1267,470,0,0,219,Chelsea,Burnley,Man City,Swansea,Arsenal,0.8,1.7,1.0,0.8,1.6,0.8
Leroy,Fer,MID,SWA,4800000,2,87,3.1,6.45833333333333e-07,1.8125e-05,0,675814,9,47,0,0,0,6,0,18.1,5929,-2,0,87,2,0.4,0,2.0,5,0,4,0,2,5.2,744844,0,107,0,2,2146,3130,0,0,386,Watford,Stoke,Man Utd,Everton,Sunderland,2.8,3.2,2.5,3.2,3.0,3.0
Edimilson,Fernandes,MID,WHU,4700000,1,24,0.25,5.3191489361702104e-08,5.1063829787234e-06,0,828,2,11,0,0,0,0,0,5.1,8,-3,0,24,3,0.2,0,1.0,0,0,1,0,0,0.0,845,0,0,0,0,551,8,0,0,80,Sunderland,Everton,Stoke,Tottenham,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,1,38,1.8,4.28571428571429e-07,9.04761904761905e-06,0,76028,5,38,0,0,0,0,0,9.0,1676,-3,0,38,3,0.5,0,2.3,1,0,3,0,1,1.8,51567,0,333,0,1,1890,875,0,0,322,Watford,Stoke,Man Utd,Everton,Sunderland,0.9,1.9,1.0,1.4,1.0,1.9
,Fernandinho,MID,MCI,5300000,0,55,2.2,4.15094339622642e-07,1.0377358490566001e-05,0,129609,4,23,0,0,0,1,0,10.4,1163,-2,0,55,2,0.2,0,1.3,3,0,6,0,1,1.4,81009,0,417,0,0,2125,341,0,2,356,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,1.2,1.4,1.6,1.5,3.9,1.7
,Fernando,MID,MCI,4700000,1,17,0.177083333333333,3.7677304964539e-08,3.61702127659574e-06,0,15618,3,9,0,0,0,0,0,3.6,73,-3,0,17,3,0.1,0,0.5,1,0,1,0,0,0.2,7913,0,236,0,0,558,58,0,0,99,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,0.1,0.1,0.1,0.1,0.2,0.1
Sam,Field,MID,WBA,4300000,0,8,0.0833333333333333,1.93798449612403e-08,1.86046511627907e-06,0,664,1,1,0,0,0,0,0,1.8,7,-2,1,8,2,0.1,0,0.3,0,0,1,0,0,0.0,664,0,0,0,0,172,5,-1,0,43,Liverpool,Leicester,Burnley,Chelsea,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8600000,5,155,5.2,6.046511627906979e-07,1.80232558139535e-05,0,1318167,5,37,0,0,0,10,0,18.0,15550,1,-1,155,-1,0.6,0,4.8,14,0,7,0,10,12.3,1404669,0,522,0,5,2624,25162,1,0,534,West Brom,Crystal Palace,Watford,Southampton,West Ham,4.6,6.1,5.7,6.2,3.9,7.0
Viktor,Fischer,MID,MID,4900000,0,21,0.21875,4.46428571428571e-08,4.28571428571429e-06,0,43914,0,6,0,0,0,0,0,4.3,27,-6,0,21,6,0.0,0,0.0,0,0,1,0,2,0.2,2171,0,0,0,0,407,3,0,0,74,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,0.1,0.2,0.1,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4200000,1,11,0.11458333333333301,2.7281746031746e-08,2.61904761904762e-06,0,5661,0,4,0,0,0,0,0,2.6,130,-3,0,11,3,0.1,0,0.5,0,0,0,0,0,0.1,6941,0,0,0,0,250,309,0,0,44,Leicester,Liverpool,Tottenham,Burnley,Man City,0.1,0.2,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,0,8,0.0833333333333333,1.93798449612403e-08,1.86046511627907e-06,0,18964,2,4,0,0,0,0,0,1.9,92,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.2,5013,0,67,0,0,315,33,0,0,51,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,5000000,0,13,0.135416666666667,2.70833333333333e-08,2.6e-06,0,12962,2,10,0,0,0,0,0,2.6,138,0,0,13,0,0.0,0,0.0,0,0,0,0,0,0.2,13892,0,0,0,0,322,74,0,0,24,Sunderland,Everton,Stoke,Tottenham,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4500000,2,89,2.8,6.22222222222222e-07,1.97777777777778e-05,0,574246,0,36,0,0,0,2,0,19.8,13309,0,0,89,0,0.5,0,2.3,2,0,8,0,2,9.3,430356,0,403,0,1,2759,5532,0,0,395,Liverpool,Leicester,Burnley,Chelsea,Man City,1.9,0.0,3.4,1.9,3.6,1.9
Michael,Folivi,FWD,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,378,0,0,0,0,0,0,0,0.2,11,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,462,0,0,0,0,10,4,0,0,2,Swansea,Hull City,Liverpool,Leicester,Everton,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5300000,6,73,2.7,5.09433962264151e-07,1.37735849056604e-05,0,237851,3,42,0,0,0,0,0,13.8,1195,-2,0,73,2,0.4,0,2.0,6,0,8,0,0,3.3,154467,0,487,0,0,2430,1798,0,0,478,Sunderland,Everton,Stoke,Tottenham,Liverpool,2.0,2.7,2.4,3.1,3.6,1.7
Adam,Forshaw,MID,MID,4500000,3,67,2.4,5.33333333333333e-07,1.48888888888889e-05,0,46347,3,25,0,0,0,0,0,14.9,997,0,0,67,0,0.2,0,1.0,3,0,8,0,2,0.5,60849,0,0,0,0,2243,182,0,0,365,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,1.6,4.0,1.5,1.2,1.9,1.2
Fraser,Forster,GLK,SOU,5000000,7,99,3.3,6.6e-07,1.98e-05,0,206229,3,37,0,56,0,0,0,19.8,2255,0,0,99,0,0.9,0,4.3,1,0,11,0,0,4.0,165828,0,233,0,0,2700,2985,0,0,469,Man City,Chelsea,Hull City,Liverpool,Arsenal,3.5,3.0,4.2,8.2,5.9,4.4
Ben,Foster,GLK,WBA,4700000,2,100,3.1,6.59574468085106e-07,2.12765957446809e-05,0,441533,2,41,0,100,0,0,0,21.3,12174,2,0,100,-2,0.6,0,3.0,4,0,6,0,0,14.1,664237,0,129,0,2,2880,1741,0,0,549,Liverpool,Leicester,Burnley,Chelsea,Man City,4.4,0.0,3.3,2.0,6.1,2.7
Timothy,Fosu-Mensah,DEF,MUN,4100000,0,1,0.0104166666666667,2.54065040650406e-09,2.4390243902438996e-07,0,9605,0,0,0,0,0,0,0,0.2,51,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.1,3899,0,40,0,0,1,47,0,0,2,Chelsea,Burnley,Man City,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4500000,1,71,2.5,5.55555555555556e-07,1.5777777777777803e-05,0,170598,3,46,0,0,0,0,0,15.8,902,0,0,71,0,0.8,0,3.5,5,0,8,0,1,1.3,164815,0,462,0,1,2398,606,0,1,518,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,1.7,2.6,1.7,3.0,2.7,1.2
Ryan,Fraser,MID,BOU,4700000,2,81,0.84375,1.7952127659574499e-07,1.72340425531915e-05,0,95548,2,28,0,0,0,3,0,17.2,5338,-3,0,81,3,0.4,0,2.0,8,0,5,0,6,1.4,152502,0,0,0,2,1451,1869,0,0,273,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,0.4,0.4,0.4,0.4,0.5,0.4
George,Friend,DEF,MID,4200000,0,46,0.4791666666666671,1.14087301587302e-07,1.0952380952381e-05,0,288959,2,19,0,0,0,0,0,10.7,2258,-3,1,46,3,0.0,0,0.0,5,0,3,0,2,1.8,148365,0,0,0,0,1350,101,-1,0,276,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,0.0,0.4,0.2,0.2,0.2,0.2
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,65581,0,0,0,0,0,0,0,0.0,125,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,4455,0,0,0,0,0,32,0,0,0,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.09375,2.08333333333333e-08,2e-06,0,908,0,7,0,0,0,0,0,2.0,10,0,0,9,0,0.0,0,0.0,0,0,0,0,1,0.0,1032,0,0,0,0,188,6,0,0,38,Leicester,Liverpool,Tottenham,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Fuchs,DEF,LEI,5300000,0,82,2.8,5.283018867924531e-07,1.5471698113207503e-05,0,414386,8,45,0,0,0,2,0,15.5,5871,-2,0,82,2,0.6,0,3.3,6,0,6,0,3,5.5,191627,0,482,0,1,2473,3008,0,0,531,Crystal Palace,Arsenal,West Brom,Watford,Man City,2.5,2.4,2.3,3.2,5.5,3.6
Jay,Fulton,MID,SWA,4400000,0,17,0.177083333333333,4.02462121212121e-08,3.86363636363636e-06,0,1516,2,14,0,0,0,0,0,3.9,10,-1,0,17,1,0.0,0,0.0,0,0,3,0,0,0.0,980,0,4,0,0,624,8,0,0,81,Watford,Stoke,Man Utd,Everton,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4600000,0,69,0.71875,1.5625e-07,1.4999999999999999e-05,0,196822,0,19,0,0,0,0,0,15.0,9716,-4,0,69,4,0.1,0,0.3,4,0,7,0,1,1.7,156882,0,304,0,0,1543,49,0,0,365,Burnley,West Ham,Chelsea,Swansea,Watford,0.0,0.0,0.0,0.0,0.0,0.4
Manolo,Gabbiadini,FWD,SOU,6500000,0,26,0.27083333333333304,4.1666666666666696e-08,4e-06,0,373170,1,6,0,0,0,4,0,3.9,34282,0,1,26,0,0.0,0,0.3,4,0,1,0,0,3.8,529316,0,0,0,1,277,4664,-1,0,112,Man City,Chelsea,Hull City,Liverpool,Arsenal,0.0,0.1,0.1,0.2,0.2,0.1
,Gabriel,DEF,ARS,4800000,1,38,0.3958333333333329,8.24652777777778e-08,7.91666666666667e-06,0,40866,3,15,0,0,0,0,0,7.9,832,-2,0,38,2,0.5,0,2.5,2,0,4,0,0,0.4,46536,0,244,0,0,1211,1360,0,0,254,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.2,0.2,0.2,0.4,0.4,0.2
Brendan,Galloway,DEF,WBA,4000000,0,9,0.09375,2.34375e-08,2.25e-06,0,19469,0,3,0,0,0,0,0,2.3,82,-5,0,9,5,0.0,0,0.0,0,0,1,0,0,0.2,16204,0,126,0,0,247,57,0,0,44,Liverpool,Leicester,Burnley,Chelsea,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,29115,0,0,0,0,0,0,0,0.0,94,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,1999,0,0,0,0,0,2,0,0,0,Liverpool,Leicester,Burnley,Chelsea,Man City,0.0,0.0,0.0,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,0,3,0.03125,6.25e-09,6e-07,0,598,0,1,0,0,0,0,0,0.6,10,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,569,0,0,0,0,29,4,0,0,11,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7412,1,6,0,0,0,0,0,2.7,6,-4,0,14,4,0.0,0,0.0,0,0,1,0,1,0.1,5097,0,244,0,0,218,3,0,0,52,Liverpool,Leicester,Burnley,Chelsea,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,5733,0,0,0,0,0,0,0,0.0,48,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5714,0,0,0,0,0,17,0,0,0,Man City,Chelsea,Hull City,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,320,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,136,0,15,0,0,0,2,0,0,0,Man City,Chelsea,Hull City,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Rudy,Gestede,FWD,MID,4700000,2,16,0.166666666666667,3.54609929078014e-08,3.4042553191489397e-06,0,5897,1,8,0,0,0,1,0,3.4,921,-3,0,16,3,0.5,0,2.3,0,0,1,0,0,0.2,12605,0,0,0,0,406,1635,0,0,59,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,0.1,0.2,0.1,0.1,0.1,0.1
Kieran,Gibbs,DEF,ARS,4700000,0,17,0.177083333333333,3.7677304964539e-08,3.61702127659574e-06,0,24140,3,1,0,0,0,0,0,3.6,101,-3,0,17,3,0.0,0,0.0,0,0,2,0,1,0.5,8083,0,69,0,0,297,54,0,0,82,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.1,0.1,0.1,0.2,0.2,0.1
Ben,Gibson,DEF,MID,5000000,8,110,3.5,7e-07,2.2e-05,0,312643,3,37,0,0,0,1,0,22.0,6965,5,-1,110,-5,1.0,0,5.0,13,0,10,0,1,9.9,672466,0,0,0,1,2790,33021,1,0,583,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,4.9,7.7,3.8,3.3,4.7,4.0
Darron,Gibson,MID,SUN,4300000,0,11,0.11458333333333301,2.66472868217054e-08,2.55813953488372e-06,0,6637,2,6,0,0,0,0,0,2.6,67,-2,0,11,2,0.3,0,1.3,0,0,1,0,0,0.1,4023,0,44,0,0,409,54,0,0,64,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.1,0.1,0.1,0.1,0.2,0.1
Olivier,Giroud,FWD,ARS,8100000,1,87,4.0,4.938271604938271e-07,1.07407407407407e-05,0,699185,1,12,0,0,0,9,0,10.7,8450,-9,0,87,9,0.2,0,2.0,13,0,3,0,4,2.6,718053,0,629,0,2,835,3242,0,0,324,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,3.7,5.8,3.2,8.0,9.4,4.8
Shay,Given,GLK,STK,4200000,0,13,0.135416666666667,3.22420634920635e-08,3.0952380952381e-06,0,25065,1,14,0,18,0,0,0,3.1,140,-3,0,13,3,0.0,0,0.0,3,0,0,0,0,0.5,20511,1,24,1,1,450,62,0,0,92,Hull City,Swansea,West Ham,Bournemouth,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,1027,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,379,0,4,0,0,0,7,0,0,0,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4900000,0,92,3.0,6.12244897959184e-07,1.87755102040816e-05,0,95274,1,48,0,89,0,0,0,18.8,646,-1,0,92,1,0.8,0,3.8,4,0,6,0,0,1.6,39196,1,375,1,0,2707,1308,0,0,549,Swansea,Hull City,Liverpool,Leicester,Everton,3.5,2.3,4.3,1.5,4.1,3.2
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,1368,0,0,0,0,0,0,0,0.0,22,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,761,0,58,0,0,0,13,0,0,0,West Brom,Crystal Palace,Watford,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1875,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,610,0,242,0,0,0,5,0,0,0,Watford,Stoke,Man Utd,Everton,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0
Lynden,Gooch,MID,SUN,4200000,0,10,0.10416666666666699,2.48015873015873e-08,2.38095238095238e-06,0,8413,3,5,0,0,0,0,0,2.4,138,-3,0,10,3,0.0,0,0.0,0,0,1,0,0,0.1,10840,0,0,0,0,323,73,0,0,38,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.1,0.1,0.1,0.1,0.2,0.1
Dan,Gosling,MID,BOU,4700000,0,44,0.4583333333333329,9.751773049645391e-08,9.36170212765957e-06,0,12439,6,22,0,0,0,2,0,9.4,174,-3,0,44,3,0.3,0,1.5,1,0,4,0,0,0.1,8310,0,331,0,0,1223,10,0,0,217,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,0.0,0.2,0.2,0.2,0.2,0.2
Lewis,Grabban,FWD,BOU,4300000,0,6,2.0,4.65116279069767e-07,1.3953488372093e-06,0,261878,0,2,0,0,0,0,0,1.4,2226,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,3.1,192820,0,124,0,0,60,235,0,0,17,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,7,0.0729166666666667,1.4583333333333302e-08,1.4e-06,0,13382,2,0,0,0,0,0,0,1.4,15,-5,0,7,5,0.1,0,0.5,0,0,0,0,0,0.1,1140,0,155,0,0,114,8,0,0,22,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4400000,1,104,3.9,8.86363636363636e-07,2.36363636363636e-05,0,145894,1,33,0,89,0,0,0,23.6,5483,4,0,104,-4,0.5,0,2.0,9,0,9,0,0,9.4,519700,0,0,0,3,2430,16331,0,0,534,Hull City,Swansea,West Ham,Bournemouth,Arsenal,5.4,3.8,5.7,4.1,5.7,4.3
Andre,Gray,FWD,BUR,6100000,2,93,3.6,5.9016393442623e-07,1.5245901639344299e-05,0,710264,2,27,0,0,0,8,0,15.2,19636,-4,0,93,4,0.3,0,1.8,10,0,8,0,2,4.8,463657,0,0,0,1,2007,2712,0,0,264,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,2.2,3.8,2.9,4.6,2.9,4.8
Demarai,Gray,MID,LEI,4800000,5,53,0.552083333333333,1.1501736111111099e-07,1.1041666666666698e-05,0,54745,1,17,0,0,0,1,0,11.0,436,-2,0,53,2,0.6,0,2.8,0,0,4,0,4,0.6,41603,0,57,0,0,965,1195,0,0,198,Crystal Palace,Arsenal,West Brom,Watford,Man City,0.3,0.3,0.3,0.3,0.6,0.3
Kamil,Grosicki,MID,HUL,5500000,2,31,0.32291666666666696,5.87121212121212e-08,5.6363636363636395e-06,0,8009,0,14,0,0,0,0,0,5.6,1188,0,0,31,0,0.7,0,3.8,0,0,1,0,5,0.3,21662,0,0,0,0,657,919,0,0,89,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2
Marko,Grujic,MID,LIV,4300000,0,2,0.0208333333333333,4.844961240310079e-09,4.65116279069767e-07,0,27440,0,0,0,0,0,0,0,0.5,26,-7,0,2,7,0.0,0,0.0,0,0,0,0,0,0.2,2654,0,0,0,0,30,16,0,0,6,West Brom,Crystal Palace,Watford,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,4800000,0,41,0.4270833333333329,8.89756944444444e-08,8.54166666666667e-06,0,22661,0,17,0,0,0,1,0,8.4,40,-7,1,41,7,0.0,0,0.0,3,0,3,0,2,0.1,13519,0,0,0,1,922,5,-1,0,162,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,0.0,0.0,0.2,0.2,0.2,0.2
Adlene,Guedioura,MID,MID,4300000,0,26,0.27083333333333304,6.2984496124031e-08,6.04651162790698e-06,0,7866,2,20,0,0,0,0,0,6.0,68,-2,0,26,2,0.1,0,0.3,0,0,0,0,1,0.1,7654,0,56,0,0,861,9,0,0,131,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,0.1,0.2,0.1,0.1,0.1,0.1
Idrissa,Gueye,MID,EVE,5000000,2,73,2.7,5.4e-07,1.4599999999999999e-05,0,46943,8,25,0,0,0,1,0,14.6,1131,0,0,73,0,0.4,0,2.0,9,0,8,0,2,0.5,52653,0,270,0,1,2276,897,0,0,474,Burnley,West Ham,Chelsea,Swansea,Watford,3.3,1.4,2.0,1.7,3.4,1.4
Ilkay,Gundogan,MID,MCI,4900000,0,41,0.4270833333333329,8.71598639455782e-08,8.36734693877551e-06,0,703488,0,8,0,0,0,3,0,8.4,402,-6,0,41,6,0.0,0,0.0,2,0,3,0,1,1.4,699904,0,0,0,1,704,29,0,0,196,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,0.0,0.0,0.0,0.0,0.0,0.2
Bradley,Guzan,GLK,MID,4200000,0,17,0.177083333333333,4.21626984126984e-08,4.04761904761905e-06,0,29001,0,1,0,10,0,0,0,4.0,203,-3,0,17,3,0.0,0,0.0,1,0,2,0,0,0.5,13813,0,188,0,1,270,39,0,0,69,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,0.1,0.2,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,399,0,0,0,0,0,0,0,0.0,4,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,360,0,0,0,0,0,4,0,0,0,Crystal Palace,Arsenal,West Brom,Watford,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,155,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,231,0,0,0,0,0,8,0,0,0,Liverpool,Leicester,Burnley,Chelsea,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,174267,0,0,0,0,0,0,0,0.0,113,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.0,2840,0,360,0,0,0,40,0,0,0,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,0.0,0.0,0.0,0.0,0.0,0.0
Mouez,Hassen,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,168,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,392,0,0,0,0,0,21,0,0,0,Man City,Chelsea,Hull City,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3529,0,0,0,0,0,0,0,0.0,18,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,270,0,31,0,0,0,3,0,0,0,Hull City,Swansea,West Ham,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Eden,Hazard,MID,CHE,10400000,10,191,6.6,6.346153846153849e-07,1.83653846153846e-05,0,1953825,2,22,0,0,0,14,0,18.5,12377,4,-1,191,-4,0.7,1,7.0,29,0,14,0,8,30.6,2337160,0,476,0,5,2417,55205,1,0,737,Man Utd,Southampton,Everton,Middlesbrough,West Brom,7.8,8.3,6.8,9.3,16.9,9.6
