FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Max,Melbourne,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,796,0,0,0,0,0,0,0,0.0,119,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1682,0,0,0,0,0,189,0,0,0,West Ham,Brighton,Everton,Man City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Mendy,DEF,MCI,6300000,0,17,0.80952380952381,1.2849584278155698e-07,2.6984126984127003e-06,0,110354,2,1,0,0,0,0,0,2.7,94,-2,0,17,2,0.0,0,0.0,1,0,2,0,1,0.4,87653,0,0,0,0,298,23,0,0,84,Watford,Liverpool,Newcastle,West Brom,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,3779,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1272,0,0,0,0,0,2,0,0,0,Huddersfield,Chelsea,Watford,Everton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel,Merino,MID,NEW,5000000,2,40,2.4,4.8e-07,8e-06,0,13691,4,15,0,0,0,1,0,8.0,208,0,0,40,0,0.4,0,2.0,4,0,3,0,1,0.1,14718,0,0,0,0,1137,110,0,0,233,Stoke,Swansea,Man City,Burnley,Crystal Palace,1.6,2.4,1.2,1.9,1.5,1.7,1.8,1.2,1.9,1.3,2.5,1.6,2.1,1.9,2.3,1.7,1.7,66.0
Per,Mertesacker,DEF,ARS,4800000,1,15,0.7142857142857142,1.48809523809524e-07,3.125e-06,0,40353,0,7,0,0,0,1,0,3.1,463,-2,0,15,2,0.1,0,0.4,2,0,0,0,0,0.5,27589,0,0,0,1,351,186,0,0,77,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,15.7
Roque,Mesa,MID,SWA,4300000,1,18,1.6,3.7209302325581396e-07,4.18604651162791e-06,0,47289,3,16,0,0,0,0,0,4.2,985,-2,0,18,2,0.3,0,1.4,0,0,2,0,0,0.5,41166,0,0,0,0,753,289,0,0,125,Tottenham,Newcastle,Liverpool,Arsenal,Leicester,0.8,1.0,0.8,1.1,0.8,1.0,0.8,1.1,0.8,1.0,0.8,0.9,1.4,0.8,0.9,1.0,1.0,20.9
Simon,Mignolet,GLK,LIV,4900000,0,64,3.6,7.3469387755102e-07,1.30612244897959e-05,0,80029,3,23,0,33,0,0,0,13.1,4098,-1,0,64,1,0.5,0,2.6,0,0,7,0,0,1.5,57854,0,0,1,0,1620,1935,0,0,313,Burnley,Man City,Swansea,Huddersfield,Tottenham,3.6,3.5,3.1,3.1,4.2,3.7,5.1,4.1,2.7,4.6,4.3,2.4,3.9,3.5,4.5,3.6,5.1,25.6
Luka,Milivojevic,MID,CRY,4600000,1,51,2.7,5.8695652173913e-07,1.1086956521739099e-05,0,78592,5,29,0,0,0,3,0,11.1,3178,-4,0,51,4,0.7,1,3.1,5,0,3,0,0,0.6,45123,0,0,0,0,1549,8488,0,0,243,Southampton,Burnley,Arsenal,West Ham,Newcastle,2.0,2.4,1.4,1.8,2.7,2.2,2.2,2.1,1.6,1.9,2.0,2.1,2.6,1.9,2.4,1.8,2.8,80.8
James,Milner,DEF,LIV,6100000,4,38,1.8095238095238102,2.9664324746292e-07,6.2295081967213094e-06,0,266584,1,15,0,0,0,0,0,6.2,1122,-4,0,38,4,0.2,0,1.4,3,0,2,0,2,2.2,37977,0,0,0,1,920,1242,0,0,225,Burnley,Man City,Swansea,Huddersfield,Tottenham,1.2,1.2,1.0,1.0,1.5,1.2,2.0,1.4,0.9,1.7,2.2,0.9,1.4,1.2,1.6,1.2,2.0,75.2
Tyrone,Mings,DEF,BOU,4300000,0,0,0.0,0.0,0.0,0,16621,1,4,0,0,0,0,0,0.0,90,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,2335,0,0,0,0,135,12,0,0,17,Brighton,Arsenal,West Ham,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Kevin,Mirallas,MID,EVE,6000000,0,5,0.23809523809523803,3.96825396825397e-08,8.33333333333333e-07,0,112164,1,8,0,0,0,0,0,0.8,326,-5,0,5,5,0.0,0,0.0,0,0,0,0,0,0.8,8805,0,0,0,0,135,73,0,0,19,Man Utd,Tottenham,West Brom,Leicester,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.9
Aleksandar,Mitrovic,FWD,NEW,4700000,0,10,0.47619047619047605,1.01317122593718e-07,2.12765957446809e-06,0,146594,0,0,0,0,0,1,0,2.1,1072,-3,0,10,3,0.0,0,0.1,0,0,0,0,0,0.7,47721,0,0,0,0,89,156,0,0,37,Stoke,Swansea,Man City,Burnley,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,16.6
Henrikh,Mkhitaryan,MID,MUN,7600000,3,57,2.71428571428571,3.5714285714285705e-07,7.499999999999999e-06,0,1791831,2,4,0,0,0,1,0,7.5,3018,-4,0,57,4,0.1,0,0.6,4,0,9,0,5,6.2,1581442,0,0,0,1,920,349,0,0,227,Everton,Stoke,Burnley,Tottenham,Huddersfield,2.0,2.6,1.7,1.4,3.2,2.0,2.3,1.6,2.1,1.7,3.0,1.4,2.9,2.0,2.8,1.5,2.2,84.4
Jayson,Molumby,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,535,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,681,0,0,0,0,0,14,0,0,0,Bournemouth,West Brom,Chelsea,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacho,Monreal,DEF,ARS,5700000,0,85,4.5,7.894736842105259e-07,1.4912280701754401e-05,0,911931,3,21,0,0,0,2,0,14.9,79591,2,0,85,-2,0.4,0,2.4,10,0,9,0,0,6.5,942469,0,0,0,1,1665,665,0,0,449,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.0,3.6,6.8,3.7,5.4,3.7,5.2,4.6,6.4,3.4,6.4,6.1,4.0,6.8,3.3,6.3,3.7,73.4
Jefferson,Montero,MID,SWA,4900000,0,0,0.0,0.0,0.0,0,2986,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,245,0,0,0,0,0,1,0,0,0,Tottenham,Newcastle,Liverpool,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Mooy,MID,HUD,5400000,3,75,3.6,6.66666666666667e-07,1.3888888888888901e-05,0,696819,2,29,0,0,0,4,0,13.9,27316,-1,0,75,1,0.8,0,4.1,6,0,7,0,1,7.0,902700,0,0,0,2,1798,12870,0,0,367,Leicester,West Ham,Stoke,Liverpool,Man Utd,2.6,4.4,2.5,3.3,1.8,4.4,2.8,2.1,4.6,4.1,3.0,2.3,3.5,2.3,4.9,1.8,4.3,125.2
Alvaro,Morata,FWD,CHE,10600000,2,94,5.2,4.90566037735849e-07,8.86792452830189e-06,0,3228278,4,6,0,0,0,10,0,8.9,224339,6,0,94,-6,0.3,0,2.7,13,0,10,0,4,18.4,3675865,0,0,0,2,1334,43603,0,0,306,Arsenal,Leicester,Brighton,Bournemouth,Watford,4.4,7.1,5.5,7.3,6.5,7.3,4.9,5.4,7.2,5.3,6.5,7.1,6.1,7.4,6.0,6.4,6.2,163.7
Alberto,Moreno,DEF,LIV,4400000,0,44,2.0952380952381,4.76190476190476e-07,1e-05,0,371221,0,17,0,0,0,0,0,10.0,5849,-1,0,44,1,0.0,0,0.0,3,0,5,0,1,1.5,333030,0,0,0,0,1080,107,0,0,287,Burnley,Man City,Swansea,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,1.6,2.5,1.8,1.1,2.1,2.5,1.0,1.7,1.5,2.0,1.6,2.5,53.7
Wes,Morgan,DEF,LEI,4500000,1,45,2.1,4.66666666666667e-07,1e-05,0,158591,2,32,0,0,0,0,0,10.0,8053,0,0,45,0,0.4,0,2.0,1,0,4,0,0,3.1,139023,0,0,0,0,1890,16979,0,0,272,Huddersfield,Chelsea,Watford,Everton,Swansea,2.1,1.6,2.0,1.0,1.6,1.3,2.0,1.7,1.6,2.0,1.8,1.7,1.6,1.9,2.6,2.4,1.4,53.7
James,Morrison,MID,WBA,5400000,0,13,0.6190476190476191,1.1463844797178099e-07,2.40740740740741e-06,0,3063,0,1,0,0,0,1,0,2.4,15,-1,0,13,1,0.0,0,0.0,0,0,2,0,0,0.0,2594,0,0,0,0,205,9,0,0,35,West Ham,Brighton,Everton,Man City,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.5
Victor,Moses,DEF,CHE,6400000,1,55,2.61904761904762,4.09226190476191e-07,8.59375e-06,0,70622,1,5,0,0,0,0,0,8.6,8427,-1,0,55,1,0.7,0,4.6,2,0,6,0,2,1.2,79695,0,0,0,1,1007,2940,0,0,206,Arsenal,Leicester,Brighton,Bournemouth,Watford,1.6,2.2,2.4,2.4,2.8,3.0,1.6,1.8,3.8,2.2,2.6,3.3,2.3,2.9,1.9,2.5,2.0,52.4
Steve,Mounie,FWD,HUD,5700000,0,42,3.0,5.263157894736841e-07,7.368421052631579e-06,0,331942,2,15,0,0,0,4,0,7.4,4022,-3,0,42,3,0.5,0,2.7,6,0,4,0,0,1.0,304860,0,0,0,1,763,1232,0,0,134,Leicester,West Ham,Stoke,Liverpool,Man Utd,2.5,3.5,2.9,3.1,1.8,3.7,2.3,1.9,3.3,3.6,2.4,2.0,3.2,1.5,3.6,2.0,3.4,57.0
Lys,Mousset,FWD,BOU,4900000,1,9,0.42857142857142894,8.74635568513119e-08,1.8367346938775502e-06,0,8936,0,4,0,0,0,0,0,1.8,161,-1,0,9,1,0.1,0,0.3,0,0,1,0,0,0.1,6861,0,0,0,0,130,173,0,0,20,Brighton,Arsenal,West Ham,Chelsea,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.6
Erwin,Mulder,GLK,SWA,4000000,0,0,0.0,0.0,0.0,0,1337,0,0,0,0,0,0,0,0.0,198,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3777,0,0,0,0,0,340,0,0,0,Tottenham,Newcastle,Liverpool,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc,Muniesa,DEF,STK,4500000,0,0,0.0,0.0,0.0,0,4514,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,76,0,0,0,0,0,2,0,0,0,Newcastle,Man Utd,Huddersfield,Watford,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Murphy,FWD,NEW,4500000,0,0,0.0,0.0,0.0,0,19160,0,0,0,0,0,0,0,0.0,458,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,5945,0,0,0,0,0,187,0,0,0,Stoke,Swansea,Man City,Burnley,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob,Murphy,MID,NEW,5000000,1,22,1.04761904761905,2.0952380952381e-07,4.4e-06,0,10177,0,17,0,0,0,0,0,4.4,55,-5,0,22,5,0.3,0,1.4,0,0,0,0,0,0.1,1644,0,0,0,0,649,26,0,0,66,Stoke,Swansea,Man City,Burnley,Crystal Palace,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.5,26.0
Jamie,Murphy,MID,BHA,4700000,0,6,0.28571428571428603,6.0790273556231e-08,1.27659574468085e-06,0,4121,0,4,0,0,0,0,0,1.3,58,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.0,1735,0,0,0,0,166,33,0,0,25,Bournemouth,West Brom,Chelsea,Southampton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Glenn,Murray,FWD,BHA,5700000,2,51,2.7,4.7368421052631595e-07,8.94736842105263e-06,0,280589,4,16,0,0,0,5,0,8.9,14394,-3,0,51,3,0.3,1,1.9,6,0,6,0,0,2.1,349920,0,0,0,1,1053,11016,0,0,126,Bournemouth,West Brom,Chelsea,Southampton,West Ham,3.1,2.0,2.1,2.1,3.0,2.6,2.8,2.9,1.8,1.8,3.0,3.2,2.0,2.6,1.7,2.8,1.6,61.3
Ahmed,Musa,MID,LEI,6200000,0,0,0.0,0.0,0.0,0,26743,0,0,0,0,0,0,0,0.0,151,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.4,3922,0,0,0,0,0,60,0,0,0,Huddersfield,Chelsea,Watford,Everton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charly,Musonda,MID,CHE,4800000,0,2,0.0952380952380952,1.98412698412698e-08,4.1666666666666704e-07,0,4151,0,0,0,0,0,0,0,0.4,25,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.0,1538,0,0,0,0,26,8,0,0,-2,Arsenal,Leicester,Brighton,Bournemouth,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
Shkodran,Mustafi,DEF,ARS,5400000,1,63,3.0,5.55555555555556e-07,1.1666666666666698e-05,0,271270,2,8,0,0,0,2,0,11.7,16066,-1,0,63,1,0.2,0,1.3,6,0,7,0,0,3.1,314439,0,0,0,1,959,11478,0,0,295,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,3.8,1.9,4.5,1.9,3.0,1.9,2.9,2.5,3.8,1.7,3.7,3.5,2.1,4.3,1.6,3.6,1.9,55.8
Jordon,Mutch,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,476,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,548,0,0,0,0,0,22,0,0,0,Southampton,Burnley,Arsenal,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.0476190476190476,1.19047619047619e-08,2.5e-07,0,86369,1,1,0,2,0,0,0,0.3,4625,0,0,1,0,0.0,0,0.0,0,0,0,0,0,3.6,74595,0,0,0,0,90,7001,0,0,7,West Ham,Brighton,Everton,Man City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Luciano,Narsingh,MID,SWA,4700000,9,24,1.14285714285714,2.43161094224924e-07,5.1063829787234e-06,0,3522,0,10,0,0,0,1,0,5.1,170,-3,0,24,3,0.4,0,2.1,3,0,1,0,0,0.0,1958,0,0,0,1,455,710,0,0,72,Tottenham,Newcastle,Liverpool,Arsenal,Leicester,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,29.1
Kyle,Naughton,DEF,SWA,4600000,2,64,3.0,6.52173913043478e-07,1.39130434782609e-05,0,384088,1,32,0,0,0,0,0,13.9,51575,1,0,64,-1,0.4,0,1.9,8,0,6,0,1,4.4,494736,0,0,0,2,1876,1295,0,0,381,Tottenham,Newcastle,Liverpool,Arsenal,Leicester,0.0,0.0,3.0,3.4,2.3,3.2,3.1,3.9,2.5,3.1,2.2,2.8,2.6,2.4,3.4,2.4,3.3,70.6
Wilfred,Ndidi,MID,LEI,4900000,1,51,2.4,4.89795918367347e-07,1.04081632653061e-05,0,41739,3,32,0,0,0,0,0,10.4,1294,-1,0,51,1,0.4,0,2.0,2,0,4,0,3,0.5,35371,0,0,0,0,1860,1103,0,1,273,Huddersfield,Chelsea,Watford,Everton,Swansea,2.5,1.4,1.6,1.9,2.4,1.2,2.0,2.3,1.7,2.1,1.4,2.2,1.6,1.9,1.5,2.2,1.2,71.4
Reiss,Nelson,MID,ARS,4800000,0,0,0.0,0.0,0.0,0,2868,0,0,0,0,0,0,0,0.0,28,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,1253,0,0,0,0,0,21,0,0,0,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julien,Ngoy,FWD,STK,4500000,1,1,0.0476190476190476,1.05820105820106e-08,2.22222222222222e-07,0,27623,0,2,0,0,0,0,0,0.2,2585,0,0,1,0,0.0,0,0.1,0,0,0,0,0,0.5,49037,0,0,0,0,19,4357,0,0,4,Newcastle,Man Utd,Huddersfield,Watford,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Oumar,Niasse,FWD,EVE,4700000,4,45,2.14285714285714,4.55927051671733e-07,9.57446808510638e-06,0,446164,2,10,0,0,0,5,0,9.6,19462,-3,0,45,3,0.2,0,0.9,8,0,0,0,2,3.5,604658,0,0,0,2,487,32172,0,0,147,Man Utd,Tottenham,West Brom,Leicester,Arsenal,1.9,1.1,2.2,2.1,1.1,2.2,1.6,1.2,2.2,1.8,1.6,1.8,1.4,2.1,1.2,1.9,1.2,58.2
Edward,Nketiah,FWD,ARS,5000000,0,0,0.0,0.0,0.0,0,1606,0,0,0,0,0,0,0,0.0,105,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2000,0,0,0,0,0,114,0,0,0,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georges-Kevin,Nkoudou,MID,TOT,5400000,0,1,0.05,9.259259259259259e-09,1.85185185185185e-07,0,970,0,0,0,0,0,0,0,0.2,23,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,466,0,0,0,0,1,19,0,0,3,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Mark,Noble,MID,WHU,5300000,0,27,1.35,2.5471698113207504e-07,5.09433962264151e-06,0,14357,2,16,0,0,0,1,0,5.1,163,-2,0,27,2,0.4,0,2.0,0,0,3,0,0,0.1,5449,0,0,0,0,825,78,0,0,161,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.7,0.7,0.7,1.1,36.2
,Nolito,MID,MCI,7000000,0,0,0.0,0.0,0.0,0,1564,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,54,0,0,0,0,0,2,0,0,0,Watford,Liverpool,Newcastle,West Brom,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0.0,0.0,0.0,0,24272,0,0,0,0,0,0,0,0.0,941,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.0,12535,0,0,0,0,0,355,0,0,0,Tottenham,Newcastle,Liverpool,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Norwood,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,460,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,100,0,0,0,0,0,1,0,0,0,Bournemouth,West Brom,Chelsea,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan-Romeo,Nyom,DEF,WBA,4800000,1,46,2.7,5.625e-07,9.58333333333333e-06,0,172353,4,21,0,0,0,0,0,9.6,1643,-2,1,46,2,0.5,0,2.3,6,0,4,0,1,1.3,174392,0,0,0,0,1321,162,-1,0,244,West Ham,Brighton,Everton,Man City,Southampton,2.5,3.5,1.4,1.8,2.9,2.3,3.1,2.9,2.3,1.8,2.9,2.5,1.6,2.7,2.0,2.8,3.2,47.9
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,1552,0,0,0,0,0,0,0,0.0,52,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1761,0,0,0,0,0,40,0,0,0,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro,Obiang,MID,WHU,4400000,0,38,2.4,5.454545454545451e-07,8.63636363636364e-06,0,152803,3,25,0,0,0,1,0,8.6,4215,-1,0,38,1,0.5,0,2.2,3,0,5,0,0,1.2,162502,0,0,0,1,1243,10711,0,0,204,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,3.6,1.5,2.4,2.2,1.2,1.8,1.2,1.9,2.1,1.8,2.1,1.2,2.1,1.2,1.3,1.4,2.7,44.7
Angelo,Ogbonna,DEF,WHU,4400000,0,36,2.4,5.454545454545451e-07,8.18181818181818e-06,0,112979,2,34,0,0,0,1,0,8.2,18858,-1,0,36,1,1.1,0,5.0,4,0,3,0,0,6.2,388710,0,0,0,1,1350,84032,0,0,252,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,4.2,1.5,2.2,3.6,2.0,2.6,1.5,1.5,2.5,2.3,2.4,1.8,2.6,1.3,1.9,1.4,2.0,44.4
Stefano,Okaka,FWD,WAT,5300000,2,13,0.6190476190476191,1.1680143755615499e-07,2.45283018867925e-06,0,61445,0,4,0,0,0,1,0,2.5,442,-2,0,13,2,0.1,0,0.7,1,0,1,0,0,0.3,47232,0,0,0,0,205,312,0,0,43,Man City,Southampton,Leicester,Stoke,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.0
Shinji,Okazaki,FWD,LEI,5500000,1,62,3.4,6.18181818181818e-07,1.1272727272727301e-05,0,554490,1,13,0,0,0,6,0,11.3,26215,0,0,62,0,0.7,0,3.7,7,0,2,0,2,5.4,685821,0,0,0,1,829,20014,0,0,227,Huddersfield,Chelsea,Watford,Everton,Swansea,4.1,2.2,3.5,3.0,3.7,2.9,4.6,4.1,3.2,3.7,2.9,3.9,2.8,3.6,3.3,3.9,2.7,82.3
Martin,Olsson,DEF,SWA,5000000,2,56,2.9,5.8e-07,1.12e-05,0,22606,2,28,0,0,0,0,0,11.2,526,0,0,56,0,0.4,0,2.0,0,0,7,0,1,0.3,18440,0,0,0,0,1706,132,0,0,280,Tottenham,Newcastle,Liverpool,Arsenal,Leicester,2.9,2.5,2.9,3.2,2.1,3.1,2.9,3.7,2.3,3.0,2.0,2.7,2.5,2.3,3.2,2.3,3.2,45.1
Divock,Origi,FWD,LIV,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,21657,0,1,0,0,0,0,0,0.1,18,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,1123,0,0,0,0,9,4,0,0,3,Burnley,Man City,Swansea,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Oriol Romeu,MID,SOU,4300000,3,42,2.2,5.11627906976744e-07,9.76744186046512e-06,0,233303,5,27,0,0,0,1,0,9.8,6486,-2,1,42,2,0.4,0,1.6,0,0,5,0,0,2.3,130355,0,0,0,0,1619,8847,-1,0,279,Crystal Palace,Watford,Tottenham,Brighton,West Brom,1.7,1.5,1.4,1.8,1.5,1.3,1.4,1.7,1.7,1.9,1.4,1.1,1.5,1.4,1.9,1.7,1.1,68.5
David,Ospina,GLK,ARS,4800000,0,0,0.0,0.0,0.0,0,7827,0,0,0,0,0,0,0,0.0,61,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1481,0,0,0,0,0,31,0,0,0,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas,Otamendi,DEF,MCI,6400000,8,110,5.5,8.59375e-07,1.71875e-05,0,884141,6,12,0,0,0,4,0,17.2,28055,9,0,110,-9,1.2,0,7.4,16,0,10,0,0,32.9,2255712,1,0,0,4,1780,95947,0,0,481,Watford,Liverpool,Newcastle,West Brom,Burnley,7.1,6.3,6.9,7.8,7.1,6.2,5.8,7.6,7.0,7.9,5.2,7.0,6.3,6.5,6.9,7.7,7.2,95.3
Mesut,Ozil,MID,ARS,9300000,0,80,4.7,5.05376344086022e-07,8.60215053763441e-06,0,229323,2,24,0,0,0,4,0,8.6,30337,-2,0,80,2,0.4,0,3.9,10,0,5,0,5,2.4,200146,0,0,0,2,1370,3408,0,0,349,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.0,4.3,6.0,4.8,6.9,3.0,4.2,3.4,5.3,3.8,6.0,5.9,4.3,6.4,2.7,5.9,3.9,172.7
