FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Vicente,Iborra,MID,LEI,5800000,2,34,2.6,4.48275862068966e-07,5.86206896551724e-06,0,9864,0,15,0,0,0,1,0,5.9,114,-2,0,34,2,0.3,0,1.6,2,0,2,0,0,0.1,3964,0,0,0,0,1054,136,0,0,197,Huddersfield,Chelsea,Watford,Everton,Swansea,2.8,1.6,1.9,2.1,2.7,1.3,2.2,2.5,1.9,2.4,1.6,2.5,1.8,2.2,1.7,2.5,1.4,38.7
Zlatan,Ibrahimovic,FWD,MUN,9600000,0,5,0.23809523809523803,2.48015873015873e-08,5.20833333333333e-07,0,35776,0,2,0,0,0,0,0,0.5,1736,-4,0,5,4,0.0,0,0.3,0,0,0,0,0,0.2,37365,0,0,0,0,102,311,0,0,18,Everton,Stoke,Burnley,Tottenham,Huddersfield,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.6
Kelechi,Iheanacho,FWD,LEI,6500000,0,10,0.47619047619047605,7.326007326007331e-08,1.53846153846154e-06,0,135423,1,5,0,0,0,0,0,1.5,245,-5,0,10,5,0.0,0,0.0,0,0,0,0,0,0.6,13147,0,0,0,0,254,97,0,0,25,Huddersfield,Chelsea,Watford,Everton,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.1
Giannelli,Imbula,MID,STK,4500000,0,0,0.0,0.0,0.0,0,8192,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,963,0,0,0,0,0,2,0,0,0,Newcastle,Man Utd,Huddersfield,Watford,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Ince,MID,HUD,5500000,1,56,2.8,5.09090909090909e-07,1.01818181818182e-05,0,86290,0,26,0,0,0,1,0,10.2,1052,-5,0,56,5,0.6,0,3.1,3,0,6,0,1,0.5,31057,0,0,0,0,1732,350,0,0,175,Leicester,West Ham,Stoke,Liverpool,Man Utd,1.7,3.1,1.7,2.2,1.4,3.1,1.8,1.4,3.2,2.8,2.0,1.5,2.4,1.5,3.5,1.4,3.0,96.0
Danny,Ings,FWD,LIV,5400000,0,2,0.0952380952380952,1.7636684303351e-08,3.7037037037037e-07,0,5370,0,0,0,0,0,0,0,0.4,111,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.1,3141,0,0,0,0,11,145,0,0,5,Burnley,Man City,Swansea,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Alex,Iwobi,MID,ARS,5100000,3,36,1.7142857142857097,3.3613445378151303e-07,7.05882352941176e-06,0,170647,1,9,0,0,0,1,0,7.1,1210,-4,0,36,4,0.4,0,2.1,1,0,6,0,1,0.5,51396,0,0,0,0,764,680,0,0,179,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,1.2,0.9,1.3,1.0,1.7,0.9,0.9,0.9,1.1,0.9,1.3,1.3,0.9,1.5,0.9,1.3,0.9,79.1
,Izquierdo,MID,BHA,5900000,0,37,1.76190476190476,2.9862792574657003e-07,6.27118644067797e-06,0,4863,1,11,0,0,0,2,0,6.3,91,-1,0,37,1,0.2,0,1.1,1,0,3,0,0,0.0,5772,0,0,0,0,699,50,0,0,108,Bournemouth,West Brom,Chelsea,Southampton,West Ham,1.5,0.9,1.2,0.9,1.5,0.9,1.6,1.4,1.0,0.9,1.3,1.7,0.9,1.1,0.9,1.1,0.9,37.7
Phil,Jagielka,DEF,EVE,4700000,1,27,1.28571428571429,2.7355623100303996e-07,5.74468085106383e-06,0,328338,0,25,0,0,0,0,0,5.7,3006,-3,0,27,3,0.4,0,1.7,4,0,2,0,0,2.6,102325,0,0,0,1,1084,545,0,0,224,Man Utd,Tottenham,West Brom,Leicester,Arsenal,0.9,0.6,1.1,0.7,0.6,1.8,0.9,0.6,1.2,0.6,0.7,0.9,0.6,0.8,0.6,0.9,0.7,36.6
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0.0,0.0,0.0,0,8604,0,0,0,0,0,0,0,0.0,136,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,975,0,0,0,0,0,59,0,0,0,Huddersfield,Chelsea,Watford,Everton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty,James,MID,LEI,4400000,1,9,0.42857142857142894,9.74025974025974e-08,2.04545454545455e-06,0,25008,1,6,0,0,0,0,0,2.0,135,-1,0,9,1,0.0,0,0.1,0,0,1,0,0,0.2,16665,0,0,0,0,345,57,0,0,38,Huddersfield,Chelsea,Watford,Everton,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.4
Daryl,Janmaat,DEF,WAT,4800000,1,22,1.04761904761905,2.18253968253968e-07,4.58333333333333e-06,0,21507,1,17,0,0,0,2,0,4.6,2492,-2,0,22,2,0.4,0,2.1,2,0,0,0,0,0.3,19901,0,0,0,1,675,231,0,0,119,Man City,Southampton,Leicester,Stoke,Chelsea,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,1.2,0.5,0.5,0.5,34.6
Vincent,Janssen,FWD,TOT,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,8812,0,0,0,0,0,0,0,0.1,17,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,945,0,0,0,0,1,5,0,0,2,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,13054,0,0,0,0,0,0,0,0.0,34,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,720,0,0,0,0,0,6,0,0,0,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jese,MID,STK,5400000,0,26,1.23809523809524,2.2927689594356298e-07,4.81481481481482e-06,0,576911,0,14,0,0,0,1,0,4.8,1276,-6,0,26,6,0.0,0,0.0,2,0,1,0,1,2.1,577565,0,0,0,1,482,13,0,0,77,Newcastle,Man Utd,Huddersfield,Watford,Bournemouth,0.8,0.6,0.9,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.7,0.6,0.7,0.7,34.7
,Jesus,FWD,MCI,10000000,1,77,4.3,4.3e-07,7.699999999999999e-06,0,2125913,3,8,0,0,0,8,0,7.7,64273,-5,1,77,5,0.1,1,0.9,11,0,6,0,4,6.8,1831662,0,0,0,2,1007,2811,-1,0,272,Watford,Liverpool,Newcastle,West Brom,Burnley,0.0,0.0,0.0,0.0,0.0,5.3,3.5,3.8,5.5,5.4,4.4,4.9,4.1,5.0,4.4,5.5,4.9,136.5
,Joel Pereira,GLK,MUN,3900000,0,0,0.0,0.0,0.0,0,107373,0,0,0,0,0,0,0,0.0,8278,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,5.9,325146,0,0,0,0,0,51054,0,0,0,Everton,Stoke,Burnley,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Johnson,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,365,0,0,0,0,0,0,0,0.0,32,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,660,0,0,0,0,0,32,0,0,0,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4100000,0,1,0.0476190476190476,1.16144018583043e-08,2.4390243902438996e-07,0,31801,0,6,0,0,0,0,0,0.2,326,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,6497,0,0,0,0,149,69,0,0,23,Newcastle,Man Utd,Huddersfield,Watford,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Phil,Jones,DEF,MUN,5600000,9,80,5.0,8.92857142857143e-07,1.42857142857143e-05,0,1018883,1,8,0,0,0,0,0,14.3,42638,6,0,80,-6,0.5,0,3.0,13,0,10,0,0,13.3,1622615,0,0,0,2,1343,77747,0,0,374,Everton,Stoke,Burnley,Tottenham,Huddersfield,3.8,7.1,5.5,4.8,7.3,5.1,7.2,5.7,6.6,5.6,6.2,4.7,7.3,4.7,7.2,5.5,6.9,33.7
,Joselu,FWD,NEW,5500000,2,52,2.7,4.90909090909091e-07,9.45454545454545e-06,0,131522,2,21,0,0,0,3,0,9.5,4665,0,0,52,0,0.5,0,2.6,3,0,5,0,1,0.7,149782,0,0,0,0,1358,5020,0,0,169,Stoke,Swansea,Man City,Burnley,Crystal Palace,2.9,2.6,2.0,2.3,2.3,2.6,2.5,1.8,2.6,1.9,3.0,2.4,2.7,2.1,2.9,2.6,1.9,89.0
Christian,Kabasele,DEF,WAT,4600000,1,52,2.6,5.65217391304348e-07,1.1304347826087e-05,0,83014,3,33,0,0,0,2,0,11.3,24041,1,0,52,-1,0.5,0,2.1,1,0,4,0,0,2.2,192676,0,0,0,1,1679,1092,0,0,307,Man City,Southampton,Leicester,Stoke,Chelsea,2.1,2.4,1.9,2.5,2.6,2.7,1.9,2.7,1.9,2.1,2.1,2.4,2.1,3.5,2.1,2.2,1.9,63.0
Younes,Kaboul,DEF,WAT,4300000,0,7,0.33333333333333304,7.75193798449612e-08,1.62790697674419e-06,0,22380,0,3,0,0,0,0,0,1.6,106,-2,0,7,2,0.0,0,0.0,0,0,1,0,0,0.1,3371,0,0,0,0,151,7,0,0,35,Man City,Southampton,Leicester,Stoke,Chelsea,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.0
Elias,Kachunga,MID,HUD,5800000,0,44,2.6,4.48275862068966e-07,7.58620689655172e-06,0,25783,1,23,0,0,0,1,0,7.6,138,-2,0,44,2,0.3,0,1.9,0,0,6,0,1,0.1,13750,0,0,0,0,1253,21,0,0,146,Leicester,West Ham,Stoke,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.9,2.5,1.8,1.3,2.1,1.3,3.1,1.3,2.7,53.8
Sullay,Kaikai,MID,CRY,4300000,0,1,0.0476190476190476,1.10741971207087e-08,2.3255813953488398e-07,0,11231,0,0,0,0,0,0,0,0.2,121,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,12959,0,0,0,0,13,86,0,0,5,Southampton,Burnley,Arsenal,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Harry,Kane,FWD,TOT,12800000,0,131,6.9,5.390625e-07,1.0234375e-05,0,2911465,4,19,0,0,0,18,0,10.2,68118,3,1,131,-3,0.7,0,8.5,22,0,8,0,1,41.6,3379964,0,0,0,6,1659,432721,-1,0,474,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,10.3,8.6,9.9,7.5,10.0,8.2,10.4,8.3,9.8,6.4,8.3,8.9,8.0,9.4,8.1,9.8,243.6
N'Golo,Kante,MID,CHE,4900000,3,60,3.3,6.73469387755102e-07,1.22448979591837e-05,0,992763,1,9,0,0,0,1,0,12.2,17102,-1,0,60,1,0.6,0,2.9,6,0,11,0,1,12.0,654243,0,0,0,0,1554,14056,0,0,364,Arsenal,Leicester,Brighton,Bournemouth,Watford,2.0,3.2,2.3,3.7,2.8,3.7,1.8,1.8,3.3,2.6,2.9,3.6,2.8,4.0,3.3,2.7,3.0,90.8
Loris,Karius,GLK,LIV,4800000,2,14,0.666666666666667,1.38888888888889e-07,2.91666666666667e-06,0,6455,0,1,0,1,0,0,0,2.9,110,-2,0,14,2,0.2,0,1.1,0,0,2,0,0,0.2,2688,0,0,0,0,270,181,0,0,56,Burnley,Man City,Swansea,Huddersfield,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,1.6
Orestis,Karnezis,GLK,WAT,4500000,0,0,0.0,0.0,0.0,0,469,0,3,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,566,0,0,0,0,31,12,0,0,4,Man City,Southampton,Leicester,Stoke,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Beram,Kayal,MID,BHA,4400000,0,5,0.23809523809523803,5.4112554112554095e-08,1.13636363636364e-06,0,5238,0,3,0,0,0,0,0,1.1,75,-1,0,5,1,0.2,0,0.7,0,0,0,0,0,0.1,2321,0,0,0,0,156,48,0,0,17,Bournemouth,West Brom,Chelsea,Southampton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.8
Michael,Keane,DEF,EVE,5300000,1,34,2.3,4.33962264150943e-07,6.41509433962264e-06,0,522231,2,26,0,0,0,0,0,6.4,3923,-2,0,34,2,0.4,0,2.3,5,0,3,0,0,5.0,144527,0,0,0,0,1254,1074,0,0,254,Man Utd,Tottenham,West Brom,Leicester,Arsenal,2.2,1.4,2.5,1.9,1.2,3.4,2.2,1.7,2.9,1.7,1.8,2.2,1.4,2.1,1.4,2.3,1.9,38.8
Martin,Kelly,DEF,CRY,4200000,5,21,1.0,2.38095238095238e-07,5e-06,0,16111,1,6,0,0,0,0,0,5.0,1718,-3,0,21,3,0.7,0,3.0,1,0,3,0,0,0.4,20298,0,0,0,0,468,7739,0,0,97,Southampton,Burnley,Arsenal,West Ham,Newcastle,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.8,0.6,0.5,0.5,0.7,12.3
,Kenedy,MID,CHE,4700000,0,0,0.0,0.0,0.0,0,2798,0,0,0,0,0,0,0,0.0,36,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,1029,0,0,0,0,0,25,0,0,0,Arsenal,Leicester,Brighton,Bournemouth,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjoe,Kenny,DEF,EVE,4600000,1,45,3.2,6.956521739130439e-07,9.78260869565217e-06,0,76055,2,19,0,0,0,0,0,9.8,38909,1,0,45,-1,0.9,0,4.3,2,0,5,0,2,6.7,430396,0,0,0,1,1184,16262,0,0,262,Man Utd,Tottenham,West Brom,Leicester,Arsenal,3.5,2.4,4.0,3.1,2.1,4.7,3.6,2.9,4.5,2.8,3.0,3.5,2.4,3.5,2.4,3.7,3.2,46.1
,Ki Sung-yueng,MID,SWA,4900000,0,18,0.857142857142857,1.7492711370262402e-07,3.6734693877551003e-06,0,1496,1,11,0,0,0,0,0,3.7,25,-1,0,18,1,0.2,0,1.0,0,0,2,0,0,0.0,1340,0,0,0,0,712,9,0,0,102,Tottenham,Newcastle,Liverpool,Arsenal,Leicester,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,25.7
,Kiko Femenia,DEF,WAT,4400000,0,51,3.4,7.72727272727273e-07,1.1590909090909101e-05,0,410872,2,22,0,0,0,0,0,11.6,15885,-1,1,51,1,0.1,0,0.3,9,0,5,0,1,2.2,482352,0,0,0,1,1214,345,-1,0,298,Man City,Southampton,Leicester,Stoke,Chelsea,3.2,3.5,3.0,3.7,3.8,4.0,3.0,3.9,2.9,3.2,3.2,3.6,3.2,4.6,3.2,3.3,2.9,50.7
Andy,King,MID,LEI,4200000,0,23,1.0952380952381,2.6077097505668897e-07,5.47619047619048e-06,0,250679,1,12,0,0,0,1,0,5.5,15004,-3,0,23,3,0.3,0,1.3,1,0,0,0,1,3.4,360903,0,0,0,0,533,19205,0,0,83,Huddersfield,Chelsea,Watford,Everton,Swansea,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.5,21.6
Joshua,King,FWD,BOU,7000000,4,52,2.9,4.14285714285714e-07,7.428571428571429e-06,0,318311,1,20,0,0,0,2,0,7.4,3057,-5,0,52,5,0.3,0,2.3,2,0,4,0,3,1.1,85320,0,0,0,0,1465,427,0,0,177,Brighton,Arsenal,West Ham,Chelsea,Stoke,0.0,0.0,0.0,1.6,3.7,2.2,3.1,2.7,2.8,3.3,2.8,3.2,2.0,2.9,2.5,2.9,2.1,110.9
Stephen,Kingsley,DEF,SWA,4500000,0,0,0.0,0.0,0.0,0,5779,0,0,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,207,0,0,0,0,0,1,0,0,0,Tottenham,Newcastle,Liverpool,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davy,Klaassen,MID,EVE,7000000,0,4,0.19047619047619,2.7210884353741497e-08,5.714285714285711e-07,0,81665,0,4,0,0,0,0,0,0.6,106,-5,0,4,5,0.0,0,0.0,0,0,0,0,0,0.3,5236,0,0,0,0,187,43,0,0,10,Man Utd,Tottenham,West Brom,Leicester,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4400000,1,50,3.8,8.63636363636364e-07,1.13636363636364e-05,0,82368,0,12,0,0,0,0,0,11.4,16508,-1,0,50,1,0.8,0,3.6,4,0,6,0,0,2.2,172130,0,0,0,1,1081,7708,0,0,267,Burnley,Man City,Swansea,Huddersfield,Tottenham,3.9,3.8,3.3,3.3,4.5,4.0,5.5,4.4,2.9,4.9,4.5,2.6,4.3,3.8,4.8,3.9,5.5,28.0
Anthony,Knockaert,MID,BHA,5600000,2,53,2.6,4.6428571428571395e-07,9.46428571428571e-06,0,107638,4,13,0,0,0,1,0,9.5,1017,-4,0,53,4,0.3,0,1.7,5,0,8,0,1,0.6,42524,0,0,0,0,1426,323,0,0,228,Bournemouth,West Brom,Chelsea,Southampton,West Ham,2.7,1.7,2.2,1.7,2.7,1.5,2.8,2.6,1.9,1.3,2.4,3.0,1.5,2.1,1.6,2.1,1.3,85.3
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0.0,0.0,0.0,0,2078,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,126,0,0,0,0,0,2,0,0,0,Watford,Liverpool,Newcastle,West Brom,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Kolasinac,DEF,ARS,6000000,1,78,4.6,7.66666666666667e-07,1.3000000000000001e-05,0,918460,1,18,0,0,0,1,0,13.0,61194,0,0,78,0,0.1,0,0.7,6,0,7,0,4,10.2,809300,0,0,0,1,1423,3818,0,0,344,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.0,3.8,6.9,3.9,5.6,3.9,5.4,4.7,6.5,3.5,6.6,6.3,4.1,6.9,3.4,6.4,3.8,85.8
Vincent,Kompany,DEF,MCI,5800000,0,24,2.7,4.6551724137931004e-07,4.13793103448276e-06,0,263532,4,4,0,0,0,0,0,4.1,1705,-2,0,24,2,0.2,0,1.1,0,0,3,0,0,1.9,73696,0,0,0,0,674,111,0,0,148,Watford,Liverpool,Newcastle,West Brom,Burnley,0.0,2.1,2.5,2.9,2.5,2.1,1.9,2.8,2.5,3.3,1.7,2.5,2.2,2.2,2.8,2.9,2.6,26.1
Laurent,Koscielny,DEF,ARS,6000000,9,76,4.2,7e-07,1.2666666666666699e-05,0,80759,3,20,0,0,0,0,0,12.7,8428,0,0,76,0,0.7,0,4.3,14,0,9,0,0,2.4,140234,0,0,0,2,1595,6627,0,0,421,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,5.9,3.3,6.3,3.3,4.9,3.3,4.7,4.2,5.9,3.0,5.8,5.6,3.6,6.3,2.9,5.7,3.3,62.5
Cheikhou,Kouyate,MID,WHU,5000000,0,40,2.7,5.4e-07,8e-06,0,51742,2,26,0,0,0,2,0,8.0,1105,0,0,40,0,0.1,0,0.7,2,0,3,0,0,0.4,67118,0,0,0,0,1186,9659,0,0,175,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,4.3,1.8,2.9,2.6,1.5,2.2,1.4,2.3,2.5,2.2,2.5,1.5,2.5,1.4,1.6,1.7,3.2,43.9
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,26071,0,0,0,0,0,0,0,0.0,1628,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.9,59282,0,0,0,0,0,1245,0,0,0,Bournemouth,West Brom,Chelsea,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,4900000,1,33,2.4,4.89795918367347e-07,6.73469387755102e-06,0,24754,1,19,0,0,0,0,0,6.7,294,-1,0,33,1,0.2,0,1.0,3,0,2,0,2,0.2,30080,0,0,0,0,917,28,0,0,163,West Ham,Brighton,Everton,Man City,Southampton,1.4,2.2,1.7,1.2,2.0,1.2,2.6,1.6,2.0,1.7,2.1,2.5,1.2,1.6,1.7,1.8,1.4,34.0
Alexandre,Lacazette,FWD,ARS,10300000,2,84,4.0,3.88349514563107e-07,8.15533980582524e-06,0,1511718,1,17,0,0,0,8,0,8.2,38243,-2,0,84,2,0.4,0,3.7,3,0,8,0,4,8.9,1106267,0,0,0,1,1434,11198,0,0,325,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,4.0,3.7,5.5,3.5,5.4,2.8,4.4,3.1,4.9,3.7,6.0,5.1,3.6,5.3,2.7,4.7,3.0,159.5
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,111814,0,1,0,0,0,0,0,0.2,4440,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1.6,175658,0,0,0,0,16,3672,0,0,3,Southampton,Burnley,Arsenal,West Ham,Newcastle,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.6,0.2
Adam,Lallana,MID,LIV,7300000,0,2,0.0952380952380952,1.3046314416177399e-08,2.73972602739726e-07,0,35873,1,0,0,0,0,0,0,0.3,253,-2,0,2,2,0.0,0,0.1,0,0,0,0,0,0.3,4876,0,0,0,0,41,271,0,0,6,Burnley,Man City,Swansea,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Erik,Lamela,MID,TOT,6300000,0,11,0.55,8.73015873015873e-08,1.74603174603175e-06,0,8705,1,4,0,0,0,0,0,1.7,388,-2,0,11,2,0.2,0,1.3,0,0,1,0,1,0.1,8414,0,0,0,0,156,956,0,0,40,Swansea,West Ham,Everton,Southampton,Man Utd,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,23.9
Manuel,Lanzini,MID,WHU,6800000,0,51,3.6,5.294117647058821e-07,7.499999999999999e-06,0,98485,2,23,0,0,0,1,0,7.5,6962,-2,0,51,2,0.7,1,4.7,6,0,3,0,5,2.0,141364,0,0,0,1,1128,69477,0,0,254,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,6.6,2.8,4.3,4.0,2.5,3.4,2.0,3.6,3.9,3.5,3.9,2.4,3.9,2.1,2.6,2.8,4.8,83.6
Jamaal,Lascelles,DEF,NEW,4600000,6,57,3.6,7.826086956521741e-07,1.23913043478261e-05,0,628516,3,14,0,0,0,2,0,12.4,11872,1,0,57,-1,0.4,0,1.9,4,0,4,0,0,5.6,799201,0,0,0,1,1397,8675,0,0,266,Stoke,Swansea,Man City,Burnley,Crystal Palace,3.7,3.6,3.2,4.2,4.5,3.9,3.2,3.2,4.1,3.2,4.5,3.0,4.4,2.5,4.5,4.6,4.4,55.6
,Lee Chung-yong,MID,CRY,4300000,1,4,0.19047619047619,4.4296788482835e-08,9.30232558139535e-07,0,38863,0,2,0,0,0,0,0,0.9,615,-2,0,4,2,0.0,0,0.1,0,0,0,0,0,0.3,42022,0,0,0,0,110,99,0,0,11,Southampton,Burnley,Arsenal,West Ham,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,3315,0,0,0,0,0,0,0,0.0,198,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,8121,0,0,0,0,0,231,0,0,0,Liverpool,Crystal Palace,Man Utd,Newcastle,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4400000,0,17,0.80952380952381,1.83982683982684e-07,3.86363636363636e-06,0,33475,3,21,0,0,0,0,0,3.9,458,-1,0,17,1,0.2,0,0.7,0,0,1,0,0,0.1,5707,0,0,0,0,1023,4,0,0,173,Stoke,Swansea,Man City,Burnley,Crystal Palace,0.0,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,36.3
