FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Sofiane,Boufal,MID,SOU,5700000,1,53,1.89285714285714,3.32080200501253e-07,9.29824561403509e-06,0,22505,1,24,0,0,0,2,0,9.3,233,-3,0,53,3,0.4,0,2.3,2,0,1,0,2,0.2,17359,0,0,0,0,1169,226,0,0,215,Stoke,Newcastle,West Ham,Arsenal,Chelsea,1.3,1.3,0.0,1.1,1.0,1.1,1.1,1.4,1.4,0.9,98.0
,Brad Smith,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,186634,0,0,0,0,0,0,0,0.0,1696,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,3.0,91707,0,0,0,0,0,2867,0,0,0,Leicester,Tottenham,West Brom,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5300000,0,56,2.0,3.77358490566038e-07,1.05660377358491e-05,0,212001,3,12,0,0,0,1,0,10.6,163,-2,0,56,2,0.0,0,0.0,7,0,6,0,4,0.4,198936,0,0,0,1,1277,8,0,0,216,Everton,West Ham,West Brom,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,1.6,1.1,1.5,1.0,1.6,97.3
Claudio,Bravo,GLK,MCI,4600000,0,1,0.0357142857142857,7.763975155279499e-09,2.1739130434782601e-07,0,39538,0,0,0,0,0,0,0,0.2,148,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.4,8532,0,0,0,0,44,89,0,0,4,Chelsea,Stoke,Everton,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Miguel,Britos,DEF,WAT,4300000,0,20,0.7142857142857142,1.66112956810631e-07,4.65116279069767e-06,0,145177,3,12,0,0,0,1,0,4.7,98,-2,0,20,2,0.0,0,0.0,0,0,2,0,0,0.5,115204,0,0,0,0,704,49,0,1,129,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,24.4
Leon,Britton,MID,SWA,4400000,0,9,0.32142857142857106,7.305194805194809e-08,2.04545454545455e-06,0,8718,1,1,0,0,0,0,0,2.0,23,-1,0,9,1,0.0,0,0.0,0,0,3,0,0,0.1,4103,0,0,0,0,269,19,0,0,25,West Ham,Huddersfield,Man Utd,West Brom,Everton,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
Isaiah,Brown,MID,BHA,5200000,0,16,0.5714285714285711,1.0989010989011e-07,3.07692307692308e-06,0,3891,0,8,0,0,0,0,0,3.1,7,-3,0,16,3,0.0,0,0.0,0,0,0,0,0,0.0,652,0,0,0,0,302,3,0,0,60,Arsenal,Everton,Leicester,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,14.5
,Bruno,DEF,BHA,4500000,0,65,3.3,7.33333333333333e-07,1.44444444444444e-05,0,94697,3,19,0,0,0,0,0,14.4,3944,0,0,65,0,0.0,0,0.0,5,0,8,0,0,1.1,135847,0,0,0,0,1635,175,0,0,336,Arsenal,Everton,Leicester,Huddersfield,Crystal Palace,4.6,2.0,0.0,3.6,4.1,3.8,3.8,3.1,3.9,2.8,44.7
Chris,Brunt,MID,WBA,5000000,5,55,1.9642857142857097,3.9285714285714297e-07,1.1e-05,0,134955,2,10,0,0,0,0,0,11.0,509,-5,0,55,5,1.0,0,5.0,6,0,6,0,6,0.5,124808,0,0,0,0,1026,1289,0,0,251,Watford,Leicester,Bournemouth,Burnley,Swansea,1.0,1.6,1.1,1.5,1.7,1.0,1.2,1.2,1.3,1.0,84.8
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,621,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,99,0,0,0,0,0,1,0,0,0,Tottenham,Swansea,Crystal Palace,Newcastle,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Burke,MID,WBA,4900000,1,15,0.535714285714286,1.0932944606414001e-07,3.0612244897959202e-06,0,3603,0,8,0,0,0,0,0,3.1,11,-6,0,15,6,0.2,0,1.0,0,0,0,0,1,0.0,3712,0,0,0,0,241,7,0,0,40,Watford,Leicester,Bournemouth,Burnley,Swansea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.5
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,1623,0,0,0,0,0,0,0,0.0,95,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2868,0,0,0,0,0,14,0,0,0,Swansea,Burnley,Southampton,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Butcher,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,126,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,157,0,0,0,0,0,11,0,0,0,Leicester,Tottenham,West Brom,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,5000000,6,82,3.3,6.6e-07,1.64e-05,0,151930,0,47,0,97,0,0,0,16.4,918,0,0,82,0,0.7,0,3.7,9,0,4,0,0,2.3,114909,1,0,0,1,2250,1662,0,0,472,Southampton,Man City,Everton,Arsenal,Tottenham,3.4,3.1,3.4,2.9,3.7,3.3,3.9,3.0,4.8,2.7,67.4
Sam,Byram,DEF,WHU,4200000,0,4,0.14285714285714302,3.40136054421769e-08,9.52380952380952e-07,0,9794,1,4,0,0,0,0,0,1.0,125,-3,0,4,3,0.2,0,0.7,0,0,0,0,0,0.1,3199,0,0,0,0,183,85,0,0,33,Swansea,Burnley,Southampton,Chelsea,Stoke,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,13.3
Willy,Caballero,GLK,CHE,4800000,0,7,0.25,5.20833333333333e-08,1.4583333333333299e-06,0,11069,0,0,0,3,0,0,0,1.5,241,-2,0,7,2,0.0,0,0.0,0,0,1,0,0,0.1,8904,0,0,0,0,90,25,0,0,29,Man City,Crystal Palace,Tottenham,West Ham,Southampton,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5
Yohan,Cabaye,MID,CRY,5300000,0,53,2.3,4.33962264150943e-07,1e-05,0,33768,4,30,0,0,0,0,0,10.0,517,-2,0,53,2,0.2,0,1.3,3,0,4,0,3,0.2,18470,0,0,0,0,1741,10,0,0,319,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,0.0,1.2,1.5,1.4,1.6,2.0,1.4,2.0,1.4,2.3,128.9
Gary,Cahill,DEF,CHE,6200000,0,55,1.9642857142857097,3.16820276497696e-07,8.87096774193548e-06,0,602050,0,19,0,0,0,0,0,8.9,2199,-3,0,55,3,0.0,0,0.3,2,0,7,0,0,2.6,83881,0,0,0,0,1452,271,0,1,320,Man City,Crystal Palace,Tottenham,West Ham,Southampton,1.1,2.6,0.0,1.7,2.1,1.6,1.9,1.2,1.7,1.1,45.7
Dominic,Calvert-Lewin,FWD,EVE,5100000,1,75,2.9,5.68627450980392e-07,1.4705882352941199e-05,0,1057497,3,22,0,0,0,4,0,14.7,20669,1,0,75,-1,0.4,0,2.0,3,0,6,0,6,4.3,1220553,0,0,0,1,1593,3543,0,0,217,Burnley,Brighton,Stoke,Man City,Liverpool,2.1,3.6,2.6,2.8,2.8,2.1,3.2,2.2,3.3,2.0,107.4
Geoff,Cameron,DEF,STK,4300000,2,26,0.9285714285714292,2.1594684385382105e-07,6.04651162790698e-06,0,40815,1,27,0,0,0,0,0,6.0,181,-2,0,26,2,0.2,0,1.0,0,0,1,0,0,0.3,29833,0,0,0,0,1317,148,0,0,191,Southampton,Man City,Everton,Arsenal,Tottenham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.5,34.2
Tyrese,Campbell,FWD,STK,4500000,1,1,0.0357142857142857,7.936507936507941e-09,2.22222222222222e-07,0,1330,0,1,0,0,0,0,0,0.2,1138,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.1,7558,0,0,0,0,26,6395,0,0,3,Southampton,Man City,Everton,Arsenal,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Emre,Can,MID,LIV,4900000,13,86,3.7,7.55102040816327e-07,1.75510204081633e-05,0,537463,8,27,0,0,0,3,0,17.6,4264,-1,-1,86,1,1.1,0,5.3,10,0,7,0,6,6.4,503693,0,0,0,2,1883,83593,1,0,462,Newcastle,Man Utd,Watford,Crystal Palace,Everton,4.1,2.1,3.7,3.1,3.6,4.1,3.3,4.0,2.8,4.0,113.3
Etienne,Capoue,MID,WAT,4800000,2,29,1.03571428571429,2.1577380952381e-07,6.04166666666667e-06,0,297019,2,13,0,0,0,1,0,6.0,394,-7,0,29,7,0.4,0,2.0,0,0,2,0,1,1.2,40832,0,0,0,0,727,533,0,0,132,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,38.5
Michael,Carrick,MID,MUN,4200000,0,1,0.0357142857142857,8.50340136054422e-09,2.38095238095238e-07,0,111322,0,0,0,0,0,0,0,0.2,1097,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,1.0,86246,0,0,0,0,24,1263,0,0,0,Crystal Palace,Liverpool,Swansea,Man City,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1
Andre,Carrillo,MID,WAT,5500000,0,59,2.4,4.3636363636363604e-07,1.0727272727272698e-05,0,10784,2,31,0,0,0,1,0,10.7,250,0,0,59,0,0.1,0,0.3,4,0,3,0,3,0.1,12844,0,0,0,0,1452,138,0,0,256,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,2.4,1.3,1.2,2.1,1.9,1.6,2.0,1.2,2.1,1.2,80.7
Guido,Carrillo,FWD,SOU,6500000,5,10,0.3571428571428571,5.49450549450549e-08,1.53846153846154e-06,0,7213,0,5,0,0,0,0,0,1.5,614,0,0,10,0,0.5,0,3.0,0,0,0,0,1,0.1,14534,0,0,0,0,299,1715,0,0,27,Stoke,Newcastle,West Ham,Arsenal,Chelsea,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.1
Andy,Carroll,FWD,WHU,5700000,0,25,2.1,3.6842105263157896e-07,4.3859649122807e-06,0,102471,5,12,0,0,0,2,0,4.4,386,-3,0,25,3,0.0,0,0.0,3,0,3,0,1,0.2,103259,0,0,0,1,695,24,0,1,71,Swansea,Burnley,Southampton,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,2.3,1.0,1.7,1.4,2.2,49.8
Tom,Carroll,MID,SWA,4300000,2,64,2.4,5.58139534883721e-07,1.4883720930232598e-05,0,580316,3,29,0,0,0,0,0,14.9,8889,-2,0,64,2,0.5,0,2.0,3,0,7,0,3,5.3,567777,0,0,0,0,2022,7377,0,0,327,West Ham,Huddersfield,Man Utd,West Brom,Everton,2.3,1.6,0.0,1.2,1.6,2.7,1.2,1.8,1.7,2.1,101.7
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,697,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,377,0,0,0,0,0,3,0,0,0,Huddersfield,Bournemouth,Chelsea,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.0357142857142857,8.11688311688312e-09,2.2727272727272702e-07,0,1124,0,0,0,0,0,0,0,0.2,9,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,321,0,0,0,0,19,10,0,0,4,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Santiago,Cazorla,MID,ARS,6900000,0,0,0.0,0.0,0.0,0,2411,0,0,0,0,0,0,0,0.0,29,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,953,0,0,0,0,0,22,0,0,0,Brighton,Watford,Stoke,Southampton,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5300000,1,95,3.4,6.41509433962264e-07,1.7924528301886802e-05,0,254599,1,39,0,66,0,0,0,17.9,2013,-2,0,95,2,0.4,0,2.3,4,0,9,0,0,4.4,136069,0,0,0,0,2499,1456,0,0,489,Brighton,Watford,Stoke,Southampton,Newcastle,2.8,4.5,0.0,4.5,4.2,2.4,4.9,2.2,4.3,2.4,53.2
,Cedric,DEF,SOU,4700000,2,48,2.2,4.68085106382979e-07,1.02127659574468e-05,0,702908,1,29,0,0,0,0,0,10.2,1009,-3,0,48,3,0.3,0,1.3,0,0,4,0,0,2.4,246781,0,0,0,0,1894,1858,0,0,302,Stoke,Newcastle,West Ham,Arsenal,Chelsea,2.1,1.5,0.0,1.9,1.7,1.9,1.5,1.6,1.2,1.5,73.0
Nacer,Chadli,MID,WBA,5600000,0,13,0.46428571428571397,8.29081632653061e-08,2.32142857142857e-06,0,39483,1,2,0,0,0,1,0,2.3,27,-4,0,13,4,0.0,0,0.0,3,0,1,0,0,0.2,9672,0,0,0,1,174,3,0,0,30,Watford,Leicester,Bournemouth,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,0.42857142857142894,1.0204081632653099e-07,2.8571428571428602e-06,0,203349,1,7,0,0,0,0,0,2.9,537,-3,0,12,3,0.0,0,0.0,0,0,3,0,0,0.7,129238,0,0,0,0,429,218,0,0,37,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,19.6
,Chamberlain,MID,LIV,5600000,6,75,2.67857142857143,4.78316326530612e-07,1.33928571428571e-05,0,382405,1,24,0,0,0,3,0,13.4,6109,-4,0,75,4,0.5,0,2.7,5,0,3,0,4,2.9,341133,0,0,0,0,1398,9691,0,0,352,Newcastle,Man Utd,Watford,Crystal Palace,Everton,2.5,1.3,2.3,1.8,2.2,2.6,2.0,2.5,1.6,2.5,139.4
Calum,Chambers,DEF,ARS,4700000,0,5,0.178571428571429,3.79939209726444e-08,1.0638297872340401e-06,0,24950,1,6,0,0,0,0,0,1.1,187,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.2,9419,0,0,0,0,340,145,0,0,56,Brighton,Watford,Stoke,Southampton,Newcastle,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14.0
,Chicharito,FWD,WHU,6700000,1,80,3.6,5.37313432835821e-07,1.19402985074627e-05,0,1866715,3,27,0,0,0,7,0,11.9,14848,-3,0,80,3,0.8,0,5.3,12,0,6,0,2,7.7,1235042,0,0,0,2,1340,10426,0,0,264,Swansea,Burnley,Southampton,Chelsea,Stoke,3.0,4.1,0.0,4.4,2.2,4.9,2.4,3.9,3.3,4.7,97.5
Benjamin,Chilwell,DEF,LEI,4300000,2,38,1.35714285714286,3.1561461794019897e-07,8.83720930232558e-06,0,61835,0,19,0,0,0,0,0,8.8,1717,-2,0,38,2,0.2,0,1.0,0,0,4,0,0,1.3,107748,0,0,0,0,1238,3378,0,1,214,Bournemouth,West Brom,Brighton,Newcastle,Burnley,0.8,0.7,0.0,0.7,0.8,0.8,1.0,1.2,1.3,0.7,40.3
Hamza,Choudhury,MID,LEI,4400000,0,1,0.0357142857142857,8.11688311688312e-09,2.2727272727272702e-07,0,297,0,0,0,0,0,0,0,0.2,9,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,395,0,0,0,0,7,13,0,0,2,Bournemouth,West Brom,Brighton,Newcastle,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Eric Maxim,Choupo-Moting,MID,STK,5400000,2,96,3.6,6.66666666666667e-07,1.77777777777778e-05,0,684234,3,43,0,0,0,4,0,17.8,14131,-1,0,96,1,0.3,0,1.7,9,0,4,0,5,3.5,818353,0,0,0,2,2081,5708,0,0,301,Southampton,Man City,Everton,Arsenal,Tottenham,3.2,2.5,4.8,2.5,3.4,2.9,3.8,2.2,3.8,3.1,153.8
Andreas,Christensen,DEF,CHE,5300000,1,70,3.3,6.226415094339621e-07,1.32075471698113e-05,0,436821,0,12,0,0,0,0,0,13.2,3465,-2,0,70,2,0.5,0,2.7,4,0,8,0,0,1.5,490686,0,0,0,0,1527,7349,0,0,381,Man City,Crystal Palace,Tottenham,West Ham,Southampton,2.6,4.7,0.0,3.6,4.4,3.5,4.0,2.8,3.7,2.7,47.9
Ciaran,Clark,DEF,NEW,4400000,0,64,3.2,7.27272727272727e-07,1.45454545454545e-05,0,250369,3,30,0,0,0,2,0,14.5,3768,-1,0,64,1,0.2,0,0.7,6,0,4,0,1,2.0,290319,0,0,0,1,1745,1468,0,0,317,Liverpool,Southampton,Huddersfield,Leicester,Arsenal,3.0,3.5,0.0,3.7,2.6,4.2,2.2,3.6,3.4,3.5,67.5
Jordy,Clasie,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,18728,0,0,0,0,0,0,0,0.0,20,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4023,0,0,0,0,0,1,0,0,0,Stoke,Newcastle,West Ham,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Cleverley,MID,WAT,5000000,0,58,2.5,5e-07,1.1599999999999999e-05,0,100588,1,33,0,0,0,1,0,11.6,630,0,0,58,0,0.0,1,0.0,3,0,6,0,2,0.4,102390,0,0,0,1,1900,14,0,1,300,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,1.7,2.1,1.3,2.2,1.2,92.1
Sam,Clucas,MID,SWA,4700000,2,58,2.8,5.95744680851064e-07,1.23404255319149e-05,0,23793,1,23,0,0,0,3,0,12.3,4230,-3,0,58,3,0.5,0,2.3,3,0,4,0,0,0.8,65123,0,0,0,1,1488,2435,0,0,233,West Ham,Huddersfield,Man Utd,West Brom,Everton,2.9,2.0,0.0,1.4,2.1,3.4,1.4,2.3,2.2,2.6,54.2
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0.0,0.0,0.0,0,27895,0,0,0,0,0,0,0,0.0,26,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1438,0,0,0,0,0,16,0,0,0,Newcastle,Man Utd,Watford,Crystal Palace,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Colback,MID,NEW,4200000,0,0,0.0,0.0,0.0,0,112737,0,0,0,0,0,0,0,0.0,913,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,1.1,113389,0,0,0,0,0,50,0,0,0,Liverpool,Southampton,Huddersfield,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Coleman,GLK,HUD,3900000,0,0,0.0,0.0,0.0,0,71500,0,0,0,0,0,0,0,0.0,2417,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,4.6,205855,0,0,0,0,0,11795,0,0,0,Tottenham,Swansea,Crystal Palace,Newcastle,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seamus,Coleman,DEF,EVE,6400000,0,3,0.107142857142857,1.67410714285714e-08,4.6875e-07,0,12495,0,1,0,0,0,0,0,0.5,541,-1,0,3,1,0.0,0,0.3,0,0,0,0,0,0.3,7335,0,0,0,0,135,419,0,0,22,Burnley,Brighton,Stoke,Man City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.6
James,Collins,DEF,WHU,4300000,-1,34,1.21428571428571,2.82392026578073e-07,7.906976744186051e-06,0,25542,3,16,0,0,0,1,0,7.9,992,-2,0,34,2,0.7,0,3.0,3,0,3,0,0,0.4,31387,0,0,0,0,957,1174,0,0,184,Swansea,Burnley,Southampton,Chelsea,Stoke,0.6,0.9,0.0,0.8,0.6,1.0,0.6,0.6,0.6,0.7,42.9
Francis,Coquelin,MID,ARS,4300000,0,7,1.0,2.3255813953488398e-07,1.62790697674419e-06,0,40770,0,6,0,0,0,0,0,1.6,129,-2,0,7,2,0.0,0,0.0,0,0,0,0,0,0.5,15782,0,0,0,0,164,5,0,0,35,Brighton,Watford,Stoke,Southampton,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
Jack,Cork,MID,BUR,4600000,2,71,2.5,5.43478260869565e-07,1.54347826086957e-05,0,341125,6,25,0,0,0,1,0,15.4,4715,1,0,71,-1,0.4,0,1.7,3,0,10,0,1,2.9,435214,0,0,0,0,2520,3502,0,0,384,Everton,West Ham,West Brom,Watford,Leicester,2.8,1.7,0.0,1.8,1.6,2.2,1.6,2.2,1.4,2.3,89.2
,Costa,FWD,CHE,9500000,0,0,0.0,0.0,0.0,0,66323,0,0,0,0,0,0,0,0.0,39,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.3,2419,0,0,0,0,0,1,0,0,0,Man City,Crystal Palace,Tottenham,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thibaut,Courtois,GLK,CHE,5400000,2,109,4.0,7.407407407407409e-07,2.01851851851852e-05,0,786158,1,25,0,56,0,0,0,20.2,15967,-1,0,109,1,0.6,0,3.0,2,0,13,0,0,11.0,474044,0,0,0,0,2430,1546,0,0,497,Man City,Crystal Palace,Tottenham,West Ham,Southampton,3.6,5.7,0.0,4.8,5.7,4.6,5.2,3.8,4.9,3.7,40.1
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.131868131868129e-07,1.13186813186813e-05,0,1724778,0,14,0,0,0,7,0,11.3,1755,1,0,103,-1,0.0,0,0.0,15,0,5,0,7,3.6,1531094,0,0,0,4,1109,3,0,0,381,Newcastle,Man Utd,Watford,Crystal Palace,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.7,1.75e-07,5e-07,0,24061,0,7,0,0,0,0,0,0.5,238,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.2,24112,0,0,0,0,179,10,0,0,35,Tottenham,Swansea,Crystal Palace,Newcastle,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Aaron,Cresswell,DEF,WHU,5100000,0,84,3.2,6.274509803921571e-07,1.64705882352941e-05,0,243379,4,42,0,0,0,0,0,16.5,6049,1,0,84,-1,0.7,0,3.7,10,0,7,0,5,3.4,393319,0,0,0,0,2199,8215,0,0,430,Swansea,Burnley,Southampton,Chelsea,Stoke,2.4,3.9,0.0,3.7,2.7,4.1,2.6,3.1,2.3,3.4,104.5
Peter,Crouch,FWD,STK,4800000,0,51,2.4,5e-07,1.0625e-05,0,362988,1,20,0,0,0,3,0,10.6,7777,-2,0,51,2,0.1,0,0.7,4,0,0,0,2,2.4,347312,0,0,0,0,1037,1217,0,0,159,Southampton,Man City,Everton,Arsenal,Tottenham,2.1,2.0,2.6,1.3,2.0,1.6,2.2,1.4,2.5,1.7,73.8
Josh,Cullen,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,286,0,0,0,0,0,0,0,0.0,41,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,643,0,0,0,0,0,67,0,0,0,Swansea,Burnley,Southampton,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,4700000,0,70,2.8,5.95744680851064e-07,1.48936170212766e-05,0,1063761,0,34,0,0,0,1,0,14.9,16918,-3,0,70,3,0.1,0,0.7,4,0,5,0,1,6.6,534881,0,0,0,0,2142,2651,0,0,424,Leicester,Tottenham,West Brom,Watford,Crystal Palace,2.0,2.8,3.0,2.7,4.0,2.4,3.0,2.7,2.7,2.6,91.2
,Danilo,DEF,MCI,5000000,6,71,4.4,8.8e-07,1.42e-05,0,398730,1,7,0,0,0,2,0,14.2,3302,-5,0,71,5,1.1,0,5.7,5,0,7,0,1,2.9,305339,0,0,0,1,945,18295,0,0,289,Chelsea,Stoke,Everton,Man Utd,Tottenham,5.5,5.2,0.0,3.7,5.5,4.6,5.2,5.3,5.8,5.4,50.8
Scott,Dann,DEF,CRY,4600000,0,32,1.9,4.1304347826086996e-07,6.95652173913044e-06,0,87136,4,26,0,0,0,1,0,7.0,255,-4,0,32,4,0.0,0,0.0,0,0,1,0,0,0.3,39398,0,0,0,0,1434,5,0,0,211,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,1.9,1.5,1.5,1.4,1.7,67.0
Karl,Darlow,GLK,NEW,4400000,0,33,1.17857142857143,2.67857142857143e-07,7.499999999999999e-06,0,26999,0,15,0,35,0,0,0,7.5,993,-1,0,33,1,0.2,0,1.0,2,0,2,0,0,0.3,24476,1,0,0,1,900,92,0,0,172,Liverpool,Southampton,Huddersfield,Leicester,Arsenal,0.6,0.7,0.0,0.8,0.6,1.0,0.6,0.8,0.7,0.7,25.9
Matteo,Darmian,DEF,MUN,4900000,0,9,0.32142857142857106,6.5597667638484e-08,1.8367346938775502e-06,0,33251,0,2,0,0,0,0,0,1.8,61,-6,0,9,6,0.0,0,0.0,0,0,1,0,0,0.2,7053,0,0,0,0,195,34,0,0,46,Crystal Palace,Liverpool,Swansea,Man City,West Brom,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
,David Luiz,DEF,CHE,5700000,0,32,1.14285714285714,2.00501253132832e-07,5.6140350877193e-06,0,1186748,3,13,0,0,0,1,0,5.6,2451,-3,0,32,3,0.1,0,0.7,0,0,3,0,2,7.5,326606,0,0,0,0,838,53,0,1,186,Man City,Crystal Palace,Tottenham,West Ham,Southampton,0.0,1.2,0.0,0.7,0.9,0.6,0.8,0.6,0.7,0.6,29.6
,David Silva,MID,MCI,7900000,8,116,5.3,6.70886075949367e-07,1.46835443037975e-05,0,2303701,5,13,0,0,0,6,0,14.7,3438,-1,0,116,1,0.3,0,2.7,15,0,10,0,8,6.8,2289315,0,0,0,3,1820,36670,0,0,459,Chelsea,Stoke,Everton,Man Utd,Tottenham,5.8,5.5,0.0,6.3,5.7,4.7,6.7,5.6,7.3,6.0,207.6
