FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Stephen,Kingsley,DEF,SWA,4000000,0,19,0.316666666666667,7.91666666666667e-08,4.75e-06,0,388664,0,13,0,0,0,0,0,4.8,33429,0,0,19,0,0.0,0,0.0,2,0,2,0,0,9.6,547622,0,75,0,1,675,8104,0,0,124,Arsenal,Liverpool,Southampton,Man City,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jan,Kirchhoff,MID,SUN,4300000,0,12,0.2,4.65116279069767e-08,2.7906976744186e-06,0,3304,1,11,0,0,0,0,0,2.8,137,-2,0,12,2,0.0,0,0.0,0,0,0,0,1,0.0,1456,0,118,0,0,433,24,0,0,61,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ragnar,Klavan,DEF,LIV,4600000,1,29,2.9,6.30434782608696e-07,6.30434782608696e-06,0,49090,1,9,0,0,0,0,0,6.3,7304,-4,0,29,4,0.9,0,4.3,3,0,3,0,0,1.2,50130,0,0,0,0,766,12601,0,0,183,Man Utd,Swansea,Chelsea,Hull City,Tottenham,1.8,3.1,3.1,2.7,3.5,1.6,3.8,3.5,2.4,3.1,3.8,2.9,2.5,3.3,2.2,3.9,3.4,3.2
Aleksandar,Kolarov,DEF,MCI,5800000,1,53,2.8,4.827586206896551e-07,9.137931034482761e-06,0,153020,5,20,0,0,0,1,0,9.1,12293,-2,0,53,2,0.5,0,2.8,2,0,4,0,1,3.7,81335,1,429,0,1,1635,2460,0,0,319,Everton,Tottenham,West Ham,Swansea,Bournemouth,2.1,3.2,3.4,2.7,2.5,2.1,1.9,3.4,3.5,3.1,2.2,3.2,2.9,3.0,2.5,3.0,2.6,2.3
Vincent,Kompany,DEF,MCI,5900000,0,3,0.05,8.47457627118644e-09,5.084745762711859e-07,0,18452,1,1,0,0,0,0,0,0.5,251,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.4,5452,0,173,0,0,114,149,0,0,13,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arouna,Kone,FWD,EVE,5100000,0,3,0.05,9.80392156862745e-09,5.882352941176471e-07,0,66946,0,0,0,0,0,0,0,0.6,663,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.8,14091,0,289,0,0,46,269,0,0,9,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamine,Kone,DEF,SUN,4300000,0,31,1.8,4.1860465116279104e-07,7.209302325581401e-06,0,79440,2,27,0,0,0,0,0,7.0,6343,-2,1,31,2,0.4,0,1.8,0,0,2,0,0,0.9,21738,0,176,0,0,1463,155,-1,0,238,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.0,1.0,1.8,1.3,2.1,0.9,1.5,1.0,1.8,0.9,0.9,1.1,2.3,1.4,2.0,1.2,1.5,0.9
Dimitrios,Konstantopoulos,GLK,MID,4200000,0,0,0.0,0.0,0.0,0,5998,0,0,0,0,0,0,0,0.0,234,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,852,0,0,0,0,0,209,0,0,0,Watford,West Ham,West Brom,Tottenham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent,Koscielny,DEF,ARS,6300000,1,78,4.1,6.50793650793651e-07,1.23809523809524e-05,0,411128,3,18,0,0,0,2,0,12.4,49738,3,0,78,-3,0.7,0,4.3,11,0,6,0,0,17.8,810817,0,493,0,3,1683,19691,0,0,447,Swansea,Burnley,Watford,Chelsea,Hull City,4.4,5.4,5.1,3.9,5.5,5.0,4.9,4.6,4.4,4.9,5.9,5.0,4.4,4.9,4.0,3.9,5.0,4.9
Cheikhou,Kouyate,MID,WHU,5100000,2,43,2.4,4.7058823529411793e-07,8.431372549019611e-06,0,88723,1,28,0,0,0,0,0,8.4,3347,-4,0,43,4,0.6,0,3.0,0,0,5,0,1,0.8,21372,0,498,0,0,1598,310,0,0,236,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.0,1.6,1.6,1.3,2.0,1.7,1.6,1.3,2.7,1.5,1.2,2.0,2.0,2.2,1.4,1.8,1.4,1.4
Dusan,Kuciak,GLK,HUL,4000000,0,0,0.0,0.0,0.0,0,4610,0,0,0,0,0,0,0,0.0,388,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,7467,0,0,0,0,0,325,0,0,0,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,1019,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,845,0,0,0,0,0,26,0,0,0,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,21778,0,0,0,0,0,0,0,0.0,473,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,3050,0,0,0,0,0,35,0,0,0,Southampton,Arsenal,Leicester,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,7700000,1,105,1.75,2.2727272727272702e-07,1.3636363636363601e-05,0,778837,2,20,0,0,0,7,0,13.6,133628,7,-1,105,-7,0.6,0,4.8,13,0,5,0,7,27.6,1647040,0,416,0,3,1288,156597,1,0,391,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.9,1.2,1.0,0.9,1.1,0.9,0.9,1.8,0.9,1.4,1.3,0.9,0.9,1.1,1.0,1.3,0.9,1.3
Rickie,Lambert,FWD,WBA,5400000,0,1,1.0,1.85185185185185e-07,1.85185185185185e-07,0,8025,0,0,0,0,0,0,0,0.2,52,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,1290,0,72,0,0,13,21,0,0,3,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6600000,0,28,0.46666666666666706,7.070707070707071e-08,4.24242424242424e-06,0,528088,1,2,0,0,0,1,0,4.2,3220,-4,0,28,4,0.0,1,0.0,4,0,4,0,1,3.6,302342,0,519,0,0,595,187,0,0,93,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Manuel,Lanzini,MID,WHU,6300000,2,51,0.85,1.3492063492063502e-07,8.09523809523809e-06,0,29707,2,25,0,0,0,3,0,8.1,1565,-2,1,51,2,0.1,0,0.8,5,0,4,0,0,0.3,35003,0,381,0,1,1147,3932,-1,0,246,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Sebastian,Larsson,MID,SUN,4700000,4,11,0.18333333333333302,3.90070921985816e-08,2.34042553191489e-06,0,1146,2,11,0,0,0,0,0,2.3,177,-3,0,11,3,0.5,0,2.3,0,0,0,0,1,0.0,1210,0,58,0,0,398,682,0,0,49,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Grant,Leadbitter,MID,MID,4700000,1,12,0.2,4.25531914893617e-08,2.5531914893617e-06,0,845,0,2,0,0,0,1,0,2.6,228,-3,0,12,3,0.5,0,2.3,0,0,1,0,0,0.0,1213,0,0,0,0,144,225,0,0,40,Watford,West Ham,West Brom,Tottenham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Michael,Ledger,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,58,0,0,0,0,0,0,0,0.0,58,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,179,0,0,0,0,0,179,0,0,0,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Ledley,MID,CRY,4400000,2,35,0.583333333333333,1.32575757575758e-07,7.95454545454546e-06,0,33696,0,20,0,0,0,1,0,8.0,1447,-1,0,35,1,0.2,0,1.0,1,0,2,0,1,0.5,25239,0,121,0,0,982,1531,0,0,175,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Lee Chung-yong,MID,CRY,4300000,0,21,0.35,8.13953488372093e-08,4.88372093023256e-06,0,15281,0,7,0,0,0,0,0,4.9,478,-2,0,21,2,0.1,0,0.3,0,0,2,0,1,0.2,14053,0,56,0,0,386,352,0,0,90,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jonathan,Leko,MID,WBA,4200000,0,9,0.15,3.57142857142857e-08,2.1428571428571398e-06,0,35078,0,2,0,0,0,0,0,2.1,4396,-3,0,9,3,0.1,0,0.3,0,0,0,0,1,0.7,45314,0,28,0,0,95,7420,0,0,33,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0.0,0.0,0.0,0,64280,0,0,0,0,0,0,0,0.0,4928,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,66661,0,0,0,0,0,3475,0,0,0,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Lennon,MID,EVE,5500000,3,21,0.35,6.36363636363636e-08,3.81818181818182e-06,0,13091,0,5,0,0,0,0,0,3.8,428,-5,0,21,5,0.4,0,2.0,0,0,2,0,1,0.2,3463,0,278,0,0,491,318,0,0,99,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jeremain,Lens,MID,SUN,5900000,0,2,1.0,1.6949152542372902e-07,3.3898305084745803e-07,0,2486,0,1,0,0,0,0,0,0.3,16,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,196,0,180,0,0,69,7,0,0,12,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Lewis,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,69,0,0,0,0,0,0,0,0.0,69,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,324,0,0,0,0,0,324,0,0,0,Burnley,Leicester,Swansea,West Ham,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5600000,1,27,0.45,8.03571428571429e-08,4.8214285714285696e-06,0,45503,1,7,0,0,0,0,0,4.8,1964,-4,0,27,4,0.4,0,2.3,0,0,4,0,2,0.4,18392,0,318,0,0,633,785,0,0,108,Liverpool,Stoke,Hull City,Leicester,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jake,Livermore,MID,HUL,4800000,2,45,2.3,4.79166666666667e-07,9.375e-06,0,6795,3,41,0,0,0,1,0,9.4,768,-2,0,45,2,0.4,0,2.0,2,0,2,0,1,0.1,6033,0,0,0,0,1664,788,0,1,285,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,2.0,1.2,1.5,1.3,1.2,2.6,1.6,1.8,1.4,1.7,2.0,1.2,1.4,2.2,1.3,2.8,1.5,1.6
Fernando,Llorente,FWD,SWA,6100000,1,64,3.8,6.22950819672131e-07,1.04918032786885e-05,0,337554,1,34,0,0,0,6,0,10.3,45872,-4,2,64,4,0.4,0,2.3,7,0,2,0,2,3.1,344316,0,0,0,2,1203,8877,-2,0,230,Arsenal,Liverpool,Southampton,Man City,Leicester,4.2,3.9,4.5,4.1,5.2,3.0,5.4,4.9,3.6,4.2,4.4,4.3,3.9,4.2,3.8,4.3,4.0,4.3
Hugo,Lloris,GLK,TOT,5500000,6,70,3.9,7.09090909090909e-07,1.27272727272727e-05,0,262795,0,13,0,37,0,0,0,12.7,15107,0,0,70,0,0.5,0,3.0,2,0,7,0,0,7.3,218274,0,419,0,0,1564,17085,0,0,327,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,5.1,3.6,2.8,5.0,4.1,5.6,4.9,4.2,5.8,2.6,3.7,5.1,5.7,2.4,5.7,4.4,3.9,4.1
Ruben,Loftus-Cheek,MID,CHE,5100000,0,1,0.0166666666666667,3.26797385620915e-09,1.9607843137254898e-07,0,3886,0,0,0,0,0,0,0,0.2,34,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.1,385,0,68,0,0,9,12,0,0,3,Leicester,Hull City,Liverpool,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Long,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,32529,0,0,0,0,0,0,0,0.0,312,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,4785,0,0,0,0,0,115,0,0,0,Southampton,Arsenal,Leicester,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,3806,0,0,0,0,0,0,0,0.0,419,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7091,0,0,0,0,0,410,0,0,0,Southampton,Arsenal,Leicester,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,6100000,1,23,1.4,2.2950819672131099e-07,3.7704918032786905e-06,0,455192,2,12,0,0,0,1,0,3.8,3853,-4,0,23,4,0.4,0,2.3,1,0,1,0,0,3.1,68945,0,435,0,0,560,2469,0,0,67,Burnley,Leicester,Swansea,West Ham,Sunderland,0.7,1.3,0.9,1.2,0.7,1.0,0.7,0.9,0.7,1.1,1.2,0.7,1.1,0.7,1.5,0.7,0.7,1.0
Ademola,Lookman,MID,EVE,5500000,0,0,0.0,0.0,0.0,0,71,0,0,0,0,0,0,0,0.0,71,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,316,0,0,0,0,0,316,0,0,0,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donald,Love,DEF,SUN,4000000,1,14,0.23333333333333303,5.83333333333333e-08,3.5000000000000004e-06,0,129054,1,7,0,0,0,0,0,3.5,16059,0,0,14,0,0.6,0,2.3,0,0,1,0,0,4.5,271523,0,3,0,0,431,26647,0,0,86,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dejan,Lovren,DEF,LIV,5000000,4,65,3.8,7.6e-07,1.3000000000000001e-05,0,232212,4,20,0,0,0,2,0,13.0,27539,0,0,65,0,1.0,0,4.8,4,0,6,0,1,6.9,379263,0,248,0,0,1485,28247,0,0,354,Man Utd,Swansea,Chelsea,Hull City,Tottenham,2.9,4.5,4.5,4.1,5.1,2.5,5.5,5.1,3.6,4.6,5.4,4.3,3.7,4.9,3.4,5.5,4.5,4.7
Matthew,Lowton,DEF,BUR,4500000,1,38,2.1,4.66666666666667e-07,8.444444444444439e-06,0,27857,5,29,0,0,0,0,0,8.4,1965,0,0,38,0,0.2,0,0.8,2,0,3,0,1,0.6,33769,0,0,0,0,1620,555,0,0,295,Southampton,Arsenal,Leicester,Watford,Chelsea,2.7,1.5,1.9,1.0,2.1,1.3,1.1,1.3,1.0,2.4,2.6,1.1,1.0,1.6,1.4,2.3,1.2,2.9
Leiva,Lucas,MID,LIV,4400000,1,12,0.2,4.54545454545455e-08,2.7272727272727298e-06,0,9328,1,7,0,0,0,0,0,2.7,383,-1,0,12,1,0.2,0,0.8,0,0,0,0,0,0.2,9316,0,253,0,0,309,338,0,0,63,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0.0,0.0,0.0,0,4822,0,0,0,0,0,0,0,0.0,238,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,5356,0,0,0,0,0,155,0,0,0,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,EVE,9500000,11,110,5.8,6.10526315789474e-07,1.1578947368421099e-05,0,1315958,2,21,0,0,0,11,0,11.6,99111,5,0,110,-5,0.6,0,5.8,19,0,5,0,4,24.3,1924323,0,754,0,2,1646,81203,0,0,398,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,8.3,7.2,6.4,8.6,6.5,8.7,5.7,8.2,8.4,6.6,6.4,8.7,8.7,6.8,7.1,7.1,8.6,6.4
Shaun,MacDonald,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,3913,0,0,0,0,0,0,0,0.0,57,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,289,0,3,0,0,0,38,0,0,0,Hull City,Watford,Crystal Palace,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0.0,0.0,0.0,0,758,0,0,0,0,0,0,0,0.0,79,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,677,0,0,0,0,0,9,0,0,0,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,HUL,4400000,1,18,1.4,3.18181818181818e-07,4.09090909090909e-06,0,1714,3,29,0,0,0,0,0,4.1,175,-1,0,18,1,0.3,0,1.5,0,0,0,0,3,0.0,2215,0,0,0,0,918,342,0,0,187,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,1.3,0.7,0.7,1.3,1.1,1.1,0.7,0.9,0.7,1.5,1.0,0.8,1.0,1.0,1.0,0.9,1.0,1.1
Riyad,Mahrez,MID,LEI,9000000,3,65,3.3,3.6666666666666704e-07,7.2222222222222195e-06,0,849550,3,26,0,0,0,3,0,7.2,24571,-5,0,65,5,0.3,1,2.3,4,0,5,0,3,8.5,122369,0,994,0,0,1508,231,0,0,237,Chelsea,Southampton,Burnley,Man Utd,Swansea,0.0,2.0,2.1,3.3,2.4,2.6,3.6,1.6,1.9,3.4,4.8,2.1,2.3,3.1,2.1,4.1,1.8,3.7
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0166666666666667,3.7037037037037e-09,2.22222222222222e-07,0,75,0,0,0,0,0,0,0,0.2,8,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,83,0,0,0,0,2,7,0,0,5,Swansea,Burnley,Watford,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Maja,FWD,SUN,4500000,0,0,0.0,0.0,0.0,0,432,0,0,0,0,0,0,0,0.0,155,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,868,0,0,0,0,0,220,0,0,0,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun,Maloney,MID,HUL,4300000,0,15,0.25,5.8139534883720896e-08,3.4883720930232598e-06,0,84572,0,5,0,0,0,1,0,3.5,1682,-2,0,15,2,0.0,0,0.0,2,0,0,0,1,0.7,88789,0,0,0,1,151,307,0,0,55,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steve,Mandanda,GLK,CRY,4300000,0,19,0.316666666666667,7.36434108527132e-08,4.41860465116279e-06,0,127145,0,17,0,24,0,0,0,4.4,4618,-2,0,19,2,0.0,0,0.0,0,0,0,0,0,2.3,42535,0,0,0,0,810,435,0,0,120,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Sadio,Mane,MID,LIV,9100000,6,113,5.9,6.483516483516479e-07,1.24175824175824e-05,0,1138406,3,17,0,0,0,9,0,12.2,384936,1,3,113,-1,0.6,0,5.3,8,0,7,0,6,9.8,915124,0,635,0,2,1655,5355,-3,0,367,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.0,7.6,6.6,6.1,7.0,6.4,6.1,8.9,5.1,8.0,8.0,5.9,5.9,7.1,6.6,7.7,5.3,8.0
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0.0,0.0,0.0,0,20405,0,0,0,0,0,0,0,0.0,108,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,894,0,235,0,0,0,25,0,0,0,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander,Manninger,GLK,LIV,4000000,0,0,0.0,0.0,0.0,0,6561,0,0,0,0,0,0,0,0.0,562,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,10025,0,0,0,0,0,382,0,0,0,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vito,Mannone,GLK,SUN,4300000,7,10,0.166666666666667,3.87596899224806e-08,2.32558139534884e-06,0,35715,0,10,0,19,0,0,0,2.3,2656,-2,0,10,2,0.4,0,1.8,2,0,0,0,0,0.7,21001,0,210,0,0,360,11713,0,0,76,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Javier,Manquillo,DEF,SUN,4300000,1,13,0.21666666666666698,5.0387596899224806e-08,3.02325581395349e-06,0,2112,1,13,0,0,0,0,0,3.0,71,-2,0,13,2,0.1,0,0.3,0,0,0,0,0,0.0,2307,0,0,0,0,668,54,0,0,68,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Marc Wilson,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,58640,0,0,0,0,0,0,0,0.0,9534,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.4,85243,0,14,0,0,0,14308,0,0,0,Hull City,Watford,Crystal Palace,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,14002,0,0,0,0,0,0,0,0.0,1592,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,22074,0,0,0,0,0,76,0,0,0,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazar,Markovic,MID,LIV,5400000,0,0,0.0,0.0,0.0,0,3127,0,0,0,0,0,0,0,0.0,33,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,374,0,0,0,0,0,22,0,0,0,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Marney,MID,BUR,4500000,0,48,2.5,5.55555555555556e-07,1.06666666666667e-05,0,49165,5,27,0,0,0,1,0,10.7,3550,0,0,48,0,0.5,0,2.3,1,0,4,0,2,0.8,67198,0,0,0,0,1617,3665,0,0,229,Southampton,Arsenal,Leicester,Watford,Chelsea,2.5,1.2,3.1,1.4,2.0,1.2,1.3,1.2,1.7,2.2,2.4,1.3,1.2,2.3,1.2,2.4,1.2,2.2
