FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0.0,0.0,0.0,0,2221,0,0,0,0,0,0,0,0.0,24,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1038,0,0,0,0,0,16,0,0,0,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo,Darmian,DEF,MUN,5000000,0,36,0.4,8e-08,7.2000000000000005e-06,0,84340,2,5,0,0,0,0,0,7.2,134,-5,0,36,5,0.1,0,0.5,3,0,4,0,0,0.6,34084,0,257,0,0,763,27,0,0,172,Everton,Sunderland,Chelsea,Burnley,Man City,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2
,David Luiz,DEF,CHE,6300000,0,102,4.1,6.50793650793651e-07,1.61904761904762e-05,0,146353,6,19,0,0,0,1,0,16.2,7854,3,0,102,-3,0.5,0,3.0,6,0,12,0,1,5.3,302147,0,0,0,1,2250,2092,0,0,508,Man City,Bournemouth,Man Utd,Southampton,Everton,4.8,4.7,3.8,5.8,3.4,5.2,4.6,4.9
Ben,Davies,DEF,TOT,4800000,6,40,0.444444444444444,9.259259259259259e-08,8.33333333333333e-06,0,20856,1,8,0,0,0,0,0,8.3,751,-2,0,40,2,0.8,0,4.0,1,0,4,0,1,2.3,105687,0,192,0,0,941,17445,0,0,204,Swansea,Watford,Bournemouth,Crystal Palace,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Curtis,Davies,DEF,HUL,4900000,1,39,1.6,3.26530612244898e-07,7.95918367346939e-06,0,109696,3,48,0,0,0,0,0,8.0,111,-1,0,39,1,0.2,0,1.0,3,0,1,0,2,1.4,99711,1,0,0,1,2049,89,0,0,355,Middlesbrough,Man City,Stoke,Watford,Southampton,1.4,0.9,0.9,1.3,1.0,1.3,1.1,1.5
Tom,Davies,MID,EVE,4400000,1,44,0.48888888888888893,1.11111111111111e-07,1e-05,0,67531,3,8,0,0,0,1,0,10.0,5142,-1,0,44,1,0.7,0,3.3,0,0,7,0,3,2.6,176552,0,0,0,0,934,2683,0,0,164,Man Utd,Leicester,Burnley,West Ham,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Steven,Davis,MID,SOU,5100000,3,55,2.4,4.7058823529411793e-07,1.0784313725490199e-05,0,40169,2,26,0,0,0,0,0,10.8,61,-4,0,55,4,0.5,0,2.5,0,0,7,0,2,0.4,6327,0,535,0,0,1910,79,0,0,331,Crystal Palace,West Brom,Man City,Chelsea,Hull City,1.9,1.3,1.5,1.2,2.8,1.2,1.6,2.2
Craig,Dawson,DEF,WBA,4800000,6,85,2.9,6.04166666666667e-07,1.77083333333333e-05,0,80499,9,37,0,0,0,3,0,17.7,668,-2,0,85,2,1.6,0,7.7,6,0,6,0,0,2.1,60056,0,433,0,1,2556,11249,0,0,412,Watford,Southampton,Liverpool,Leicester,Burnley,2.0,3.7,4.1,0.0,3.0,1.8,3.2,2.4
Michael,Dawson,DEF,HUL,4200000,0,43,2.9,6.9047619047619e-07,1.0238095238095199e-05,0,50824,3,27,0,0,0,3,0,10.2,274,-3,0,43,3,0.0,0,0.0,4,0,1,0,0,0.4,61932,1,0,0,2,1350,1476,0,0,251,Middlesbrough,Man City,Stoke,Watford,Southampton,3.3,2.3,2.5,3.2,2.6,3.2,2.9,3.5
Kevin,De Bruyne,MID,MCI,10400000,5,139,5.0,4.807692307692311e-07,1.33653846153846e-05,0,1206255,4,28,0,0,0,4,0,13.4,3735,-1,0,139,1,0.5,1,5.3,24,0,7,0,14,6.8,1156506,0,546,0,3,2178,4693,0,0,569,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,4.2,7.1,4.7,5.2,5.6,5.3,6.9,6.0
David,de Gea,GLK,MUN,5400000,6,104,3.7,6.85185185185185e-07,1.92592592592593e-05,0,865164,2,23,0,56,0,0,0,19.3,6148,-1,0,104,1,0.7,0,4.0,2,0,11,0,0,33.9,449294,0,368,0,1,2520,5397,0,0,449,Everton,Sunderland,Chelsea,Burnley,Man City,4.0,3.5,4.2,7.1,4.2,4.6,3.5,4.5
Ritchie,de Laet,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,5970,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,288,0,129,0,0,0,1,0,0,0,Sunderland,Everton,Crystal Palace,Arsenal,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos,De Pena,MID,MID,4200000,0,0,0.0,0.0,0.0,0,15096,0,0,0,0,0,0,0,0.0,118,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,15531,0,0,0,0,0,11,0,0,0,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marten,de Roon,MID,MID,4400000,3,66,2.5,5.68181818181818e-07,1.4999999999999999e-05,0,108292,6,29,0,0,0,2,0,15.0,2159,-1,0,66,1,0.9,0,4.0,2,0,7,0,1,1.6,165788,0,0,0,1,2208,3779,0,0,310,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,2.0,2.8,1.6,4.3,1.6,1.2,2.1,1.2
Julien,de Sart,MID,MID,4300000,0,0,0.0,0.0,0.0,0,3424,0,0,0,0,0,0,0,0.0,9,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,2412,0,0,0,0,0,1,0,0,0,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4600000,0,1,0.0111111111111111,2.41545893719807e-09,2.1739130434782601e-07,0,10527,0,0,0,0,0,0,0,0.2,10,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,1997,0,11,0,0,15,5,0,0,2,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6900000,0,108,3.9,5.65217391304348e-07,1.56521739130435e-05,0,619268,6,47,0,0,0,9,0,15.7,27479,-1,0,108,1,0.0,0,0.0,16,0,4,0,3,7.4,732040,1,629,0,1,2416,19221,0,0,388,West Brom,Tottenham,Swansea,Hull City,Liverpool,4.9,2.9,5.4,4.1,5.5,3.7,2.8,4.7
Jermain,Defoe,FWD,SUN,7800000,2,146,5.0,6.410256410256411e-07,1.87179487179487e-05,0,1578988,1,50,0,0,0,14,0,18.7,94476,8,0,146,-8,0.3,0,2.0,24,0,5,0,3,22.1,2195659,0,595,0,6,2602,9547,0,0,479,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.0,5.9,7.0,5.1,7.0,5.7,7.2,4.3
Steven,Defour,MID,BUR,5600000,1,52,0.577777777777778,1.0317460317460302e-07,9.28571428571429e-06,0,31114,1,13,0,0,0,1,0,9.3,24,-4,0,52,4,0.1,0,0.3,6,0,5,0,3,0.2,30778,0,0,0,0,999,39,0,0,233,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Damien,Delaney,DEF,CRY,4800000,1,47,2.0,4.1666666666666704e-07,9.79166666666667e-06,0,37562,7,32,0,0,0,0,0,9.8,141,-2,0,47,2,0.2,0,1.0,3,0,3,0,2,0.5,14519,0,366,0,1,1826,48,0,0,304,Southampton,Arsenal,Leicester,Liverpool,Tottenham,1.7,2.1,1.5,3.7,1.7,1.6,2.0,1.3
Fabian,Delph,MID,MCI,4700000,0,5,0.0555555555555556,1.1820330969267101e-08,1.0638297872340401e-06,0,6824,0,1,0,0,0,0,0,1.1,8,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.1,1650,0,156,0,0,44,5,0,0,16,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mousa,Dembele,MID,TOT,5400000,1,55,0.6111111111111109,1.13168724279835e-07,1.01851851851852e-05,0,27520,5,15,0,0,0,0,0,10.2,560,-1,0,55,1,0.6,0,3.5,5,0,9,0,2,0.5,34370,0,473,0,0,1599,689,0,0,344,Swansea,Watford,Bournemouth,Crystal Palace,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jason,Denayer,DEF,SUN,4700000,2,44,0.48888888888888893,1.04018912529551e-07,9.36170212765957e-06,0,4204,2,21,0,0,0,0,0,9.4,36,-3,0,44,3,0.9,0,4.0,2,0,5,0,0,0.1,2308,1,0,0,0,1409,23,0,0,237,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Memphis,Depay,MID,MUN,7100000,0,3,0.8,1.12676056338028e-07,4.2253521126760605e-07,0,7804,1,1,0,0,0,0,0,0.4,14,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,1068,0,259,0,0,24,7,0,0,6,Everton,Sunderland,Chelsea,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,5900000,0,13,1.2,2.03389830508475e-07,2.20338983050847e-06,0,133030,1,6,0,0,0,0,0,2.2,56,-6,0,13,6,0.0,0,0.0,0,0,0,0,0,0.8,19125,0,283,0,0,460,7,0,0,53,Man Utd,Leicester,Burnley,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,843,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,275,0,0,0,0,0,8,0,0,0,Middlesbrough,Man City,Stoke,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,11,66,2.4,4.8e-07,1.32e-05,0,400937,5,19,0,0,0,1,0,13.2,396,-5,0,66,5,1.2,0,6.0,3,0,12,0,0,4.4,44316,0,526,0,1,2251,6486,0,0,353,Swansea,Watford,Bournemouth,Crystal Palace,Arsenal,1.4,2.8,2.2,1.4,1.7,1.2,2.0,1.6
Adama,Diomande,FWD,HUL,4500000,0,42,1.9,4.2222222222222205e-07,9.33333333333333e-06,0,495822,1,29,0,0,0,2,0,9.3,3160,0,0,42,0,0.1,0,0.3,2,0,2,0,0,4.0,533607,0,0,0,0,1171,1145,0,0,127,Middlesbrough,Man City,Stoke,Watford,Southampton,1.7,1.2,1.0,1.9,1.1,2.1,1.1,1.8
Mame Biram,Diouf,FWD,STK,5700000,1,35,1.7,2.98245614035088e-07,6.1403508771929805e-06,0,35275,3,22,0,0,0,0,0,6.1,70,-3,0,35,3,0.2,0,1.3,0,0,4,0,2,0.3,18287,0,245,0,0,1080,140,0,0,132,Burnley,Liverpool,Hull City,Swansea,West Ham,0.9,1.7,1.9,1.2,1.5,0.9,1.4,0.9
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1173,0,0,0,0,0,0,0,0.0,2,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,108,0,0,0,0,0,1,0,0,0,West Brom,Tottenham,Swansea,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,0,24,1.3,3.0232558139534897e-07,5.58139534883721e-06,0,16765,4,35,0,0,0,0,0,5.6,84,-2,0,24,2,0.0,0,0.0,0,0,2,0,0,0.2,12141,0,0,0,0,1577,8,0,1,281,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.6,0.7,1.2,0.6,1.2,0.6,0.9,0.6
Abdoulaye,Doucoure,MID,WAT,4600000,3,21,0.23333333333333303,5.0724637681159404e-08,4.56521739130435e-06,0,1089,2,12,0,0,0,1,0,4.6,31,-4,0,21,4,0.4,0,2.0,0,0,2,0,0,0.0,622,0,0,0,0,592,106,0,0,101,West Brom,Tottenham,Swansea,Hull City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Stewart,Downing,MID,MID,4900000,3,55,0.6111111111111109,1.2471655328798197e-07,1.12244897959184e-05,0,53428,1,19,0,0,0,1,0,11.2,79,-6,0,55,6,0.5,0,2.5,3,0,5,0,2,0.3,18531,0,0,0,0,1435,180,0,0,255,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.3
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,212,0,0,0,0,0,0,0,0.0,7,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,291,0,0,0,0,0,7,0,0,0,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,3,56,2.4,4.52830188679245e-07,1.05660377358491e-05,0,323253,5,38,0,0,0,1,0,10.6,731,-2,0,56,2,0.4,0,2.0,3,0,5,0,1,3.8,84997,0,592,0,0,2013,1458,0,0,320,Sunderland,Everton,Crystal Palace,Arsenal,West Brom,2.9,1.2,1.4,1.2,1.2,2.9,1.2,2.2
Nathan,Dyer,MID,SWA,4700000,0,12,0.133333333333333,2.83687943262411e-08,2.5531914893617e-06,0,7743,0,11,0,0,0,0,0,2.6,11,-3,0,12,3,0.0,0,0.0,0,0,0,0,1,0.1,1819,0,64,0,0,214,6,0,0,47,Tottenham,West Ham,Watford,Stoke,Man Utd,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,190,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,493,0,0,0,0,0,17,0,0,0,Burnley,Liverpool,Hull City,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4400000,0,2,0.0222222222222222,5.05050505050505e-09,4.54545454545455e-07,0,255,0,0,0,0,0,0,0,0.5,0,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,252,0,0,0,0,8,2,0,0,6,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar,Elabdellaoui,DEF,HUL,4500000,0,14,0.155555555555556,3.45679012345679e-08,3.11111111111111e-06,0,531,0,9,0,0,0,0,0,3.1,163,0,0,14,0,0.2,0,0.7,0,0,1,0,0,0.0,1416,0,0,0,0,525,5,0,0,99,Middlesbrough,Man City,Stoke,Watford,Southampton,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,637,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1026,0,0,0,0,0,6,0,0,0,West Brom,Tottenham,Swansea,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4600000,2,49,2.0,4.3478260869565203e-07,1.06521739130435e-05,0,22302,2,51,0,0,0,0,0,10.7,68,-4,0,49,4,0.5,0,2.3,1,0,1,0,2,0.2,8399,0,0,0,0,1964,139,0,1,334,Middlesbrough,Man City,Stoke,Watford,Southampton,1.8,1.0,1.0,2.2,1.0,2.2,1.1,1.4
Mohamed,Elneny,MID,ARS,4500000,0,22,0.24444444444444396,5.4320987654320994e-08,4.88888888888889e-06,0,32548,1,8,0,0,0,0,0,4.9,48,-5,0,22,5,0.0,0,0.0,0,0,2,0,1,0.4,10365,0,134,0,0,556,39,0,0,117,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Elliot,Embleton,MID,SUN,4400000,0,0,0.0,0.0,0.0,0,194,0,0,0,0,0,0,0,0.0,20,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,328,0,0,0,0,0,12,0,0,0,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,25396,0,0,0,0,0,0,0,0.0,58,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,15332,0,4,0,0,0,28,0,0,0,Tottenham,West Ham,Watford,Stoke,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8700000,3,156,5.6,6.4367816091954e-07,1.7931034482758603e-05,0,920218,0,20,0,0,0,6,0,17.9,11009,2,0,156,-2,0.7,0,6.0,19,0,12,0,13,16.0,1141617,0,738,0,4,2443,42861,0,0,572,Swansea,Watford,Bournemouth,Crystal Palace,Arsenal,5.4,8.4,7.4,5.5,6.2,4.2,6.9,5.9
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,110,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,130,0,0,0,0,0,4,0,0,0,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Evandro,MID,HUL,4900000,0,10,0.111111111111111,2.2675736961451203e-08,2.04081632653061e-06,0,631,0,3,0,0,0,0,0,2.0,12,-1,0,10,1,0.0,0,0.0,0,0,2,0,0,0.0,750,0,0,0,0,268,2,0,0,53,Middlesbrough,Man City,Stoke,Watford,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jonny,Evans,DEF,WBA,4400000,9,62,2.7,6.13636363636364e-07,1.40909090909091e-05,0,366781,6,28,0,0,0,1,0,14.1,611,-1,0,62,1,0.9,0,4.0,6,0,4,0,1,4.4,244382,0,343,0,1,1957,3103,0,0,364,Watford,Southampton,Liverpool,Leicester,Burnley,1.7,3.4,3.7,0.0,2.7,1.6,2.9,2.1
Lukasz,Fabianski,GLK,SWA,4800000,6,81,2.7,5.625e-07,1.6875e-05,0,154019,1,63,0,87,0,0,0,16.9,1564,-2,0,81,2,0.7,0,3.3,5,0,5,0,0,3.5,152370,0,366,1,0,2700,127,0,0,495,Tottenham,West Ham,Watford,Stoke,Man Utd,3.0,3.0,1.9,3.3,2.0,2.7,1.9,3.3
,Fabio,DEF,MID,4400000,5,55,3.2,7.27272727272727e-07,1.25e-05,0,23565,5,18,0,0,0,0,0,12.5,2701,-1,0,55,1,0.7,0,3.0,8,0,6,0,0,0.7,49281,0,0,0,0,1399,425,0,0,293,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.0,0.0,4.2,6.8,3.3,2.9,4.2,3.6
Cesc,Fabregas,MID,CHE,6900000,10,81,0.9,1.30434782608696e-07,1.17391304347826e-05,0,267521,6,11,0,0,0,4,0,11.7,753,-6,0,81,6,0.7,0,4.7,11,0,2,0,9,2.0,97275,0,617,0,2,849,4301,0,0,351,Man City,Bournemouth,Man Utd,Southampton,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6
Adam,Federici,GLK,BOU,4400000,0,8,0.0888888888888889,2.02020202020202e-08,1.81818181818182e-06,0,4030,1,3,0,5,0,0,0,1.8,39,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,2117,0,31,0,0,180,9,0,0,37,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5000000,2,45,0.5,1e-07,9e-06,0,150698,1,19,0,0,0,2,0,9.0,1798,-5,0,45,5,0.4,0,2.0,3,0,1,0,3,0.9,34479,0,0,0,1,896,117,0,1,182,Arsenal,Swansea,Sunderland,Everton,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marouane,Fellaini,MID,MUN,5800000,2,35,1.6,2.75862068965517e-07,6.03448275862069e-06,0,19270,7,13,0,0,0,1,0,6.0,134,-2,0,35,2,0.8,0,4.5,0,0,5,0,0,0.3,12965,0,164,0,0,1087,404,0,0,203,Everton,Sunderland,Chelsea,Burnley,Man City,1.0,1.1,0.8,1.7,1.0,0.8,0.8,0.8
Leroy,Fer,MID,SWA,4800000,2,83,3.2,6.66666666666667e-07,1.72916666666667e-05,0,665324,9,43,0,0,0,6,0,17.3,4573,-2,0,83,2,0.4,0,2.0,5,0,4,0,2,5.3,738361,0,107,0,2,1966,1442,0,0,370,Tottenham,West Ham,Watford,Stoke,Man Utd,2.8,1.9,3.0,3.3,2.6,3.3,3.2,3.1
Edimilson,Fernandes,MID,WHU,4700000,1,22,0.24444444444444396,5.2009456264775405e-08,4.6808510638297895e-06,0,812,2,10,0,0,0,0,0,4.7,2,-3,0,22,3,0.2,0,0.8,0,0,1,0,0,0.0,824,0,0,0,0,535,3,0,0,72,Arsenal,Swansea,Sunderland,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,6,36,1.9,4.5238095238095205e-07,8.571428571428571e-06,0,73134,4,34,0,0,0,0,0,8.6,1055,-3,0,36,3,0.6,0,2.7,1,0,3,0,1,1.8,48877,0,333,0,1,1710,1065,0,0,300,Tottenham,West Ham,Watford,Stoke,Man Utd,1.8,1.8,1.0,2.0,1.1,1.6,1.1,2.0
,Fernandinho,MID,MCI,5300000,1,53,2.2,4.15094339622642e-07,1e-05,0,127950,4,21,0,0,0,1,0,10.0,500,-2,0,53,2,0.4,0,2.0,3,0,6,0,1,1.4,79929,0,417,0,0,2035,326,0,2,343,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,1.1,2.3,1.2,1.4,1.6,1.4,2.2,1.7
,Fernando,MID,MCI,4700000,0,16,0.17777777777777803,3.78250591016548e-08,3.4042553191489397e-06,0,15482,3,8,0,0,0,0,0,3.4,51,-3,0,16,3,0.1,0,0.3,1,0,1,0,0,0.2,7787,0,236,0,0,541,34,0,0,96,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,0,8,0.0888888888888889,2.02020202020202e-08,1.81818181818182e-06,0,650,1,1,0,0,0,0,0,1.8,3,-1,0,8,1,0.1,0,0.3,0,0,1,0,0,0.0,655,0,0,0,0,172,2,0,0,43,Watford,Southampton,Liverpool,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8500000,5,145,5.2,6.117647058823529e-07,1.70588235294118e-05,0,1283962,4,35,0,0,0,9,0,17.3,5173,0,-1,145,0,0.4,0,3.0,14,0,7,0,9,11.6,1336795,0,522,0,5,2489,80362,1,0,491,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,6.5,4.6,4.4,6.1,5.7,6.4,3.9,7.0
Viktor,Fischer,MID,MID,4900000,0,21,0.23333333333333303,4.76190476190476e-08,4.28571428571429e-06,0,43868,0,6,0,0,0,0,0,4.3,14,-6,0,21,6,0.0,0,0.0,0,0,1,0,2,0.2,2164,0,0,0,0,407,4,0,0,74,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4200000,0,9,0.1,2.38095238095238e-08,2.1428571428571398e-06,0,5446,0,4,0,0,0,0,0,2.1,59,-3,0,9,3,0.0,0,0.0,0,0,0,0,0,0.1,6261,0,0,0,0,238,65,0,0,36,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon,Flanagan,DEF,BUR,4300000,0,8,0.0888888888888889,2.0671834625323e-08,1.86046511627907e-06,0,18774,2,4,0,0,0,0,0,1.9,68,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.2,4941,0,67,0,0,315,31,0,0,51,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,5000000,0,13,0.144444444444444,2.88888888888889e-08,2.6e-06,0,12716,2,10,0,0,0,0,0,2.6,70,0,0,13,0,0.0,0,0.0,0,0,0,0,0,0.2,13730,0,0,0,0,322,51,0,0,24,Arsenal,Swansea,Sunderland,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4500000,3,85,2.8,6.22222222222222e-07,1.88888888888889e-05,0,552658,0,33,0,0,0,2,0,18.9,6508,0,0,85,0,0.5,0,2.3,2,0,8,0,2,9.5,416647,0,403,0,1,2604,4635,0,0,378,Watford,Southampton,Liverpool,Leicester,Burnley,2.2,2.6,2.0,0.0,3.4,1.9,2.1,1.9
Michael,Folivi,FWD,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,362,0,0,0,0,0,0,0,0.2,3,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,452,0,0,0,0,10,2,0,0,2,West Brom,Tottenham,Swansea,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5300000,0,66,2.6,4.90566037735849e-07,1.2452830188679199e-05,0,234978,3,39,0,0,0,0,0,12.5,1938,-2,0,66,2,0.2,0,0.8,6,0,7,0,0,3.3,151710,0,487,0,0,2250,169,0,0,438,Arsenal,Swansea,Sunderland,Everton,Stoke,2.7,2.6,1.9,2.5,2.4,2.8,3.4,1.6
Adam,Forshaw,MID,MID,4500000,1,64,2.4,5.33333333333333e-07,1.4222222222222198e-05,0,44189,3,25,0,0,0,0,0,14.2,906,0,0,64,0,0.1,0,0.5,3,0,7,0,2,0.5,60555,0,0,0,0,2153,91,0,0,358,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,1.8,2.7,1.5,4.0,1.5,1.2,1.9,1.2
Fraser,Forster,GLK,SOU,5000000,6,90,3.2,6.4e-07,1.8e-05,0,202044,2,36,0,48,0,0,0,18.0,1235,0,0,90,0,0.8,0,4.0,1,0,10,0,0,4.0,161819,0,233,0,0,2520,1026,0,0,427,Crystal Palace,West Brom,Man City,Chelsea,Hull City,3.9,3.1,3.4,2.8,4.2,3.5,2.8,4.2
Ben,Foster,GLK,WBA,4700000,7,97,3.2,6.808510638297871e-07,2.0638297872340398e-05,0,422298,2,38,0,98,0,0,0,20.6,3623,2,0,97,-2,0.7,0,3.3,4,0,6,0,0,14.5,659805,0,129,0,2,2700,2491,0,0,530,Watford,Southampton,Liverpool,Leicester,Burnley,2.3,4.3,4.7,0.0,3.5,2.1,3.7,2.8
