FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
DeAndre,Yedlin,DEF,NEW,4400000,6,60,2.3,5.22727272727273e-07,1.3636363636363601e-05,0,58931,4,32,0,0,0,0,0,13.6,1743,-1,0,60,1,0.5,0,2.3,2,0,5,0,1,0.7,81457,1,0,0,1,2189,951,0,0,353,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,2.4,1.4,2.7,1.2,2.3,1.9,2.3,66.8
Maya,Yoshida,DEF,SOU,4600000,0,66,2.2,4.78260869565217e-07,1.43478260869565e-05,0,478019,1,24,0,0,0,2,0,14.3,3945,-4,0,66,4,0.0,0,0.0,6,0,5,0,1,1.6,468334,0,0,0,0,1534,21,0,0,335,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,2.0,1.6,2.1,1.4,1.6,1.2,1.5,73.0
Ashley,Young,MID,MUN,4900000,3,83,3.6,7.3469387755102e-07,1.69387755102041e-05,0,528367,6,21,0,0,0,2,0,16.9,7686,-1,0,83,1,0.4,0,2.0,11,0,8,0,5,1.7,596589,0,0,0,1,1950,2258,0,0,404,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,4.2,1.8,4.6,3.0,4.4,2.3,4.0,110.9
Pablo,Zabaleta,DEF,WHU,4900000,1,66,2.3,4.6938775510204106e-07,1.3469387755102e-05,0,215069,8,51,0,0,0,0,0,13.5,3837,-1,0,66,1,0.1,0,0.3,6,0,7,0,0,1.9,136768,0,0,0,0,2569,266,0,0,448,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,2.3,1.7,2.5,1.5,1.8,1.3,2.0,79.3
Wilfried,Zaha,MID,CRY,6800000,4,76,3.6,5.294117647058821e-07,1.1176470588235302e-05,0,1441223,3,24,0,0,0,4,0,11.2,1816,-2,0,76,2,0.2,0,1.3,0,0,6,0,4,8.3,599056,0,0,0,0,1831,89347,0,0,227,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,3.0,3.1,3.3,4.0,2.8,3.8,3.0,4.4,169.7
,Zanka,DEF,HUD,4500000,7,80,2.7,6e-07,1.77777777777778e-05,0,568318,4,50,0,0,0,0,0,17.8,3525,0,0,80,0,0.7,0,3.3,5,0,8,0,2,8.9,772416,0,0,0,2,2700,42505,0,0,493,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,4.0,1.6,2.0,3.3,2.0,2.7,1.7,3.5,81.9
Davide,Zappacosta,DEF,CHE,5900000,2,54,1.8,3.05084745762712e-07,9.15254237288136e-06,0,48823,0,12,0,0,0,1,0,9.2,294,-1,0,54,1,0.1,0,0.7,1,0,5,0,1,0.2,53676,0,0,0,0,967,301,0,0,211,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,1.5,1.9,1.3,1.7,1.0,1.6,0.9,77.8
Mauro,Zarate,FWD,WAT,5400000,0,0,0.0,0.0,0.0,0,2235,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1761,0,0,0,0,0,3,0,0,0,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Zeegelaar,DEF,WAT,4100000,0,28,0.933333333333333,2.2764227642276398e-07,6.82926829268293e-06,0,94648,4,18,0,0,0,0,0,6.8,1068,-4,1,28,4,0.0,0,0.0,5,0,2,0,2,0.4,111287,0,0,0,1,993,239,-1,1,186,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,35.2
Oleksandr,Zinchenko,MID,MCI,5000000,3,14,0.46666666666666706,9.33333333333333e-08,2.8e-06,0,1230,1,2,0,0,0,0,0,2.8,122,0,0,14,0,0.4,0,2.0,0,0,3,0,0,0.0,1853,0,0,0,0,455,108,0,0,89,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,22.8
Kurt,Zouma,DEF,STK,5400000,1,73,2.7,5e-07,1.35185185185185e-05,0,151263,1,43,0,0,0,1,0,13.5,1661,-1,0,73,1,0.6,0,3.3,5,0,6,0,0,4.6,103659,0,0,0,0,2405,20371,0,0,466,Everton,Arsenal,Tottenham,West Ham,Burnley,2.5,2.1,2.8,2.6,2.7,2.2,3.9,2.0,97.9
