FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Leon,Britton,MID,SWA,4400000,0,9,0.3,6.81818181818182e-08,2.04545454545455e-06,0,8805,1,1,0,0,0,0,0,2.0,54,-1,0,9,1,0.0,0,0.0,0,0,3,0,0,0.1,4131,0,0,0,0,269,4,0,0,25,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
Isaiah,Brown,MID,BHA,5200000,0,16,0.5333333333333329,1.0256410256410301e-07,3.07692307692308e-06,0,3911,0,8,0,0,0,0,0,3.1,9,-3,0,16,3,0.0,0,0.0,0,0,0,0,0,0.0,658,0,0,0,0,302,3,0,0,60,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,14.5
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,41,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,132,0,0,0,0,0,61,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bruno,DEF,BHA,4500000,0,66,3.1,6.88888888888889e-07,1.4666666666666698e-05,0,100376,3,19,0,0,0,0,0,14.7,2664,0,0,66,0,0.1,0,0.3,5,0,8,0,0,0.8,136120,0,0,0,0,1656,86,0,0,342,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,3.2,3.9,3.5,3.6,2.5,3.6,2.5,45.8
Chris,Brunt,MID,WBA,5000000,2,59,1.96666666666667,3.93333333333333e-07,1.18e-05,0,136471,2,15,0,0,0,0,0,11.8,510,-5,0,59,5,0.6,0,3.0,6,0,6,0,6,0.6,127043,0,0,0,0,1206,1465,0,0,268,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,1.2,1.5,1.7,1.0,1.2,1.1,1.3,1.0,89.2
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,623,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,100,0,0,0,0,0,1,0,0,0,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Burke,MID,WBA,4900000,5,21,0.7,1.42857142857143e-07,4.28571428571429e-06,0,3679,0,11,0,0,0,0,0,4.3,62,-6,0,21,6,0.5,0,2.3,0,0,0,0,2,0.0,4362,0,0,0,0,326,632,0,0,69,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.8
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,1756,0,0,0,0,0,0,0,0.0,60,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2883,0,0,0,0,0,6,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Butcher,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,146,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,182,0,0,0,0,0,11,0,0,0,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,5000000,2,95,3.5,7e-07,1.9e-05,0,155054,0,49,0,107,0,0,0,19.0,1596,0,0,95,0,1.3,0,6.3,12,0,5,0,0,5.4,148156,1,0,0,2,2430,28784,0,0,521,Everton,Arsenal,Tottenham,West Ham,Burnley,3.7,3.1,4.0,3.8,3.9,3.3,5.0,3.1,73.7
Sam,Byram,DEF,WHU,4200000,0,5,0.166666666666667,3.96825396825397e-08,1.19047619047619e-06,0,10259,1,7,0,0,0,0,0,1.2,193,-3,0,5,3,0.1,0,0.3,0,0,0,0,0,0.1,3306,0,0,0,0,246,17,0,0,41,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,14.5
Willy,Caballero,GLK,CHE,4800000,0,7,0.23333333333333303,4.8611111111111105e-08,1.4583333333333299e-06,0,11447,0,0,0,3,0,0,0,1.5,161,-2,0,7,2,0.0,0,0.0,0,0,1,0,0,0.1,8960,0,0,0,0,90,24,0,0,29,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5
Yohan,Cabaye,MID,CRY,5300000,0,53,1.76666666666667,3.3333333333333304e-07,1e-05,0,34308,4,30,0,0,0,0,0,10.0,153,-2,0,53,2,0.0,0,0.0,3,0,4,0,3,0.2,18640,0,0,0,0,1741,163,0,0,319,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0.9,0.9,1.1,1.3,0.9,1.3,0.9,1.5,128.9
Gary,Cahill,DEF,CHE,6200000,2,57,1.9,3.06451612903226e-07,9.19354838709677e-06,0,604938,0,20,0,0,0,0,0,9.2,881,-3,0,57,3,0.1,0,0.7,2,0,7,0,0,3.0,84512,0,0,0,0,1542,272,0,1,332,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,1.6,2.1,1.4,1.8,1.1,1.7,1.0,47.8
Dominic,Calvert-Lewin,FWD,EVE,5000000,1,77,2.8,5.6e-07,1.5399999999999998e-05,0,1087482,4,24,0,0,0,4,0,15.4,10585,0,0,77,0,0.2,0,1.0,3,0,6,0,6,4.4,1241655,0,0,0,1,1700,14477,0,0,220,Stoke,Man City,Liverpool,Swansea,Newcastle,2.3,2.7,2.7,1.8,3.2,2.0,3.2,2.0,111.2
Geoff,Cameron,DEF,STK,4300000,1,32,1.7,3.95348837209302e-07,7.44186046511628e-06,0,41218,2,29,0,0,0,0,0,7.4,191,-2,0,32,2,0.6,0,2.7,0,0,2,0,0,0.3,31400,0,0,0,0,1494,1034,0,0,219,Everton,Arsenal,Tottenham,West Ham,Burnley,1.2,1.0,1.4,1.2,1.3,1.0,2.1,0.9,38.8
Tyrese,Campbell,FWD,STK,4500000,0,1,0.0333333333333333,7.407407407407409e-09,2.22222222222222e-07,0,5363,0,1,0,0,0,0,0,0.2,2266,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.2,17450,0,0,0,0,26,3910,0,0,3,Everton,Arsenal,Tottenham,West Ham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Emre,Can,MID,LIV,4900000,2,91,3.6,7.3469387755102e-07,1.8571428571428602e-05,0,572322,8,29,0,0,0,3,0,18.6,19009,-1,0,91,1,1.2,0,6.0,10,0,8,0,6,6.5,548637,0,0,0,2,2063,16129,0,0,496,Watford,Crystal Palace,Everton,Bournemouth,West Brom,3.8,2.9,3.3,4.0,3.1,3.8,2.6,4.0,120.6
Etienne,Capoue,MID,WAT,4800000,2,33,1.1,2.2916666666666698e-07,6.875e-06,0,297957,3,16,0,0,0,1,0,6.9,440,-7,0,33,7,0.4,0,2.0,0,0,3,0,1,1.4,41468,0,0,0,0,907,286,0,0,157,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,42.2
Michael,Carrick,MID,MUN,4200000,0,1,0.0333333333333333,7.936507936507941e-09,2.38095238095238e-07,0,113974,0,0,0,0,0,0,0,0.2,1411,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.9,87818,0,0,0,0,24,322,0,0,0,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1
Andre,Carrillo,MID,WAT,5500000,0,62,2.4,4.3636363636363604e-07,1.1272727272727301e-05,0,11176,2,31,0,0,0,1,0,11.3,155,0,0,62,0,0.2,0,1.0,4,0,4,0,3,0.1,13060,0,0,0,0,1517,119,0,0,265,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,1.2,2.2,2.0,1.6,2.1,1.2,2.2,1.2,84.8
Guido,Carrillo,FWD,SOU,6400000,2,14,0.46666666666666706,7.29166666666667e-08,2.1875e-06,0,10140,0,8,0,0,0,0,0,2.2,1334,-1,1,14,1,0.5,0,3.0,0,0,1,0,1,0.1,15088,0,0,0,0,442,149,-1,0,37,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,29.4
Andy,Carroll,FWD,WHU,5700000,0,25,2.1,3.6842105263157896e-07,4.3859649122807e-06,0,102998,5,12,0,0,0,2,0,4.4,210,-3,0,25,3,0.0,0,0.0,3,0,3,0,1,0.2,103313,0,0,0,1,695,24,0,1,71,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,1.6,1.5,2.2,49.8
Tom,Carroll,MID,SWA,4300000,1,66,2.3,5.348837209302331e-07,1.53488372093023e-05,0,616866,3,29,0,0,0,0,0,15.3,23447,-2,0,66,2,0.3,0,1.3,3,0,7,0,3,4.3,574085,0,0,0,0,2032,1256,0,0,335,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,1.2,1.5,2.6,1.2,1.7,1.6,1.9,102.0
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,699,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,377,0,0,0,0,0,0,0,0,0,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.0333333333333333,7.57575757575758e-09,2.2727272727272702e-07,0,1146,0,0,0,0,0,0,0,0.2,15,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,342,0,0,0,0,19,14,0,0,4,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Diego,Cavalieri,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,93,0,0,0,0,0,0,0,0.0,64,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,463,0,0,0,0,0,219,0,0,0,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,6900000,0,0,0.0,0.0,0.0,0,2468,0,0,0,0,0,0,0,0.0,23,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,989,0,0,0,0,0,21,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5300000,15,112,3.7,6.981132075471699e-07,2.1132075471698102e-05,0,259434,1,41,0,74,0,0,0,21.1,2122,-2,0,112,2,1.1,0,6.0,7,0,10,0,0,4.3,140286,0,0,1,1,2679,2533,0,0,544,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,5.1,4.8,2.6,5.4,2.4,4.6,2.7,60.5
,Cedric,DEF,SOU,4700000,1,55,2.3,4.8936170212766e-07,1.17021276595745e-05,0,706490,1,32,0,0,0,0,0,11.7,2335,-3,0,55,3,0.6,0,3.0,0,0,5,0,0,3.0,249910,0,0,0,0,2074,312,0,0,340,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,2.1,1.7,2.2,1.5,1.7,1.3,1.7,84.0
Nacer,Chadli,MID,WBA,5600000,0,13,0.4333333333333329,7.73809523809524e-08,2.32142857142857e-06,0,39549,1,2,0,0,0,1,0,2.3,38,-4,0,13,4,0.0,0,0.0,3,0,1,0,0,0.2,9695,0,0,0,1,174,14,0,0,30,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,0.4,9.52380952380952e-08,2.8571428571428602e-06,0,204612,1,7,0,0,0,0,0,2.9,678,-3,0,12,3,0.0,0,0.0,0,0,3,0,0,0.8,129580,0,0,0,0,429,102,0,0,37,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,19.6
Trevoh,Chalobah,DEF,CHE,4000000,0,0,0.0,0.0,0.0,0,111,0,0,0,0,0,0,0,0.0,72,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,408,0,0,0,0,0,153,0,0,0,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Chamberlain,MID,LIV,5600000,1,82,2.7333333333333303,4.88095238095238e-07,1.4642857142857098e-05,0,397890,2,26,0,0,0,3,0,14.6,8858,-4,0,82,4,0.8,0,4.3,5,0,4,0,5,3.0,367614,0,0,0,0,1537,8601,0,0,380,Watford,Crystal Palace,Everton,Bournemouth,West Brom,2.5,1.8,2.2,2.7,2.0,2.5,1.6,2.7,149.2
Calum,Chambers,DEF,ARS,4700000,1,7,0.23333333333333303,4.9645390070922e-08,1.48936170212766e-06,0,25481,1,8,0,0,0,0,0,1.5,212,-3,0,7,3,0.1,0,0.7,0,0,0,0,0,0.2,10066,0,0,0,0,439,108,0,0,73,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17.9
,Chicharito,FWD,WHU,6700000,1,83,3.5,5.22388059701493e-07,1.23880597014925e-05,0,1898762,3,32,0,0,0,7,0,12.4,15745,-3,0,83,3,0.2,0,1.3,12,0,6,0,2,7.7,1245464,0,0,0,2,1449,2947,0,0,275,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,4.2,2.2,4.5,2.3,3.6,3.3,4.5,102.4
Benjamin,Chilwell,DEF,LEI,4300000,5,45,1.5,3.48837209302326e-07,1.0465116279069802e-05,0,68715,0,21,0,0,0,0,0,10.5,3522,-2,0,45,2,0.7,0,3.0,0,0,4,0,1,1.0,112205,0,0,0,0,1398,1923,0,1,252,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.8,1.0,0.8,1.2,1.4,1.5,0.8,51.3
Hamza,Choudhury,MID,LEI,4400000,0,1,0.0333333333333333,7.57575757575758e-09,2.2727272727272702e-07,0,325,0,0,0,0,0,0,0,0.2,15,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,429,0,0,0,0,7,11,0,0,2,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Eric Maxim,Choupo-Moting,MID,STK,5400000,2,101,3.5,6.48148148148148e-07,1.87037037037037e-05,0,706601,3,45,0,0,0,4,0,18.7,6864,-1,0,101,1,0.4,0,2.3,9,0,5,0,5,4.4,845759,0,0,0,2,2234,23133,0,0,320,Everton,Arsenal,Tottenham,West Ham,Burnley,4.6,2.4,3.1,3.0,3.5,2.1,3.6,3.0,161.6
Andreas,Christensen,DEF,CHE,5300000,2,74,3.2,6.0377358490566e-07,1.3962264150943399e-05,0,445193,0,14,0,0,0,0,0,14.0,5873,-2,0,74,2,0.3,0,1.7,4,0,8,0,0,1.9,520212,0,0,0,0,1707,3682,0,0,409,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,3.6,4.3,3.2,3.9,2.6,3.7,2.4,49.9
Ciaran,Clark,DEF,NEW,4400000,0,64,3.2,7.27272727272727e-07,1.45454545454545e-05,0,260273,3,30,0,0,0,2,0,14.5,5041,-1,0,64,1,0.0,0,0.0,6,0,4,0,1,1.7,291992,0,0,0,1,1745,227,0,0,317,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,3.9,2.4,4.2,2.0,3.7,3.2,3.8,67.5
Jordy,Clasie,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,18759,0,0,0,0,0,0,0,0.0,12,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4024,0,0,0,0,0,1,0,0,0,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Cleverley,MID,WAT,5000000,0,58,2.5,5e-07,1.1599999999999999e-05,0,101747,1,33,0,0,0,1,0,11.6,508,0,0,58,0,0.0,1,0.0,3,0,6,0,2,0.4,102415,0,0,0,1,1900,5,0,1,300,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,1.2,2.3,1.2,92.1
Sam,Clucas,MID,SWA,4700000,3,63,2.7,5.744680851063829e-07,1.3404255319148899e-05,0,34297,1,24,0,0,0,3,0,13.4,5574,-3,0,63,3,0.5,0,2.3,3,0,5,0,0,0.5,66737,0,0,0,1,1667,134,0,0,250,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,1.4,2.0,3.3,1.4,2.2,2.1,2.5,59.8
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0.0,0.0,0.0,0,27949,0,0,0,0,0,0,0,0.0,23,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1459,0,0,0,0,0,6,0,0,0,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Colback,MID,NEW,4200000,0,0,0.0,0.0,0.0,0,114902,0,0,0,0,0,0,0,0.0,1199,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.8,113462,0,0,0,0,0,18,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Coleman,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,83803,0,0,0,0,0,0,0,0.0,8708,0,0,0,0,0.0,0,0.0,0,0,0,0,0,3.9,207578,0,0,0,0,0,232,0,0,0,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seamus,Coleman,DEF,EVE,6400000,6,13,0.4333333333333329,6.77083333333333e-08,2.03125e-06,0,13591,0,3,0,0,0,0,0,2.0,866,-1,0,13,1,0.5,0,3.3,0,0,1,0,1,2.0,27828,0,0,0,0,315,13853,0,0,71,Stoke,Man City,Liverpool,Swansea,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.3
James,Collins,DEF,WHU,4300000,1,35,1.16666666666667,2.71317829457364e-07,8.139534883720931e-06,0,29954,3,19,0,0,0,1,0,8.1,1022,-2,0,35,2,0.0,0,0.0,3,0,3,0,0,0.3,31578,0,0,0,0,1047,57,0,0,198,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.8,0.6,0.9,0.6,0.6,0.6,0.7,44.4
Francis,Coquelin,MID,ARS,4300000,0,7,1.0,2.3255813953488398e-07,1.62790697674419e-06,0,41024,0,6,0,0,0,0,0,1.6,123,-2,0,7,2,0.0,0,0.0,0,0,0,0,0,0.5,15787,0,0,0,0,164,3,0,0,35,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
Jack,Cork,MID,BUR,4500000,3,76,2.5,5.55555555555556e-07,1.68888888888889e-05,0,356083,6,26,0,0,0,1,0,16.9,9020,0,1,76,0,0.5,0,2.3,3,0,11,0,1,2.6,442468,0,0,0,0,2700,3437,-1,0,410,West Brom,Watford,Leicester,Stoke,Brighton,0.0,1.8,1.6,2.1,1.7,2.2,1.4,2.2,93.3
,Costa,FWD,CHE,9500000,0,0,0.0,0.0,0.0,0,66400,0,0,0,0,0,0,0,0.0,36,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.4,2429,0,0,0,0,0,9,0,0,0,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thibaut,Courtois,GLK,CHE,5400000,2,113,3.9,7.22222222222222e-07,2.0925925925925898e-05,0,806788,1,27,0,58,0,0,0,20.9,12836,-1,0,113,1,0.4,0,2.0,2,0,13,0,0,10.8,485820,0,0,0,0,2610,1279,0,0,517,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,4.8,5.5,4.3,5.2,3.6,4.9,3.4,41.9
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.131868131868129e-07,1.13186813186813e-05,0,1726997,0,14,0,0,0,7,0,11.3,905,1,0,103,-1,0.0,0,0.0,15,0,5,0,7,3.1,1531104,0,0,0,4,1109,6,0,0,381,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.7,1.75e-07,5e-07,0,24551,0,7,0,0,0,0,0,0.5,236,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.2,24129,0,0,0,0,179,5,0,0,35,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Aaron,Cresswell,DEF,WHU,5100000,0,87,3.1,6.078431372549021e-07,1.70588235294118e-05,0,267482,5,49,0,0,0,0,0,17.1,17302,1,0,87,-1,0.2,0,1.0,10,0,7,0,6,2.2,407804,0,0,0,0,2379,1207,0,0,464,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,3.6,2.7,3.9,2.4,2.9,2.2,3.2,116.9
Peter,Crouch,FWD,STK,4800000,1,53,2.3,4.79166666666667e-07,1.1041666666666698e-05,0,371888,1,20,0,0,0,3,0,11.0,3569,-2,0,53,2,0.1,0,0.7,4,0,0,0,2,2.3,355011,0,0,0,0,1109,4704,0,0,158,Everton,Arsenal,Tottenham,West Ham,Burnley,2.4,1.2,1.8,1.6,1.9,1.3,2.3,1.5,77.0
Josh,Cullen,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,374,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,691,0,0,0,0,0,13,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,4700000,1,73,2.7,5.744680851063829e-07,1.5531914893617003e-05,0,1079307,0,37,0,0,0,1,0,15.5,4228,-3,0,73,3,0.2,0,1.0,4,0,5,0,1,9.5,572875,0,0,0,0,2298,32883,0,0,444,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,2.8,2.5,3.8,2.3,2.7,2.6,2.6,2.3,95.4
,Danilo,DEF,MCI,5000000,0,72,4.2,8.4e-07,1.4400000000000001e-05,0,415205,1,7,0,0,0,2,0,14.4,8278,-5,0,72,5,0.5,0,2.3,5,0,7,0,1,2.6,316089,0,0,0,1,948,973,0,0,292,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,3.4,5.0,4.3,4.9,5.1,5.5,5.0,50.8
Scott,Dann,DEF,CRY,4600000,0,32,1.06666666666667,2.3188405797101396e-07,6.95652173913044e-06,0,87527,4,26,0,0,0,1,0,7.0,172,-4,0,32,4,0.0,0,0.0,0,0,1,0,0,0.3,39418,0,0,0,0,1434,11,0,0,211,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,67.0
Karl,Darlow,GLK,NEW,4400000,0,33,1.1,2.5e-07,7.499999999999999e-06,0,28990,0,15,0,35,0,0,0,7.5,936,-1,0,33,1,0.0,0,0.0,2,0,2,0,0,0.3,24819,1,0,0,1,900,79,0,0,172,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.8,0.6,0.9,0.6,0.7,0.6,0.7,25.9
Matteo,Darmian,DEF,MUN,4900000,1,10,0.33333333333333304,6.80272108843537e-08,2.04081632653061e-06,0,33378,0,2,0,0,0,0,0,2.0,57,-6,0,10,6,0.1,0,0.3,0,0,1,0,0,0.2,7120,0,0,0,0,196,30,0,0,49,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
,David Luiz,DEF,CHE,5700000,0,32,1.06666666666667,1.87134502923977e-07,5.6140350877193e-06,0,1190337,3,13,0,0,0,1,0,5.6,1536,-3,0,32,3,0.0,0,0.0,0,0,3,0,2,8.2,326681,0,0,0,0,838,28,0,1,186,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,0.0,0.9,0.5,0.7,0.5,0.7,0.5,29.6
,David Silva,MID,MCI,8000000,16,141,5.9,7.375e-07,1.7625e-05,0,2320045,5,13,0,0,0,8,0,17.6,11637,0,0,141,0,1.4,0,11.0,21,0,12,0,9,9.1,2424632,0,0,0,4,2000,49493,0,0,547,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,7.1,6.6,5.5,7.7,6.7,8.5,7.0,238.3
Ben,Davies,DEF,TOT,5900000,0,125,5.2,8.813559322033899e-07,2.11864406779661e-05,0,1672510,1,15,0,0,0,2,0,21.2,72608,4,0,125,-4,0.7,0,4.3,14,0,10,0,6,20.6,2543386,0,0,0,4,1873,15921,0,0,529,Chelsea,Stoke,Man City,Brighton,Watford,0.0,5.9,6.3,6.2,5.9,7.6,5.4,6.5,133.7
Tom,Davies,MID,EVE,5100000,3,48,1.8,3.5294117647058796e-07,9.41176470588235e-06,0,68143,6,20,0,0,0,1,0,9.4,632,-4,0,48,4,0.4,0,2.0,0,0,5,0,2,0.6,40939,0,0,0,0,1492,3078,0,0,174,Stoke,Man City,Liverpool,Swansea,Newcastle,0.9,0.9,1.1,0.9,1.5,0.9,1.3,0.9,52.8
Steven,Davis,MID,SOU,4700000,0,70,2.3333333333333304,4.9645390070922e-07,1.48936170212766e-05,0,446991,0,21,0,0,0,3,0,14.9,4492,-3,0,70,3,0.0,0,0.0,6,0,4,0,2,1.5,482233,0,0,0,2,1483,12,0,0,334,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,1.6,1.3,1.7,1.6,2.0,1.8,1.2,82.4
Craig,Dawson,DEF,WBA,4800000,0,61,3.0,6.25e-07,1.2708333333333301e-05,0,319161,4,30,0,0,0,2,0,12.7,1423,-2,0,61,2,0.6,0,3.0,3,0,5,0,0,1.9,121161,0,0,0,1,1790,3367,0,0,304,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,2.1,3.3,3.3,1.9,3.5,2.1,3.4,3.5,76.5
Kevin,De Bruyne,MID,MCI,10400000,3,183,6.1,5.865384615384611e-07,1.75961538461538e-05,0,2123394,1,19,0,0,0,7,0,17.6,58695,4,0,183,-4,0.3,0,3.0,25,0,16,0,16,22.9,1933459,0,0,0,5,2581,21744,0,0,768,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,7.3,7.0,5.8,8.0,7.1,8.8,7.3,318.9
