FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Phil,Jones,DEF,MUN,4500000,0,42,3.0,6.66666666666667e-07,9.33333333333333e-06,0,229601,1,10,0,0,0,0,0,9.3,1399,-5,0,42,5,0.0,0,0.0,4,0,3,0,0,0.6,234366,0,64,0,0,1224,32,0,0,269,Swansea,Arsenal,Tottenham,Southampton,Crystal Palace,0.0,0.0,0.0,0.0
,Joselu,FWD,STK,5300000,0,0,0.0,0.0,0.0,0,6771,0,0,0,0,0,0,0,0.0,14,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,716,0,246,0,0,0,7,0,0,0,West Ham,Bournemouth,Arsenal,Southampton,,0.0,0.0,0.0,0.0
,Josh Robson,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,3738,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5011,0,0,0,0,0,7,0,0,0,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,0.0,0.0,0.0
Lukas,Jutkiewicz,FWD,BUR,4300000,0,2,1.0,2.3255813953488398e-07,4.65116279069767e-07,0,30512,0,0,0,0,0,0,0,0.5,183,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.6,14435,0,0,0,0,13,78,0,0,5,Crystal Palace,West Brom,Bournemouth,West Ham,,0.0,0.0,0.0,0.0
Christian,Kabasele,DEF,WAT,4800000,0,31,0.303921568627451,6.33169934640523e-08,6.45833333333333e-06,0,3120,1,12,0,0,0,2,0,6.5,12,-2,0,31,2,0.1,0,0.4,1,0,1,0,0,0.0,1404,0,0,0,0,592,2,0,0,111,Liverpool,Leicester,Everton,Chelsea,Man City,0.2,0.2,0.4,0.2
Younes,Kaboul,DEF,WAT,4400000,0,57,2.5,5.68181818181818e-07,1.29545454545455e-05,0,65092,2,36,0,0,0,2,0,13.0,1544,-1,0,57,1,0.0,0,0.2,1,0,4,0,0,0.7,61718,0,231,0,0,1910,19,0,0,342,Liverpool,Leicester,Everton,Chelsea,Man City,0.0,0.0,0.0,0.0
Sullay,Kaikai,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,2284,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,217,0,9,0,0,0,5,0,0,0,Burnley,Man City,Hull City,Man Utd,,0.0,0.0,0.0,0.0
Harry,Kane,FWD,TOT,11600000,4,169,6.8,5.862068965517239e-07,1.4568965517241401e-05,0,2183853,2,15,0,0,0,20,0,14.6,13090,6,-1,169,-6,0.3,1,3.4,26,0,13,0,6,17.8,2233198,0,1053,0,7,2085,81235,1,0,675,Arsenal,West Ham,Man Utd,Leicester,Hull City,10.2,7.7,16.0,7.2
N'Golo,Kante,MID,CHE,4700000,1,76,2.4,5.1063829787234e-07,1.61702127659574e-05,0,783792,9,29,0,0,0,1,0,16.2,4234,-3,0,76,3,0.4,0,2.0,1,0,12,0,1,11.9,299475,0,501,0,0,2868,4057,0,0,507,Everton,Middlesbrough,West Brom,Watford,Sunderland,1.3,2.3,4.2,2.7
Bartosz,Kapustka,MID,LEI,5000000,0,0,0.0,0.0,0.0,0,5837,0,0,0,0,0,0,0,0.0,4,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.1,575,0,0,0,0,0,3,0,0,0,West Brom,Watford,Man City,Tottenham,Bournemouth,0.0,0.0,0.0,0.0
Loris,Karius,GLK,LIV,4300000,0,32,0.313725490196078,7.295941632466941e-08,7.44186046511628e-06,0,80350,0,12,0,20,0,0,0,7.4,179,-7,0,32,7,0.0,0,0.0,0,0,3,0,0,0.7,79107,0,0,0,0,900,36,0,0,153,Watford,Southampton,West Ham,Middlesbrough,,0.2,0.2,0.2,0.2
Michael,Keane,DEF,BUR,5100000,1,105,3.1,6.078431372549021e-07,2.05882352941176e-05,0,118946,4,49,0,0,0,2,0,20.6,4311,1,0,105,-1,0.6,0,3.2,8,0,9,0,1,4.2,234250,0,0,0,3,3060,4498,0,0,588,Crystal Palace,West Brom,Bournemouth,West Ham,,2.9,4.2,2.6,4.5
Will,Keane,FWD,HUL,4400000,0,8,1.6,3.63636363636364e-07,1.81818181818182e-06,0,39701,0,10,0,0,0,0,0,1.8,113,-1,0,8,1,0.0,0,0.0,0,0,1,0,0,0.2,41302,0,0,0,0,280,52,0,0,9,Southampton,Sunderland,Crystal Palace,Tottenham,,0.0,0.0,0.0,0.0
Martin,Kelly,DEF,CRY,4200000,4,38,0.3725490196078429,8.870214752567689e-08,9.04761904761905e-06,0,47780,3,37,0,0,0,0,0,9.0,616,-3,0,38,3,0.5,0,2.2,0,0,1,0,2,0.7,57582,0,96,0,0,1779,5877,0,0,269,Burnley,Man City,Hull City,Man Utd,,0.2,0.2,0.2,0.2
,Kenedy,MID,CHE,5100000,0,1,0.00980392156862745,1.92233756247597e-09,1.9607843137254898e-07,0,2241,0,0,0,0,0,0,0,0.2,1,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.0,1263,0,86,0,0,16,2,0,0,2,Everton,Middlesbrough,West Brom,Watford,Sunderland,0.0,0.0,0.0,0.0
Jonjoe,Kenny,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,946,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1643,0,0,0,0,0,26,0,0,0,Chelsea,Swansea,Watford,Arsenal,,0.0,0.0,0.0,0.0
Wahbi,Khazri,MID,SUN,6000000,2,30,0.294117647058824,4.9019607843137306e-08,5e-06,0,11795,4,19,0,0,0,1,0,5.0,43,-5,0,30,5,0.4,0,2.6,3,0,1,0,0,0.1,1235,0,172,0,0,705,90,0,0,90,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.1,0.1,0.2,0.1
,Ki Sung-yueng,MID,SWA,5000000,3,29,0.28431372549019607,5.68627450980392e-08,5.7999999999999995e-06,0,4874,3,27,0,0,0,0,0,5.8,14,-5,0,29,5,0.2,0,1.2,0,0,2,0,0,0.0,1483,0,241,0,0,1081,21,0,0,179,Man Utd,Everton,Sunderland,West Brom,,0.1,0.1,0.1,0.1
Michael,Kightly,MID,BUR,4200000,0,6,1.2,2.85714285714286e-07,1.4285714285714301e-06,0,33625,0,1,0,0,0,0,0,1.4,265,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.6,29225,0,0,0,0,104,7,0,0,20,Crystal Palace,West Brom,Bournemouth,West Ham,,0.0,0.0,0.0,0.0
Andy,King,MID,LEI,4700000,0,35,0.343137254901961,7.30079265748853e-08,7.4468085106383e-06,0,18148,4,23,0,0,0,1,0,7.4,94,-3,0,35,3,0.1,0,0.6,1,0,1,0,0,0.2,9953,0,174,0,0,1255,58,0,0,181,West Brom,Watford,Man City,Tottenham,Bournemouth,0.2,0.2,0.4,0.2
Joshua,King,MID,BOU,6100000,8,153,4.6,7.54098360655738e-07,2.5081967213114802e-05,0,200630,1,51,0,0,0,14,0,25.1,7516,6,-1,153,-6,1.0,1,5.8,12,0,8,0,2,18.1,958890,0,321,0,2,2444,105675,1,0,486,Sunderland,Stoke,Burnley,Leicester,,5.1,5.9,6.6,4.2
Stephen,Kingsley,DEF,SWA,3900000,6,26,0.254901960784314,6.5359477124183e-08,6.66666666666667e-06,0,509096,0,19,0,0,0,0,0,6.7,3462,-1,0,26,1,0.3,0,1.2,2,0,3,0,0,8.8,643823,0,75,0,1,945,4949,0,0,173,Man Utd,Everton,Sunderland,West Brom,,0.1,0.1,0.1,0.1
Jan,Kirchhoff,MID,SUN,4200000,0,12,1.7,4.0476190476190503e-07,2.8571428571428602e-06,0,3753,1,11,0,0,0,0,0,2.9,17,-3,0,12,3,0.0,0,0.0,0,0,0,0,1,0.0,1784,0,118,0,0,433,8,0,0,61,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,0.0,0.0,0.0
Ragnar,Klavan,DEF,LIV,4400000,0,42,2.2,5e-07,9.54545454545455e-06,0,89491,3,19,0,0,0,0,0,9.3,1566,-6,1,42,6,0.1,0,0.6,4,0,3,0,0,0.7,67514,0,0,0,0,1406,41,-1,0,289,Watford,Southampton,West Ham,Middlesbrough,,0.0,2.5,2.1,2.2
Aleksandar,Kolarov,DEF,MCI,5800000,7,92,3.4,5.862068965517239e-07,1.58620689655172e-05,0,219966,6,24,0,0,0,1,0,15.9,1305,-2,0,92,2,0.3,0,1.8,7,0,9,0,1,3.1,124980,1,429,0,2,2355,4065,0,0,529,Middlesbrough,Crystal Palace,Leicester,West Brom,Watford,3.3,4.0,7.8,2.8
Vincent,Kompany,DEF,MCI,5900000,9,26,0.254901960784314,4.32037221668328e-08,4.4067796610169505e-06,0,21868,2,3,0,0,0,1,0,4.4,889,-1,0,26,1,0.8,0,4.6,5,0,2,0,0,1.1,36917,0,173,0,1,384,21039,0,0,97,Middlesbrough,Crystal Palace,Leicester,West Brom,Watford,0.1,0.1,0.2,0.1
Arouna,Kone,FWD,EVE,5100000,0,3,0.0294117647058824,5.7670126874279105e-09,5.882352941176471e-07,0,69967,0,0,0,0,0,0,0,0.6,97,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.7,15775,0,289,0,0,46,57,0,0,9,Chelsea,Swansea,Watford,Arsenal,,0.0,0.0,0.0,0.0
Lamine,Kone,DEF,SUN,4300000,0,59,2.3,5.348837209302331e-07,1.37209302325581e-05,0,120678,4,41,0,0,0,1,0,13.7,2727,-2,0,59,2,0.2,0,0.8,5,0,4,0,0,1.6,92824,0,176,0,2,2185,1215,0,0,380,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,2.7,1.6,4.4,1.6
Dimitrios,Konstantopoulos,GLK,MID,4100000,0,0,0.0,0.0,0.0,0,6777,0,0,0,0,0,0,0,0.0,28,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,1093,0,0,0,0,0,10,0,0,0,Man City,Chelsea,Southampton,Liverpool,,0.0,0.0,0.0,0.0
Laurent,Koscielny,DEF,ARS,6100000,6,115,4.0,6.557377049180329e-07,1.88524590163934e-05,0,806120,3,33,0,0,0,2,0,18.9,7556,1,0,115,-1,0.3,0,1.6,19,0,9,0,1,11.1,907230,0,493,0,3,2538,3618,0,0,665,Tottenham,Man Utd,Southampton,Stoke,Sunderland,0.0,8.7,9.1,4.9
Cheikhou,Kouyate,MID,WHU,5000000,3,70,2.4,4.8e-07,1.4000000000000001e-05,0,93783,3,46,0,0,0,1,0,14.0,440,-5,0,70,5,0.6,0,3.2,0,0,7,0,1,0.7,24787,0,498,0,0,2543,202,0,0,405,Stoke,Tottenham,Liverpool,Burnley,,0.0,1.7,1.4,1.6
Dusan,Kuciak,GLK,HUL,4000000,0,0,0.0,0.0,0.0,0,6734,0,0,0,0,0,0,0,0.0,58,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,7916,0,0,0,0,0,6,0,0,0,Southampton,Sunderland,Crystal Palace,Tottenham,,0.0,0.0,0.0,0.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,1103,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,912,0,0,0,0,0,3,0,0,0,Burnley,Man City,Hull City,Man Utd,,0.0,0.0,0.0,0.0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,23388,0,0,0,0,0,0,0,0.0,54,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,3162,0,0,0,0,0,3,0,0,0,Crystal Palace,West Brom,Bournemouth,West Ham,,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,6700000,0,123,1.20588235294118,1.79982440737489e-07,1.8358208955223898e-05,0,1849347,3,32,0,0,0,7,0,18.1,7077,-3,1,123,3,0.0,0,0.0,13,0,6,0,7,8.4,1888225,0,416,0,3,2064,1060,-1,0,488,Watford,Southampton,West Ham,Middlesbrough,,0.0,0.6,0.6,0.8
Rickie,Lambert,FWD,WBA,5400000,0,1,1.0,1.85185185185185e-07,1.85185185185185e-07,0,8271,0,0,0,0,0,0,0,0.2,4,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,1437,0,72,0,0,13,6,0,0,3,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6600000,0,28,3.1,4.6969696969697e-07,4.24242424242424e-06,0,537818,1,2,0,0,0,1,0,4.2,243,-4,0,28,4,0.0,1,0.0,4,0,4,0,1,3.3,303167,0,519,0,0,595,30,0,0,93,Arsenal,West Ham,Man Utd,Leicester,Hull City,0.0,0.0,0.0,0.0
Manuel,Lanzini,MID,WHU,6000000,3,118,3.8,6.33333333333333e-07,1.96666666666667e-05,0,180207,7,48,0,0,0,7,0,19.3,12992,-5,1,118,5,0.3,0,2.0,18,0,7,0,3,2.0,254945,0,381,0,3,2348,2500,-1,0,565,Stoke,Tottenham,Liverpool,Burnley,,3.0,3.6,3.0,3.4
Sebastian,Larsson,MID,SUN,4700000,0,28,1.6,3.4042553191489397e-07,5.95744680851064e-06,0,2372,3,26,0,0,0,0,0,6.0,23,-3,0,28,3,0.0,0,0.0,0,0,3,0,1,0.0,1906,0,58,0,0,1186,3,0,1,155,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,0.8,2.0,0.8
Grant,Leadbitter,MID,MID,4400000,0,24,0.23529411764705901,5.3475935828877e-08,5.45454545454545e-06,0,1736,1,8,0,0,0,1,0,5.5,46,-6,0,24,6,0.2,0,0.8,1,0,3,0,0,0.0,1706,0,0,0,0,554,5,0,0,103,Man City,Chelsea,Southampton,Liverpool,,0.0,0.1,0.1,0.1
Michael,Ledger,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,348,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,527,0,0,0,0,0,2,0,0,0,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,0.0,0.0,0.0
Joe,Ledley,MID,CRY,4300000,0,40,0.3921568627450979,9.119927040583671e-08,9.30232558139535e-06,0,39753,1,26,0,0,0,1,0,9.3,224,-2,0,40,2,0.0,0,0.0,1,0,2,0,1,0.4,27839,0,121,0,0,1160,56,0,0,201,Burnley,Man City,Hull City,Man Utd,,0.2,0.2,0.2,0.2
,Lee Chung-yong,MID,CRY,4200000,0,23,0.22549019607843104,5.3688141923436e-08,5.47619047619048e-06,0,19509,0,10,0,0,0,0,0,5.5,228,-3,0,23,3,0.0,0,0.0,0,0,2,0,1,0.3,19363,0,56,0,0,437,59,0,0,100,Burnley,Man City,Hull City,Man Utd,,0.1,0.1,0.1,0.1
Jonathan,Leko,MID,WBA,4200000,0,10,0.0980392156862745,2.33426704014939e-08,2.38095238095238e-06,0,50017,0,3,0,0,0,0,0,2.4,482,-3,0,10,3,0.0,0,0.0,0,0,0,0,1,0.5,52642,0,28,0,0,105,44,0,0,33,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0
Brian,Lenihan,DEF,HUL,3900000,0,0,0.0,0.0,0.0,0,85433,0,0,0,0,0,0,0,0.0,966,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.2,73624,0,0,0,0,0,86,0,0,0,Southampton,Sunderland,Crystal Palace,Tottenham,,0.0,0.0,0.0,0.0
Aaron,Lennon,MID,EVE,5500000,0,22,0.215686274509804,3.92156862745098e-08,4e-06,0,14917,0,5,0,0,0,0,0,4.0,54,-5,0,22,5,0.0,0,0.0,0,0,2,0,1,0.2,4046,0,278,0,0,509,5,0,0,104,Chelsea,Swansea,Watford,Arsenal,,0.0,0.1,0.1,0.1
Jeremain,Lens,MID,SUN,5900000,0,2,1.0,1.6949152542372902e-07,3.3898305084745803e-07,0,2572,0,1,0,0,0,0,0,0.3,2,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,255,0,180,0,0,69,1,0,0,12,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,0.0,0.0,0.0
Joleon,Lescott,DEF,SUN,3900000,0,1,0.00980392156862745,2.5138260432378103e-09,2.56410256410256e-07,0,7204,0,0,0,0,0,0,0,0.3,549,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.3,17934,0,0,0,0,34,492,0,0,5,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,0.0,0.0,0.0
Harry,Lewis,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,441,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,970,0,0,0,0,0,12,0,0,0,Hull City,Liverpool,Arsenal,Middlesbrough,Man Utd,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5600000,4,52,0.509803921568627,9.103641456582631e-08,9.28571428571429e-06,0,62709,2,9,0,0,0,1,0,9.3,4771,-4,0,52,4,0.4,0,2.0,3,0,7,0,2,1.1,63383,0,318,0,1,1135,3028,0,0,202,Swansea,Arsenal,Tottenham,Southampton,Crystal Palace,0.3,0.3,0.6,0.3
Jake,Livermore,MID,WBA,4700000,0,67,2.1,4.4680851063829794e-07,1.42553191489362e-05,0,10104,5,54,0,0,0,1,0,14.3,121,-3,0,67,3,0.4,0,1.8,2,0,4,0,1,0.1,8683,0,0,0,0,2558,60,0,1,417,Leicester,Burnley,Chelsea,Man City,Swansea,2.2,1.2,2.3,1.2
Fernando,Llorente,FWD,SWA,6100000,6,116,4.0,6.557377049180329e-07,1.9016393442623e-05,0,1034119,2,49,0,0,0,12,0,19.0,21975,-4,0,116,4,0.3,0,1.8,15,0,3,0,2,5.7,1142976,0,0,0,4,2088,11363,0,0,411,Man Utd,Everton,Sunderland,West Brom,,3.6,4.7,4.4,5.0
Hugo,Lloris,GLK,TOT,5500000,6,124,4.3,7.81818181818182e-07,2.25454545454545e-05,0,358395,0,20,0,62,0,0,0,22.5,5580,0,0,124,0,0.9,0,5.2,5,0,14,0,0,8.0,330806,0,419,0,0,2554,3222,0,0,570,Arsenal,West Ham,Man Utd,Leicester,Hull City,6.4,4.9,7.5,4.1
Ruben,Loftus-Cheek,MID,CHE,5000000,0,6,0.0588235294117647,1.1764705882352901e-08,1.2e-06,0,4043,0,0,0,0,0,0,0,1.2,8,-5,0,6,5,0.1,0,0.6,0,0,0,0,0,0.1,450,0,68,0,0,35,4,0,0,16,Everton,Middlesbrough,West Brom,Watford,Sunderland,0.0,0.0,0.0,0.0
Chris,Long,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,34193,0,0,0,0,0,0,0,0.0,66,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,5737,0,0,0,0,0,34,0,0,0,Crystal Palace,West Brom,Bournemouth,West Ham,,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,6276,0,0,0,0,0,0,0,0.0,60,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7751,0,0,0,0,0,17,0,0,0,Crystal Palace,West Brom,Bournemouth,West Ham,,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,6100000,1,51,1.8,2.95081967213115e-07,8.360655737704919e-06,0,497200,2,21,0,0,0,3,0,8.4,1355,-4,0,51,4,0.2,0,1.4,2,0,2,0,1,3.0,110071,0,435,0,0,1101,1516,0,0,143,Hull City,Liverpool,Arsenal,Middlesbrough,Man Utd,2.0,2.8,2.1,1.6
Ademola,Lookman,MID,EVE,5000000,1,16,0.156862745098039,3.13725490196078e-08,3.2e-06,0,7674,0,2,0,0,0,1,0,3.2,102,-5,1,16,5,0.1,0,0.4,0,0,1,0,0,0.0,9315,0,0,0,0,289,8,-1,0,33,Chelsea,Swansea,Watford,Arsenal,,0.1,0.1,0.1,0.1
Donald,Love,DEF,SUN,3900000,0,19,0.186274509803922,4.77626948215184e-08,4.87179487179487e-06,0,213446,1,10,0,0,0,0,0,4.9,3471,-1,0,19,1,0.0,0,0.0,1,0,1,0,1,3.6,320544,0,3,0,0,521,569,0,0,119,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.1,0.1,0.2,0.1
Dejan,Lovren,DEF,LIV,4800000,1,82,3.3,6.875e-07,1.7083333333333302e-05,0,437708,5,31,0,0,0,2,0,17.1,3766,-2,0,82,2,0.5,0,2.6,5,0,7,0,1,4.2,467680,0,248,0,0,2193,3287,0,0,487,Watford,Southampton,West Ham,Middlesbrough,,2.4,4.3,3.9,3.9
Matthew,Lowton,DEF,BUR,4500000,0,81,2.5,5.55555555555556e-07,1.8e-05,0,37974,9,47,0,0,0,0,0,18.0,986,0,0,81,0,0.6,0,2.8,5,0,8,0,2,0.8,53110,0,0,0,0,2880,1427,0,0,559,Crystal Palace,West Brom,Bournemouth,West Ham,,2.1,3.2,1.9,3.4
Leiva,Lucas,MID,LIV,4400000,2,37,0.362745098039216,8.24420677361854e-08,8.40909090909091e-06,0,12278,3,17,0,0,0,0,0,8.4,209,-1,0,37,1,0.7,0,3.0,2,0,2,0,2,0.2,12863,0,253,0,0,938,367,0,0,199,Watford,Southampton,West Ham,Middlesbrough,,0.2,0.2,0.2,0.2
Greg,Luer,FWD,HUL,4400000,0,0,0.0,0.0,0.0,0,5942,0,0,0,0,0,0,0,0.0,48,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,6374,0,0,0,0,0,33,0,0,0,Southampton,Sunderland,Crystal Palace,Tottenham,,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,EVE,10400000,2,207,6.3,6.05769230769231e-07,1.99038461538462e-05,0,2105255,3,35,0,0,0,24,0,19.7,140170,14,1,207,-14,0.5,0,5.0,31,0,12,0,6,44.0,3573539,0,754,0,6,2906,20443,-1,0,785,Chelsea,Swansea,Watford,Arsenal,,8.4,7.1,9.4,6.6
Shaun,MacDonald,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,4190,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,399,0,3,0,0,0,3,0,0,0,Sunderland,Stoke,Burnley,Leicester,,0.0,0.0,0.0,0.0
Matt,Macey,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,45,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,139,0,0,0,0,0,19,0,0,0,Tottenham,Man Utd,Southampton,Stoke,Sunderland,0.0,0.0,0.0,0.0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0.0,0.0,0.0,0,883,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,723,0,0,0,0,0,2,0,0,0,Middlesbrough,Crystal Palace,Leicester,West Brom,Watford,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,HUL,4400000,9,65,2.5,5.68181818181818e-07,1.4772727272727301e-05,0,15865,4,49,0,0,0,2,0,14.8,1626,-1,0,65,1,1.1,0,5.0,5,0,3,0,3,0.8,46100,0,0,0,0,2078,6150,0,0,440,Southampton,Sunderland,Crystal Palace,Tottenham,,2.1,2.6,2.2,2.8
Riyad,Mahrez,MID,LEI,8900000,2,105,3.4,3.8202247191011207e-07,1.17977528089888e-05,0,925546,3,39,0,0,0,5,0,11.8,3308,-6,0,105,6,0.3,1,2.8,8,0,7,0,4,8.2,194479,0,994,0,0,2399,1070,0,0,383,West Brom,Watford,Man City,Tottenham,Bournemouth,2.1,4.8,5.2,3.7
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.00980392156862745,2.1786492374727697e-09,2.22222222222222e-07,0,142,0,0,0,0,0,0,0,0.2,5,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,153,0,0,0,0,2,4,0,0,5,Tottenham,Man Utd,Southampton,Stoke,Sunderland,0.0,0.0,0.0,0.0
Josh,Maja,FWD,SUN,4500000,0,0,0.0,0.0,0.0,0,1719,0,0,0,0,0,0,0,0.0,66,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2803,0,0,0,0,0,74,0,0,0,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,0.0,0.0,0.0
Moses,Makasi,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,12,0,0,0,0,0,12,0,0,0,Stoke,Tottenham,Liverpool,Burnley,,0.0,0.0,0.0,0.0
Shaun,Maloney,MID,HUL,4300000,0,23,0.22549019607843104,5.2439580483356106e-08,5.34883720930233e-06,0,90135,0,5,0,0,0,1,0,5.3,181,-2,0,23,2,0.2,0,1.0,2,0,1,0,2,0.6,90372,0,0,0,1,238,22,0,0,82,Southampton,Sunderland,Crystal Palace,Tottenham,,0.1,0.1,0.1,0.1
Steve,Mandanda,GLK,CRY,4200000,0,19,0.186274509803922,4.435107376283849e-08,4.52380952380952e-06,0,140820,0,17,0,24,0,0,0,4.5,291,-3,0,19,3,0.0,0,0.0,0,0,0,0,0,1.9,43534,0,0,0,0,810,54,0,0,120,Burnley,Man City,Hull City,Man Utd,,0.1,0.1,0.1,0.1
Sadio,Mane,MID,LIV,9300000,0,156,5.8,6.23655913978495e-07,1.67741935483871e-05,0,2167251,4,26,0,0,0,13,0,16.8,8564,3,0,156,-3,0.1,0,1.2,14,0,8,0,7,8.2,1861846,0,635,0,4,2242,304,0,0,502,Watford,Southampton,West Ham,Middlesbrough,,0.0,0.0,0.0,0.0
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0.0,0.0,0.0,0,20951,0,0,0,0,0,0,0,0.0,25,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,1145,0,235,0,0,0,17,0,0,0,Middlesbrough,Crystal Palace,Leicester,West Brom,Watford,0.0,0.0,0.0,0.0
Alexander,Manninger,GLK,LIV,4000000,0,0,0.0,0.0,0.0,0,8673,0,0,0,0,0,0,0,0.0,59,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,10937,0,0,0,0,0,27,0,0,0,Watford,Southampton,West Ham,Middlesbrough,,0.0,0.0,0.0,0.0
Vito,Mannone,GLK,SUN,4000000,0,34,0.33333333333333304,8.33333333333333e-08,8.5e-06,0,53100,0,19,0,41,0,0,0,8.3,609,-5,1,34,5,0.0,0,0.0,6,0,2,0,0,0.6,32612,0,210,0,1,810,217,-1,0,187,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.2,0.2,0.4,0.2
Javier,Manquillo,DEF,SUN,4300000,2,22,0.215686274509804,5.0159598723210195e-08,5.11627906976744e-06,0,2532,2,18,0,0,0,0,0,5.1,43,-2,0,22,2,0.1,0,0.6,0,0,1,0,0,0.0,2793,0,0,0,0,989,149,0,0,127,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.1,0.1,0.2,0.1
,Marc Wilson,DEF,WBA,3900000,0,0,0.0,0.0,0.0,0,93410,0,0,0,0,0,0,0,0.0,1278,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.1,109012,0,14,0,0,0,516,0,0,0,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0
