FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast
Ander,Herrera,MID,MUN,6400000,3,93,3.3,5.15625e-07,1.453125e-05,0,79400,5,16,0,0,0,1,0,14.5,9558,-1,0,93,1,0.9,0,5.7,11,0,13,0,6,2.7,170621,0,307,0,1,2357,6651,0,1,543,Arsenal,Tottenham,Southampton,Crystal Palace,,2.1,4.5,2.7
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,196,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,240,0,0,0,0,0,4,0,0,0,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,0.0,0.0,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,1646,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2941,0,0,0,0,0,6,0,0,0,Swansea,Watford,Arsenal,,,0.0,0.0,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2615,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,3277,0,0,0,0,0,23,0,0,0,Sunderland,Crystal Palace,Tottenham,,,0.0,0.0,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,13126,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1207,0,0,0,0,0,1,0,0,0,Leicester,Everton,Chelsea,Man City,,0.0,0.0,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4200000,0,36,0.34285714285714297,8.16326530612245e-08,8.571428571428571e-06,0,157680,2,15,0,0,0,0,0,8.6,1504,-3,0,36,3,0.2,0,1.0,0,0,6,0,0,1.7,116000,0,0,0,0,1227,137,0,0,218,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,0.4,0.4,0.2
Rob,Holding,DEF,ARS,4000000,0,9,0.0857142857142857,2.14285714285714e-08,2.25e-06,0,71475,1,6,0,0,0,0,0,2.3,856,-5,0,9,5,0.1,0,0.4,0,0,1,0,0,0.7,55075,0,0,0,0,360,1939,0,0,75,Man Utd,Southampton,Stoke,Sunderland,Everton,0.0,0.0,0.0
Jose,Holebas,DEF,WAT,4600000,0,87,2.9,6.30434782608696e-07,1.89130434782609e-05,0,421683,12,51,0,0,0,2,0,18.9,8025,1,0,87,-1,0.7,0,3.0,9,0,7,0,4,3.4,526317,0,96,0,1,2635,961,0,0,506,Leicester,Everton,Chelsea,Man City,,0.0,3.9,3.0
Mason,Holgate,DEF,EVE,4100000,1,50,0.47619047619047605,1.16144018583043e-07,1.2195121951219501e-05,0,426716,2,14,0,0,0,0,0,12.2,5571,-4,0,50,4,0.7,0,2.8,5,0,5,0,1,7.1,679320,0,0,0,0,1160,12740,0,0,266,Swansea,Watford,Arsenal,,,0.2,0.2,0.2
Nathan,Holland,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,16,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,64,0,0,0,0,0,22,0,0,0,Tottenham,Liverpool,Burnley,,,0.0,0.0,0.0
George,Honeyman,MID,SUN,4500000,1,4,0.0380952380952381,8.46560846560846e-09,8.888888888888891e-07,0,179,1,4,0,0,0,0,0,0.9,1,0,0,4,0,0.0,0,0.2,0,0,0,0,0,0.0,222,0,0,0,0,157,3,0,0,31,Hull City,Swansea,Arsenal,Chelsea,,0.0,0.0,0.0
